id	storyId	groupId	people	headIcon	jumpId	choiceOneType	choiceOneId	choiceOneJumpId	type1	reward1	rewardNum1	choiceTwoType	choiceTwoId	choiceTwoJumpId	type2	reward2	rewardNum2	choiceThreeType	choiceThreeId	choiceThreeJumpId	type3	reward3	rewardNum3	chapterBg	end	status	name	name_zh_TW	name_en_UK	name_ja_JP	name_ko_KR	name_th_TH	desc	desc_zh_TW	desc_en_UK	desc_ja_JP	desc_ko_KR	desc_th_TH	choiceOne	choiceOne_zh_TW	choiceOne_en_UK	choiceOne_ja_JP	choiceOne_ko_KR	choiceOne_th_TH	choiceTwo	choiceTwo_zh_TW	choiceTwo_en_UK	choiceTwo_ja_JP	choiceTwo_ko_KR	choiceTwo_th_TH	choiceThree	choiceThree_zh_TW	choiceThree_en_UK	choiceThree_ja_JP	choiceThree_ko_KR	choiceThree_th_TH
107	14	3			4																			57:dialg_bg_237		1							我试图插入话题平息两者的情绪，两人却因此愣住了。	我試圖插入話題平息兩者的情緒，兩人卻因此愣住了。	Attempting to intervene and diffuse the situation, both parties suddenly fall silent.	私は二人を落ち着かせるために話を切り出そうとしたが、二人は驚いたように黙り込んでしまった。	나는 이들의 분노를 달래기 위해 대화에 참여하려고 했지만, 그 결과 두 사람은 깜짝 놀라서 멈춰버렸다	ฉัน​พยายาม​ที่จะ​เปลี่ยน​หัวข้อ​สนทนา​เพื่อ​ทำให้​ทั้งสอง​ใจเย็น​ลง​ แต่​ทั้งสอง​กลับ​นิ่งเงียบ​ไป​																		
108	14	4																						57:dialg_bg_237	1	1							「在外人面前丢不起这个脸。」如此说着，两人冷着脸各自离开了。这样也算解决了吧……？	「在外人面前丟不起這個臉。」如此說著，兩人冷著臉各自離開了。這樣也算解決了吧……？	"We shouldn't embarrass ourselves in front of others." Uttering these words, they each depart with cold expressions. I suppose that's one way to resolve it...	「部外者の前で面目を失うわけにはいかないわ」と言って、二人は冷たい表情でそれぞれ去って行った。これで解決と言えるのだろうか…？	「남들 앞에서 창피하게」라고 말하며, 두 사람은 차가운 얼굴로 떠나버렸다. 이렇게 해결된 걸까...?	"​ไม่​อยาก​มา​เสียหน้า​ต่อหน้า​คนนอก​แบบนี้​หรอก​"​ พูด​จบ​ทั้งสอง​ต่าง​ก็​หันหลัง​เดิน​จากไป​ เท่ากับ​ว่า​แก้ไขปัญหา​ได้​แล้ว​สิ​นะ​...​																		
109	14	5			6																			57:dialg_bg_237		1							两者间矛盾并未消解，迅速膨胀的恼恨影响了环境中的情绪粒子。	兩者間矛盾並未消解，迅速膨脹的惱恨影響了環境中的情緒粒子。	Their unresolved conflict swiftly escalates, triggering fluctuations in the Pathos Particles surrounding us.	二人の矛盾は解決されておらず、急速に膨らんだ不満が周囲のエモーション粒子に影響を与える。	양측 간의 갈등이 해소되지 않았고, 급격히 커져가는 분노가 주변의 이모션 파티클에 영향을 미쳤다	ความขัดแย้ง​ระหว่าง​ทั้งสองฝ่าย​ยัง​ไม่​ได้รับ​การ​คลี่คลาย​ ความโกรธเคือง​ได้​ส่ง​ผลกระทบ​ต่อ​อนุภาค​พา​โธส​ใน​สภาพแวดล้อม​																		
110	14	6																						57:dialg_bg_237	1	1							物品的傀化只在瞬间，我们陷入新的战斗中……	物品的傀化只在瞬間，我們陷入新的戰鬥中……	Objects morph into Anomalies in an instant, plunging us into another skirmish...	ほんの一瞬だけ周囲のものが傀となり、一行は新たな戦いに身を投じる――。	물건이 순식간에 퍼펫화됐고, 우리는 새로운 전투에 휘말렸다…	สภาวะ​หุ่นเชิด​ของ​สิ่งของ​เกิดขึ้น​ได้​ใน​ชั่วพริบตา​ พวกเรา​ต้อง​ตก​เข้าสู่​การต่อสู้​ครั้ง​ใหม่​อีกครั้ง​...​																		
111	14	7			8																			57:dialg_bg_237		1							争吵瞬间变得更加热烈。两人为了为赢得我的支持，纷纷给出各种好处，争吵逐渐演变成招揽大赛。	爭吵瞬間變得更加熱烈。兩人為了為贏得我的支持，紛紛給出各種好處，爭吵逐漸演變成招攬大賽。	The argument unexpectedly intensifies. Both individuals vie for my support by offering various benefits, transforming the dispute into a contest to sway my favor.	議論は瞬く間に白熱し、私の支持を得るために二人はさまざまな便宜を提案し始め、口論は次第に勧誘合戦へと変わっていった。	논쟁은 순식간에 더 격렬해졌다. 양측은 내 지지를 얻기 위해 다양한 혜택을 제안하며 서로 경쟁했다	การโต้เถียง​ดุเดือด​ยิ่งขึ้น​ใน​ชั่วพริบตา​ ทั้งสองฝ่าย​ต่าง​พยายาม​ชนะใจ​ฉัน​ด้วย​การ​เสนอ​ผลประโยชน์​ต่างๆ​ จน​ในที่สุด​ การโต้เถียง​นั้น​ค่อยๆ​ กลาย​เป็นการ​ประลอง​นัก​ขายตรง​แทน​สะ​อย่าง​งั้น​...​																		
112	14	8																						57:dialg_bg_237	1	1							最初争吵的原因似乎已经不重要了……	最初爭吵的原因似乎已經不重要了……	The initial cause of the argument now appears trivial...	最初の喧嘩の理由なんて、もうどうでもよくなったようだ…	초반에 싸운 이유는 더 이상 중요하지 않은 것 같다…	เหตุผล​เริ่มแรก​ของ​การทะเลาะวิวาท​ดูเหมือน​จะ​ไม่​สำคัญ​อีกต่อไป​แล้ว​...​																		
113	15	1			2																			57:dialg_bg_114		1							深夜的街道寂然空荡，忽然一群猫咪出现在空荡的街道上狂奔。它们似乎在追赶着什么？	深夜的街道寂然空蕩，忽然一群貓咪出現在空蕩的街道上狂奔。它們似乎在追趕著什麼？	The late-night street remains tranquil and abandoned until a group of cats races down the road, seemingly chasing after something.	夜遅く、静かで人影のない通りに、突然猫の集団が現れ、誰もいない通りを狂ったように駆け抜けていった。彼らは何かを追いかけているように見えた。	늦은 밤 거리는 고요하게 텅 비어 있었고, 갑자기 고양이떼가 공터 위를 달려갔어. 그들은 무엇을 쫓고 있는 걸까?	บน​ถนน​ยามดึก​ที่​เงียบสงัด​และ​ว่างเปล่า​ จู่ๆ​ ก็​มี​ฝูง​แมว​ปรากฏตัว​ขึ้น​วิ่ง​พรวดพราด​ไป​บน​ถนน​ที่​ไร้​ผู้คน​ ดูเหมือน​พวก​มัน​กำลัง​ไล่ตาม​อะไร​บางอย่าง​อยู่​?​																		
114	15	2				1		7	5	3000023	850	1		5	1	12178014	1	1		3	2	0	0.3	57:dialg_bg_114		1							深夜的街道寂然空荡，忽然一群猫咪出现在空荡的街道上狂奔。它们似乎在追赶着什么？	深夜的街道寂然空蕩，忽然一群貓咪出現在空蕩的街道上狂奔。它們似乎在追趕著什麼？	The late-night street remains tranquil and abandoned until a group of cats races down the road, seemingly chasing after something.	夜遅く、静かで人影のない通りに、突然猫の集団が現れ、誰もいない通りを狂ったように駆け抜けていった。彼らは何かを追いかけているように見えた。	늦은 밤 거리는 고요하게 텅 비어 있었고, 갑자기 고양이떼가 공터 위를 달려갔어. 그들은 무엇을 쫓고 있는 걸까?	บน​ถนน​ยามดึก​ที่​เงียบสงัด​และ​ว่างเปล่า​ จู่ๆ​ ก็​มี​ฝูง​แมว​ปรากฏตัว​ขึ้น​วิ่ง​พรวดพราด​ไป​บน​ถนน​ที่​ไร้​ผู้คน​ ดูเหมือน​พวก​มัน​กำลัง​ไล่ตาม​อะไร​บางอย่าง​อยู่​?​	继续巡逻	繼續巡邏	Continue with our patrol.	パトロールを続ける	계속 순찰한다	ตรวจตราต่อไป	追逐猫咪	追逐貓咪	Pursue the cats.	猫を追いかける	고양이를 따라간다	ไล่ตามแมว	悄悄跟上	悄悄跟上	Silently trail behind them.	こっそりと後ろをつける	몰라 따라간다	แอบตามไปเงียบๆ
115	15	3			4																			57:dialg_bg_114		1							悄悄跟上猫咪的路线，原是流浪猫们在搬去新的地盘。	悄悄跟上貓咪的路線，原是流浪貓們在搬去新的地盤。	Quietly shadowing the cats, we discover that they are strays relocating to a new territory.	こっそりと猫たちの後を追うと、野良猫たちが新しい縄張りに移動していることがわかった。	고양이의 이동 경로를 조용히 따라가다보니, 그들이 새로운 영역으로 이동하고 있는 것 같았다	แอบ​ตาม​เส้นทาง​ของ​แมว​เหมียว​ไป​อย่าง​เงียบๆ​ ที่แท้​ก็​เป็น​อาณาเขต​ใหม่​ที่​เหล่า​แมว​เร​ร่อน​ย้าย​ไป​อยู่​																		
116	15	4																						57:dialg_bg_114	1	1							我们为新住处提供了食物和水，小家伙们纷纷依偎过来……糟、糟糕，要被毛茸茸包围了！	我們為新住處提供了食物和水，小傢伙們紛紛依偎過來……糟、糟糕，要被毛茸茸包圍了！	We provide them with food and water for their new home, and they all begin to cuddle up to us... Oh no, we are about to be buried in fur!	彼らの新しい縄張りに餌と水を出した。そして、小さな子たちは次々と寄り添ってきた……ああ、毛むくじゃらに埋もれちゃう！	우리는 새로운 거주지에 음식과 물을 제공했고, 고양이들이 하나둘 다가와 기뻐했다... 이런 털뭉치 사이에 포위될 것 같다!	พวกเรา​เตรียม​อาหาร​และ​น้ำ​ให้​กับ​บ้าน​ใหม่​ของ​พวก​มัน​ เหล่า​ตัว​น้อย​ต่าง​พา​กัน​เข้ามา​ออด​อ้อ​น.​..​ แย่​แล้ว​!​ จะ​ถูก​กองทัพ​ขน​ฟู​นุ่ม​ล้อม​ไว้​ซะ​แล้ว​!​																		
117	15	5			6																			57:dialg_bg_114		1							猫咪们受到惊吓，原本成群的队伍四散开来。	貓咪們受到驚嚇，原本成群的隊伍四散開來。	The cats become startled and disperse, scattering away from their group.	猫たちは驚いて、散り散りになって逃げていった。	고양이들은 겁을 먹고, 원래 함께 있던 집단은 흩어져 버렸다	เหล่า​แมว​ตกใจกลัว​ วิ่ง​กระเจิง​กัน​ไป​คนละทิศละทาง​																		
118	15	6																						57:dialg_bg_114	1	1							我无措地杵在混乱的猫群中，不知哪只小家伙的爪子狠狠蹬过我的脚面。这一定是暗中报复吧……！	我無措地杵在混亂的貓群中，不知哪只小傢伙的爪子狠狠蹬過我的腳面。這一定是暗中報復吧……！	I stand helplessly amidst the feline chaos, uncertain which paw had unintentionally stomped on my foot. This must be some kind of revenge!	逃げ回っている猫の群れの中で、私は無力に立ち尽くしている。どこかの子猫が私の足を強く蹴ったのを感じた。きっと、これは猫の復讐に違いない…！	난 정신없이 고양이 무리 사이에 서 있었고, 한 고양이의 발톱이 내 발을 거칠게 찍어 넘어지게 만들었다. 이건 몰래 복수하는 건가?	ฉัน​ยืน​นิ่ง​อยู่​ท่ามกลาง​ฝูง​แมว​ที่​วุ่นวาย​อย่าง​ลนลาน​ ไม่​รู้​ว่า​เจ้า​เหมียว​ตัว​ไหน​เอา​เท้า​ตะกุย​ใส่​หลัง​เท้า​ของ​ฉัน​อย่าง​จัง​ แบบนี้​มัน​ต้อง​เป็น​การแก้แค้น​แน่ๆ​...!​																		
119	15	7			8																			57:dialg_bg_114		1							我们穿过它们所在的街道继续巡逻。突然，一只猫跳到我肩膀借力跃至树上。	我們穿過它們所在的街道繼續巡邏。突然，一隻貓跳到我肩膀借力躍至樹上。	We resume our patrol along their street when suddenly, a cat leaps onto my shoulder and springs onto a nearby tree.	私たちは彼らがいる通りでパトロールを続けた。突然、猫が私の肩に飛び乗り、そのまま木に飛び移った。	우리는 그들이 있는 길을 통과하며 계속 순찰했다. 갑자기 고양이 한 마리가 내 어깨에 올라타서 나무 위로 뛰어올랐다	พวกเรา​เดินผ่าน​ถนน​ที่​พวก​มัน​อยู่​เพื่อ​ไป​ตรวจตรา​ต่อ​ ทันใดนั้น​ แมว​ตัว​หนึ่ง​กระโดด​ขึ้น​มา​ที่​ไหล่​ของ​ฉัน​เพื่อ​ใช้​เป็น​ฐาน​ส่งตัว​ไป​ยัง​ต้นไม้​ด้านบน​อีก​ต่อ​นึง​																		
120	15	8																						57:dialg_bg_114	1	1							动作间不明物品散落在跟前，像是它的「行李」？这算是天降礼物吗……？	動作間不明物品散落在跟前，像是它的「行李」？這算是天降禮物嗎……？	Within the cat's leap, an unfamiliar object falls before me, resembling its "luggage." Does this count as a surprise gift?	その移動の途中、目の前に何やら得体の知れない「荷物」のような物が散らばっていた。これはまさか、猫からの贈り物……？	움직이다가 보니 알 수 없는 물건들이 흩어져 있었는데, 그것이 그 녀석의「짐」인가? 이건 하늘에서 내린 선물이야...	ใน​ระหว่าง​การเคลื่อนไหว​ สิ่ง​ของแปลก​ๆ​ บางอย่าง​ตก​ลงมา​ข้างหน้า​ เหมือน​จะ​เป็น​ "​สัมภาระ​"​ ของ​มัน​?​ แบบนี้​ถือว่า​เป็น​ของขวัญ​ที่​ตก​มาจาก​ฟากฟ้า​หรือเปล่า​นะ​...?​																		
121	16	1			2																			57:dialg_bg_318		1							这位运动少女神色烦闷又沮丧，带着情绪练习显然无法带来理想的效果，她一次次出脚的力度逐渐失去控制……	這位運動少女神色煩悶又沮喪，帶著情緒練習顯然無法帶來理想的效果，她一次次出腳的力度逐漸失去控制……	The athletic girl appears dejected and frustrated, clearly affecting her training as her kicks begin to lose precision...	このスポーツ少女は退屈していてイライラしているように見え、感情的になりながら練習していた。期待した結果が得られず、彼女はキックの強さを徐々に制御できなくなった。	운동을 하던 소녀는 우울하고 절망스러운 표정을 지으며 멘탈 훈련을 하고 있었는데, 슛 동작이 계속 흐트러지고 통제가 되지 않는 것 같았다	เด็กสาว​นักกีฬา​คน​นี้​มี​สีหน้า​หม่นหมอง​และ​ท้อแท้​ การฝึกซ้อม​ใน​สภาพ​อารมณ์​แบบนี้​ย่อม​ไม่​สามารถ​สร้าง​ผลลัพธ์​ที่​ดี​ได้​เลย​ แถม​แรง​เตะ​ของ​เธอ​ยัง​เริ่ม​สูญเสีย​การควบคุม​มากขึ้น​เรื่อยๆ​ ใน​ทุกครั้งที่​ออกแรง​...​																		
122	16	2				1		7	2	0	0.3	1		5	4	12177909	1	1		3	1	12178008	1	57:dialg_bg_318		1							这位运动少女神色烦闷又沮丧，带着情绪练习显然无法带来理想的效果，她一次次出脚的力度逐渐失去控制……	這位運動少女神色煩悶又沮喪，帶著情緒練習顯然無法帶來理想的效果，她一次次出腳的力度逐漸失去控制……	The athletic girl appears dejected and frustrated, clearly affecting her training as her kicks begin to lose precision...	このスポーツ少女は退屈していてイライラしているように見え、感情的になりながら練習していた。期待した結果が得られず、彼女はキックの強さを徐々に制御できなくなった。	운동을 하던 소녀는 우울하고 절망스러운 표정을 지으며 멘탈 훈련을 하고 있었는데, 슛 동작이 계속 흐트러지고 통제가 되지 않는 것 같았다	เด็กสาว​นักกีฬา​คน​นี้​มี​สีหน้า​หม่นหมอง​และ​ท้อแท้​ การฝึกซ้อม​ใน​สภาพ​อารมณ์​แบบนี้​ย่อม​ไม่​สามารถ​สร้าง​ผลลัพธ์​ที่​ดี​ได้​เลย​ แถม​แรง​เตะ​ของ​เธอ​ยัง​เริ่ม​สูญเสีย​การควบคุม​มากขึ้น​เรื่อยๆ​ ใน​ทุกครั้งที่​ออกแรง​...​	鼓励一下	鼓勵一下	Offer words of encouragement.	励ます	응원한다	ให้กำลังใจสักหน่อย	默默离开	默默離開	Depart quietly.	立ち去る	조용히 돌아간다	จากไปอย่างเงียบๆ	陪伴训练	陪伴訓練	Join her in training.	付き添う	함께 훈련하기	ฝึกซ้อมเป็นเพื่อน
123	16	3			4																			57:dialg_bg_318		1							无声的加入似乎带给了少女无尽的鼓励，沉默的运动竟也格外引人专注。	無聲的加入似乎帶給了少女無盡的鼓勵，沉默的運動竟也格外引人專注。	My silent presence seems to uplift her spirits significantly. Amidst the serene training session, she managed to regain her focus.	黙ってそばにいるだけで、少女にとっては大きな励ましになったようで、その静かな動きには独特の魅力が感じられた。	조용히 다가가서 소녀에게 끝없는 응원을 해줬고, 조용한 곳에서의 운동은 집중력이 특별히 올라갔다	การ​เข้าร่วม​อย่าง​เงียบๆ​ ดูเหมือน​จะ​มอบ​กำลังใจ​อัน​ไม่​สิ้นสุด​ให้​กับ​เด็กสาว​ การออกกำลังกาย​เงียบๆ​ กลับ​กลายเป็น​สิ่ง​ที่​ดึงดูด​ความสนใจ​จาก​ผู้อื่น​																		
124	16	4																						57:dialg_bg_318	1	1							一场酣畅淋漓的运动后，我们隔空对拳，从彼此身上得到了莫大的鼓舞。	一場酣暢淋漓的運動後，我們隔空對拳，從彼此身上得到了莫大的鼓舞。	After an invigorating workout, we exchange a distant fist bump, feeling immensely encouraged.	激しい運動の後、少女とグータッチをし、お互いに励まし合った。	한번 화끈하게 운동 한 후, 우리는 주먹을 마주 치켜, 서로에게 가장 큰 응원을 했다	หลังจาก​ออกกำลังกาย​อย่าง​สนุกสนาน​กัน​จน​เต็มอิ่ม​ พวกเรา​ชน​หมัด​กัน​ ให้​แรงบันดาลใจ​ที่​ยิ่งใหญ่​ซึ่งกันและกัน​																		
125	16	5			6																			57:dialg_bg_318		1							还是不要打扰她了……正想转身离去，忽然天降足球砸得大脑一懵，似乎有猫猫天使在头顶盘旋……	還是不要打擾她了……正想轉身離去，忽然天降足球砸得大腦一懵，似乎有貓貓天使在頭頂盤旋……	Better not disturb her... Just as I'm about to leave, a soccer ball comes out of nowhere and bonks me on the head, causing me to see stars and cat angels circling above...	彼女の邪魔をしない方がいいと思い、立ち去ろうとした時、突然サッカーボールが空から落ちてきて、頭をガツンと直撃した……	그녀를 방해해서는 안될 것 같아... 돌아서려고 했을 때 갑자기 하늘에서 축구공이 내려와 머리가 멍해졌고, 마치 고양이 천사가 머리 위로 돌아다니는 것 같았다...	ไม่​ไป​กวน​เธอ​แล้ว​ดีกว่า​...​ ขณะ​กำลังจะ​หันหลัง​กลับ​ไป​ จู่ๆ​ ก็​มี​ฟุตบอล​ตก​ลงมา​กระแทก​ที่​หัว​จน​มึน​ เหมือน​จะ​มี​แมว​เทวดา​ลอย​วน​อยู่​เหนือ​หัว​เลย​...​																		
126	16	6																						57:dialg_bg_318	1	1							「实在抱歉！！」因体力不支而失误的少女弯腰道歉着……	「實在抱歉！！」因體力不支而失誤的少女彎腰道歉著……	"I'm terribly sorry!" The girl, clearly exhausted and making a mistake, bows and apologizes...	「ごめんなさい!!」体力不足でミスをしてしまった女の子は、かがんで謝ってくれた……	「정말 죄송해요!!」체력이 떨어져서 실수한 소녀가 허리를 숙이며 사과했다…	"​ขอโทษ​จริงๆ​ ค่ะ​!!"​ สาวน้อย​ที่​ทำ​ผิดพลาด​เพราะ​ร่างกาย​อ่อนแอ​ก้มตัว​ขอโทษ​...​																		
127	16	7			8																			57:dialg_bg_318		1							「你说得对！如果是真心前辈，一定不会放任自己沉沦在失败中自暴自弃……」	「你說得對！如果是真心前輩，一定不會放任自己沉淪在失敗中自暴自棄……」	"You're absolutely right! If it were Senior Sunny, she wouldn't allow herself to wallow in failure and self-pity..."	「そうですね！ココロ先輩なら、絶対に自棄になったりしません！」	「당신 말이 맞아요! 코코로 선배라면, 이렇게 실패해도 절대 포기하지 않을 거예요!」	"​คุณ​พูด​ถูก​!​ ถ้า​เป็น​รุ่นพี่​ที่​จริงใจ​ ต้อง​ไม่​ยอมให้​ตัวเอง​จมอยู่กับ​ความล้มเหลว​และ​การ​ยอมแพ้​..."​																		
128	16	8																						57:dialg_bg_318	1	1							恢复精神的她拿出一袋东西塞过来：「谢了！等着在赛场上看到我吧！」	恢復精神的她拿出一袋東西塞過來：「謝了！等著在賽場上看到我吧！」	Suddenly perking up, she retrieves a bag and hands it to me. "Thanks! Just wait and see how I shine on the field!"	元気を取り戻した彼女は、荷物の入った袋を取り出して、笑顔で言った。「ありがとうございます！私の試合、楽しみにしていてね！」	기운을 회복한 그녀가 무언가를 꺼내서 주면서 말했다. 「감사해요! 경기장에서 저를 만날 날을 기다려주세요!」	เธอ​ที่​ฟื้นฟูสภาพ​จิตใจ​แล้ว​ของ​อย่าง​ออกมา​ถุง​หนึ่ง​และ​ยัด​ใส่​มือ​ฉัน​:​ "​ขอบคุณ​นะ​!​ รอ​ดู​ฉัน​ใน​สนาม​แข่ง​ด้วย​ล่ะ​!"​																		
129	17	1			2																			57:dialg_bg_269		1							通常来说，监狱城附近的治安无需我们过多操心，可这行踪可疑的人在监狱城外鬼鬼祟祟，逗留了很久……	通常來說，監獄城附近的治安無需我們過多操心，可這行蹤可疑的人在監獄城外鬼鬼祟祟，逗留了很久……	Generally, we don't have to worry much about security near Jail City, but there's been a suspicious individual lurking around outside for a while...	本来なら、監獄城周辺の治安はそれほど気にしなくても良いはずだが、この不審者はかなり長い間、監獄城の外でコソコソとウロウロしていた……	일반적으로 감옥 도시 주변의 안전은 우리가 심각하게 걱정할 필요가 없다. 그런데 이상한 사람이 감옥 밖에서 의심스럽게 돌아다니며 오랫동안 헤메고 있었다	โดยปกติ​แล้ว​ ความปลอดภัย​รอบ​ๆ​ แดน​คุมขัง​ไม่​จำเป็นต้อง​เป็นห่วง​มาก​นัก​ แต่​คน​ที่​มี​ท่าทาง​น่าสงสัย​นี้​กลับมา​ทำตัว​ลับ​ๆ​ ล่อ​ๆ​ อยู่​รอบนอก​แดน​คุมขัง​ และ​ย่อง​อยู่​ตรงนั้น​นาน​มาก​แล้ว​...​																		
130	17	2				1		3	4	12177908	1	1		5	1	12178003	1	1		7	2	0	0.3	57:dialg_bg_269		1							通常来说，监狱城附近的治安无需我们过多操心，可这行踪可疑的人在监狱城外鬼鬼祟祟，逗留了很久……	通常來說，監獄城附近的治安無需我們過多操心，可這行蹤可疑的人在監獄城外鬼鬼祟祟，逗留了很久……	Generally, we don't have to worry much about security near Jail City, but there's been a suspicious individual lurking around outside for a while...	本来なら、監獄城周辺の治安はそれほど気にしなくても良いはずだが、この不審者はかなり長い間、監獄城の外でコソコソとウロウロしていた……	일반적으로 감옥 도시 주변의 안전은 우리가 심각하게 걱정할 필요가 없다. 그런데 이상한 사람이 감옥 밖에서 의심스럽게 돌아다니며 오랫동안 헤메고 있었다	โดยปกติ​แล้ว​ ความปลอดภัย​รอบ​ๆ​ แดน​คุมขัง​ไม่​จำเป็นต้อง​เป็นห่วง​มาก​นัก​ แต่​คน​ที่​มี​ท่าทาง​น่าสงสัย​นี้​กลับมา​ทำตัว​ลับ​ๆ​ ล่อ​ๆ​ อยู่​รอบนอก​แดน​คุมขัง​ และ​ย่อง​อยู่​ตรงนั้น​นาน​มาก​แล้ว​...​	上前搭话	上前搭話	Approach and initiate a conversation.	話しかける	접근해서 대화를 시도한다	เข้าไปทักทาย	暗中观察	暗中觀察	Covertly observe.	こっそり観察する	은밀하게 관찰한다	สังเกตอย่างลับๆ	阻止他的行为	阻止他的行為	Stop him.	彼の行動を止める	그를 막는다	ขัดขวาง​การกระทำ​ของ​เขา​
131	17	3			4																			57:dialg_bg_269		1							用友好态度进行交谈，得知对方竟是一位监狱爱好者，因不愿触犯法律只能远远瞻仰……	用友好態度進行交談，得知對方竟是一位監獄愛好者，因不願觸犯法律只能遠遠瞻仰……	After a friendly chat, we discover that he is a prison enthusiast who has no intention of breaking the law and simply enjoys observing from a distance...	フレンドリーに話しかけると、相手は実は刑務所マニアで、法律を犯すわけにはいかないので、遠くから見学するしかなかったことが分かった。	우호적인 태도로 대화를 나눴는데, 알고보니 그 사람은 실제로 감옥을 즐겨찾는 이라고 밝혀졌다. 그러나 그는 법을 어기고 싶지 않아 멀리서만 바라보고 있었다…	หลังจาก​พูดคุย​ด้วย​ความเป็นมิตร​ จึง​ได้​รู้​ว่า​เขา​เป็น​คน​ที่​หลง​ไหล​ใน​เรือนจำ​ แต่​เนื่องจาก​ไม่​อยาก​ทำผิดกฎหมาย​ เขา​จึง​ทำได้​แค่​ยืน​ชม​อย่าง​สุภาพ​จาก​ระยะ​ไก​ล.​..​																		
132	17	4																						57:dialg_bg_269	1	1							「你们不仅没怀疑我，还愿意听我讲这些……可真是好人啊！」	「你們不僅沒懷疑我，還願意聽我講這些……可真是好人啊！」	"You didn't doubt me and actually listened... You're truly good people!"	「僕を疑うどころか、僕の話を喜んで聞いてくれたなんて…本当に優しい人たちだな！」	「나를 의심하지도 않을 뿐더러 이야기도 들어주다니... 정말 좋은 사람이네!!」	"​พวกคุณ​ไม่เพียงแต่​ไม่​สงสัย​ฉัน​ แต่​ยัง​ยอม​ฟัง​เรื่อง​พวก​นี้​จาก​ฉัน​...​ พวกคุณ​เป็น​คนดี​จริงๆ​เลย​!"​																		
133	17	5			6																			57:dialg_bg_269		1							没想到他的行为也被监狱城注意到了！探照灯射来，同时暴露了我们的身形。	沒想到他的行為也被監獄城注意到了！探照燈射來，同時暴露了我們的身形。	We didn't expect Jail City to notice his presence! As the searchlight sweeps over, we also become exposed.	意外にも彼の行動は監獄城にも目を付けられていた！サーチライトがこちらに向いた途端、私たちの姿が一瞬で露わになった。	상대방의 행동이 감옥존의 주목을 받게 되었다! 탐색등이 비추어지고, 동시에 우리의 모습이 드러나 버렸다	คิดไม่ถึง​เลย​ว่า​เขา​จะ​ถูก​จับตามอง​จาก​แดน​คุมขัง​ด้วย​!​ ไฟ​ค้นหา​ส่อง​มา​ พร้อมกับ​เผย​ให้​เห็น​รูปร่างหน้าตา​ของ​พวกเรา​																		
134	17	6																						57:dialg_bg_269	1	1							花费良久才让监管相信我们的身份与目的，略感心累……	花費良久才讓監管相信我們的身份與目的，略感心累……	It takes a while to convince the guards of our identities and explain our purpose, leaving us feeling a bit exhausted...	なんとか自分たちの正体と目的を監獄長に理解させることができ、少し疲れた。	우리의 정체와 목적에 대해 간수에게 믿음을 주기까지 오랜 시간이 걸렸다. 조금 지쳤다…	ใช้เวลานาน​กว่า​จะ​ทำให้​เจ้าหน้า​ผู้คุม​เชื่อ​ใน​ตัวตน​และ​จุดประสงค์​ของ​พวกเรา​ รู้สึก​เหนื่อยใจ​เล็กน้อย​...​																		
135	17	7			8																			57:dialg_bg_269		1							「等等！我没想真的进去啊！」对方主动出示身份信息。经过核实，得知他只是个来瞻仰的监狱爱好者。	「等等！我沒想真的進去啊！」對方主動出示身份資訊。經過核實，得知他只是個來瞻仰的監獄愛好者。	"Hold on! I never intended to get locked up in the prison for real!" He willingly hands over his ID. Upon verification, we learn that he is merely a prison enthusiast who came to observe and admire.	「ちょっと待って！本気で監獄に入るつもりなんてなかったんだ！」と彼は自ら身分証を提示した。確認の結果、彼はただの刑務所マニアで、見学に来ただけだということが分かった。	「잠깐만요! 난 진짜 들어가려고 한 건 아니에요!」상대방이 스스로 신분증을 제시했다. 확인해 보니, 그는 단순히 감옥을 구경하러 온 팬일 뿐이었다	"​เดี๋ยวก่อน​!​ ฉัน​ไม่​ได้​ตั้งใจ​จะ​เข้าไป​จริงๆ​!"​ เขา​แสดง​ข้อมูล​ประจำตัว​ออกมา​อย่าง​สมัครใจ​ หลังจาก​ตรวจสอบ​แล้ว​ พบ​ว่า​เขา​เป็น​แค่​คน​ที่​หลง​ไหล​ใน​การ​เยี่ยมชม​เรือนจำ​																		
136	17	8																						57:dialg_bg_269	1	1							我们对他这容易引人怀疑的行为进行了劝诫。对方上交了观察用具，证明自己愿意改正的决心。	我們對他這容易引人懷疑的行為進行了勸誡。對方上交了觀察用具，證明自己願意改正的決心。	We caution him against engaging in activities that may appear suspicious. He willingly surrenders his observation tools, indicating his willingness to correct himself.	これからは怪しい行動をしないように、私たちは彼に注意した。相手は改める決意を示すために、観測機器を手渡した。	우리는 상대방의 의심스러운 행동에 대해 충고했다. 그는 관찰 장비를 우리에게 전달했고 고치겠다고 약속했다	พวกเรา​กล่าวเตือน​เขา​เกี่ยวกับ​พฤติกรรม​ที่​อาจ​ทำให้เกิด​ความสงสัย​ เขา​ยอม​ส่ง​อุปกรณ์​ที่​ใช้​สังเกตการณ์​ให้​ เพื่อ​แสดงให้เห็น​ถึง​ความตั้งใจ​ใน​การปรับปรุง​ตัว​																		
