id	sceneId	camera	cameraDirection	battleCamera	battleCameraDirection	superCamera	superCameraDirection	superBattleCamera	superBattleCameraDirection	Switchover	uiWeight	superUiWeight	battleWeight	superBattleWeight	roleDirection	monsterDirection	directionFocus	sky	sceneEffect	sceneCam	enemyAoe	enemyAoeRotation	teamAoe	teamAoeRotation	roleSummon	roleSummonDirection	enemySummon	enemySummonDirection	catPosition	catDirection	rolePosition	enemyPosition	sceneCenter	view	voiceId	blockIndex	surroundingsId	enterCamera	enterSound	whetherBoss	cameraFuse	catEndCam	Limit	teamBg	regionBg	lateUpdateScript	ifRepertory	catEnd	towerScript	enemyLightDirection	status	address1	address1_zh_TW	address1_en_UK	address1_ja_JP	address1_ko_KR	address1_th_TH	address2	address2_zh_TW	address2_en_UK	address2_ja_JP	address2_ko_KR	address2_th_TH
12139	fightmap21	5.96;3.53;17.2	16.50001;209.5;0	3.9;1.88;16.31	6.73;193.14;0	5.96;3.53;17.2	14.2;-150;0	3.9;1.88;16.31	6.73;193.14;0	0.2	0.1	0.1	15	15	0;-158.67;0	0;0;0	3.82;0;17.48	1	0	600001	0.24;0;2.46	0;0;0	2.59;0;11.87	0;0;0	6.6;0;9.582093	0;202;0	-3.39;0;6.18	0;20;0	8.16;0;6.1	0;286;0	-4,0,11.7;0,12.05,0;10.38,0,1.452093,0;7.73,0,1.88,0;5.36,0,1.85,0;2.73,0,1.46,0	-5,0,4.41;0,6.55,0;13.4,0,-1.524945,0;8.25,0,-1.773118,0;2.78,0,-1.184777,0;-2.54,0,0.07278576,0	1.56;0;7.36	57.22092	bgm_battle_02		0	0		0	0	-0.88;1.53;-2,0;9.46;0	3;3;6.5;1.2	91:fightmap21	91:BG_fightmap21		1	0,0,0;0,0,0	13		1												
13239	fightmap32	7.57;3.5;15.4	12.7;206.72;0	5.3;2.1;14.12	8.300011;190.56;0	7.57;3.5;15.4	12.7;206.72;0	5.3;2.1;14.12	8.300011;190.56;0	0.2	0.1	0.1	15	15	0;-158.67;0	0;0;0	5.31;0;16.12	1	0	600001	3;0;2.46	0;0;0	4.65;0;9.9	0;0;0	8.42;0;7.382093	0;202;0	-3.39;0;6.18	0;20;0	8.16;0;6.1	0;286;0	-1.7,0,9.5;0,12.49,0;9.9,0,1.452093,0;7.28,0,1.82,0;4.98,0,1.85,0;2.73,0,1.46,0	-1.69,0,4.41;0,6.55,0;11.32,0,-1.524945,0;7.35,0,-1.773118,0;2.85,0,-1.184777,0;-0.93,0,0.07278576,0	3.78;0;5.7	57.22092	bgm_battle_02		0	0		0	0	-0.88;1.53;-2,0;9.46;0	3;3;6.5;1.2	91:fightmap32	91:BG_fightmap32		1	0,0,0;0,0,0	14		1												
11239	fightmap12	7.7;4.44;18.6	13.41001;203.6;0	5.37;2.2;15.85	8.78002;190.67;0	7.7;4.44;18.6	13.41001;203.6;0	5.37;2.2;15.85	8.78002;190.67;0	0.2	0.1	0.1	15	0	0;-158.67;0	0;0;0	4.4;0;18.14	1	0	600001	3.12;0;2.46	0;0;0	4.17;0;11.06	0;0;0	8;0;8.972093	0;202;0	-3.39;0;6.18	0;20;0	8.16;0;6.1	0;286;0	-2.08,0,11.09;0,11.5,0;9.86,0,1.452093,0;7.58,0,1.82,0;5.36,0,1.79,0;3.17,0,1.37,0	-3.14,0,4.63;0,6.55,0;11.79,0,-1.524945,0;8.41,0,-1.81,0;4.48,0.04,-1.5,0;1.16,0,-0.59,0	3.4;0;7.05	57.219795	bgm_plot_reasoning01		0	0		0	0	-0.88;1.53;-2,0;9.46;0	3;3;6.5;1.2	91:fightmap12	91:BG_fightmap12		1	0,0,0;0,0,0	15		1												
81701	fightmap63	5.505251;3.876223;15.26233	18.2;207.6976;0	3.9;1.88;14.31	6.73;193.14;0	5.505251;3.876223;15.26233	18.2;207.6976;0	3.9;1.88;14.31	6.73;193.14;0	0.2	0.1	0.1	15	15	0;-158.67;0	0;0;0	3.82;0;15.48	1	0	600001	0.24;0;0.46	0;0;0	2.59;0;9.87	0;0;0	6.6;0;7.582093	0;202;0	-3.39;0;6.18	0;20;0	8.16;0;6.1	0;286;0	-4,0,9.7;0,12.05,0;10.38,0,1.452093,0;7.73,0,1.88,0;5.36,0,1.85,0;2.73,0,1.46,0	-5,0,2.41;0,6.55,0;13.4,0,-1.524945,0;8.25,0,-1.773118,0;2.78,0,-1.184777,0;-2.54,0,0.07278576,0	1.56;0;5.36	57.22092	bgm_battle_03		0	0	0	0	0	-0.88;1.53;-2,0;9.46;0	3;3;6.5;1.2	91:fightmap59	91:BG_fightmap59		1	0,0,0;0,0,0			1												
81702	fightmap63	5.505251;3.876223;15.26233	18.2;207.6976;0	3.9;1.88;14.31	6.73;193.14;0	5.505251;3.876223;15.26233	18.2;207.6976;0	3.9;1.88;14.31	6.73;193.14;0	0.2	0.1	0.1	15	15	0;-158.67;0	0;0;0	3.82;0;15.48	1	0	600001	0.24;0;0.46	0;0;0	2.59;0;9.87	0;0;0	6.6;0;7.582093	0;202;0	-3.39;0;6.18	0;20;0	8.16;0;6.1	0;286;0	-4,0,9.7;0,12.05,0;10.38,0,1.452093,0;7.73,0,1.88,0;5.36,0,1.85,0;2.73,0,1.46,0	-5,0,2.41;0,6.55,0;13.4,0,-1.524945,0;8.25,0,-1.773118,0;2.78,0,-1.184777,0;-2.54,0,0.07278576,0	1.56;0;5.36	57.22092	bgm_battle_05		0	0	0	0	0	-0.88;1.53;-2,0;9.46;0	3;3;6.5;1.2	91:fightmap59	91:BG_fightmap59		1	0,0,0;0,0,0			1												
81703	fightmap63	5.505251;3.876223;15.26233	18.2;207.6976;0	3.9;1.88;14.31	6.73;193.14;0	5.505251;3.876223;15.26233	18.2;207.6976;0	3.9;1.88;14.31	6.73;193.14;0	0.2	0.1	0.1	15	15	0;-158.67;0	0;0;0	3.82;0;15.48	1	0	600001	0.24;0;0.46	0;0;0	2.59;0;9.87	0;0;0	6.6;0;7.582093	0;202;0	-3.39;0;6.18	0;20;0	8.16;0;6.1	0;286;0	-4,0,9.7;0,12.05,0;10.38,0,1.452093,0;7.73,0,1.88,0;5.36,0,1.85,0;2.73,0,1.46,0	-5,0,2.41;0,6.55,0;13.4,0,-1.524945,0;8.25,0,-1.773118,0;2.78,0,-1.184777,0;-2.54,0,0.07278576,0	1.56;0;5.36	57.22092	bgm_battle_05		0	0	0	0	0	-0.88;1.53;-2,0;9.46;0	3;3;6.5;1.2	91:fightmap59	91:BG_fightmap59		1	0,0,0;0,0,0			1												
81704	fightmap08	5.96;3.53;17.2	16.50001;209.5;0	3.9;1.88;16.31	6.73;193.14;0	5.96;3.53;17.2	14.2;-150;0	3.9;1.88;16.31	6.73;193.14;0	0.2	0.1	0.1	15	15	0;-158.67;0	0;0;0	3.82;0;17.48	1	0	600001	0.24;0;2.46	0;0;0	2.59;0;11.87	0;0;0	6.6;0;9.582093	0;202;0	-3.39;0;6.18	0;20;0	8.16;0;6.1	0;286;0	-4,0,11.7;0,12.05,0;10.38,0,1.452093,0;7.73,0,1.88,0;5.36,0,1.85,0;2.73,0,1.46,0	-5,0,4.41;0,6.55,0;13.4,0,-1.524945,0;8.25,0,-1.773118,0;2.78,0,-1.184777,0;-2.54,0,0.07278576,0	1.56;0;7.36	57.22092	bgm_battle_08		0	0	0	0	0	0.92;1.59;-1.34,0;-11;0	3;3;6.5;1.2	91:fightmap08	91:BG_fightmap08		1	0,0,0;0,0,0			1												
81705	fightmap08	5.96;3.53;17.2	16.50001;209.5;0	3.9;1.88;16.31	6.73;193.14;0	5.96;3.53;17.2	14.2;-150;0	3.9;1.88;16.31	6.73;193.14;0	0.2	0.1	0.1	15	15	0;-158.67;0	0;0;0	3.82;0;17.48	1	0	600001	0.24;0;2.46	0;0;0	2.59;0;11.87	0;0;0	6.6;0;9.582093	0;202;0	-3.39;0;6.18	0;20;0	8.16;0;6.1	0;286;0	-4,0,11.7;0,12.05,0;10.38,0,1.452093,0;7.73,0,1.88,0;5.36,0,1.85,0;2.73,0,1.46,0	-5,0,4.41;0,6.55,0;13.4,0,-1.524945,0;8.25,0,-1.773118,0;2.78,0,-1.184777,0;-2.54,0,0.07278576,0	1.56;0;7.36	57.22092	bgm_battle_08		0	0	0	0	0	0.92;1.59;-1.34,0;-11;0	3;3;6.5;1.2	91:fightmap08	91:BG_fightmap08		1	0,0,0;0,0,0			1												
81706	fightmap23	5.96;3.53;17.2	16.50001;209.5;0	3.9;1.88;16.31	6.73;193.14;0	5.96;3.53;17.2	14.2;-150;0	3.9;1.88;16.31	6.73;193.14;0	0.2	0.1	0.1	15	15	0;-158.67;0	0;0;0	3.82;0;17.48	1	0	600001	0.24;0;2.46	0;0;0	2.59;0;11.87	0;0;0	6.6;0;9.582093	0;202;0	-3.39;0;6.18	0;20;0	8.16;0;6.1	0;286;0	-4,0,11.7;0,12.05,0;10.38,0,1.452093,0;7.73,0,1.88,0;5.36,0,1.85,0;2.73,0,1.46,0	-5,0,4.41;0,6.55,0;13.4,0,-1.524945,0;8.25,0,-1.773118,0;2.78,0,-1.184777,0;-2.54,0,0.07278576,0	1.56;0;7.36	57.22092	bgm_battle_03		0	0	0	0	0	-0.88;1.53;-2,0;9.46;0	3;3;6.5;1.2	91:fightmap23	91:BG_fightmap23		1	0,0,0;0,0,0			1												
81707	fightmap23	5.96;3.53;17.2	16.50001;209.5;0	3.9;1.88;16.31	6.73;193.14;0	5.96;3.53;17.2	14.2;-150;0	3.9;1.88;16.31	6.73;193.14;0	0.2	0.1	0.1	15	15	0;-158.67;0	0;0;0	3.82;0;17.48	1	0	600001	0.24;0;2.46	0;0;0	2.59;0;11.87	0;0;0	6.6;0;9.582093	0;202;0	-3.39;0;6.18	0;20;0	8.16;0;6.1	0;286;0	-4,0,11.7;0,12.05,0;10.38,0,1.452093,0;7.73,0,1.88,0;5.36,0,1.85,0;2.73,0,1.46,0	-5,0,4.41;0,6.55,0;13.4,0,-1.524945,0;8.25,0,-1.773118,0;2.78,0,-1.184777,0;-2.54,0,0.07278576,0	1.56;0;7.36	57.22092	bgm_battle_03		0	0	0	0	0	-0.88;1.53;-2,0;9.46;0	3;3;6.5;1.2	91:fightmap23	91:BG_fightmap23		1	0,0,0;0,0,0			1												
81708	fightmap23	5.96;3.53;17.2	16.50001;209.5;0	3.9;1.88;16.31	6.73;193.14;0	5.96;3.53;17.2	14.2;-150;0	3.9;1.88;16.31	6.73;193.14;0	0.2	0.1	0.1	15	15	0;-158.67;0	0;0;0	3.82;0;17.48	1	0	600001	0.24;0;2.46	0;0;0	2.59;0;11.87	0;0;0	6.6;0;9.582093	0;202;0	-3.39;0;6.18	0;20;0	8.16;0;6.1	0;286;0	-4,0,11.7;0,12.05,0;10.38,0,1.452093,0;7.73,0,1.88,0;5.36,0,1.85,0;2.73,0,1.46,0	-5,0,4.41;0,6.55,0;13.4,0,-1.524945,0;8.25,0,-1.773118,0;2.78,0,-1.184777,0;-2.54,0,0.07278576,0	1.56;0;7.36	57.22092	bgm_plot_reverse01		0	0	0	0	0	-0.88;1.53;-2,0;9.46;0	3;3;6.5;1.2	91:fightmap23	91:BG_fightmap23		1	0,0,0;0,0,0			1												
81709	fightmap08	5.96;3.53;17.2	16.50001;209.5;0	3.9;1.88;16.31	6.73;193.14;0	5.96;3.53;17.2	14.2;-150;0	3.9;1.88;16.31	6.73;193.14;0	0.2	0.1	0.1	15	15	0;-158.67;0	0;0;0	3.82;0;17.48	1	0	600001	0.24;0;2.46	0;0;0	2.59;0;11.87	0;0;0	6.6;0;9.582093	0;202;0	-3.39;0;6.18	0;20;0	8.16;0;6.1	0;286;0	-4,0,11.7;0,12.05,0;10.38,0,1.452093,0;7.73,0,1.88,0;5.36,0,1.85,0;2.73,0,1.46,0	-5,0,4.41;0,6.55,0;13.4,0,-1.524945,0;8.25,0,-1.773118,0;2.78,0,-1.184777,0;-2.54,0,0.07278576,0	1.56;0;7.36	57.22092	bgm_battle_08		0	0	0	0	0	0.92;1.59;-1.34,0;-11;0	3;3;6.5;1.2	91:fightmap08	91:BG_fightmap08		1	0,0,0;0,0,0			1												
81710	fightmap63	5.505251;3.876223;15.26233	18.2;207.6976;0	3.9;1.88;14.31	6.73;193.14;0	5.505251;3.876223;15.26233	18.2;207.6976;0	3.9;1.88;14.31	6.73;193.14;0	0.2	0.1	0.1	15	15	0;-158.67;0	0;0;0	3.82;0;15.48	1	0	600001	0.24;0;0.46	0;0;0	2.59;0;9.87	0;0;0	6.6;0;7.582093	0;202;0	-3.39;0;6.18	0;20;0	8.16;0;6.1	0;286;0	-4,0,9.7;0,12.05,0;10.38,0,1.452093,0;7.73,0,1.88,0;5.36,0,1.85,0;2.73,0,1.46,0	-5,0,2.41;0,6.55,0;13.4,0,-1.524945,0;8.25,0,-1.773118,0;2.78,0,-1.184777,0;-2.54,0,0.07278576,0	1.56;0;5.36	57.22092	bgm_plot_taskstar01		0	0	0	0	0	-0.88;1.53;-2,0;9.46;0	3;3;6.5;1.2	91:fightmap59	91:BG_fightmap59		1	0,0,0;0,0,0			1												
81711	fightmap08	5.96;3.53;17.2	16.50001;209.5;0	3.9;1.88;16.31	6.73;193.14;0	5.96;3.53;17.2	14.2;-150;0	3.9;1.88;16.31	6.73;193.14;0	0.2	0.1	0.1	15	15	0;-158.67;0	0;0;0	3.82;0;17.48	1	0	600001	0.24;0;2.46	0;0;0	2.59;0;11.87	0;0;0	6.6;0;9.582093	0;202;0	-3.39;0;6.18	0;20;0	8.16;0;6.1	0;286;0	-4,0,11.7;0,12.05,0;10.38,0,1.452093,0;7.73,0,1.88,0;5.36,0,1.85,0;2.73,0,1.46,0	-5,0,4.41;0,6.55,0;13.4,0,-1.524945,0;8.25,0,-1.773118,0;2.78,0,-1.184777,0;-2.54,0,0.07278576,0	1.56;0;7.36	57.22092	bgm_battle_08		0	0	0	0	0	0.92;1.59;-1.34,0;-11;0	3;3;6.5;1.2	91:fightmap08	91:BG_fightmap08		1	0,0,0;0,0,0			1												
81712	fightmap06	5.96;3.53;17.2	16.50001;209.5;0	3.9;1.88;16.31	6.73;193.14;0	5.96;3.53;17.2	14.2;-150;0	3.9;1.88;16.31	6.73;193.14;0	0.2	0.1	0.1	15	15	0;-158.67;0	0;0;0	3.82;0;17.48	1	0	600001	0.24;0;2.46	0;0;0	2.59;0;11.87	0;0;0	6.6;0;9.582093	0;202;0	-3.39;0;6.18	0;20;0	8.16;0;6.1	0;286;0	-4,0,11.7;0,12.05,0;10.38,0,1.452093,0;7.73,0,1.88,0;5.36,0,1.85,0;2.73,0,1.46,0	-5,0,4.41;0,6.55,0;13.4,0,-1.524945,0;8.25,0,-1.773118,0;2.78,0,-1.184777,0;-2.54,0,0.07278576,0	1.56;0;7.36	57.22092	bgm_plot_taskstar01		0	0	0	0	0	-0.88;1.53;-2,0;9.46;0	3;3;6.5;1.2	91:fightmap06	91:BG_fightmap06		1	0,0,0;0,0,0			1												
81713	fightmap_VR01	5.96;3.53;17.2	16.50001;209.5;0	3.9;1.88;16.31	6.73;193.14;0	5.96;3.53;17.2	14.2;-150;0	3.9;1.88;16.31	6.73;193.14;0	0.2	0.1	0.1	15	15	0;-158.67;0	0;0;0	3.82;0;17.48	1	0	600001	0.24;0;2.46	0;0;0	2.59;0;11.87	0;0;0	6.6;0;9.582093	0;202;0	-3.39;0;6.18	0;20;0	8.16;0;6.1	0;286;0	-4,0,11.7;0,12.05,0;10.38,0,1.452093,0;7.73,0,1.88,0;5.36,0,1.85,0;2.73,0,1.46,0	-5,0,4.41;0,6.55,0;13.4,0,-1.524945,0;8.25,0,-1.773118,0;2.78,0,-1.184777,0;-2.54,0,0.07278576,0	1.56;0;7.36	57.22092	bgm_plot_taskstar01		0	0	0	0	0	-0.88;1.53;-2,0;9.46;0	3;3;6.5;1.2	91:fightmap_VR01	91:BG_fightmap_VR01		1	0,0,0;0,0,0			1												
81714	fightmap06	5.96;3.53;17.2	16.50001;209.5;0	3.9;1.88;16.31	6.73;193.14;0	5.96;3.53;17.2	14.2;-150;0	3.9;1.88;16.31	6.73;193.14;0	0.2	0.1	0.1	15	15	0;-158.67;0	0;0;0	3.82;0;17.48	1	0	600001	0.24;0;2.46	0;0;0	2.59;0;11.87	0;0;0	6.6;0;9.582093	0;202;0	-3.39;0;6.18	0;20;0	8.16;0;6.1	0;286;0	-4,0,11.7;0,12.05,0;10.38,0,1.452093,0;7.73,0,1.88,0;5.36,0,1.85,0;2.73,0,1.46,0	-5,0,4.41;0,6.55,0;13.4,0,-1.524945,0;8.25,0,-1.773118,0;2.78,0,-1.184777,0;-2.54,0,0.07278576,0	1.56;0;7.36	57.22092	bgm_battle_05		0	0	0	0	0	-0.88;1.53;-2,0;9.46;0	3;3;6.5;1.2	91:fightmap06	91:BG_fightmap06		1	0,0,0;0,0,0			1												
81715	fightmap_VR01	5.96;3.53;17.2	16.50001;209.5;0	3.9;1.88;16.31	6.73;193.14;0	5.96;3.53;17.2	14.2;-150;0	3.9;1.88;16.31	6.73;193.14;0	0.2	0.1	0.1	15	15	0;-158.67;0	0;0;0	3.82;0;17.48	1	0	600001	0.24;0;2.46	0;0;0	2.59;0;11.87	0;0;0	6.6;0;9.582093	0;202;0	-3.39;0;6.18	0;20;0	8.16;0;6.1	0;286;0	-4,0,11.7;0,12.05,0;10.38,0,1.452093,0;7.73,0,1.88,0;5.36,0,1.85,0;2.73,0,1.46,0	-5,0,4.41;0,6.55,0;13.4,0,-1.524945,0;8.25,0,-1.773118,0;2.78,0,-1.184777,0;-2.54,0,0.07278576,0	1.56;0;7.36	57.22092	bgm_battle_02		0	0	0	0	0	-0.88;1.53;-2,0;9.46;0	3;3;6.5;1.2	91:fightmap_VR01	91:BG_fightmap_VR01		1	0,0,0;0,0,0			1												
81801	fightmap1022	5.96;3.53;17.2	16.50001;209.5;0	3.9;1.88;16.31	6.73;193.14;0	5.96;3.53;17.2	14.2;-150;0	3.9;1.88;16.31	6.73;193.14;0	0.2	0.1	0.1	15	15	0;-158.67;0	0;0;0	3.82;0;17.48	1	0	600001	0.24;0;2.46	0;0;0	2.59;0;11.87	0;0;0	6.6;0;9.582093	0;202;0	-3.39;0;6.18	0;20;0	8.16;0;6.1	0;286;0	-4,0,11.7;0,12.05,0;10.38,0,1.452093,0;7.73,0,1.88,0;5.36,0,1.85,0;2.73,0,1.46,0	-5,0,4.41;0,6.55,0;13.4,0,-1.524945,0;8.25,0,-1.773118,0;2.78,0,-1.184777,0;-2.54,0,0.07278576,0	1.56;0;7.36	57.22092	bgm_battle_02		0	0		0	0	-0.88;1.53;-2,0;9.46;0	3;3;6.5;1.2	91:fightmap22	91:BG_fightmap22		1	0,0,0;0,0,0			1												
81802	fightmap1022	5.96;3.53;17.2	16.50001;209.5;0	3.9;1.88;16.31	6.73;193.14;0	5.96;3.53;17.2	14.2;-150;0	3.9;1.88;16.31	6.73;193.14;0	0.2	0.1	0.1	15	15	0;-158.67;0	0;0;0	3.82;0;17.48	1	0	600001	0.24;0;2.46	0;0;0	2.59;0;11.87	0;0;0	6.6;0;9.582093	0;202;0	-3.39;0;6.18	0;20;0	8.16;0;6.1	0;286;0	-4,0,11.7;0,12.05,0;10.38,0,1.452093,0;7.73,0,1.88,0;5.36,0,1.85,0;2.73,0,1.46,0	-5,0,4.41;0,6.55,0;13.4,0,-1.524945,0;8.25,0,-1.773118,0;2.78,0,-1.184777,0;-2.54,0,0.07278576,0	1.56;0;7.36	57.22092	bgm_role_telang_blood		0	0		0	0	-0.88;1.53;-2,0;9.46;0	3;3;6.5;1.2	91:fightmap22	91:BG_fightmap22		1	0,0,0;0,0,0			1												
81803	fightmap1022	5.96;3.53;17.2	16.50001;209.5;0	3.9;1.88;16.31	6.73;193.14;0	5.96;3.53;17.2	14.2;-150;0	3.9;1.88;16.31	6.73;193.14;0	0.2	0.1	0.1	15	15	0;-158.67;0	0;0;0	3.82;0;17.48	1	0	600001	0.24;0;2.46	0;0;0	2.59;0;11.87	0;0;0	6.6;0;9.582093	0;202;0	-3.39;0;6.18	0;20;0	8.16;0;6.1	0;286;0	-4,0,11.7;0,12.05,0;10.38,0,1.452093,0;7.73,0,1.88,0;5.36,0,1.85,0;2.73,0,1.46,0	-5,0,4.41;0,6.55,0;13.4,0,-1.524945,0;8.25,0,-1.773118,0;2.78,0,-1.184777,0;-2.54,0,0.07278576,0	1.56;0;7.36	57.22092	bgm_role_telang_blood		0	0		0	0	-0.88;1.53;-2,0;9.46;0	3;3;6.5;1.2	91:fightmap22	91:BG_fightmap22		1	0,0,0;0,0,0			1												
81804	fightmap08	5.96;3.53;17.2	16.50001;209.5;0	3.9;1.88;16.31	6.73;193.14;0	5.96;3.53;17.2	14.2;-150;0	3.9;1.88;16.31	6.73;193.14;0	0.2	0.1	0.1	15	15	0;-158.67;0	0;0;0	3.82;0;17.48	1	0	600001	0.24;0;2.46	0;0;0	2.59;0;11.87	0;0;0	6.6;0;9.582093	0;202;0	-3.39;0;6.18	0;20;0	8.16;0;6.1	0;286;0	-4,0,11.7;0,12.05,0;10.38,0,1.452093,0;7.73,0,1.88,0;5.36,0,1.85,0;2.73,0,1.46,0	-5,0,4.41;0,6.55,0;13.4,0,-1.524945,0;8.25,0,-1.773118,0;2.78,0,-1.184777,0;-2.54,0,0.07278576,0	1.56;0;7.36	57.22092	bgm_battle_08		0	0	0	0	0	0.92;1.59;-1.34,0;-11;0	3;3;6.5;1.2	91:fightmap08	91:BG_fightmap08		1	0,0,0;0,0,0			1												
81805	fightmap08	5.96;3.53;17.2	16.50001;209.5;0	3.9;1.88;16.31	6.73;193.14;0	5.96;3.53;17.2	14.2;-150;0	3.9;1.88;16.31	6.73;193.14;0	0.2	0.1	0.1	15	15	0;-158.67;0	0;0;0	3.82;0;17.48	1	0	600001	0.24;0;2.46	0;0;0	2.59;0;11.87	0;0;0	6.6;0;9.582093	0;202;0	-3.39;0;6.18	0;20;0	8.16;0;6.1	0;286;0	-4,0,11.7;0,12.05,0;10.38,0,1.452093,0;7.73,0,1.88,0;5.36,0,1.85,0;2.73,0,1.46,0	-5,0,4.41;0,6.55,0;13.4,0,-1.524945,0;8.25,0,-1.773118,0;2.78,0,-1.184777,0;-2.54,0,0.07278576,0	1.56;0;7.36	57.22092	bgm_battle_08		0	0	0	0	0	0.92;1.59;-1.34,0;-11;0	3;3;6.5;1.2	91:fightmap08	91:BG_fightmap08		1	0,0,0;0,0,0			1												
81806	fightmap63	5.505251;3.876223;15.26233	18.2;207.6976;0	3.9;1.88;14.31	6.73;193.14;0	5.505251;3.876223;15.26233	18.2;207.6976;0	3.9;1.88;14.31	6.73;193.14;0	0.2	0.1	0.1	15	15	0;-158.67;0	0;0;0	3.82;0;15.48	1	0	600001	0.24;0;0.46	0;0;0	2.59;0;9.87	0;0;0	6.6;0;7.582093	0;202;0	-3.39;0;6.18	0;20;0	8.16;0;6.1	0;286;0	-4,0,9.7;0,12.05,0;10.38,0,1.452093,0;7.73,0,1.88,0;5.36,0,1.85,0;2.73,0,1.46,0	-5,0,2.41;0,6.55,0;13.4,0,-1.524945,0;8.25,0,-1.773118,0;2.78,0,-1.184777,0;-2.54,0,0.07278576,0	1.56;0;5.36	57.22092	bgm_role_asura_explorer		0	0	0	0	0	-0.88;1.53;-2,0;9.46;0	3;3;6.5;1.2	91:fightmap59	91:BG_fightmap59		1	0,0,0;0,0,0			1												
81807	fightmap01	6.7;3.72;16.37	15.29;209.5;0	4.61;2;15.72	5.09;192.32;0	6.7;3.72;16.37	15.29;209.5;0	4.61;2;15.72	5.09;192.32;0	0.2	0.1	0.1	15	15	0;-158.67;0	0;0;0	4.89;0;19.06	1	0	600001	1.52;0;-0.57	0;0;0	3.1;0;10.78	0;0;0	7.3;0;8.412093	0;202;0	-3.39;0;6.18	0;20;0	8.16;0;6.1	0;286;0	-3.3,0,10.53;0,12.05,0;10.38,0,1.452093,0;7.73,0,1.88,0;5.36,0,1.85,0;2.73,0,1.46,0	-5,0,1.71;0,6.55,0;12.57,0,-1.524945,0;8.49,0,-1.773118,0;4.17,0,-1.71,0;0.33,0,-1,0	1.78;0;5.32	57.22092	bgm_prologue_battle01		0	0		0	0	-0.88;1.53;-2,0;9.46;0	3;3;6.5;1.2	91:fightmap01	91:BG_fightmap01		1	0,0,0;0,0,0			1												
81808	fightmap08	5.96;3.53;17.2	16.50001;209.5;0	3.9;1.88;16.31	6.73;193.14;0	5.96;3.53;17.2	14.2;-150;0	3.9;1.88;16.31	6.73;193.14;0	0.2	0.1	0.1	15	15	0;-158.67;0	0;0;0	3.82;0;17.48	1	0	600001	0.24;0;2.46	0;0;0	2.59;0;11.87	0;0;0	6.6;0;9.582093	0;202;0	-3.39;0;6.18	0;20;0	8.16;0;6.1	0;286;0	-4,0,11.7;0,12.05,0;10.38,0,1.452093,0;7.73,0,1.88,0;5.36,0,1.85,0;2.73,0,1.46,0	-5,0,4.41;0,6.55,0;13.4,0,-1.524945,0;8.25,0,-1.773118,0;2.78,0,-1.184777,0;-2.54,0,0.07278576,0	1.56;0;7.36	57.22092	bgm_battle_08		0	0	0	0	0	0.92;1.59;-1.34,0;-11;0	3;3;6.5;1.2	91:fightmap08	91:BG_fightmap08		1	0,0,0;0,0,0			1												
81809	fightmap39	6;4.8;18.8	20;203.6;0	3.8;3;17.1	13.55003;186.41;0	6;4.8;18.8	20;203.6;0	3.8;3;17.1	13.55003;186.41;0	0.2	0.1	0.1	15	15	0;-158.67;0	0;0;0	4.74;0;20.8	1	0	600001	2.5;0;2.46	0;0;0	3.1;0;12.6	0;0;0	7.19;0;9.202093	0;202;0	-3.39;0;6.18	0;20;0	8.16;0;6.1	0;286;0	-3.41,0,11.32;0,4.2,0;10.38,0,1.452093,0;7.73,0,1.88,0;5.36,0,1.85,0;2.73,0,1.46,0	-3.28,0,4.41;0,6.55,0;12.53,0,-1.524945,0;8.25,0,-1.773118,0;3.82,0,-1.56,0;-0.53,0,-0.75,0	3.01;0;7.05	57.22092	bgm_battle_02		0	0	0	0	0	-0.88;1.53;-2,0;9.46;0	3;3;6.5;1.2	91:fightmap39	91:BG_fightmap39		1	0,0,0;0,0,0			1												
81810	fightmap39	6;4.8;18.8	20;203.6;0	3.8;3;17.1	13.55003;186.41;0	6;4.8;18.8	20;203.6;0	3.8;3;17.1	13.55003;186.41;0	0.2	0.1	0.1	15	15	0;-158.67;0	0;0;0	4.74;0;20.8	1	0	600001	2.5;0;2.46	0;0;0	3.1;0;12.6	0;0;0	7.19;0;9.202093	0;202;0	-3.39;0;6.18	0;20;0	8.16;0;6.1	0;286;0	-3.41,0,11.32;0,4.2,0;10.38,0,1.452093,0;7.73,0,1.88,0;5.36,0,1.85,0;2.73,0,1.46,0	-3.28,0,4.41;0,6.55,0;12.53,0,-1.524945,0;8.25,0,-1.773118,0;3.82,0,-1.56,0;-0.53,0,-0.75,0	3.01;0;7.05	57.22092	bgm_battle_03		0	0	0	0	0	-0.88;1.53;-2,0;9.46;0	3;3;6.5;1.2	91:fightmap39	91:BG_fightmap39		1	0,0,0;0,0,0			1												
