id	task	chapter	monsteType	type	monsterShow	unlockNum	level	teamlevel	costNum	costNumLose	exp	cardExp	battleRules	proposalLevel	costItem	SceneId	rounds	petLineup	roleRestrictions	roleNun	powerMin	powerRatioTeamID	status	label	label_zh_TW	label_en_UK	label_ja_JP	label_ko_KR	label_th_TH	name	name_zh_TW	name_en_UK	name_ja_JP	name_ko_KR	name_th_TH
124060	0	124	1	2		124050	0	0	9	1	10	300	1	335000	3000004	82309	99	0	0	4	0	13	1	24-6	24-6	24-6	24-6	24-6	24-6	被隐瞒的事	被隱瞞的事	The Hidden Truth	隠された真実	숨겨진 일	เรื่องที่ถูกปกปิด
124070	0	124	3	2		124060	0	0	14	1	15	300	12	340000	3000004	82310	99	0	0	4	0	13	1	24-7	24-7	24-7	24-7	24-7	24-7	灾厄摇篮曲	災厄搖籃曲	Lullaby of Ruin	禍の子守唄	재앙의 자장가	บทเพลง ภัยพิบัติ
125010	0	125	1	2		124070	0	0	9	1	10	300	1	335000	3000004	82501	99	0	0	4	0	13	1												
125020	0	125	1	1		125010	0	0	9	1	10	300	1	330000	3000004	81820	99	0	0	4	0	13	1												
125030	0	125	1	2		125020	0	0	9	1	10	300	1	340000	3000004	82502	99	0	0	4	0	13	1												
125040	0	125	1	1		125030	0	0	9	1	10	300	1	330000	3000004	81820	99	0	0	4	0	13	1												
125050	0	125	1	2		125040	0	0	9	1	10	300	1	345000	3000004	82503	99	0	0	4	0	13	1												
125060	0	125	1	1		125050	0	0	9	1	10	300	1	330000	3000004	81820	99	0	0	4	0	13	1												
125070	0	125	1	1		125060	0	0	9	1	10	300	1	330000	3000004	81820	99	0	0	4	0	13	1												
125080	0	125	3	2		125070	0	0	14	1	15	300	12	350000	3000004	82504	99	0	0	4	0	13	1												
125090	0	125	1	1		125080	0	0	9	1	10	300	1	330000	3000004	81820	99	0	0	4	0	13	1												
126010	0	126	1	1		125090	0	0	9	1	10	300	1	335000	3000004	82501	99	0	0	4	0	13	1												
126020	0	126	1	1		126010	0	0	9	1	10	300	1	330000	3000004	84631	99	0	0	4	0	13	1												
126030	0	126	1	2		126020	0	0	9	1	10	300	1	340000	3000004	84631	99	0	0	4	0	13	1												
126040	0	126	1	1		126030	0	0	9	1	10	300	1	330000	3000004	81820	99	0	0	4	0	13	1												
126050	0	126	1	2		126040	0	0	9	1	10	300	1	345000	3000004	84301	99	0	0	4	0	13	1												
126060	0	126	1	1		126050	0	0	9	1	10	300	1	330000	3000004	81820	99	0	0	4	0	13	1												
126070	0	126	1	1		126060	0	0	9	1	10	300	1	330000	3000004	81820	99	0	0	4	0	13	1												
126080	0	126	3	1		126070	0	0	14	1	15	300	12	350000	3000004	82504	99	0	0	4	0	13	1												
127010	0	127	1	2		126080	0	0	9	1	10	300	1	335000	3000004	84302	99	0	0	4	0	13	1												
127020	0	127	1	1		127010	0	0	9	1	10	300	1	330000	3000004	81820	99	0	0	4	0	13	1												
127030	0	127	1	2		127020	0	0	9	1	10	300	1	340000	3000004	18401	99	0	0	4	0	13	1												
127040	0	127	1	2		127030	0	0	9	1	10	300	1	330000	3000004	82008	99	0	0	4	0	13	1												
127050	0	127	1	2		127040	0	0	9	1	10	300	1	345000	3000004	84303	99	0	0	4	0	13	1												
127060	0	127	1	1		127050	0	0	9	1	10	300	1	330000	3000004	81820	99	0	0	4	0	13	1												
127070	0	127	1	1		127060	0	0	9	1	10	300	1	330000	3000004	81820	99	0	0	4	0	13	1												
127080	0	127	3	1		127070	0	0	14	1	15	300	12	350000	3000004	82504	99	0	0	4	0	13	1												
