"Prologue_001_Wave1","TutorialMode","","Normal","Prologue_001","1","Environment_TutoBattle","Prologue_C024","1","Prologue_C591","1","Prologue_C024","1","","","","","","","","","","","",""
"AD_N_P5_004_014_Wave1","AdventureMode","","Normal","AD_N_P5_004_014","1","Environment_Adventure_Part5_NST4","F_N_C516_G1","1","F_N_C516_G1","1","","","","","","","","","","","","","",""
"AD_N_P5_004_014_Wave2","AdventureMode","","Normal","AD_N_P5_004_014","2","Environment_Adventure_Part5_NST4","F_N_C516_G1","1","F_N_C516_G1","1","","","","","","","","","","","","","",""
"AD_N_P5_004_015_Wave1","AdventureMode","","Normal","AD_N_P5_004_015","1","Environment_Adventure_Part5_NST4","F_N_C516_G1","1","F_N_C516_G1","1","","","","","","","","","","","","","",""
"AD_N_P5_004_015_Wave2","AdventureMode","","Normal","AD_N_P5_004_015","2","Environment_Adventure_Part5_NST4","F_B_C520_G1","1","","","","","","","","","","","","","","","",""
"AD_H_P5_004_001_Wave1","AdventureMode","","Normal","AD_H_P5_004_001","1","Environment_Adventure_Part5_HST4","F_E_C520_G1","1","F_E_C520_G1","1","","","","","","","","","","","","","",""
"AD_H_P5_004_001_Wave2","AdventureMode","","Normal","AD_H_P5_004_001","2","Environment_Adventure_Part5_HST4","F_E_C520_G1","1","F_E_C520_G1","1","","","","","","","","","","","","","",""
"AD_H_P5_004_002_Wave1","AdventureMode","","Normal","AD_H_P5_004_002","1","Environment_Adventure_Part5_HST4","F_E_C520_G1","1","F_E_C520_G1","1","","","","","","","","","","","","","",""
"AD_H_P5_004_002_Wave2","AdventureMode","","Normal","AD_H_P5_004_002","2","Environment_Adventure_Part5_HST4","F_E_C520_G1","1","F_E_C520_G1","1","","","","","","","","","","","","","",""
"AD_H_P5_004_003_Wave1","AdventureMode","","Normal","AD_H_P5_004_003","1","Environment_Adventure_Part5_HST4","F_E_C520_G1","1","F_E_C520_G1","1","","","","","","","","","","","","","",""
"AD_H_P5_004_003_Wave2","AdventureMode","","Normal","AD_H_P5_004_003","2","Environment_Adventure_Part5_HST4","F_E_C520_G1","1","F_E_C520_G1","1","","","","","","","","","","","","","",""
"Heart_N_001_Wave1","DungeonMode","DungeonHeart","Normal","Heart_N_001","1","Dungeon_Heart","F_N_C567_G1","10","","","","","M_B_C573_G1","10","","","","","B_N_C571_G1","10","","","",""
"Heart_N_002_Wave1","DungeonMode","DungeonHeart","Normal","Heart_N_002","1","Dungeon_Heart","F_N_C567_G2","20","F_N_C568_G2","20","","","M_B_C573_G2","20","","","","","B_N_C571_G2","20","B_N_C571_G2","20","",""
"Heart_N_003_Wave1","DungeonMode","DungeonHeart","Normal","Heart_N_003","1","Dungeon_Heart","F_N_C567_G3","30","","","","","M_N_C569_G3","30","M_B_C573_G3","30","M_N_C569_G3","30","B_N_C571_G3","30","","","",""
"Heart_N_004_Wave1","DungeonMode","DungeonHeart","Normal","Heart_N_004","1","Dungeon_Heart","F_N_C567_G4","40","F_N_C567_G4","40","","","M_B_C573_G4","40","","","","","B_N_C571_G4","40","B_N_C571_G4","40","",""
"Heart_N_005_Wave1","DungeonMode","DungeonHeart","Normal","Heart_N_005","1","Dungeon_Heart","F_N_C567_G5","50","","","","","M_B_C573_G5","50","","","","","B_N_C571_G5","50","B_N_C572_G5","50","B_N_C571_G5","50"
"Heart_N_006_Wave1","DungeonMode","DungeonHeart","Normal","Heart_N_006","1","Dungeon_Heart","F_N_C567_G6","60","F_N_C568_G6","60","","","M_B_C573_G6","60","","","","","B_N_C572_G6","60","B_N_C572_G6","60","",""
"Heart_N_007_Wave1","DungeonMode","DungeonHeart","Normal","Heart_N_007","1","Dungeon_Heart","F_N_C567_G7","65","","","","","M_B_C573_G7","65","","","","","B_N_C571_G7","65","B_N_C571_G7","65","B_N_C571_G7","65"
"Heart_N_008_Wave1","DungeonMode","DungeonHeart","Normal","Heart_N_008","1","Dungeon_Heart","F_N_C568_G8","70","F_N_C568_G8","70","","","M_B_C573_G8","70","","","","","B_N_C571_G8","70","B_N_C571_G8","70","",""
"Diamond_N_001_Wave1","DungeonMode","DungeonDiamond","Normal","Diamond_N_001","1","Dungeon_Diamond","F_N_C574_G1","10","","","","","M_N_C576_G1","10","","","","","B_B_C580_G1","10","","","",""
"Diamond_N_002_Wave1","DungeonMode","DungeonDiamond","Normal","Diamond_N_002","1","Dungeon_Diamond","F_N_C575_G2","20","F_N_C575_G2","20","","","M_N_C576_G2","20","","","","","B_B_C580_G2","20","B_N_C578_G2","20","",""
"Diamond_N_003_Wave1","DungeonMode","DungeonDiamond","Normal","Diamond_N_003","1","Dungeon_Diamond","F_N_C574_G3","30","F_N_C574_G3","30","","","M_N_C576_G3","30","M_N_C577_G3","30","","","B_B_C580_G3","30","","","",""
"Diamond_N_004_Wave1","DungeonMode","DungeonDiamond","Normal","Diamond_N_004","1","Dungeon_Diamond","F_N_C575_G4","40","","","","","M_N_C577_G4","40","","","","","B_N_C579_G4","40","B_B_C580_G4","40","B_N_C579_G4","40"
"Diamond_N_005_Wave1","DungeonMode","DungeonDiamond","Normal","Diamond_N_005","1","Dungeon_Diamond","F_N_C575_G5","50","F_N_C575_G5","50","","","M_N_C577_G5","50","","","","","B_B_C580_G5","50","B_N_C578_G5","50","",""
"Diamond_N_006_Wave1","DungeonMode","DungeonDiamond","Normal","Diamond_N_006","1","Dungeon_Diamond","F_N_C574_G6","60","F_N_C574_G6","60","","","M_N_C576_G6","60","","","","","B_B_C580_G6","60","B_N_C579_G6","60","",""
"Diamond_N_007_Wave1","DungeonMode","DungeonDiamond","Normal","Diamond_N_007","1","Dungeon_Diamond","F_N_C575_G7","65","F_N_C574_G7","65","","","M_N_C577_G7","65","M_N_C577_G1","65","","","B_B_C580_G7","65","","","",""
"Diamond_N_008_Wave1","DungeonMode","DungeonDiamond","Normal","Diamond_N_008","1","Dungeon_Diamond","F_N_C574_G8","70","F_N_C575_G8","70","F_N_C574_G8","70","M_N_C577_G8","70","","","","","B_B_C580_G8","70","","","",""
"Clover_N_001_Wave1","DungeonMode","DungeonClover","Normal","Clover_N_001","1","Dungeon_Clover","F_B_C566_G1","10","","","","","M_N_C562_G1","10","","","","","B_N_C564_G1","10","","","",""
"Clover_N_002_Wave1","DungeonMode","DungeonClover","Normal","Clover_N_002","1","Dungeon_Clover","F_B_C566_G2","20","","","","","M_N_C562_G2","20","M_N_C562_G2","20","","","B_N_C564_G2","20","B_N_C564_G2","20","",""
"Clover_N_003_Wave1","DungeonMode","DungeonClover","Normal","Clover_N_003","1","Dungeon_Clover","F_B_C566_G3","30","","","","","M_N_C562_G3","30","M_N_C563_G3","30","","","B_N_C564_G3","30","B_N_C565_G3","30","",""
"Clover_N_004_Wave1","DungeonMode","DungeonClover","Normal","Clover_N_004","1","Dungeon_Clover","F_N_C560_G4","40","F_B_C566_G4","40","F_N_C560_G4","40","M_N_C563_G4","40","","","","","B_N_C565_G4","40","","","",""
"Clover_N_005_Wave1","DungeonMode","DungeonClover","Normal","Clover_N_005","1","Dungeon_Clover","F_B_C566_G5","50","","","","","M_N_C562_G5","50","M_N_C563_G5","50","","","B_N_C565_G5","50","B_N_C565_G5","50","",""
"Clover_N_006_Wave1","DungeonMode","DungeonClover","Normal","Clover_N_006","1","Dungeon_Clover","F_B_C566_G6","60","","","","","M_N_C563_G6","60","M_N_C563_G6","60","","","B_N_C564_G6","60","B_N_C564_G6","60","",""
"Clover_N_007_Wave1","DungeonMode","DungeonClover","Normal","Clover_N_007","1","Dungeon_Clover","F_N_C561_G7","65","F_B_C566_G4","65","F_N_C561_G1","65","M_N_C562_G7","65","","","","","B_N_C565_G7","65","","","",""
"Clover_N_008_Wave1","DungeonMode","DungeonClover","Normal","Clover_N_008","1","Dungeon_Clover","F_B_C566_G8","70","","","","","M_N_C563_G8","70","","","","","B_N_C565_G8","70","B_N_C564_G8","70","B_N_C565_G8","70"
"Spade_N_001_Wave1","DungeonMode","DungeonSpade","Normal","Spade_N_001","1","Dungeon_Spade","F_B_C587_G1","10","","","","","M_N_C583_G1","10","","","","","B_N_C585_G1","10","","","",""
"Spade_N_002_Wave1","DungeonMode","DungeonSpade","Normal","Spade_N_002","1","Dungeon_Spade","F_B_C587_G2","20","","","","","M_N_C583_G2","20","M_N_C583_G2","20","M_N_C583_G2","20","B_N_C585_G2","20","","","",""
"Spade_N_003_Wave1","DungeonMode","DungeonSpade","Normal","Spade_N_003","1","Dungeon_Spade","F_B_C587_G3","30","","","","","M_N_C584_G3","30","M_N_C583_G3","30","","","B_N_C586_G3","30","B_N_C585_G3","30","",""
"Spade_N_004_Wave1","DungeonMode","DungeonSpade","Normal","Spade_N_004","1","Dungeon_Spade","F_N_C581_G4","40","F_B_C587_G4","40","F_N_C581_G4","40","M_N_C584_G4","40","","","","","B_N_C586_G4","40","","","",""
"Spade_N_005_Wave1","DungeonMode","DungeonSpade","Normal","Spade_N_005","1","Dungeon_Spade","F_B_C587_G5","50","","","","","M_N_C584_G5","50","M_N_C584_G5","50","","","B_N_C585_G5","50","B_N_C585_G5","50","",""
"Spade_N_006_Wave1","DungeonMode","DungeonSpade","Normal","Spade_N_006","1","Dungeon_Spade","F_B_C587_G6","60","","","","","M_N_C584_G6","60","M_N_C583_G6","60","","","B_N_C586_G6","60","B_N_C586_G6","60","",""
"Spade_N_007_Wave1","DungeonMode","DungeonSpade","Normal","Spade_N_007","1","Dungeon_Spade","F_B_C587_G7","65","","","","","M_N_C584_G7","65","","","","","B_N_C585_G7","65","B_N_C585_G7","65","B_N_C585_G7","65"
"Spade_N_008_Wave1","DungeonMode","DungeonSpade","Normal","Spade_N_008","1","Dungeon_Spade","F_N_C582_G8","70","F_B_C587_G8","70","F_N_C582_G8","70","M_N_C584_G8","70","","","","","B_N_C586_G8","70","","","",""
"Ruins_EXP_001_Wave1","RuinsMode","RuinsExp","Normal","Ruins_EXP_001","1","Ruins_EXP","F_N_C031_G_G1","8","","","","","M_N_C033_G_G1","8","","","","","B_N_C513_G_G1","8","B_N_C513_G_G1","8","B_N_C513_G_G1","8"
"Ruins_EXP_001_Wave2","RuinsMode","RuinsExp","Normal","Ruins_EXP_001","2","Ruins_EXP","F_N_C031_G_G1","8","","","","","M_N_C033_G_G1","8","M_N_C033_G_G1","8","","","B_N_C513_G_G1","8","B_N_C513_G_G1","8","",""
"Ruins_EXP_001_Wave3","RuinsMode","RuinsExp","Normal","Ruins_EXP_001","3","Ruins_EXP","F_N_C031_G_G1","8","F_N_C031_G_G1","8","","","M_N_C033_G_G1","8","M_N_C033_G_G1","8","","","B_N_C513_G_G1","8","B_N_C513_G_G1","8","",""
"Ruins_EXP_002_Wave1","RuinsMode","RuinsExp","Normal","Ruins_EXP_002","1","Ruins_EXP","F_N_C031_R_G2","15","F_N_C031_R_G2","15","","","M_N_C033_R_G2","15","M_N_C033_R_G2","15","","","B_N_C513_R_G2","15","","","",""
"Ruins_EXP_002_Wave2","RuinsMode","RuinsExp","Normal","Ruins_EXP_002","2","Ruins_EXP","F_N_C031_R_G2","15","F_N_C031_R_G2","15","","","M_N_C033_R_G2","15","M_N_C033_R_G2","15","","","B_N_C513_R_G2","15","B_N_C513_R_G2","15","",""
"Ruins_EXP_002_Wave3","RuinsMode","RuinsExp","Normal","Ruins_EXP_002","3","Ruins_EXP","F_N_C031_R_G2","15","F_N_C031_R_G2","15","","","M_N_C033_R_G2","15","","","","","B_N_C513_R_G2","15","B_N_C513_R_G2","15","B_N_C513_R_G2","15"
"Ruins_EXP_003_Wave1","RuinsMode","RuinsExp","Normal","Ruins_EXP_003","1","Ruins_EXP","F_N_C031_B_G3","25","","","","","M_N_C033_B_G3","25","M_N_C033_B_G3","25","","","B_N_C513_B_G3","25","B_N_C513_B_G3","25","B_N_C513_B_G3","25"
"Ruins_EXP_003_Wave2","RuinsMode","RuinsExp","Normal","Ruins_EXP_003","2","Ruins_EXP","F_N_C031_B_G3","25","F_N_C031_B_G3","25","","","M_N_C033_B_G3","25","M_N_C033_B_G3","25","","","B_N_C513_B_G3","25","B_N_C513_B_G3","25","",""
"Ruins_EXP_003_Wave3","RuinsMode","RuinsExp","Normal","Ruins_EXP_003","3","Ruins_EXP","F_N_C031_B_G3","25","F_N_C031_B_G3","25","F_N_C031_B_G3","25","M_N_C033_B_G3","25","M_N_C033_B_G3","25","","","B_N_C513_B_G3","25","B_N_C513_B_G3","25","",""
"Ruins_EXP_004_Wave1","RuinsMode","RuinsExp","Normal","Ruins_EXP_004","1","Ruins_EXP","F_N_C031_G_G4","35","F_N_C031_G_G4","35","F_N_C031_G_G4","35","M_N_C033_G_G4","35","M_N_C033_G_G4","35","","","B_N_C513_G_G4","35","","","",""
"Ruins_EXP_004_Wave2","RuinsMode","RuinsExp","Normal","Ruins_EXP_004","2","Ruins_EXP","F_N_C031_G_G4","35","F_N_C031_G_G4","35","","","M_N_C033_G_G4","35","M_N_C033_G_G4","35","","","B_N_C513_G_G4","35","B_N_C513_G_G4","35","B_N_C513_G_G4","35"
"Ruins_EXP_004_Wave3","RuinsMode","RuinsExp","Normal","Ruins_EXP_004","3","Ruins_EXP","F_N_C031_G_G4","35","F_N_C031_G_G4","35","F_N_C031_G_G4","35","M_N_C033_G_G4","35","M_N_C033_G_G4","35","M_N_C033_G_G4","35","B_N_C513_G_G4","35","","","",""
"Ruins_EXP_005_Wave1","RuinsMode","RuinsExp","Normal","Ruins_EXP_005","1","Ruins_EXP","F_N_C031_R_G5","45","F_N_C031_R_G5","45","","","M_N_C033_R_G5","45","M_N_C033_R_G5","45","M_N_C033_R_G5","45","B_N_C513_R_G5","45","B_N_C513_R_G5","45","",""
"Ruins_EXP_005_Wave2","RuinsMode","RuinsExp","Normal","Ruins_EXP_005","2","Ruins_EXP","F_N_C031_R_G5","45","F_N_C031_R_G5","45","F_N_C031_R_G5","45","M_N_C033_R_G5","45","M_N_C033_R_G5","45","M_N_C033_R_G5","45","B_N_C513_R_G5","45","","","",""
"Ruins_EXP_005_Wave3","RuinsMode","RuinsExp","Normal","Ruins_EXP_005","3","Ruins_EXP","F_N_C031_R_G5","45","F_N_C031_R_G5","45","","","M_N_C033_R_G5","45","M_N_C033_R_G5","45","","","B_N_C513_R_G5","45","B_N_C513_R_G5","50","B_N_C513_R_G5","50"
"Ruins_EXP_006_Wave1","RuinsMode","RuinsExp","Normal","Ruins_EXP_006","1","Ruins_EXP","F_N_C031_B_G6","55","F_N_C031_B_G6","55","F_N_C031_B_G6","55","M_N_C033_B_G6","55","M_N_C033_B_G6","55","","","B_N_C513_B_G6","55","B_N_C513_B_G6","55","",""
"Ruins_EXP_006_Wave2","RuinsMode","RuinsExp","Normal","Ruins_EXP_006","2","Ruins_EXP","F_N_C031_B_G6","55","F_N_C031_B_G6","55","","","M_N_C033_B_G6","55","M_N_C033_B_G6","55","M_N_C033_B_G6","55","B_N_C513_B_G6","55","B_N_C513_B_G6","55","B_N_C513_B_G6","55"
"Ruins_EXP_006_Wave3","RuinsMode","RuinsExp","Normal","Ruins_EXP_006","3","Ruins_EXP","F_N_C031_B_G6","55","F_N_C031_B_G6","55","F_N_C031_B_G6","55","M_N_C033_B_G6","55","M_N_C033_B_G6","5","M_N_C033_B_G6","55","B_N_C513_B_G6","55","B_N_C513_B_G6","55","",""
"Ruins_EXP_007_Wave1","RuinsMode","RuinsExp","Normal","Ruins_EXP_007","1","Ruins_EXP","F_N_C031_G_G7","65","","","","","M_N_C033_G_G7","65","","","","","B_N_C513_G_G7","65","B_N_C513_G_G7","65","B_N_C513_G_G7","65"
"Ruins_EXP_007_Wave2","RuinsMode","RuinsExp","Normal","Ruins_EXP_007","2","Ruins_EXP","F_N_C031_G_G7","65","","","","","M_N_C033_G_G7","65","M_N_C033_G_G7","65","","","B_N_C513_G_G7","65","B_N_C513_G_G7","65","",""
"Ruins_EXP_007_Wave3","RuinsMode","RuinsExp","Normal","Ruins_EXP_007","3","Ruins_EXP","F_N_C031_G_G7","65","F_N_C031_G_G7","65","","","M_N_C033_G_G7","65","M_N_C033_G_G7","65","","","B_N_C513_G_G7","65","B_N_C513_G_G7","65","",""
"Ruins_EXP_008_Wave1","RuinsMode","RuinsExp","Normal","Ruins_EXP_008","1","Ruins_EXP","F_N_C031_R_G8","70","F_N_C031_R_G8","70","","","M_N_C033_R_G8","70","M_N_C033_R_G8","70","","","B_N_C513_R_G8","70","","","",""
"Ruins_EXP_008_Wave2","RuinsMode","RuinsExp","Normal","Ruins_EXP_008","2","Ruins_EXP","F_N_C031_R_G8","70","F_N_C031_R_G8","70","","","M_N_C033_R_G8","70","M_N_C033_R_G8","70","","","B_N_C513_R_G8","70","B_N_C513_R_G8","70","",""
"Ruins_EXP_008_Wave3","RuinsMode","RuinsExp","Normal","Ruins_EXP_008","3","Ruins_EXP","F_N_C031_R_G8","70","F_N_C031_R_G8","70","","","M_N_C033_R_G8","70","","","","","B_N_C513_R_G8","70","B_N_C513_R_G8","70","B_N_C513_R_G8","70"
"Ruins_Gold_001_Wave1","RuinsMode","RuinsGold","Normal","Ruins_Gold_001","1","Ruins_GOLD","C503_G1","8","","","","","","","","","","","","","","","",""
"Ruins_Gold_002_Wave1","RuinsMode","RuinsGold","Normal","Ruins_Gold_002","1","Ruins_GOLD","C502_G2","15","","","","","","","","","","","","","","","",""
"Ruins_Gold_003_Wave1","RuinsMode","RuinsGold","Normal","Ruins_Gold_003","1","Ruins_GOLD","C501_G3","25","","","","","","","","","","","","","","","",""
"Ruins_Gold_004_Wave1","RuinsMode","RuinsGold","Normal","Ruins_Gold_004","1","Ruins_GOLD","C503_G4","35","","","","","","","","","","","","","","","",""
"Ruins_Gold_005_Wave1","RuinsMode","RuinsGold","Normal","Ruins_Gold_005","1","Ruins_GOLD","C502_G5","45","","","","","","","","","","","","","","","",""
"Ruins_Gold_006_Wave1","RuinsMode","RuinsGold","Normal","Ruins_Gold_006","1","Ruins_GOLD","C501_G6","55","","","","","","","","","","","","","","","",""
"Ruins_Gold_007_Wave1","RuinsMode","RuinsGold","Normal","Ruins_Gold_007","1","Ruins_GOLD","C503_G7","65","","","","","","","","","","","","","","","",""
"Ruins_Gold_008_Wave1","RuinsMode","RuinsGold","Normal","Ruins_Gold_008","1","Ruins_GOLD","C502_G8","70","","","","","","","","","","","","","","","",""
"TotalWar_Leshy_001_Wave1","TotalWarMode","TotalWarLeshy","Normal","TotalWar_Leshy_001","1","TotalWar_Leshy","F_B_TWC001_G1","15","","","","","","","","","","","","","","","",""
"TotalWar_Leshy_002_Wave1","TotalWarMode","TotalWarLeshy","Normal","TotalWar_Leshy_002","1","TotalWar_Leshy","F_B_TWC001_G2","30","","","","","","","","","","","","","","","",""
"TotalWar_Leshy_003_Wave1","TotalWarMode","TotalWarLeshy","Normal","TotalWar_Leshy_003","1","TotalWar_Leshy","F_B_TWC001_G3","45","","","","","","","","","","","","","","","",""
"TotalWar_Leshy_004_Wave1","TotalWarMode","TotalWarLeshy","Normal","TotalWar_Leshy_004","1","TotalWar_Leshy","F_B_TWC001_G4","55","","","","","","","","","","","","","","","",""
"TotalWar_Leshy_005_Wave1","TotalWarMode","TotalWarLeshy","Normal","TotalWar_Leshy_005","1","TotalWar_Leshy","F_B_TWC001_G5","65","","","","","","","","","","","","","","","",""
"TotalWar_Leshy_006_Wave1","TotalWarMode","TotalWarLeshy","Normal","TotalWar_Leshy_006","1","TotalWar_Leshy","F_B_TWC001_G6","75","","","","","","","","","","","","","","","",""
"TotalWar_Zephyrus_001_Wave1","TotalWarMode","TotalWarharpy","Normal","TotalWar_Zephyrus_001","1","TotalWar_Zephyrus","F_B_TWC002_G1","15","","","","","","","","","","","","","","","",""
"TotalWar_Zephyrus_002_Wave1","TotalWarMode","TotalWarharpy","Normal","TotalWar_Zephyrus_002","1","TotalWar_Zephyrus","F_B_TWC002_G2","30","","","","","","","","","","","","","","","",""
"TotalWar_Zephyrus_003_Wave1","TotalWarMode","TotalWarharpy","Normal","TotalWar_Zephyrus_003","1","TotalWar_Zephyrus","F_B_TWC002_G3","45","","","","","","","","","","","","","","","",""
"TotalWar_Zephyrus_004_Wave1","TotalWarMode","TotalWarharpy","Normal","TotalWar_Zephyrus_004","1","TotalWar_Zephyrus","F_B_TWC002_G4","55","","","","","","","","","","","","","","","",""
"TotalWar_Zephyrus_005_Wave1","TotalWarMode","TotalWarharpy","Normal","TotalWar_Zephyrus_005","1","TotalWar_Zephyrus","F_B_TWC002_G5","65","","","","","","","","","","","","","","","",""
"TotalWar_Zephyrus_006_Wave1","TotalWarMode","TotalWarharpy","Normal","TotalWar_Zephyrus_006","1","TotalWar_Zephyrus","F_B_TWC002_G6","75","","","","","","","","","","","","","","","",""
"SB_001_003_Wave1","StoryMode","","Normal","SB_001_003","1","SB_001_003","F_N_C900_SB1","5","","","","","M_N_C901_SB","5","","","","","B_N_C902_SB","5","","","",""
"SB_001_008_Wave1","StoryMode","","Normal","SB_001_008","1","SB_001_008","F_N_C900_SB2","5","","","","","M_N_C901_SB","5","","","","","B_N_C902_SB","5","","","",""
"SB_002_006_Wave1","StoryMode","","Normal","SB_002_006","1","SB_002_006","F_N_C537_SB","20","F_B_C021_SB","20","","","M_N_C589_SB","20","M_N_C589_SB","20","","","B_N_C525_SB","20","","","",""
"SB_002_009_Wave1","StoryMode","","Normal","SB_002_009","1","SB_002_009","F_N_C900_SB3","20","F_N_C900_SB3","20","F_N_C900_SB3","20","M_N_C901_SB1","20","","","","","B_N_C902_SB1","20","","","",""
"SB_003_002_Wave1","StoryMode","","Normal","SB_003_002","1","SB_003_002","F_N_C024_SB","45","F_N_C024_SB","45","","","M_N_C588_SB","45","","","","","B_N_C025_SB","45","B_N_C025_SB","45","",""
"SB_003_004_Wave1","StoryMode","","Normal","SB_003_004","1","SB_003_004","F_B_C064_SB","45","","","","","M_N_C555_SB","45","","","","","B_N_C556_SB","45","","","",""
"SB_003_008_Wave1","StoryMode","","Normal","SB_003_008","1","SB_003_008","F_N_C900_SB4","50","F_N_C900_SB4","50","","","M_N_C901_SB2","50","","","","","B_N_C902_SB2","50","B_N_C902_SB2","50","",""
"SB_004_001_Wave1","StoryMode","","Normal","SB_004_001","1","SB_004_001","F_N_C536_SB","60","F_N_C536_SB","60","F_N_C592_SB","60","","","","","","","","","","","",""
"SB_004_004_Wave1","StoryMode","","Normal","SB_004_004","1","SB_004_004","F_B_C596_SB","60","","","","","M_N_C558_SB","60","M_N_C558_SB","60","","","B_N_C052_SB","20","","","",""
"SB_004_009_Wave1","StoryMode","","Normal","SB_004_009","1","SB_004_009","F_B_C023_SB","60","","","","","","","","","","","","","","","",""
"SB_005_002_Wave1","StoryMode","","Normal","SB_005_002","1","SB_005_002","F_N_C110_SB1","60","","","","","M_B_C112_SB","60","","","","","","","","","",""
"SB_005_006_Wave1","StoryMode","","Normal","SB_005_006","1","SB_005_006","F_B_C110_SB2","60","","","","","","","","","","","","","","","",""
"EventAdventure001_N_001_Wave1","EventAdventureMode","","Normal","EventAdventure001_N_001","1","EventAdventure_Normal_001","F_C599_G1","10","","","","","M_C602_G1","10","","","","","B_C605_G1","10","","","",""
"EventAdventure001_N_001_Wave2","EventAdventureMode","","Normal","EventAdventure001_N_001","2","EventAdventure_Normal_001","F_C599_G1","10","F_C599_G1","10","","","M_C602_G1","10","","","","","","","","","",""
"EventAdventure001_N_002_Wave1","EventAdventureMode","","Normal","EventAdventure001_N_002","1","EventAdventure_Normal_001","F_C600_G1","10","","","","","M_C603_G1","10","","","","","B_C606_G1","10","","","",""
"EventAdventure001_N_002_Wave2","EventAdventureMode","","Normal","EventAdventure001_N_002","2","EventAdventure_Normal_001","F_C600_G1","10","","","","","M_C603_G1","10","M_C603_G1","10","","","","","","","",""
"EventAdventure001_N_003_Wave1","EventAdventureMode","","Normal","EventAdventure001_N_003","1","EventAdventure_Normal_001","F_C598_G1","10","","","","","M_C601_G1","10","","","","","B_C604_G1","10","","","",""
"EventAdventure001_N_003_Wave2","EventAdventureMode","","Normal","EventAdventure001_N_003","2","EventAdventure_Normal_001","F_C598_G1","10","","","","","","","","","","","B_C604_G1","10","B_C604_G1","10","",""
"EventAdventure001_N_004_Wave1","EventAdventureMode","","Normal","EventAdventure001_N_004","1","EventAdventure_Normal_001","F_C599_G1","10","F_C599_G1","10","","","M_C603_G1","10","","","","","","","","","",""
"EventAdventure001_N_004_Wave2","EventAdventureMode","","Normal","EventAdventure001_N_004","2","EventAdventure_Normal_001","F_C599_G1","10","F_C599_G1","10","","","M_C603_G1","10","M_C603_G1","10","","","","","","","",""
"EventAdventure001_N_005_Wave1","EventAdventureMode","","Normal","EventAdventure001_N_005","1","EventAdventure_Normal_001","F_C599_G1","10","","","","","M_C603_G1","10","","","","","B_C604_G1","10","","","",""
"EventAdventure001_N_005_Wave2","EventAdventureMode","","Normal","EventAdventure001_N_005","2","EventAdventure_Normal_001","F_C599_G1","10","F_C599_G1","10","","","M_C603_G1","10","","","","","B_C604_G1","10","","","",""
"EventAdventure001_N_006_Wave1","EventAdventureMode","","Normal","EventAdventure001_N_006","1","EventAdventure_Normal_001","F_C600_G2","20","F_C600_G2","20","","","B_C605_G2","20","","","","","B_C604_G2","20","","","",""
"EventAdventure001_N_006_Wave2","EventAdventureMode","","Normal","EventAdventure001_N_006","2","EventAdventure_Normal_001","F_C600_G2","20","F_C600_G2","20","","","M_C601_G2","20","","","","","B_C605_G2","20","","","",""
"EventAdventure001_N_007_Wave1","EventAdventureMode","","Normal","EventAdventure001_N_007","1","EventAdventure_Normal_001","F_C600_G2","20","F_C600_G2","20","F_C600_G2","20","M_C601_G2","20","","","","","","","","","",""
"EventAdventure001_N_007_Wave2","EventAdventureMode","","Normal","EventAdventure001_N_007","2","EventAdventure_Normal_001","F_C600_G2","20","F_C600_G2","20","","","M_C601_G2","20","","","","","B_C605_G2","20","","","",""
"EventAdventure001_N_008_Wave1","EventAdventureMode","","Normal","EventAdventure001_N_008","1","EventAdventure_Normal_001","F_C598_G2","20","F_C598_G2","20","","","B_C606_G2","20","B_C606_G2","20","","","","","","","",""
"EventAdventure001_N_008_Wave2","EventAdventureMode","","Normal","EventAdventure001_N_008","2","EventAdventure_Normal_001","F_C598_G2","20","","","","","B_C606_G2","20","B_C606_G2","20","B_C606_G2","20","","","","","",""
"EventAdventure001_N_009_Wave1","EventAdventureMode","","Normal","EventAdventure001_N_009","1","EventAdventure_Normal_001","F_C598_G2","20","F_C598_G2","20","","","B_C605_G2","20","B_C605_G2","20","","","","","","","",""
"EventAdventure001_N_009_Wave2","EventAdventureMode","","Normal","EventAdventure001_N_009","2","EventAdventure_Normal_001","F_C598_G2","20","","","","","B_C605_G2","20","","","","","B_C606_G2","20","B_C606_G2","20","",""
"EventAdventure001_N_010_Wave1","EventAdventureMode","","Normal","EventAdventure001_N_010","1","EventAdventure_Normal_002","F_C599_G2","20","F_C600_G2","20","F_C599_G2","20","B_C606_G2","20","","","","","","","","","",""
"EventAdventure001_N_010_Wave2","EventAdventureMode","","Normal","EventAdventure001_N_010","2","EventAdventure_Normal_002","F_C599_G2","20","F_C599_G2","20","","","M_C603_G2","20","","","","","B_C604_G2","20","B_C604_G2","20","",""
"EventAdventure001_N_011_Wave1","EventAdventureMode","","Normal","EventAdventure001_N_011","1","EventAdventure_Normal_002","F_C600_G3","30","F_C600_G3","30","","","M_C601_G3","30","","","","","B_C605_G3","30","B_C605_G3","30","",""
"EventAdventure001_N_011_Wave2","EventAdventureMode","","Normal","EventAdventure001_N_011","2","EventAdventure_Normal_002","F_C600_G3","30","F_C600_G3","30","","","M_C602_G3","30","M_C601_G3","30","","","B_C605_G3","30","","","",""
