groupId	prechangeId	postchangeId	hour	status	hash	location	location_zh_TW	location_en_UK	location_ja_JP	location_ko_KR	location_th_TH	day	day_zh_TW	day_en_UK	day_ja_JP	day_ko_KR	day_th_TH
countdown_260			22:24	1	c599a67350db9de575b02db8afcaf702	中心区 宴会馆	中心區 宴會館	Banquet Hall, Central District	中央区　宴会館	센트럴 타운 파티홀	สถานจัดเลี้ยง เขตศูนย์กลาง	2217/10/12	2217/10/12	October 12, 2217	2217/10/12	2217년 10월 12일	12-10-17
countdown_261			10:30	1	b247cf44016c453adcdb8b69e5111950	中心区 暴风眼调查署	中心區 暴風眼調查署	SEBI, Central District	中央区　ストームアイ調査署	센트럴 타운 스톰아이 조사국	สำนักงานสืบสวนสตอร์มอาย เขตศูนย์กลาง	2217/10/13	2217/10/13	October 13, 2217	2217/10/13	2217년 10월 13일	13/10/2217  
countdown_262			12:10	1	d569b11499febc104a3b19f92d7d4aa3	昆士区 贝克街	昆士區 貝克街	Baker Street, Quince	コンシ区　ベイカーストリート	퀸즈 타운 베이커 가	ถนนเบเกอร์ เขตควินซ์	2217/10/13	2217/10/13	October 13, 2217	2217/10/13	2217년 10월 13일	13/10/2217  
countdown_263			13:05	1	58f0054376b7ddc97919660edf1ec6d4	昆士区 弗露依亚事务所	昆士區 弗露依亞事務所	Fluvia Agency, Quince	コンシ区　フルアイア・エージェンシー	퀸즈 타운 프레비아 에이전시	สำนักงานฟลูย่า เขตควินซ์	2217/10/13	2217/10/13	October 13, 2217	2217/10/13	2217년 10월 13일	13/10/2217  
countdown_264			16:42	1	15f7c92e8007887e82aa0b1d8221c2c8	中心区 涂鸦街区	中心區 塗鴉街區	Graffiti Street, Central District	中央区　グラフィティブロック	센트럴 타운 그래피티 거리	ย่านกราฟฟิตี้ เขตศูนย์กลาง	2217/10/13	2217/10/13	October 13, 2217	2217/10/13	2217년 10월 13일	13/10/2217  
countdown_265			17:15	1	7781b1bc502a2d06ddc5ad9682ffa468	中心区 惊海Live House	中心區 驚海Live House	Ocean Live House, Central District	中央区　驚海ライブハウス	센트럴 타운 오션 라이브 하우스	ไลฟ์เฮาส์ชอกคลื่น เขตศูนย์กลาง	2217/10/13	2217/10/13	October 13, 2217	2217/10/13	2217년 10월 13일	13/10/2217  
countdown_266			17:22	1	9ad38ab741bcef8036e33f5f9693eada	中心区 惊海Live House	中心區 驚海Live House	Ocean Live House, Central District	中央区　驚海ライブハウス	센트럴 타운 오션 라이브 하우스	ไลฟ์เฮาส์ชอกคลื่น เขตศูนย์กลาง	2217/10/13	2217/10/13	October 13, 2217	2217/10/13	2217년 10월 13일	13/10/2217  
countdown_267			17:34	1	40d669a2fd601921d6f17a8a91442c64	中心区 惊海Live House	中心區 驚海Live House	Ocean Live House, Central District	中央区　驚海ライブハウス	센트럴 타운 오션 라이브 하우스	ไลฟ์เฮาส์ชอกคลื่น เขตศูนย์กลาง	2217/10/13	2217/10/13	October 13, 2217	2217/10/13	2217년 10월 13일	13/10/2217  
countdown_268			17:47	1	faaf9b8a6b3aaea0d4cfd253d7b570f8	中心区 涂鸦街区	中心區 塗鴉街區	Graffiti Street, Central District	中央区　グラフィティブロック	센트럴 타운 그래피티 거리	ย่านกราฟฟิตี้ เขตศูนย์กลาง	2217/10/13	2217/10/13	October 13, 2217	2217/10/13	2217년 10월 13일	13/10/2217  
countdown_269			18:21	1	fe893eb0270924f07a11c29d9058f1d4	中心区 涂鸦街区	中心區 塗鴉街區	Graffiti Street, Central District	中央区　グラフィティブロック	센트럴 타운 그래피티 거리	ย่านกราฟฟิตี้ เขตศูนย์กลาง	2217/10/13	2217/10/13	October 13, 2217	2217/10/13	2217년 10월 13일	13/10/2217  
countdown_270			18:10	1	9d6ed4b78fcb9bac2269807587659a13	中心区 惊海Live House	中心區 驚海Live House	Ocean Live House, Central District	中央区　驚海ライブハウス	센트럴 타운 오션 라이브 하우스	ไลฟ์เฮาส์ชอกคลื่น เขตศูนย์กลาง	2217/10/13	2217/10/13	October 13, 2217	2217/10/13	2217년 10월 13일	13/10/2217  
countdown_271			18:35	1	a9353f7deea234621efef8cf6741a0e7	中心区 惊海Live House	中心區 驚海Live House	Ocean Live House, Central District	中央区　驚海ライブハウス	센트럴 타운 오션 라이브 하우스	ไลฟ์เฮาส์ชอกคลื่น เขตศูนย์กลาง	2217/10/13	2217/10/13	October 13, 2217	2217/10/13	2217년 10월 13일	13/10/2217  
countdown_272			19:20	1	3b5e28999ad9e83660666c9542dd1516	情绪干预中心 正门	情緒干預中心 正門	Front Gate, ERC	ERC　正門	이모션 컨트롤 센터 정문	ประตูหลัก ศูนย์เยียวยาพาโธซิส	2217/10/13	2217/10/13	October 13, 2217	2217/10/13	2217년 10월 13일	13/10/2217  
countdown_273			19:25	1	6e54176e57e427cff7884c3f089c6d48	情绪干预中心 前坪	情緒干預中心 前坪	Front Lawn, ERC	ERC　病院前	이모션 컨트롤 센터 잔디밭	ลานหน้า ศูนย์เยียวยาพาโธซิส	2217/10/13	2217/10/13	October 13, 2217	2217/10/13	2217년 10월 13일	13/10/2217  
countdown_274			19:31	1	2cce74249a84aa0d3227676d490eabf5	情绪干预中心 前台	情緒干預中心 前臺	Front Desk, ERC	ERC　フロント	이모션 컨트롤 센터 프론트	เคาน์เตอร์ต้อนรับ ศูนย์เยียวยาพาโธซิส	2217/10/13	2217/10/13	October 13, 2217	2217/10/13	2217년 10월 13일	13/10/2217  
countdown_275			20:06	1	5ceb03a70ee4cb51212b8be2a9c7f0e1	情绪干预中心 轻症区	情緒干預中心 輕症區	General Ward, ERC	ERC　通常治療室	이모션 컨트롤 센터 경증 병동	แผนกผู้ป่วยทั่วไป ศูนย์เยียวยาพาโธซิส	2217/10/13	2217/10/13	October 13, 2217	2217/10/13	2217년 10월 13일	13/10/2217  
countdown_276			21:13	1	f7c37b4ce788295615faa548299b260c	情绪干预中心 前台	情緒干預中心 前臺	Front Desk, ERC	ERC　フロント	이모션 컨트롤 센터 프론트	เคาน์เตอร์ต้อนรับ ศูนย์เยียวยาพาโธซิส	2217/10/13	2217/10/13	October 13, 2217	2217/10/13	2217년 10월 13일	13/10/2217  
countdown_277			21:28	1	f4872da3379d4b019cc7cb85965a82c1	情绪干预中心 监护病房	情緒干預中心 監護病房	Intensive Care Unit, ERC	ERC　看護室	이모션 컨트롤 센터 보호 병동	ห้องดูแลผู้ป่วย ศูนย์เยียวยาพาโธซิส	2217/10/13	2217/10/13	October 13, 2217	2217/10/13	2217년 10월 13일	13/10/2217  
countdown_278			21:45	1	eadcc4669f72bd828737a7db364adaf5	情绪干预中心 监护病房	情緒干預中心 監護病房	Intensive Care Unit, ERC	ERC　看護室	이모션 컨트롤 센터 보호 병동	ห้องดูแลผู้ป่วย ศูนย์เยียวยาพาโธซิส	2217/10/13	2217/10/13	October 13, 2217	2217/10/13	2217년 10월 13일	13/10/2217  
countdown_279			22:09	1	a57b6c7bb928cf04bd0cf1ea8a9e2ba0	情绪干预中心 中心花园	情緒干預中心 中心花園	Central Garden, ERC	ERC　中央ガーデン	이모션 컨트롤 센터 중앙 정원	สวนกลาง ศูนย์เยียวยาพาโธซิส	2217/10/13	2217/10/13	October 13, 2217	2217/10/13	2217년 10월 13일	13/10/2217  
countdown_280			0:10	1	936fec4c0429744ae5a580e02c9a62de	贝克猫餐厅 一楼	貝克貓餐廳 一樓	1st Floor, Baker's Cafe	ベイカーキャットレストラン　1階	베이커캣 카페테리아 1층	เบเกอร์คาเฟ่ ชั้น 1	2217/10/14	2217/10/14	October 14, 2217	2217/10/14	2217년 10월 14일	14/10/2217  
countdown_281			0:29	1	e727aa0f059e1993fbe8b83276c48383	贝克猫餐厅 一楼	貝克貓餐廳 一樓	1st Floor, Baker's Cafe	ベイカーキャットレストラン　1階	베이커캣 카페테리아 1층	เบเกอร์คาเฟ่ ชั้น 1	2217/10/14	2217/10/14	October 14, 2217	2217/10/14	2217년 10월 14일	14/10/2217  
countdown_282			4:18	1	7f58238bbfaa9223712513e2f521304e	南港区 音乐之声	南港區 音樂之聲	Sound of Music, Southport	南港区　サウンド・オブ・ミュージック	사우스포트 음악의 집	เสียงแห่งดนตรี เขตทะเลใต้	2217/10/14	2217/10/14	October 14, 2217	2217/10/14	2217년 10월 14일	14/10/2217  
countdown_283			4:18	1	403b1f848bba51dac6c2fb81bba8faa3	音乐之声 肖特朗家	音樂之聲 肖特朗家	Sound of Music, Chautrand's House	サウンド・オブ・ミュージック　チャートランド家	음악의 집 쇼트랑의 집	เสียงแห่งดนตรี บ้านชอร์ตแลนด์	2217/10/14	2217/10/14	October 14, 2217	2217/10/14	2217년 10월 14일	14/10/2217  
countdown_284			17:18	1	085364b47c5191ecdbfc3819a8d8ab26	音乐之声 肖特朗家	音樂之聲 肖特朗家	Sound of Music, Chautrand's House	サウンド・オブ・ミュージック　チャートランド家	음악의 집 쇼트랑의 집	เสียงแห่งดนตรี บ้านชอร์ตแลนด์	2217/3/10	2217/3/10	March 10, 2217	2217/3/10	2217년 3월 10일	10-03-17
countdown_285			6:20	1	e303b12efdf206c363d4c9675f0fd1c9	肖特朗家 厨房	肖特朗家 廚房	Kitchen, Chautrand's House	チャートランド家　キッチン	쇼트랑의 집 주방	ห้องครัวบ้านชอร์ตแลนด์	2217/10/14	2217/10/14	October 14, 2217	2217/10/14	2217년 10월 14일	14/10/2217  
countdown_286			8:11	1	43dd3badaeaff215749c8bcf0b70aa73	昆士区 边缘街区	昆士區 邊緣街區	Quince Outskirts	コンシ区　堺街区	퀸즈 타운 경계 구역	ย่านชายขอบ เขตควินซ์	2217/10/14	2217/10/14	October 14, 2217	2217/10/14	2217년 10월 14일	14/10/2217  
countdown_287			9:01	1	5d88fa74bb7c6ff1af419fa19e17ed1a	昆士区 便利店	昆士區 便利店	Convenience Store, Quince	コンシ区　コンビニ	퀸즈 타운 편의점	ร้านสะดวกซื้อ เขตควินซ์	2217/10/14	2217/10/14	October 14, 2217	2217/10/14	2217년 10월 14일	14/10/2217  
countdown_288			12:22	1	0eb3c24fe55f4a5c9e3d8660ace2f3c4	贝克猫餐厅 会议室	貝克貓餐廳 會議室	Meeting Room, Baker's Cafe	ベイカーキャットレストラン　会議室	베이커캣 카페테리아 회의실	ห้องประชุมเบเกอร์คาเฟ่	2217/10/14	2217/10/14	October 14, 2217	2217/10/14	2217년 10월 14일	14/10/2217  
countdown_289			12:35	1	e3785e4bee91a7b4ea9ef4af0e4183c0	贝克猫餐厅 一楼	貝克貓餐廳 一樓	1st Floor, Baker's Cafe	ベイカーキャットレストラン　1階	베이커캣 카페테리아 1층	เบเกอร์คาเฟ่ ชั้น 1	2217/10/14	2217/10/14	October 14, 2217	2217/10/14	2217년 10월 14일	14/10/2217  
countdown_290			13:22	1	b2f3fc39d4121bd7115c35324c651b4f	贝克猫餐厅 一楼	貝克貓餐廳 一樓	1st Floor, Baker's Cafe	ベイカーキャットレストラン　1階	베이커캣 카페테리아 1층	เบเกอร์คาเฟ่ ชั้น 1	2217/10/14	2217/10/14	October 14, 2217	2217/10/14	2217년 10월 14일	14/10/2217  
countdown_291			15:18	1	95b10cb59e817d0749257c7c4cf2ba39	凛北区 雪将军广场	凜北區 雪將軍廣場	Snowhawk Square, Boreala	凛北区　雪将軍広場	노스 타운 제네럴 스노우 프라자	จัตุรัสสโนว์ เขตโบเรียร่า	2217/10/15	2217/10/15	October 15, 2217	2217/10/15	2217년 10월 15일	15/10/2217  
countdown_292			17:02	1	16c7e82cd8ec5554ae2822e275dc935f	南港区 街道	南港區 街道	The Street, Southport	南港区　道	사우스포트 길	ถนน เขตทะเลใต้	2217/10/15	2217/10/15	October 15, 2217	2217/10/15	2217년 10월 15일	15/10/2217  
countdown_293			17:02	1	425f21c365c8ace055fe61dbdca176b7	南港区 街道	南港區 街道	The Street, Southport	南港区　道	사우스포트 길	ถนน เขตทะเลใต้	2217/10/15	2217/10/15	October 15, 2217	2217/10/15	2217년 10월 15일	15/10/2217  
countdown_294			18:42	1	02c95c92458b66118816ec1928b12e49	狮子猫体育馆 内部	獅子貓體育館 內部	Inside Chausie Stadium	ペルシャスタジアム内	라이온캣 체육관 내부	ภายใน ไลอ้อนแคท สเตเดียม	2217/10/15	2217/10/15	October 15, 2217	2217/10/15	2217년 10월 15일	15/10/2217  
countdown_295			17:02	1	9df466920fdd9ccb77d7dfb46d09e1b8	狮子猫体育馆 正门	獅子貓體育館 正門	Front Gate, Chausie Stadium	ペルシャスタジアム　正門	라이온캣 체육관 정문	ประตูหลัก ไลอ้อนแคท สเตเดียม	2217/3/31	2217/3/31	March 31, 2217	2217/3/31	2217년 3월 31일	31/03/2217  
countdown_296			19:02	1	4e459871dd9d887646ebc31cbb468e7b	狮子猫体育馆 内部	獅子貓體育館 內部	Inside Chausie Stadium	ペルシャスタジアム内	라이온캣 체육관 내부	ภายใน ไลอ้อนแคท สเตเดียม	2217/10/15	2217/10/15	October 15, 2217	2217/10/15	2217년 10월 15일	15/10/2217  
countdown_297			19:13	1	c93bbdb019f04390e038c8448ae11cf9	狮子猫体育馆 内部	獅子貓體育館 內部	Inside Chausie Stadium	ペルシャスタジアム内	라이온캣 체육관 내부	ภายใน ไลอ้อนแคท สเตเดียม	2217/10/15	2217/10/15	October 15, 2217	2217/10/15	2217년 10월 15일	15/10/2217  
countdown_298			6:32	1	33f4e02d457e16591377e38655c1ce99	情绪干预中心 监护病房	情緒干預中心 監護病房	Intensive Care Unit, ERC	ERC　看護室	이모션 컨트롤 센터 보호 병동	ห้องดูแลผู้ป่วย ศูนย์เยียวยาพาโธซิส	2217/4/1	2217/4/1	April 1, 2217	2217/4/1	2217년 4월 1일	01-04-17
countdown_299			3:10	1	d55a917f82a0e7b0c627b8679d0a007e	情绪干预中心 监护病房	情緒干預中心 監護病房	Intensive Care Unit, ERC	ERC　看護室	이모션 컨트롤 센터 보호 병동	ห้องดูแลผู้ป่วย ศูนย์เยียวยาพาโธซิส	2217/7/30	2217/7/30	July 30, 2217	2217/7/30	2217년 7월 30일	30/07/2217  
countdown_300			19:30	1	cfb3019dd2f87919e47ada4b757b889b	狮子猫体育馆 内部	獅子貓體育館 內部	Inside Chausie Stadium	ペルシャスタジアム内	라이온캣 체육관 내부	ภายใน ไลอ้อนแคท สเตเดียม	2217/10/15	2217/10/15	October 15, 2217	2217/10/15	2217년 10월 15일	15/10/2217  
countdown_301			19:36	1	0995f5b727db298b1d3a7c1b87f63743	狮子猫体育馆 内部	獅子貓體育館 內部	Inside Chausie Stadium	ペルシャスタジアム内	라이온캣 체육관 내부	ภายใน ไลอ้อนแคท สเตเดียม	2217/10/15	2217/10/15	October 15, 2217	2217/10/15	2217년 10월 15일	15/10/2217  
countdown_302			19:49	1	00a97a2d17b148099fe5c51769ec0eda	狮子猫体育馆 舞台前	獅子貓體育館 舞臺前	Front Row, Chausie Stadium	ペルシャスタジアム　舞台前	라이온캣 체육관 스테이지 앞	หน้าเวที ไลอ้อนแคท สเตเดียม	2217/10/15	2217/10/15	October 15, 2217	2217/10/15	2217년 10월 15일	15/10/2217  
countdown_303			20:03	1	23446a9cd086290b80ce445dd7cc54a8	狮子猫体育馆 内部	獅子貓體育館 內部	Inside Chausie Stadium	ペルシャスタジアム内	라이온캣 체육관 내부	ภายใน ไลอ้อนแคท สเตเดียม	2217/10/15	2217/10/15	October 15, 2217	2217/10/15	2217년 10월 15일	15/10/2217  
countdown_304			20:33	1	2d2c51e4587209b04eb72d61921d392d	狮子猫体育馆 后街	獅子貓體育館 後街	Back Street, Chausie Stadium	ペルシャスタジアム　裏地	라이온캣 체육관 뒷골목	ถนนหลังสนาม ไลอ้อนแคท สเตเดียม	2217/10/15	2217/10/15	October 15, 2217	2217/10/15	2217년 10월 15일	15/10/2217  
countdown_305			21:15	1	325e3d897654230a078513bf6a38a96d	狮子猫体育馆 后街	獅子貓體育館 後街	Back Street, Chausie Stadium	ペルシャスタジアム　裏地	라이온캣 체육관 뒷골목	ถนนหลังสนาม ไลอ้อนแคท สเตเดียม	2217/10/15	2217/10/15	October 15, 2217	2217/10/15	2217년 10월 15일	15/10/2217  
countdown_306			21:50	1	c9b64bf38fc9ad48cc5d55123dc70ad5	狮子猫体育馆 内部	獅子貓體育館 內部	Inside Chausie Stadium	ペルシャスタジアム内	라이온캣 체육관 내부	ภายใน ไลอ้อนแคท สเตเดียม	2217/10/15	2217/10/15	October 15, 2217	2217/10/15	2217년 10월 15일	15/10/2217  
countdown_307			23:20	1	66414e3e9809ebaec4842a4880abdf90	凛北区 新边森林	凜北區 新邊森林	Edgewoods, Boreala	凛北区　新辺の森	노스 타운 뉴엣지 숲	ป่านิวเอดจ์ เขตโบเรียร่า	2217/10/15	2217/10/15	October 15, 2217	2217/10/15	2217년 10월 15일	15/10/2217  
countdown_308			0:05	1	a3ab052a2a4d91581ce674828efe4cc1	新边森林 深处	新邊森林 深處	Deep Forest, Edgewoods	新辺の森の奥	뉴엣지 숲 깊은 곳	ส่วนลึกของป่านิวเอดจ์	2217/10/16	2217/10/16	October 16, 2217	2217/10/16	2217년 10월 16일	16/10/2217  
countdown_309			2:52	1	df44516f0178aee277081b0147243774	贝克猫餐厅 主卧室	貝克貓餐廳 主臥室	Master Bedroom, Baker's Cafe	ベイカーキャットレストラン　寝室	베이커캣 카페테리아 메인 침실	ห้องนอนใหญ่เบเกอร์คาเฟ่	2217/10/16	2217/10/16	October 16, 2217	2217/10/16	2217년 10월 16일	16/10/2217  
countdown_310			13:43	1	bdf5e39e82b0764d697a0f982d11104f	贝克猫餐厅 主卧室	貝克貓餐廳 主臥室	Master Bedroom, Baker's Cafe	ベイカーキャットレストラン　寝室	베이커캣 카페테리아 메인 침실	ห้องนอนใหญ่เบเกอร์คาเฟ่	2217/10/16	2217/10/16	October 16, 2217	2217/10/16	2217년 10월 16일	16/10/2217  
countdown_311			19:10	1	64e7fc0042c1affe76163e386722a01d	中心区 惊海Live House	中心區 驚海Live House	Ocean Live House, Central District	中央区　驚海ライブハウス	센트럴 타운 오션 라이브 하우스	ไลฟ์เฮาส์ชอกคลื่น เขตศูนย์กลาง	2217/10/18	2217/10/18	October 18, 2217	2217/10/18	2217년 10월 18일	18/10/2217  
countdown_312			10:33	1	8453debccf2104cf03d9f52d86b0d3db	情绪干预中心 前坪	情緒干預中心 前坪	Front Lawn, ERC	ERC　病院前	이모션 컨트롤 센터 잔디밭	ลานหน้า ศูนย์เยียวยาพาโธซิส	2217/10/21	2217/10/21	October 21, 2217	2217/10/21	2217년 10월 21일	21/10/2217  
countdown_313			10:45	1	86250d97a5e4ed8737aa1bb889484399	情绪干预中心 大厅	情緒干預中心 大廳	Lobby, ERC	ERC　ロビー	이모션 컨트롤 센터 로비	ห้องโถง ศูนย์เยียวยาพาโธซิส	2217/10/21	2217/10/21	October 21, 2217	2217/10/21	2217년 10월 21일	21/10/2217  
countdown_314			11:20	1	af83fa633462995c1cd22a4362a78992	情绪干预中心 会诊室	情緒干預中心 會診室	Consultation Room, ERC	ERC　治療室	이모션 컨트롤 센터 회진실	ห้องตรวจ ศูนย์เยียวยาพาโธซิส	2217/10/21	2217/10/21	October 21, 2217	2217/10/21	2217년 10월 21일	21/10/2217  
countdown_315			12:02	1	ca3b24808498e0db4d207d3646775054	情绪干预中心 轻症区	情緒干預中心 輕症區	General Ward, ERC	ERC　通常治療室	이모션 컨트롤 센터 경증 병동	แผนกผู้ป่วยทั่วไป ศูนย์เยียวยาพาโธซิส	2217/10/21	2217/10/21	October 21, 2217	2217/10/21	2217년 10월 21일	21/10/2217  
countdown_316			12:31	1	444e7d520e2409bacdcdcd74ad0fc5de	情绪干预中心 病房	情緒干預中心 病房	The Ward, ERC	ERC　病室	이모션 컨트롤 센터 병실	ห้องผู้ป่วย ศูนย์เยียวยาพาโธซิส	2217/10/21	2217/10/21	October 21, 2217	2217/10/21	2217년 10월 21일	21/10/2217  
countdown_317			12:55	1	282776f2dd081f1d66642670c92e02b2	情绪干预中心 轻症区	情緒干預中心 輕症區	General Ward, ERC	ERC　通常治療室	이모션 컨트롤 센터 경증 병동	แผนกผู้ป่วยทั่วไป ศูนย์เยียวยาพาโธซิส	2217/10/21	2217/10/21	October 21, 2217	2217/10/21	2217년 10월 21일	21/10/2217  
countdown_318			15:22	1	8d14cd2767e7e576150373dd90b38a6e	中心区 暴风眼调查署	中心區 暴風眼調查署	SEBI, Central District	中央区　ストームアイ調査署	센트럴 타운 스톰아이 조사국	สำนักงานสืบสวนสตอร์มอาย เขตศูนย์กลาง	2217/10/21	2217/10/21	October 21, 2217	2217/10/21	2217년 10월 21일	21/10/2217  
countdown_319			16:02	1	617a8f8541aaa827b35a379d11eb3a0d	暴风眼调查署 办公室	暴風眼調查署 辦公室	The Office, SEBI	ストームアイ調査署　オフィス	스톰아이 조사국 사무실	สำนักงาน สำนักงานสืบสวนสตอร์มอาย	2217/10/21	2217/10/21	October 21, 2217	2217/10/21	2217년 10월 21일	21/10/2217  
countdown_320			23:40	1	3691af32eef755dc222c9e43c7e37b20	耀州区 豪威尔宅	耀州區 豪威爾宅	Howell's House, Yaozhou	耀州区　ホーウェル家	요주 타운 하웰의 집	คฤหาสน์ฮาวเวลล์ เขตเหยาโจว	2217/10/21	2217/10/21	October 21, 2217	2217/10/21	2217년 10월 21일	21/10/2217  
countdown_321			6:30	1	7f8d602b84602faac141c268bf00dcf3	贝克猫餐厅 天台	貝克貓餐廳 天台	Rooftop, Baker's Cafe	ベイカーキャットレストラン　屋上	베이커캣 카페테리아 발코니	ดาดฟ้าเบเกอร์คาเฟ่	2217/10/22	2217/10/22	October 22, 2217	2217/10/22	2217년 10월 22일	22/10/2217  
countdown_322			7:12	1	67e429a6ed58595668c1e593951fbf7d	贝克猫餐厅 会议室	貝克貓餐廳 會議室	Meeting Room, Baker's Cafe	ベイカーキャットレストラン　会議室	베이커캣 카페테리아 회의실	ห้องประชุมเบเกอร์คาเฟ่	2217/10/22	2217/10/22	October 22, 2217	2217/10/22	2217년 10월 22일	22/10/2217  
countdown_323			8:05	1	86b4e02339a451a21ca5d41173bb84e3	贝克猫餐厅 会议室	貝克貓餐廳 會議室	Meeting Room, Baker's Cafe	ベイカーキャットレストラン　会議室	베이커캣 카페테리아 회의실	ห้องประชุมเบเกอร์คาเฟ่	2217/10/22	2217/10/22	October 22, 2217	2217/10/22	2217년 10월 22일	22/10/2217  
countdown_324			10:30	1	d64ae15da08fbee6689ff64da9c7f8e2	贝克猫餐厅 主卧	貝克貓餐廳 主臥	Master Bedroom, Baker's Cafe	ベイカーキャットレストラン　寝室	베이커캣 카페테리아 메인 침실	ห้องนอนใหญ่เบเกอร์คาเฟ่	2217/10/22	2217/10/22	October 22, 2217	2217/10/22	2217년 10월 22일	22/10/2217  
countdown_325			11:14	1	54e9f546183edec563900a1895e295a7	贝克猫餐厅 一楼	貝克貓餐廳 一樓	1st Floor, Baker's Cafe	ベイカーキャットレストラン　1階	베이커캣 카페테리아 1층	เบเกอร์คาเฟ่ ชั้น 1	2217/10/22	2217/10/22	October 22, 2217	2217/10/22	2217년 10월 22일	22/10/2217  
countdown_326			11:35	1	b458667f183d47e25747d02d421b4670	贝克猫餐厅 一楼	貝克貓餐廳 一樓	1st Floor, Baker's Cafe	ベイカーキャットレストラン　1階	베이커캣 카페테리아 1층	เบเกอร์คาเฟ่ ชั้น 1	2217/10/22	2217/10/22	October 22, 2217	2217/10/22	2217년 10월 22일	22/10/2217  
countdown_327			13:31	1	4576f41dabe54a4703d8536e2f99ab7f	昆士区 贝克街	昆士區 貝克街	Baker Street, Quince	コンシ区　ベイカーストリート	퀸즈 타운 베이커 가	ถนนเบเกอร์ เขตควินซ์	2217/10/22	2217/10/22	October 22, 2217	2217/10/22	2217년 10월 22일	22/10/2217  
countdown_328			13:35	1	2ee5748f4daeefce1c3241c2fb71833e	昆士区 贝克街	昆士區 貝克街	Baker Street, Quince	コンシ区　ベイカーストリート	퀸즈 타운 베이커 가	ถนนเบเกอร์ เขตควินซ์	2217/10/22	2217/10/22	October 22, 2217	2217/10/22	2217년 10월 22일	22/10/2217  
countdown_329			14:20	1	44d69739dfd4fd07f0f0a855716ac28e	中心区 暴风眼调查署	中心區 暴風眼調查署	SEBI, Central District	中央区　ストームアイ調査署	센트럴 타운 스톰아이 조사국	สำนักงานสืบสวนสตอร์มอาย เขตศูนย์กลาง	2217/10/22	2217/10/22	October 22, 2217	2217/10/22	2217년 10월 22일	22/10/2217  
countdown_330			15:12	1	cce842526c0001602bfd424af3ba45a4	暴风眼 走廊	暴風眼 走廊	Corridor, StormEye	ストームアイ　廊下	스톰아이 복도	ระเบียง สตอร์มอาย	2217/10/22	2217/10/22	October 22, 2217	2217/10/22	2217년 10월 22일	22/10/2217  
countdown_331			15:19	1	d08a9520118d9215cd08efef0bca2c23	暴风眼 办公室	暴風眼 辦公室	The Office, StormEye	ストームアイ　オフィス	스톰아이 사무실	สำนักงาน สตอร์มอาย	2217/10/22	2217/10/22	October 22, 2217	2217/10/22	2217년 10월 22일	22/10/2217  
countdown_332			15:33	1	7be04e64542385c8f7d0090d59172fee	暴风眼 办公室	暴風眼 辦公室	The Office, StormEye	ストームアイ　オフィス	스톰아이 사무실	สำนักงาน สตอร์มอาย	2217/10/22	2217/10/22	October 22, 2217	2217/10/22	2217년 10월 22일	22/10/2217  
countdown_333			16:40	1	75bc7af5b56ca766b5ba1220ec60ddda	昆士区 贝克街	昆士區 貝克街	Baker Street, Quince	コンシ区　ベイカーストリート	퀸즈 타운 베이커 가	ถนนเบเกอร์ เขตควินซ์	2217/10/22	2217/10/22	October 22, 2217	2217/10/22	2217년 10월 22일	22/10/2217  
countdown_334			18:20	1	955f7fa012dd55fc479951f45bd55734	贝克猫餐厅 二楼	貝克貓餐廳 二樓	2nd Floor, Baker's Cafe	ベイカーキャットレストラン　2階	베이커캣 카페테리아 2층	เบเกอร์คาเฟ่ ชั้น 2	2217/10/22	2217/10/22	October 22, 2217	2217/10/22	2217년 10월 22일	22/10/2217  
countdown_335			20:15	1	b5d3fd00a7be605555acb90fd250a6fe	贝克猫餐厅 门口	貝克貓餐廳 門口	Entrance, Baker's Cafe	ベイカーキャットレストラン　前	베이커캣 카페테리아 입구	หน้าเบเกอร์คาเฟ่	2217/10/22	2217/10/22	October 22, 2217	2217/10/22	2217년 10월 22일	22/10/2217  
countdown_336			22:40	1	6df64962fa2dca2593f7ce214049ad0e	贝克猫餐厅 二楼	貝克貓餐廳 二樓	2nd Floor, Baker's Cafe	ベイカーキャットレストラン　2階	베이커캣 카페테리아 2층	เบเกอร์คาเฟ่ ชั้น 2	2217/10/22	2217/10/22	October 22, 2217	2217/10/22	2217년 10월 22일	22/10/2217  
countdown_337			1:52	1	793f7e919ced558c567ce62472ca19be	贝克猫餐厅 主卧室	貝克貓餐廳 主臥室	Master Bedroom, Baker's Cafe	ベイカーキャットレストラン　寝室	베이커캣 카페테리아 메인 침실	ห้องนอนใหญ่เบเกอร์คาเฟ่	2217/10/23	2217/10/23	October 23, 2217	2217/10/23	2217년 10월 23일	23/10/2217  
countdown_338			10:05	1	59c9736bac7b4936a0e266a47dc1d8d2	贝克猫餐厅 会议室	貝克貓餐廳 會議室	Meeting Room, Baker's Cafe	ベイカーキャットレストラン　会議室	베이커캣 카페테리아 회의실	ห้องประชุมเบเกอร์คาเฟ่	2217/10/23	2217/10/23	October 23, 2217	2217/10/23	2217년 10월 23일	23/10/2217  
