id	pos	type	roleId	attAddTypeId	attAddNum	exId	addBuffId	star	exBuffId	exStar	icon	groupId	costItem	costNum	status
10700519	19	1	107005	201;301	87;1996						88:talent_icon_730002	1	300022;300003	3200;32000	1
10700520	20	3	107005				95102011	1			88:talent_ico_81107005	1	417200;300022;300003	16;7200;72000	1
10700521	21	1	107005	201;301	140;3194						88:talent_icon_730003	1	300022;300003	4800;48000	1
10700522	22	1	107005	301;101	3194;240						88:talent_icon_730003	1	300022;300003	4800;48000	1
10700523	23	1	107005	101;201	240;140						88:talent_icon_730003	1	300022;300003	4800;48000	1
10700524	24	2	107005	101;201;301;2502	359;210;2395;0.04						88:talent_icon_730003	1	417200;300022;300003	16;7200;72000	1
10700525	25	1	107005	301;101	3194;240						88:talent_icon_730003	1	300022;300003	4800;48000	1
10700526	26	1	107005	101;201	240;140						88:talent_icon_730003	1	300022;300003	4800;48000	1
10700527	27	1	107005	201;301	140;3194						88:talent_icon_730003	1	300022;300003	4800;48000	1
10700528	28	3	107005			10700520	96102011	1	95102011	1	88:talent_ico_82107005	1	417300;300022;300003	16;12000;120000	1
10401301	1	1	104013	301;201	928;46						88:talent_ico_720001	1	300022;300003	1600;16000	1
10401302	2	1	104013	201;101	46;102						88:talent_ico_720001	1	300022;300003	2000;20000	1
10401303	3	1	104013	101;301	102;928						88:talent_ico_720001	1	300022;300003	2000;20000	1
10401304	4	2	104013	301;201;101;2502	1856;93;102;0.04						88:talent_ico_720001	1	417100;300022;300003	16;4000;40000	1
10401305	5	1	104013	301;201	1547;77						88:talent_ico_720002	1	300022;300003	2400;24000	1
10401306	6	1	104013	201;101	77;170						88:talent_ico_720002	1	300022;300003	3200;32000	1
10401307	7	1	104013	101;301	170;1547						88:talent_ico_720002	1	300022;300003	3200;32000	1
10401308	8	2	104013	301;201;101;401	3094;155;170;200						88:talent_ico_720002	1	417100;300022;300003	24;4800;48000	1
10401309	9	1	104013	201;101	77;170						88:talent_ico_720002	1	300022;300003	3200;32000	1
10401310	10	1	104013	101;301	170;1547						88:talent_ico_720002	1	300022;300003	3200;32000	1
10401311	11	1	104013	301;201	1547;77						88:talent_ico_720002	1	300022;300003	2400;24000	1
10401312	12	3	104013				91104013	1			88:talent_ico_71104013	1	417200;300022;300003	16;7200;72000	1
10401313	13	1	104013	301;201	2475;124						88:talent_ico_720003	1	300022;300003	4800;48000	1
10401314	14	1	104013	201;101	124;271						88:talent_ico_720003	1	300022;300003	4800;48000	1
10401315	15	1	104013	101;301	271;2475						88:talent_ico_720003	1	300022;300003	4800;48000	1
10401316	16	3	104013			10401312	91104013	2	91104013	1	88:talent_ico_72104013	1	417300;300022;300003	16;12000;120000	1
10401317	17	1	104013	101;301	170;1547						88:talent_ico_720002	1	300022;300003	3200;32000	1
10401318	18	1	104013	301;201	1547;77						88:talent_ico_720002	1	300022;300003	2400;24000	1
10401319	19	1	104013	201;101	77;170						88:talent_ico_720002	1	300022;300003	3200;32000	1
10401320	20	3	104013				92104013	1			88:talent_ico_81104013	1	417200;300022;300003	16;7200;72000	1
10401321	21	1	104013	201;101	124;271						88:talent_ico_720003	1	300022;300003	4800;48000	1
10401322	22	1	104013	101;301	271;2475						88:talent_ico_720003	1	300022;300003	4800;48000	1
10401323	23	1	104013	301;201	2475;124						88:talent_ico_720003	1	300022;300003	4800;48000	1
10401324	24	2	104013	301;201;101;2502	3713;186;204;0.06						88:talent_ico_720003	1	417200;300022;300003	16;7200;72000	1
10401325	25	1	104013	101;301	271;2475						88:talent_ico_720003	1	300022;300003	4800;48000	1
10401326	26	1	104013	301;201	2475;124						88:talent_ico_720003	1	300022;300003	4800;48000	1
10401327	27	1	104013	201;101	124;271						88:talent_ico_720003	1	300022;300003	4800;48000	1
10401328	28	3	104013			10401320	92104013	2	92104013	1	88:talent_ico_82104013	1	417300;300022;300003	16;12000;120000	1
10401701	1	1	104017	201;101	45;99						88:talent_ico_740001	1	300022;300003	1600;16000	1
10401702	2	1	104017	101;301	99;1048						88:talent_ico_740001	1	300022;300003	2000;20000	1
10401703	3	1	104017	301;201	1048;45						88:talent_ico_740001	1	300022;300003	2000;20000	1
10401704	4	2	104017	201;101;301;2502	90;198;2096;0.02						88:talent_ico_740001	1	417100;300022;300003	16;4000;40000	1
10401705	5	1	104017	201;101	75;165						88:talent_ico_740002	1	300022;300003	2400;24000	1
10401706	6	1	104017	101;301	165;1747						88:talent_ico_740002	1	300022;300003	3200;32000	1
10401707	7	1	104017	301;201	1747;75						88:talent_ico_740002	1	300022;300003	3200;32000	1
10401708	8	2	104017	201;101;301;401	150;329;3493;200						88:talent_ico_740002	1	417100;300022;300003	24;4800;48000	1
10401709	9	1	104017	101;301	165;1747						88:talent_ico_740002	1	300022;300003	3200;32000	1
10401710	10	1	104017	301;201	1747;75						88:talent_ico_740002	1	300022;300003	3200;32000	1
10401711	11	1	104017	201;101	75;165						88:talent_ico_740002	1	300022;300003	2400;24000	1
10401712	12	3	104017				91104017	1			88:talent_ico_71104017	1	417200;300022;300003	16;7200;72000	1
10401713	13	1	104017	201;101	120;263						88:talent_ico_740003	1	300022;300003	4800;48000	1
10401714	14	1	104017	101;301	263;2794						88:talent_ico_740003	1	300022;300003	4800;48000	1
10401715	15	1	104017	301;201	2794;120						88:talent_ico_740003	1	300022;300003	4800;48000	1
10401716	16	3	104017			10401712	91104017	2	91104017	1	88:talent_ico_72104017	1	417300;300022;300003	16;12000;120000	1
10401717	17	1	104017	301;201	1747;75						88:talent_ico_740002	1	300022;300003	3200;32000	1
10401718	18	1	104017	201;101	75;165						88:talent_ico_740002	1	300022;300003	2400;24000	1
10401719	19	1	104017	101;301	165;1747						88:talent_ico_740002	1	300022;300003	3200;32000	1
10401720	20	3	104017				92104017	1			88:talent_ico_81104017	1	417200;300022;300003	16;7200;72000	1
10401721	21	1	104017	101;301	263;2794						88:talent_ico_740003	1	300022;300003	4800;48000	1
10401722	22	1	104017	301;201	2794;120						88:talent_ico_740003	1	300022;300003	4800;48000	1
10401723	23	1	104017	201;101	120;263						88:talent_ico_740003	1	300022;300003	4800;48000	1
10401724	24	2	104017	201;101;301;2502	180;395;4192;0.04						88:talent_ico_740003	1	417200;300022;300003	16;7200;72000	1
10401725	25	1	104017	301;201	2794;120						88:talent_ico_740003	1	300022;300003	4800;48000	1
10401726	26	1	104017	201;101	120;263						88:talent_ico_740003	1	300022;300003	4800;48000	1
10401727	27	1	104017	101;301	263;2794						88:talent_ico_740003	1	300022;300003	4800;48000	1
10401728	28	3	104017			10401720	92104017	2	92104017	1	88:talent_ico_82104017	1	417300;300022;300003	16;12000;120000	1
10301901	1	1	103019	301;201	928;46						88:talent_ico_720001	1	300022;300003	1600;16000	1
10301902	2	1	103019	201;101	46;108						88:talent_ico_720001	1	300022;300003	2000;20000	1
10301903	3	1	103019	101;301	108;928						88:talent_ico_720001	1	300022;300003	2000;20000	1
10301904	4	2	103019	301;201;101;703	1856;93;108;0.03						88:talent_ico_720001	1	417100;300022;300003	16;4000;40000	1
10301905	5	1	103019	301;201	1547;77						88:talent_ico_720002	1	300022;300003	2400;24000	1
10301906	6	1	103019	201;101	77;180						88:talent_ico_720002	1	300022;300003	3200;32000	1
10301907	7	1	103019	101;301	180;1547						88:talent_ico_720002	1	300022;300003	3200;32000	1
10301908	8	2	103019	301;201;101;703	3094;155;180;0.05						88:talent_ico_720002	1	417100;300022;300003	24;4800;48000	1
10301909	9	1	103019	201;101	77;180						88:talent_ico_720002	1	300022;300003	3200;32000	1
10301910	10	1	103019	101;301	180;1547						88:talent_ico_720002	1	300022;300003	3200;32000	1
10301911	11	1	103019	301;201	1547;77						88:talent_ico_720002	1	300022;300003	2400;24000	1
10301912	12	3	103019				91015	1			88:talent_ico_71103019	1	417200;300022;300003	16;7200;72000	1
10301913	13	1	103019	301;201	2475;124						88:talent_ico_720003	1	300022;300003	4800;48000	1
10301914	14	1	103019	201;101	124;287						88:talent_ico_720003	1	300022;300003	4800;48000	1
10301915	15	1	103019	101;301	287;2475						88:talent_ico_720003	1	300022;300003	4800;48000	1
10301916	16	3	103019			10301912	92015	1	91015	1	88:talent_ico_72103019	1	417300;300022;300003	16;12000;120000	1
10301917	17	1	103019	101;301	180;1547						88:talent_ico_720002	1	300022;300003	3200;32000	1
10301918	18	1	103019	301;201	1547;77						88:talent_ico_720002	1	300022;300003	2400;24000	1
10301919	19	1	103019	201;101	77;180						88:talent_ico_720002	1	300022;300003	3200;32000	1
10301920	20	3	103019				93001	1			88:talent_ico_81103019	1	417200;300022;300003	16;7200;72000	1
10301921	21	1	103019	201;101	124;287						88:talent_ico_720003	1	300022;300003	4800;48000	1
10301922	22	1	103019	101;301	287;2475						88:talent_ico_720003	1	300022;300003	4800;48000	1
10301923	23	1	103019	301;201	2475;124						88:talent_ico_720003	1	300022;300003	4800;48000	1
10301924	24	2	103019	301;201;101;703	3713;186;216;0.08						88:talent_ico_720003	1	417200;300022;300003	16;7200;72000	1
10301925	25	1	103019	101;301	287;2475						88:talent_ico_720003	1	300022;300003	4800;48000	1
10301926	26	1	103019	301;201	2475;124						88:talent_ico_720003	1	300022;300003	4800;48000	1
10301927	27	1	103019	201;101	124;287						88:talent_ico_720003	1	300022;300003	4800;48000	1
10301928	28	3	103019			10301920	93002	1	93001	1	88:talent_ico_82103019	1	417300;300022;300003	16;12000;120000	1
10201801	1	1	102018	301;201	817;47						88:talent_ico_720001	1	300022;300003	2000;20000	1
10201802	2	1	102018	201;101	47;141						88:talent_ico_720001	1	300022;300003	2500;25000	1
10201803	3	1	102018	101;301	141;817						88:talent_ico_720001	1	300022;300003	2500;25000	1
10201804	4	2	102018	301;201;101;1501	1635;94;141;0.04						88:talent_ico_720001	1	417100;300022;300003	20;5000;50000	1
10201805	5	1	102018	301;201	1362;79						88:talent_ico_720002	1	300022;300003	3000;30000	1
10201806	6	1	102018	201;101	79;236						88:talent_ico_720002	1	300022;300003	4000;40000	1
10201807	7	1	102018	101;301	236;1362						88:talent_ico_720002	1	300022;300003	4000;40000	1
10201808	8	2	102018	301;201;101	2725;157;236;0.03						88:talent_ico_720002	1	417100;300022;300003	30;6000;60000	1
10201809	9	1	102018	201;101	79;236						88:talent_ico_720002	1	300022;300003	4000;40000	1
10201810	10	1	102018	101;301	236;1362						88:talent_ico_720002	1	300022;300003	4000;40000	1
10201811	11	1	102018	301;201	1362;79						88:talent_ico_720002	1	300022;300003	3000;30000	1
10201812	12	3	102018				91107008	1			88:talent_ico_71102018	1	417200;300022;300003	20;9000;90000	1
10201813	13	1	102018	301;201	2180;126						88:talent_ico_720003	1	300022;300003	6000;60000	1
10201814	14	1	102018	201;101	126;377						88:talent_ico_720003	1	300022;300003	6000;60000	1
10201815	15	1	102018	101;301	335;2599						88:talent_ico_720003	1	300022;300003	6000;60000	1
10201816	16	3	102018			10201812	92107008	1	91107008	1	88:talent_ico_72102018	1	417300;300022;300003	20;15000;150000	1
10201817	17	1	102018	101;301	210;1624						88:talent_ico_720002	1	300022;300003	4000;40000	1
10201818	18	1	102018	301;201	1624;81						88:talent_ico_720002	1	300022;300003	3000;30000	1
10201819	19	1	102018	201;101	81;210						88:talent_ico_720002	1	300022;300003	4000;40000	1
10201820	20	3	102018				93001	1			88:talent_ico_81102018	1	417200;300022;300003	20;9000;90000	1
10201821	21	1	102018	201;101	130;335						88:talent_ico_720003	1	300022;300003	6000;60000	1
10201822	22	1	102018	101;301	335;2599						88:talent_ico_720003	1	300022;300003	6000;60000	1
10201823	23	1	102018	301;201	2599;130						88:talent_ico_720003	1	300022;300003	6000;60000	1
10201824	24	2	102018	301;201;101	3899;195;283;200						88:talent_ico_720003	1	417200;300022;300003	20;9000;90000	1
10201825	25	1	102018	101;301	335;2599						88:talent_ico_720003	1	300022;300003	6000;60000	1
10201826	26	1	102018	301;201	2599;130						88:talent_ico_720003	1	300022;300003	6000;60000	1
10201827	27	1	102018	201;101	130;335						88:talent_ico_720003	1	300022;300003	6000;60000	1
10201828	28	3	102018			10201820	93002	1	93001	1	88:talent_ico_82102018	1	417300;300022;300003	20;15000;150000	1
10301701	1	1	103017	301;201	975;49						88:talent_ico_720001	1	300022;300003	2000;20000	1
10301702	2	1	103017	201;101	49;126						88:talent_ico_720001	1	300022;300003	2500;25000	1
10301703	3	1	103017	101;301	126;975						88:talent_ico_720001	1	300022;300003	2500;25000	1
10301704	4	2	103017	301;201;101;1501	1949;97;126;0.02						88:talent_ico_720001	1	417100;300022;300003	20;5000;50000	1
10301705	5	1	103017	301;201	1624;81						88:talent_ico_720002	1	300022;300003	3000;30000	1
10301706	6	1	103017	201;101	81;210						88:talent_ico_720002	1	300022;300003	4000;40000	1
10301707	7	1	103017	101;301	210;1624						88:talent_ico_720002	1	300022;300003	4000;40000	1
10301708	8	2	103017	301;201;101;1501	3249;162;210;0.04						88:talent_ico_720002	1	417100;300022;300003	30;6000;60000	1
10301709	9	1	103017	201;101	81;210						88:talent_ico_720002	1	300022;300003	4000;40000	1
10301710	10	1	103017	101;301	210;1624						88:talent_ico_720002	1	300022;300003	4000;40000	1
10301711	11	1	103017	301;201	1624;81						88:talent_ico_720002	1	300022;300003	3000;30000	1
10301712	12	3	103017				91015	1			88:talent_ico_71103017	1	417200;300022;300003	20;9000;90000	1
10301713	13	1	103017	301;201	2599;130						88:talent_ico_720003	1	300022;300003	6000;60000	1
10301714	14	1	103017	201;101	130;335						88:talent_ico_720003	1	300022;300003	6000;60000	1
10301715	15	1	103017	101;301	335;2599						88:talent_ico_720003	1	300022;300003	6000;60000	1
10301716	16	3	103017			10301712	92015	1	91015	1	88:talent_ico_72103017	1	417300;300022;300003	20;15000;150000	1
10301717	17	1	103017	101;301	210;1624						88:talent_ico_720002	1	300022;300003	4000;40000	1
10301718	18	1	103017	301;201	1624;81						88:talent_ico_720002	1	300022;300003	3000;30000	1
10301719	19	1	103017	201;101	81;210						88:talent_ico_720002	1	300022;300003	4000;40000	1
10301720	20	3	103017				93001	1			88:talent_ico_81103017	1	417200;300022;300003	20;9000;90000	1
10301721	21	1	103017	201;101	130;335						88:talent_ico_720003	1	300022;300003	6000;60000	1
10301722	22	1	103017	101;301	335;2599						88:talent_ico_720003	1	300022;300003	6000;60000	1
10301723	23	1	103017	301;201	2599;130						88:talent_ico_720003	1	300022;300003	6000;60000	1
10301724	24	2	103017	301;201;101;1501	3899;195;252;0.06						88:talent_ico_720003	1	417200;300022;300003	20;9000;90000	1
10301725	25	1	103017	101;301	335;2599						88:talent_ico_720003	1	300022;300003	6000;60000	1
10301726	26	1	103017	301;201	2599;130						88:talent_ico_720003	1	300022;300003	6000;60000	1
10301727	27	1	103017	201;101	130;335						88:talent_ico_720003	1	300022;300003	6000;60000	1
10301728	28	3	103017			10301720	93002	1	93001	1	88:talent_ico_82103017	1	417300;300022;300003	20;15000;150000	1
10400901	1	1	104009	301;201	778;45						88:talent_ico_720001	1	300022;300003	1600;16000	1
10400902	2	1	104009	201;101	45;126						88:talent_ico_720001	1	300022;300003	2000;20000	1
10400903	3	1	104009	101;301	126;778						88:talent_ico_720001	1	300022;300003	2000;20000	1
10400904	4	2	104009	301;201;101;703	1557;90;126;0.03						88:talent_ico_720001	1	417100;300022;300003	16;4000;40000	1
10400905	5	1	104009	301;201	1297;75						88:talent_ico_720002	1	300022;300003	2400;24000	1
10400906	6	1	104009	201;101	75;210						88:talent_ico_720002	1	300022;300003	3200;32000	1
10400907	7	1	104009	101;301	210;1297						88:talent_ico_720002	1	300022;300003	3200;32000	1
10400908	8	2	104009	301;201;101;703	2595;150;210;0.05						88:talent_ico_720002	1	417100;300022;300003	24;4800;48000	1
10400909	9	1	104009	201;101	75;210						88:talent_ico_720002	1	300022;300003	3200;32000	1
10400910	10	1	104009	101;301	210;1297						88:talent_ico_720002	1	300022;300003	3200;32000	1
10400911	11	1	104009	301;201	1297;75						88:talent_ico_720002	1	300022;300003	2400;24000	1
10400912	12	3	104009				91015	1			88:talent_ico_71103019	1	417200;300022;300003	16;7200;72000	1
10400913	13	1	104009	301;201	2076;120						88:talent_ico_720003	1	300022;300003	4800;48000	1
10400914	14	1	104009	201;101	120;335						88:talent_ico_720003	1	300022;300003	4800;48000	1
10400915	15	1	104009	101;301	287;2475						88:talent_ico_720003	1	300022;300003	4800;48000	1
10400916	16	3	104009			10400912	92015	1	91015	1	88:talent_ico_72103019	1	417300;300022;300003	16;12000;120000	1
10400917	17	1	104009	101;301	180;1547						88:talent_ico_720002	1	300022;300003	3200;32000	1
10400918	18	1	104009	301;201	1547;77						88:talent_ico_720002	1	300022;300003	2400;24000	1
10400919	19	1	104009	201;101	77;180						88:talent_ico_720002	1	300022;300003	3200;32000	1
10400920	20	3	104009				93001	1			88:talent_ico_81103019	1	417200;300022;300003	16;7200;72000	1
10400921	21	1	104009	201;101	124;287						88:talent_ico_720003	1	300022;300003	4800;48000	1
10400922	22	1	104009	101;301	287;2475						88:talent_ico_720003	1	300022;300003	4800;48000	1
10400923	23	1	104009	301;201	2475;124						88:talent_ico_720003	1	300022;300003	4800;48000	1
10400924	24	2	104009	301;201;101;703	3713;186;251;0.08						88:talent_ico_720003	1	417200;300022;300003	16;7200;72000	1
10400925	25	1	104009	101;301	287;2475						88:talent_ico_720003	1	300022;300003	4800;48000	1
10400926	26	1	104009	301;201	2475;124						88:talent_ico_720003	1	300022;300003	4800;48000	1
10400927	27	1	104009	201;101	124;287						88:talent_ico_720003	1	300022;300003	4800;48000	1
10400928	28	3	104009			10400920	93002	1	93001	1	88:talent_ico_82103019	1	417300;300022;300003	16;12000;120000	1
10601001	1	1	106010	301;201	928;46						88:talent_ico_720001	1	300022;300003	1600;16000	1
10601002	2	1	106010	201;101	46;108						88:talent_ico_720001	1	300022;300003	2000;20000	1
10601003	3	1	106010	101;301	108;928						88:talent_ico_720001	1	300022;300003	2000;20000	1
10601004	4	2	106010	301;201;101	1856;93;108						88:talent_ico_720001	1	417100;300022;300003	16;4000;40000	1
10601005	5	1	106010	301;201	1547;77						88:talent_ico_720002	1	300022;300003	2400;24000	1
10601006	6	1	106010	201;101	77;180						88:talent_ico_720002	1	300022;300003	3200;32000	1
10601007	7	1	106010	101;301	180;1547						88:talent_ico_720002	1	300022;300003	3200;32000	1
10601008	8	2	106010	301;201;101	3094;155;180						88:talent_ico_720002	1	417100;300022;300003	24;4800;48000	1
10601009	9	1	106010	201;101	77;180						88:talent_ico_720002	1	300022;300003	3200;32000	1
10601010	10	1	106010	101;301	180;1547						88:talent_ico_720002	1	300022;300003	3200;32000	1
10601011	11	1	106010	301;201	1547;77						88:talent_ico_720002	1	300022;300003	2400;24000	1
10601012	12	3	106010				91015	1			88:talent_ico_71103019	1	417200;300022;300003	16;7200;72000	1
10601013	13	1	106010	301;201	2475;124						88:talent_ico_720003	1	300022;300003	4800;48000	1
10601014	14	1	106010	201;101	124;287						88:talent_ico_720003	1	300022;300003	4800;48000	1
10601015	15	1	106010	101;301	287;2475						88:talent_ico_720003	1	300022;300003	4800;48000	1
10601016	16	3	106010			10601012	92015	1	91015	1	88:talent_ico_72103019	1	417300;300022;300003	16;12000;120000	1
10601017	17	1	106010	101;301	180;1547						88:talent_ico_720002	1	300022;300003	3200;32000	1
10601018	18	1	106010	301;201	1547;77						88:talent_ico_720002	1	300022;300003	2400;24000	1
10601019	19	1	106010	201;101	77;180						88:talent_ico_720002	1	300022;300003	3200;32000	1
10601020	20	3	106010				93001	1			88:talent_ico_81103019	1	417200;300022;300003	16;7200;72000	1
10601021	21	1	106010	201;101	124;287						88:talent_ico_720003	1	300022;300003	4800;48000	1
10601022	22	1	106010	101;301	287;2475						88:talent_ico_720003	1	300022;300003	4800;48000	1
10601023	23	1	106010	301;201	2475;124						88:talent_ico_720003	1	300022;300003	4800;48000	1
10601024	24	2	106010	301;201;101	3713;186;216						88:talent_ico_720003	1	417200;300022;300003	16;7200;72000	1
10601025	25	1	106010	101;301	287;2475						88:talent_ico_720003	1	300022;300003	4800;48000	1
10601026	26	1	106010	301;201	2475;124						88:talent_ico_720003	1	300022;300003	4800;48000	1
10601027	27	1	106010	201;101	124;287						88:talent_ico_720003	1	300022;300003	4800;48000	1
10601028	28	3	106010			10601020	93002	1	93001	1	88:talent_ico_82103019	1	417300;300022;300003	16;12000;120000	1
10700701	1	1	107007	201;101	47;104						88:talent_ico_720001	1	300022;300003	2000;20000	1
10700702	2	1	107007	101;301	104;1100						88:talent_ico_720001	1	300022;300003	2500;25000	1
10700703	3	1	107007	301;201	1100;47						88:talent_ico_720001	1	300022;300003	2500;25000	1
10700704	4	2	107007	201;101;301	94;208;2201						88:talent_ico_720001	1	417100;300022;300003	20;5000;50000	1
10700705	5	1	107007	201;101	79;173						88:talent_ico_720002	1	300022;300003	3000;30000	1
10700706	6	1	107007	101;301	173;1834						88:talent_ico_720002	1	300022;300003	4000;40000	1
10700707	7	1	107007	301;201	1834;79						88:talent_ico_720002	1	300022;300003	4000;40000	1
10700708	8	2	107007	201;101;301	157;346;3668						88:talent_ico_720002	1	417100;300022;300003	30;6000;60000	1
10700709	9	1	107007	101;301	173;1834						88:talent_ico_720002	1	300022;300003	4000;40000	1
10700710	10	1	107007	301;201	1834;79						88:talent_ico_720002	1	300022;300003	4000;40000	1
10700711	11	1	107007	201;101	79;173						88:talent_ico_720002	1	300022;300003	3000;30000	1
10700712	12	3	107007				91015	1			88:talent_ico_71103019	1	417200;300022;300003	20;9000;90000	1
10700713	13	1	107007	201;101	126;277						88:talent_ico_720003	1	300022;300003	6000;60000	1
10700714	14	1	107007	101;301	277;2934						88:talent_ico_720003	1	300022;300003	6000;60000	1
10700715	15	1	107007	301;201	2180;126						88:talent_ico_720003	1	300022;300003	6000;60000	1
10700716	16	3	107007			10700712	92015	1	91015	1	88:talent_ico_72103019	1	417300;300022;300003	20;15000;150000	1
10700717	17	1	107007	301;201	1362;79						88:talent_ico_720002	1	300022;300003	4000;40000	1
10700718	18	1	107007	201;101	79;220						88:talent_ico_720002	1	300022;300003	3000;30000	1
10700719	19	1	107007	101;301	220;1362						88:talent_ico_720002	1	300022;300003	4000;40000	1
10700720	20	3	107007				93001	1			88:talent_ico_81103019	1	417200;300022;300003	20;9000;90000	1
10700721	21	1	107007	101;301	352;2180						88:talent_ico_720003	1	300022;300003	6000;60000	1
10700722	22	1	107007	301;201	2180;126						88:talent_ico_720003	1	300022;300003	6000;60000	1
10700723	23	1	107007	201;101	126;352						88:talent_ico_720003	1	300022;300003	6000;60000	1
10700724	24	2	107007	201;101;301	189;528;4402						88:talent_ico_720003	1	417200;300022;300003	20;9000;90000	1
10700725	25	1	107007	301;201	2180;126						88:talent_ico_720003	1	300022;300003	6000;60000	1
10700726	26	1	107007	201;101	126;352						88:talent_ico_720003	1	300022;300003	6000;60000	1
10700727	27	1	107007	101;301	352;2180						88:talent_ico_720003	1	300022;300003	6000;60000	1
10700728	28	3	107007			10700720	93002	1	93001	1	88:talent_ico_82103019	1	417300;300022;300003	20;15000;150000	1
10800101	1	1	108001	301;201	817;47						88:talent_ico_720001	1	300022;300003	2000;20000	1
10800102	2	1	108001	201;101	47;132						88:talent_ico_720001	1	300022;300003	2500;25000	1
10800103	3	1	108001	101;301	132;817						88:talent_ico_720001	1	300022;300003	2500;25000	1
10800104	4	2	108001	301;201;101	1635;94;132						88:talent_ico_720001	1	417100;300022;300003	20;5000;50000	1
10800105	5	1	108001	301;201	1362;79						88:talent_ico_720002	1	300022;300003	3000;30000	1
10800106	6	1	108001	201;101	79;220						88:talent_ico_720002	1	300022;300003	4000;40000	1
10800107	7	1	108001	101;301	220;1362						88:talent_ico_720002	1	300022;300003	4000;40000	1
10800108	8	2	108001	301;201;101	2725;157;220						88:talent_ico_720002	1	417100;300022;300003	30;6000;60000	1
10800109	9	1	108001	201;101	79;220						88:talent_ico_720002	1	300022;300003	4000;40000	1
10800110	10	1	108001	101;301	220;1362						88:talent_ico_720002	1	300022;300003	4000;40000	1
10800111	11	1	108001	301;201	1362;79						88:talent_ico_720002	1	300022;300003	3000;30000	1
10800112	12	3	108001				91015	1			88:talent_ico_71103019	1	417200;300022;300003	20;9000;90000	1
10800113	13	1	108001	301;201	2180;126						88:talent_ico_720003	1	300022;300003	6000;60000	1
10800114	14	1	108001	201;101	126;352						88:talent_ico_720003	1	300022;300003	6000;60000	1
10800115	15	1	108001	101;301	352;2180						88:talent_ico_720003	1	300022;300003	6000;60000	1
10800116	16	3	108001			10800112	92015	1	91015	1	88:talent_ico_72103019	1	417300;300022;300003	20;15000;150000	1
10800117	17	1	108001	101;301	220;1362						88:talent_ico_720002	1	300022;300003	4000;40000	1
10800118	18	1	108001	301;201	1362;79						88:talent_ico_720002	1	300022;300003	3000;30000	1
10800119	19	1	108001	201;101	79;220						88:talent_ico_720002	1	300022;300003	4000;40000	1
10800120	20	3	108001				93001	1			88:talent_ico_81103019	1	417200;300022;300003	20;9000;90000	1
10800121	21	1	108001	201;101	126;352						88:talent_ico_720003	1	300022;300003	6000;60000	1
10800122	22	1	108001	101;301	352;2180						88:talent_ico_720003	1	300022;300003	6000;60000	1
10800123	23	1	108001	301;201	2180;126						88:talent_ico_720003	1	300022;300003	6000;60000	1
10800124	24	2	108001	301;201;101	3270;189;264						88:talent_ico_720003	1	417200;300022;300003	20;9000;90000	1
10800125	25	1	108001	101;301	352;2180						88:talent_ico_720003	1	300022;300003	6000;60000	1
10800126	26	1	108001	301;201	2180;126						88:talent_ico_720003	1	300022;300003	6000;60000	1
10800127	27	1	108001	201;101	126;352						88:talent_ico_720003	1	300022;300003	6000;60000	1
10800128	28	3	108001			10800120	93002	1	93001	1	88:talent_ico_82103019	1	417300;300022;300003	20;15000;150000	1
10600901	1	1	106009	301;201	975;49						88:talent_ico_720001	1	300022;300003	2000;20000	1
10600902	2	1	106009	201;101	49;126						88:talent_ico_720001	1	300022;300003	2500;25000	1
10600903	3	1	106009	101;301	126;975						88:talent_ico_720001	1	300022;300003	2500;25000	1
10600904	4	2	106009	301;201;101;1501	1949;97;126;0.02						88:talent_ico_720001	1	417100;300022;300003	20;5000;50000	1
10600905	5	1	106009	301;201	1624;81						88:talent_ico_720002	1	300022;300003	3000;30000	1
10600906	6	1	106009	201;101	81;210						88:talent_ico_720002	1	300022;300003	4000;40000	1
10600907	7	1	106009	101;301	210;1624						88:talent_ico_720002	1	300022;300003	4000;40000	1
10600908	8	2	106009	301;201;101;1501	3249;162;210;0.04						88:talent_ico_720002	1	417100;300022;300003	30;6000;60000	1
10600909	9	1	106009	201;101	81;210						88:talent_ico_720002	1	300022;300003	4000;40000	1
10600910	10	1	106009	101;301	210;1624						88:talent_ico_720002	1	300022;300003	4000;40000	1
10600911	11	1	106009	301;201	1624;81						88:talent_ico_720002	1	300022;300003	3000;30000	1
10600912	12	3	106009				91015	1			88:talent_ico_71103019	1	417200;300022;300003	20;9000;90000	1
10600913	13	1	106009	301;201	2599;130						88:talent_ico_720003	1	300022;300003	6000;60000	1
10600914	14	1	106009	201;101	130;335						88:talent_ico_720003	1	300022;300003	6000;60000	1
10600915	15	1	106009	101;301	335;2599						88:talent_ico_720003	1	300022;300003	6000;60000	1
10600916	16	3	106009			10600912	92015	1	91015	1	88:talent_ico_72103019	1	417300;300022;300003	20;15000;150000	1
10600917	17	1	106009	101;301	210;1624						88:talent_ico_720002	1	300022;300003	4000;40000	1
10600918	18	1	106009	301;201	1624;81						88:talent_ico_720002	1	300022;300003	3000;30000	1
10600919	19	1	106009	201;101	81;210						88:talent_ico_720002	1	300022;300003	4000;40000	1
10600920	20	3	106009				93001	1			88:talent_ico_81103019	1	417200;300022;300003	20;9000;90000	1
10600921	21	1	106009	201;101	130;335						88:talent_ico_720003	1	300022;300003	6000;60000	1
