id	roleId	Type	level	consumeItem	consumeNum	status
120008202	120008	2	2	4104011;3000003	20;40000	1
120008203	120008	2	3	4104011;3000003	30;90000	1
120008204	120008	2	4	4104011;3000003	40;160000	1
120008205	120008	2	5	4104011;3000003	50;250000	1
120008206	120008	2	6	4104011;3000003	60;360000	1
120008207	120008	2	7			1
119008101	119008	1	1	4104011;3000003	5;20000	1
119008102	119008	1	2	4104011;3000003	10;40000	1
119008103	119008	1	3	4104011;3000003	10;70000	1
119008104	119008	1	4	4104011;3000003	20;100000	1
119008105	119008	1	5	4104011;3000003	20;140000	1
119008106	119008	1	6	4104011;3000003	30;180000	1
119008107	119008	1	7	4104011;3000003	30;220000	1
119008108	119008	1	8	4104011;3000003	40;260000	1
119008109	119008	1	9	4104011;3000003	50;300000	1
119008110	119008	1	10			1
119008201	119008	2	1	4104011;3000003	10;10000	1
119008202	119008	2	2	4104011;3000003	20;40000	1
119008203	119008	2	3	4104011;3000003	30;90000	1
119008204	119008	2	4	4104011;3000003	40;160000	1
119008205	119008	2	5	4104011;3000003	50;250000	1
119008206	119008	2	6	4104011;3000003	60;360000	1
119008207	119008	2	7			1
133008101	133008	1	1	4104011;3000003	5;20000	1
133008102	133008	1	2	4104011;3000003	10;40000	1
133008103	133008	1	3	4104011;3000003	10;70000	1
133008104	133008	1	4	4104011;3000003	20;100000	1
133008105	133008	1	5	4104011;3000003	20;140000	1
133008106	133008	1	6	4104011;3000003	30;180000	1
133008107	133008	1	7	4104011;3000003	30;220000	1
133008108	133008	1	8	4104011;3000003	40;260000	1
133008109	133008	1	9	4104011;3000003	50;300000	1
133008110	133008	1	10			1
133008201	133008	2	1	4104011;3000003	10;10000	1
133008202	133008	2	2	4104011;3000003	20;40000	1
133008203	133008	2	3	4104011;3000003	30;90000	1
133008204	133008	2	4	4104011;3000003	40;160000	1
133008205	133008	2	5	4104011;3000003	50;250000	1
133008206	133008	2	6	4104011;3000003	60;360000	1
133008207	133008	2	7			1
104007101	104007	1	1	4104011;3000003	5;20000	1
104007102	104007	1	2	4104011;3000003	10;40000	1
104007103	104007	1	3	4104011;3000003	10;70000	1
104007104	104007	1	4	4104011;3000003	20;100000	1
104007105	104007	1	5	4104011;3000003	20;140000	1
104007106	104007	1	6	4104011;3000003	30;180000	1
104007107	104007	1	7	4104011;3000003	30;220000	1
104007108	104007	1	8	4104011;3000003	40;260000	1
104007109	104007	1	9	4104011;3000003	50;300000	1
104007110	104007	1	10			1
104007201	104007	2	1	4104011;3000003	10;10000	1
104007202	104007	2	2	4104011;3000003	20;40000	1
104007203	104007	2	3	4104011;3000003	30;90000	1
104007204	104007	2	4	4104011;3000003	40;160000	1
104007205	104007	2	5	4104011;3000003	50;250000	1
104007206	104007	2	6	4104011;3000003	60;360000	1
104007207	104007	2	7			1
103003101	103003	1	1	4104011;3000003	5;20000	1
103003102	103003	1	2	4104011;3000003	10;40000	1
103003103	103003	1	3	4104011;3000003	10;70000	1
103003104	103003	1	4	4104011;3000003	20;100000	1
103003105	103003	1	5	4104011;3000003	20;140000	1
103003106	103003	1	6	4104011;3000003	30;180000	1
103003107	103003	1	7	4104011;3000003	30;220000	1
103003108	103003	1	8	4104011;3000003	40;260000	1
103003109	103003	1	9	4104011;3000003	50;300000	1
103003110	103003	1	10			1
103003201	103003	2	1	4104011;3000003	10;10000	1
103003202	103003	2	2	4104011;3000003	20;40000	1
103003203	103003	2	3	4104011;3000003	30;90000	1
103003204	103003	2	4	4104011;3000003	40;160000	1
103003205	103003	2	5	4104011;3000003	50;250000	1
103003206	103003	2	6	4104011;3000003	60;360000	1
103003207	103003	2	7			1
103017101	103017	1	1	4104011;3000003	5;20000	1
103017102	103017	1	2	4104011;3000003	10;40000	1
103017103	103017	1	3	4104011;3000003	10;70000	1
103017104	103017	1	4	4104011;3000003	20;100000	1
103017105	103017	1	5	4104011;3000003	20;140000	1
103017106	103017	1	6	4104011;3000003	30;180000	1
103017107	103017	1	7	4104011;3000003	30;220000	1
103017108	103017	1	8	4104011;3000003	40;260000	1
103017109	103017	1	9	4104011;3000003	50;300000	1
103017110	103017	1	10			1
103017201	103017	2	1	4104011;3000003	10;10000	1
103017202	103017	2	2	4104011;3000003	20;40000	1
103017203	103017	2	3	4104011;3000003	30;90000	1
103017204	103017	2	4	4104011;3000003	40;160000	1
103017205	103017	2	5	4104011;3000003	50;250000	1
103017206	103017	2	6	4104011;3000003	60;360000	1
103017207	103017	2	7			1
102018101	102018	1	1	4104011;3000003	5;20000	1
102018102	102018	1	2	4104011;3000003	10;40000	1
102018103	102018	1	3	4104011;3000003	10;70000	1
102018104	102018	1	4	4104011;3000003	20;100000	1
102018105	102018	1	5	4104011;3000003	20;140000	1
102018106	102018	1	6	4104011;3000003	30;180000	1
102018107	102018	1	7	4104011;3000003	30;220000	1
102018108	102018	1	8	4104011;3000003	40;260000	1
102018109	102018	1	9	4104011;3000003	50;300000	1
102018110	102018	1	10			1
102018201	102018	2	1	4104011;3000003	10;10000	1
102018202	102018	2	2	4104011;3000003	20;40000	1
102018203	102018	2	3	4104011;3000003	30;90000	1
102018204	102018	2	4	4104011;3000003	40;160000	1
102018205	102018	2	5	4104011;3000003	50;250000	1
102018206	102018	2	6	4104011;3000003	60;360000	1
102018207	102018	2	7			1
101012101	101012	1	1	4104011;3000003	5;20000	1
101012102	101012	1	2	4104011;3000003	10;40000	1
101012103	101012	1	3	4104011;3000003	10;70000	1
101012104	101012	1	4	4104011;3000003	20;100000	1
101012105	101012	1	5	4104011;3000003	20;140000	1
101012106	101012	1	6	4104011;3000003	30;180000	1
101012107	101012	1	7	4104011;3000003	30;220000	1
101012108	101012	1	8	4104011;3000003	40;260000	1
101012109	101012	1	9	4104011;3000003	50;300000	1
101012110	101012	1	10			1
101012201	101012	2	1	4104011;3000003	10;10000	1
101012202	101012	2	2	4104011;3000003	20;40000	1
101012203	101012	2	3	4104011;3000003	30;90000	1
101012204	101012	2	4	4104011;3000003	40;160000	1
101012205	101012	2	5	4104011;3000003	50;250000	1
101012206	101012	2	6	4104011;3000003	60;360000	1
101012207	101012	2	7			1
104009101	104009	1	1	4104011;3000003	5;20000	1
104009102	104009	1	2	4104011;3000003	10;40000	1
104009103	104009	1	3	4104011;3000003	10;70000	1
104009104	104009	1	4	4104011;3000003	20;100000	1
104009105	104009	1	5	4104011;3000003	20;140000	1
104009106	104009	1	6	4104011;3000003	30;180000	1
104009107	104009	1	7	4104011;3000003	30;220000	1
104009108	104009	1	8	4104011;3000003	40;260000	1
104009109	104009	1	9	4104011;3000003	50;300000	1
104009110	104009	1	10			1
104009201	104009	2	1	4104011;3000003	10;10000	1
104009202	104009	2	2	4104011;3000003	20;40000	1
104009203	104009	2	3	4104011;3000003	30;90000	1
104009204	104009	2	4	4104011;3000003	40;160000	1
104009205	104009	2	5	4104011;3000003	50;250000	1
104009206	104009	2	6	4104011;3000003	60;360000	1
104009207	104009	2	7			1
139008101	139008	1	1	4104011;3000003	5;20000	1
139008102	139008	1	2	4104011;3000003	10;40000	1
139008103	139008	1	3	4104011;3000003	10;70000	1
139008104	139008	1	4	4104011;3000003	20;100000	1
139008105	139008	1	5	4104011;3000003	20;140000	1
139008106	139008	1	6	4104011;3000003	30;180000	1
139008107	139008	1	7	4104011;3000003	30;220000	1
139008108	139008	1	8	4104011;3000003	40;260000	1
139008109	139008	1	9	4104011;3000003	50;300000	1
139008110	139008	1	10			1
139008201	139008	2	1	4104011;3000003	10;10000	1
139008202	139008	2	2	4104011;3000003	20;40000	1
139008203	139008	2	3	4104011;3000003	30;90000	1
139008204	139008	2	4	4104011;3000003	40;160000	1
139008205	139008	2	5	4104011;3000003	50;250000	1
139008206	139008	2	6	4104011;3000003	60;360000	1
139008207	139008	2	7			1
149008101	149008	1	1	4104011;3000003	5;20000	1
149008102	149008	1	2	4104011;3000003	10;40000	1
149008103	149008	1	3	4104011;3000003	10;70000	1
149008104	149008	1	4	4104011;3000003	20;100000	1
149008105	149008	1	5	4104011;3000003	20;140000	1
149008106	149008	1	6	4104011;3000003	30;180000	1
149008107	149008	1	7	4104011;3000003	30;220000	1
149008108	149008	1	8	4104011;3000003	40;260000	1
149008109	149008	1	9	4104011;3000003	50;300000	1
149008110	149008	1	10			1
149008201	149008	2	1	4104011;3000003	10;10000	1
149008202	149008	2	2	4104011;3000003	20;40000	1
149008203	149008	2	3	4104011;3000003	30;90000	1
149008204	149008	2	4	4104011;3000003	40;160000	1
149008205	149008	2	5	4104011;3000003	50;250000	1
149008206	149008	2	6	4104011;3000003	60;360000	1
149008207	149008	2	7			1
143008101	143008	1	1	4104011;3000003	5;20000	1
143008102	143008	1	2	4104011;3000003	10;40000	1
143008103	143008	1	3	4104011;3000003	10;70000	1
143008104	143008	1	4	4104011;3000003	20;100000	1
143008105	143008	1	5	4104011;3000003	20;140000	1
143008106	143008	1	6	4104011;3000003	30;180000	1
143008107	143008	1	7	4104011;3000003	30;220000	1
143008108	143008	1	8	4104011;3000003	40;260000	1
143008109	143008	1	9	4104011;3000003	50;300000	1
143008110	143008	1	10			1
143008201	143008	2	1	4104011;3000003	10;10000	1
143008202	143008	2	2	4104011;3000003	20;40000	1
143008203	143008	2	3	4104011;3000003	30;90000	1
143008204	143008	2	4	4104011;3000003	40;160000	1
143008205	143008	2	5	4104011;3000003	50;250000	1
143008206	143008	2	6	4104011;3000003	60;360000	1
143008207	143008	2	7			1
122008101	122008	1	1	4104011;3000003	5;20000	1
122008102	122008	1	2	4104011;3000003	10;40000	1
122008103	122008	1	3	4104011;3000003	10;70000	1
122008104	122008	1	4	4104011;3000003	20;100000	1
122008105	122008	1	5	4104011;3000003	20;140000	1
122008106	122008	1	6	4104011;3000003	30;180000	1
122008107	122008	1	7	4104011;3000003	30;220000	1
122008108	122008	1	8	4104011;3000003	40;260000	1
122008109	122008	1	9	4104011;3000003	50;300000	1
122008110	122008	1	10			1
122008201	122008	2	1	4104011;3000003	10;10000	1
122008202	122008	2	2	4104011;3000003	20;40000	1
122008203	122008	2	3	4104011;3000003	30;90000	1
122008204	122008	2	4	4104011;3000003	40;160000	1
122008205	122008	2	5	4104011;3000003	50;250000	1
122008206	122008	2	6	4104011;3000003	60;360000	1
122008207	122008	2	7			1
152008101	152008	1	1	4104011;3000003	5;20000	1
152008102	152008	1	2	4104011;3000003	10;40000	1
152008103	152008	1	3	4104011;3000003	10;70000	1
152008104	152008	1	4	4104011;3000003	20;100000	1
152008105	152008	1	5	4104011;3000003	20;140000	1
152008106	152008	1	6	4104011;3000003	30;180000	1
152008107	152008	1	7	4104011;3000003	30;220000	1
152008108	152008	1	8	4104011;3000003	40;260000	1
152008109	152008	1	9	4104011;3000003	50;300000	1
152008110	152008	1	10			1
152008201	152008	2	1	4104011;3000003	10;10000	1
152008202	152008	2	2	4104011;3000003	20;40000	1
152008203	152008	2	3	4104011;3000003	30;90000	1
152008204	152008	2	4	4104011;3000003	40;160000	1
152008205	152008	2	5	4104011;3000003	50;250000	1
152008206	152008	2	6	4104011;3000003	60;360000	1
152008207	152008	2	7			1
135001101	135001	1	1	4104011;3000003	5;20000	1
135001102	135001	1	2	4104011;3000003	10;40000	1
135001103	135001	1	3	4104011;3000003	10;70000	1
135001104	135001	1	4	4104011;3000003	20;100000	1
135001105	135001	1	5	4104011;3000003	20;140000	1
135001106	135001	1	6	4104011;3000003	30;180000	1
135001107	135001	1	7	4104011;3000003	30;220000	1
135001108	135001	1	8	4104011;3000003	40;260000	1
135001109	135001	1	9	4104011;3000003	50;300000	1
135001110	135001	1	10			1
135001201	135001	2	1	4104011;3000003	10;10000	1
135001202	135001	2	2	4104011;3000003	20;40000	1
135001203	135001	2	3	4104011;3000003	30;90000	1
135001204	135001	2	4	4104011;3000003	40;160000	1
135001205	135001	2	5	4104011;3000003	50;250000	1
135001206	135001	2	6	4104011;3000003	60;360000	1
135001207	135001	2	7			1
104013101	104013	1	1	4104011;3000003	5;20000	1
104013102	104013	1	2	4104011;3000003	10;40000	1
104013103	104013	1	3	4104011;3000003	10;70000	1
104013104	104013	1	4	4104011;3000003	20;100000	1
104013105	104013	1	5	4104011;3000003	20;140000	1
104013106	104013	1	6	4104011;3000003	30;180000	1
104013107	104013	1	7	4104011;3000003	30;220000	1
104013108	104013	1	8	4104011;3000003	40;260000	1
104013109	104013	1	9	4104011;3000003	50;300000	1
104013110	104013	1	10			1
104013201	104013	2	1	4104011;3000003	10;10000	1
104013202	104013	2	2	4104011;3000003	20;40000	1
104013203	104013	2	3	4104011;3000003	30;90000	1
104013204	104013	2	4	4104011;3000003	40;160000	1
104013205	104013	2	5	4104011;3000003	50;250000	1
104013206	104013	2	6	4104011;3000003	60;360000	1
104013207	104013	2	7			1
106011101	106011	1	1	4104011;3000003	5;20000	1
106011102	106011	1	2	4104011;3000003	10;40000	1
106011103	106011	1	3	4104011;3000003	10;70000	1
106011104	106011	1	4	4104011;3000003	20;100000	1
106011105	106011	1	5	4104011;3000003	20;140000	1
106011106	106011	1	6	4104011;3000003	30;180000	1
106011107	106011	1	7	4104011;3000003	30;220000	1
106011108	106011	1	8	4104011;3000003	40;260000	1
106011109	106011	1	9	4104011;3000003	50;300000	1
106011110	106011	1	10			1
106011201	106011	2	1	4104011;3000003	10;10000	1
106011202	106011	2	2	4104011;3000003	20;40000	1
106011203	106011	2	3	4104011;3000003	30;90000	1
106011204	106011	2	4	4104011;3000003	40;160000	1
106011205	106011	2	5	4104011;3000003	50;250000	1
106011206	106011	2	6	4104011;3000003	60;360000	1
106011207	106011	2	7			1
153008101	153008	1	1	4104011;3000003	5;20000	1
153008102	153008	1	2	4104011;3000003	10;40000	1
153008103	153008	1	3	4104011;3000003	10;70000	1
153008104	153008	1	4	4104011;3000003	20;100000	1
153008105	153008	1	5	4104011;3000003	20;140000	1
153008106	153008	1	6	4104011;3000003	30;180000	1
153008107	153008	1	7	4104011;3000003	30;220000	1
153008108	153008	1	8	4104011;3000003	40;260000	1
153008109	153008	1	9	4104011;3000003	50;300000	1
153008110	153008	1	10			1
153008201	153008	2	1	4104011;3000003	10;10000	1
153008202	153008	2	2	4104011;3000003	20;40000	1
153008203	153008	2	3	4104011;3000003	30;90000	1
153008204	153008	2	4	4104011;3000003	40;160000	1
153008205	153008	2	5	4104011;3000003	50;250000	1
153008206	153008	2	6	4104011;3000003	60;360000	1
153008207	153008	2	7			1
151008101	151008	1	1	4104011;3000003	5;20000	1
151008102	151008	1	2	4104011;3000003	10;40000	1
151008103	151008	1	3	4104011;3000003	10;70000	1
151008104	151008	1	4	4104011;3000003	20;100000	1
151008105	151008	1	5	4104011;3000003	20;140000	1
151008106	151008	1	6	4104011;3000003	30;180000	1
151008107	151008	1	7	4104011;3000003	30;220000	1
151008108	151008	1	8	4104011;3000003	40;260000	1
151008109	151008	1	9	4104011;3000003	50;300000	1
151008110	151008	1	10			1
151008201	151008	2	1	4104011;3000003	10;10000	1
151008202	151008	2	2	4104011;3000003	20;40000	1
151008203	151008	2	3	4104011;3000003	30;90000	1
151008204	151008	2	4	4104011;3000003	40;160000	1
151008205	151008	2	5	4104011;3000003	50;250000	1
151008206	151008	2	6	4104011;3000003	60;360000	1
151008207	151008	2	7			1
150008101	150008	1	1	4104011;3000003	5;20000	1
150008102	150008	1	2	4104011;3000003	10;40000	1
150008103	150008	1	3	4104011;3000003	10;70000	1
150008104	150008	1	4	4104011;3000003	20;100000	1
150008105	150008	1	5	4104011;3000003	20;140000	1
150008106	150008	1	6	4104011;3000003	30;180000	1
150008107	150008	1	7	4104011;3000003	30;220000	1
150008108	150008	1	8	4104011;3000003	40;260000	1
150008109	150008	1	9	4104011;3000003	50;300000	1
150008110	150008	1	10			1
150008201	150008	2	1	4104011;3000003	10;10000	1
150008202	150008	2	2	4104011;3000003	20;40000	1
150008203	150008	2	3	4104011;3000003	30;90000	1
150008204	150008	2	4	4104011;3000003	40;160000	1
150008205	150008	2	5	4104011;3000003	50;250000	1
150008206	150008	2	6	4104011;3000003	60;360000	1
150008207	150008	2	7			1
148008101	148008	1	1	4104011;3000003	5;20000	1
148008102	148008	1	2	4104011;3000003	10;40000	1
148008103	148008	1	3	4104011;3000003	10;70000	1
148008104	148008	1	4	4104011;3000003	20;100000	1
148008105	148008	1	5	4104011;3000003	20;140000	1
148008106	148008	1	6	4104011;3000003	30;180000	1
148008107	148008	1	7	4104011;3000003	30;220000	1
148008108	148008	1	8	4104011;3000003	40;260000	1
148008109	148008	1	9	4104011;3000003	50;300000	1
148008110	148008	1	10			1
148008201	148008	2	1	4104011;3000003	10;10000	1
148008202	148008	2	2	4104011;3000003	20;40000	1
148008203	148008	2	3	4104011;3000003	30;90000	1
148008204	148008	2	4	4104011;3000003	40;160000	1
148008205	148008	2	5	4104011;3000003	50;250000	1
148008206	148008	2	6	4104011;3000003	60;360000	1
148008207	148008	2	7			1
154008101	154008	1	1	4104011;3000003	5;20000	1
154008102	154008	1	2	4104011;3000003	10;40000	1
154008103	154008	1	3	4104011;3000003	10;70000	1
154008104	154008	1	4	4104011;3000003	20;100000	1
154008105	154008	1	5	4104011;3000003	20;140000	1
154008106	154008	1	6	4104011;3000003	30;180000	1
154008107	154008	1	7	4104011;3000003	30;220000	1
154008108	154008	1	8	4104011;3000003	40;260000	1
154008109	154008	1	9	4104011;3000003	50;300000	1
154008110	154008	1	10			1
154008201	154008	2	1	4104011;3000003	10;10000	1
154008202	154008	2	2	4104011;3000003	20;40000	1
154008203	154008	2	3	4104011;3000003	30;90000	1
154008204	154008	2	4	4104011;3000003	40;160000	1
154008205	154008	2	5	4104011;3000003	50;250000	1
154008206	154008	2	6	4104011;3000003	60;360000	1
154008207	154008	2	7			1
803001101	803001	1	1	4104011;3000003	5;20000	1
803001102	803001	1	2	4104011;3000003	10;40000	1
803001103	803001	1	3	4104011;3000003	10;70000	1
803001104	803001	1	4	4104011;3000003	20;100000	1
803001105	803001	1	5	4104011;3000003	20;140000	1
803001106	803001	1	6	4104011;3000003	30;180000	1
803001107	803001	1	7	4104011;3000003	30;220000	1
803001108	803001	1	8	4104011;3000003	40;260000	1
803001109	803001	1	9	4104011;3000003	50;300000	1
803001110	803001	1	10			1
803001201	803001	2	1	4104011;3000003	10;10000	1
803001202	803001	2	2	4104011;3000003	20;40000	1
803001203	803001	2	3	4104011;3000003	30;90000	1
803001204	803001	2	4	4104011;3000003	40;160000	1
803001205	803001	2	5	4104011;3000003	50;250000	1
803001206	803001	2	6	4104011;3000003	60;360000	1
803001207	803001	2	7			1
146008101	146008	1	1	4104011;3000003	5;20000	1
146008102	146008	1	2	4104011;3000003	10;40000	1
146008103	146008	1	3	4104011;3000003	10;70000	1
146008104	146008	1	4	4104011;3000003	20;100000	1
146008105	146008	1	5	4104011;3000003	20;140000	1
146008106	146008	1	6	4104011;3000003	30;180000	1
146008107	146008	1	7	4104011;3000003	30;220000	1
146008108	146008	1	8	4104011;3000003	40;260000	1
146008109	146008	1	9	4104011;3000003	50;300000	1
146008110	146008	1	10			1
146008201	146008	2	1	4104011;3000003	10;10000	1
146008202	146008	2	2	4104011;3000003	20;40000	1
146008203	146008	2	3	4104011;3000003	30;90000	1
146008204	146008	2	4	4104011;3000003	40;160000	1
146008205	146008	2	5	4104011;3000003	50;250000	1
146008206	146008	2	6	4104011;3000003	60;360000	1
146008207	146008	2	7			1
126008101	126008	1	1	4104011;3000003	5;20000	1
126008102	126008	1	2	4104011;3000003	10;40000	1
126008103	126008	1	3	4104011;3000003	10;70000	1
126008104	126008	1	4	4104011;3000003	20;100000	1
126008105	126008	1	5	4104011;3000003	20;140000	1
126008106	126008	1	6	4104011;3000003	30;180000	1
126008107	126008	1	7	4104011;3000003	30;220000	1
126008108	126008	1	8	4104011;3000003	40;260000	1
126008109	126008	1	9	4104011;3000003	50;300000	1
126008110	126008	1	10			1
126008201	126008	2	1	4104011;3000003	10;10000	1
126008202	126008	2	2	4104011;3000003	20;40000	1
126008203	126008	2	3	4104011;3000003	30;90000	1
126008204	126008	2	4	4104011;3000003	40;160000	1
126008205	126008	2	5	4104011;3000003	50;250000	1
126008206	126008	2	6	4104011;3000003	60;360000	1
126008207	126008	2	7			1
103012101	103012	1	1	4104011;3000003	5;20000	1
103012102	103012	1	2	4104011;3000003	10;40000	1
103012103	103012	1	3	4104011;3000003	10;70000	1
103012104	103012	1	4	4104011;3000003	20;100000	1
103012105	103012	1	5	4104011;3000003	20;140000	1
103012106	103012	1	6	4104011;3000003	30;180000	1
103012107	103012	1	7	4104011;3000003	30;220000	1
103012108	103012	1	8	4104011;3000003	40;260000	1
103012109	103012	1	9	4104011;3000003	50;300000	1
103012110	103012	1	10			1
103012201	103012	2	1	4104011;3000003	10;10000	1
103012202	103012	2	2	4104011;3000003	20;40000	1
103012203	103012	2	3	4104011;3000003	30;90000	1
103012204	103012	2	4	4104011;3000003	40;160000	1
103012205	103012	2	5	4104011;3000003	50;250000	1
103012206	103012	2	6	4104011;3000003	60;360000	1
103012207	103012	2	7			1
147008101	147008	1	1	4104011;3000003	5;20000	1
147008102	147008	1	2	4104011;3000003	10;40000	1
147008103	147008	1	3	4104011;3000003	10;70000	1
147008104	147008	1	4	4104011;3000003	20;100000	1
147008105	147008	1	5	4104011;3000003	20;140000	1
147008106	147008	1	6	4104011;3000003	30;180000	1
147008107	147008	1	7	4104011;3000003	30;220000	1
147008108	147008	1	8	4104011;3000003	40;260000	1
147008109	147008	1	9	4104011;3000003	50;300000	1
147008110	147008	1	10			1
147008201	147008	2	1	4104011;3000003	10;10000	1
147008202	147008	2	2	4104011;3000003	20;40000	1
147008203	147008	2	3	4104011;3000003	30;90000	1
147008204	147008	2	4	4104011;3000003	40;160000	1
147008205	147008	2	5	4104011;3000003	50;250000	1
147008206	147008	2	6	4104011;3000003	60;360000	1
147008207	147008	2	7			1
159008101	159008	1	1	4104011;3000003	5;20000	1
159008102	159008	1	2	4104011;3000003	10;40000	1
159008103	159008	1	3	4104011;3000003	10;70000	1
159008104	159008	1	4	4104011;3000003	20;100000	1
159008105	159008	1	5	4104011;3000003	20;140000	1
159008106	159008	1	6	4104011;3000003	30;180000	1
159008107	159008	1	7	4104011;3000003	30;220000	1
159008108	159008	1	8	4104011;3000003	40;260000	1
159008109	159008	1	9	4104011;3000003	50;300000	1
159008110	159008	1	10			1
159008201	159008	2	1	4104011;3000003	10;10000	1
159008202	159008	2	2	4104011;3000003	20;40000	1
159008203	159008	2	3	4104011;3000003	30;90000	1
159008204	159008	2	4	4104011;3000003	40;160000	1
159008205	159008	2	5	4104011;3000003	50;250000	1
159008206	159008	2	6	4104011;3000003	60;360000	1
159008207	159008	2	7			1
128008101	128008	1	1	4104011;3000003	5;20000	1
128008102	128008	1	2	4104011;3000003	10;40000	1
128008103	128008	1	3	4104011;3000003	10;70000	1
128008104	128008	1	4	4104011;3000003	20;100000	1
128008105	128008	1	5	4104011;3000003	20;140000	1
128008106	128008	1	6	4104011;3000003	30;180000	1
128008107	128008	1	7	4104011;3000003	30;220000	1
128008108	128008	1	8	4104011;3000003	40;260000	1
128008109	128008	1	9	4104011;3000003	50;300000	1
128008110	128008	1	10			1
128008201	128008	2	1	4104011;3000003	10;10000	1
128008202	128008	2	2	4104011;3000003	20;40000	1
128008203	128008	2	3	4104011;3000003	30;90000	1
128008204	128008	2	4	4104011;3000003	40;160000	1
128008205	128008	2	5	4104011;3000003	50;250000	1
128008206	128008	2	6	4104011;3000003	60;360000	1
128008207	128008	2	7			1
131001101	131001	1	1	4104011;3000003	5;20000	1
131001102	131001	1	2	4104011;3000003	10;40000	1
131001103	131001	1	3	4104011;3000003	10;70000	1
131001104	131001	1	4	4104011;3000003	20;100000	1
131001105	131001	1	5	4104011;3000003	20;140000	1
131001106	131001	1	6	4104011;3000003	30;180000	1
131001107	131001	1	7	4104011;3000003	30;220000	1
131001108	131001	1	8	4104011;3000003	40;260000	1
131001109	131001	1	9	4104011;3000003	50;300000	1
131001110	131001	1	10			1
131001201	131001	2	1	4104011;3000003	10;10000	1
131001202	131001	2	2	4104011;3000003	20;40000	1
131001203	131001	2	3	4104011;3000003	30;90000	1
131001204	131001	2	4	4104011;3000003	40;160000	1
131001205	131001	2	5	4104011;3000003	50;250000	1
131001206	131001	2	6	4104011;3000003	60;360000	1
131001207	131001	2	7			1
160008101	160008	1	1	4104011;3000003	5;20000	1
160008102	160008	1	2	4104011;3000003	10;40000	1
160008103	160008	1	3	4104011;3000003	10;70000	1
160008104	160008	1	4	4104011;3000003	20;100000	1
160008105	160008	1	5	4104011;3000003	20;140000	1
160008106	160008	1	6	4104011;3000003	30;180000	1
160008107	160008	1	7	4104011;3000003	30;220000	1
160008108	160008	1	8	4104011;3000003	40;260000	1
160008109	160008	1	9	4104011;3000003	50;300000	1
160008110	160008	1	10			1
160008201	160008	2	1	4104011;3000003	10;10000	1
160008202	160008	2	2	4104011;3000003	20;40000	1
160008203	160008	2	3	4104011;3000003	30;90000	1
160008204	160008	2	4	4104011;3000003	40;160000	1
160008205	160008	2	5	4104011;3000003	50;250000	1
160008206	160008	2	6	4104011;3000003	60;360000	1
160008207	160008	2	7			1
161008101	161008	1	1	4104011;3000003	5;20000	1
161008102	161008	1	2	4104011;3000003	10;40000	1
161008103	161008	1	3	4104011;3000003	10;70000	1
161008104	161008	1	4	4104011;3000003	20;100000	1
161008105	161008	1	5	4104011;3000003	20;140000	1
161008106	161008	1	6	4104011;3000003	30;180000	1
161008107	161008	1	7	4104011;3000003	30;220000	1
161008108	161008	1	8	4104011;3000003	40;260000	1
161008109	161008	1	9	4104011;3000003	50;300000	1
161008110	161008	1	10			1
161008201	161008	2	1	4104011;3000003	10;10000	1
161008202	161008	2	2	4104011;3000003	20;40000	1
161008203	161008	2	3	4104011;3000003	30;90000	1
161008204	161008	2	4	4104011;3000003	40;160000	1
161008205	161008	2	5	4104011;3000003	50;250000	1
161008206	161008	2	6	4104011;3000003	60;360000	1
161008207	161008	2	7			1
102005101	102005	1	1	4104011;3000003	5;20000	1
102005102	102005	1	2	4104011;3000003	10;40000	1
102005103	102005	1	3	4104011;3000003	10;70000	1
102005104	102005	1	4	4104011;3000003	20;100000	1
102005105	102005	1	5	4104011;3000003	20;140000	1
102005106	102005	1	6	4104011;3000003	30;180000	1
102005107	102005	1	7	4104011;3000003	30;220000	1
102005108	102005	1	8	4104011;3000003	40;260000	1
102005109	102005	1	9	4104011;3000003	50;300000	1
102005110	102005	1	10			1
102005201	102005	2	1	4104011;3000003	10;10000	1
102005202	102005	2	2	4104011;3000003	20;40000	1
102005203	102005	2	3	4104011;3000003	30;90000	1
102005204	102005	2	4	4104011;3000003	40;160000	1
102005205	102005	2	5	4104011;3000003	50;250000	1
102005206	102005	2	6	4104011;3000003	60;360000	1
102005207	102005	2	7			1
156008101	156008	1	1	4104011;3000003	5;20000	1
156008102	156008	1	2	4104011;3000003	10;40000	1
156008103	156008	1	3	4104011;3000003	10;70000	1
156008104	156008	1	4	4104011;3000003	20;100000	1
156008105	156008	1	5	4104011;3000003	20;140000	1
156008106	156008	1	6	4104011;3000003	30;180000	1
156008107	156008	1	7	4104011;3000003	30;220000	1
156008108	156008	1	8	4104011;3000003	40;260000	1
156008109	156008	1	9	4104011;3000003	50;300000	1
156008110	156008	1	10			1
156008201	156008	2	1	4104011;3000003	10;10000	1
156008202	156008	2	2	4104011;3000003	20;40000	1
156008203	156008	2	3	4104011;3000003	30;90000	1
156008204	156008	2	4	4104011;3000003	40;160000	1
156008205	156008	2	5	4104011;3000003	50;250000	1
156008206	156008	2	6	4104011;3000003	60;360000	1
156008207	156008	2	7			1
157008101	157008	1	1	4104011;3000003	5;20000	1
157008102	157008	1	2	4104011;3000003	10;40000	1
157008103	157008	1	3	4104011;3000003	10;70000	1
157008104	157008	1	4	4104011;3000003	20;100000	1
