weaponmainId	roleId	weaponLV	card	desc	effectMode	property	weaponskill	weaponunlock	weaponItem	weaponItemNum	capabilityValue	status	upgrade	upgrade_zh_TW	upgrade_en_UK	upgrade_ja_JP	upgrade_ko_KR	upgrade_th_TH	name	name_zh_TW	name_en_UK	name_ja_JP	name_ko_KR	name_th_TH
135002018	135002	18	清凉夏日			102@0.02;202@0.02;302@0.03			4105011;4105012;4105013;4105023;3000003	15;15;25;15;50000	240	1	攻击力+2%,防御力+2%\n生命值+3%	攻擊力+2%,防禦力+2%\n生命值+3%	ATK +2%, DEF +2%\nHP +3%	攻撃力＋2%,防御力＋2%\n最大HP＋3%	공격력 +2%, 방어력 +2%\nHP +3%	ATK​ +2%​ DEF​ +2%\nHP​ +3%​	甜蜜邂逅	甜蜜邂逅	Sweet Rendezvous	スイートエンカウンター	달콤한 만남	พรหมลิขิตแสนหวาน
135002019	135002	19	清凉夏日			102@0.02;202@0.02;302@0.03			4105011;4105012;4105013;4105023;3000003	15;15;25;15;50000	260	1	攻击力+2%,防御力+2%\n生命值+3%	攻擊力+2%,防禦力+2%\n生命值+3%	ATK +2%, DEF +2%\nHP +3%	攻撃力＋2%,防御力＋2%\n最大HP＋3%	공격력 +2%, 방어력 +2%\nHP +3%	ATK​ +2%​ DEF​ +2%\nHP​ +3%​	甜蜜邂逅	甜蜜邂逅	Sweet Rendezvous	スイートエンカウンター	달콤한 만남	พรหมลิขิตแสนหวาน
135002020	135002	20	清凉夏日			903@0.1		1	4105011;4105012;4105013;4105031;3000003	60;60;100;1;50000	1140	1	暴伤抵抗+10%	爆傷抵抗+10%	CRIT DMG RES +10%	会心ダメージ抵抗率＋10%	크리티컬 대미지 저항 +10%	ต้านทานดาเมจคริ +10%	甜蜜邂逅	甜蜜邂逅	Sweet Rendezvous	スイートエンカウンター	달콤한 만남	พรหมลิขิตแสนหวาน
144002001	144002	1	夏夜风情				314400201		4105011;4105012;4105013;4105023;3000003	5;5;10;5;50000	800	1	[恶作剧]造成伤害提升8%	[惡作劇]造成傷害提升8%	[Prank] deals 8% more damage.	[トリック]与ダメージ＋8％	[장난] 가하는 대미지 +8%	[​แผน​ซุกซน​]​ สร้าง​ดา​เม​จ​เพิ่มขึ้น​ 8%​	偷天换月	偷天換月	Heavenly Swap	月を盗む	천지환월	ลักตะวันลวงเดือน
144002002	144002	2	夏夜风情			102@0.015;202@0.015;302@0.02			4105011;4105012;4105013;4105023;3000003	6;6;12;6;50000	170	1	攻击力+1.5%,防御力+1.5%\n生命值+2%	攻擊力+1.5%,防禦力+1.5%\n生命值+2%	ATK +1.5%, DEF +1.5%\nHP +2%	攻撃力＋1.5%,防御力＋1.5%\n最大HP＋2%	공격력 +1.5%, 방어력 +1.5%\nHP +2%	ATK​ +1.5%​ DEF​ +1.5%\nHP​ +2%​	偷天换月	偷天換月	Heavenly Swap	月を盗む	천지환월	ลักตะวันลวงเดือน
144002003	144002	3	夏夜风情			603@0.07			4105011;4105012;4105013;4105023;3000003	7;7;14;7;50000	760	1	暴击率+7%	爆擊率+7%	CRIT Rate +7%	会心率＋7%	크리티컬 확률 +7%	อัตราคริติคอล+7%	偷天换月	偷天換月	Heavenly Swap	月を盗む	천지환월	ลักตะวันลวงเดือน
144002004	144002	4	夏夜风情			102@0.015;202@0.015;302@0.02			4105011;4105012;4105013;4105023;3000003	8;8;16;8;50000	210	1	攻击力+1.5%,防御力+1.5%\n生命值+2%	攻擊力+1.5%,防禦力+1.5%\n生命值+2%	ATK +1.5%, DEF +1.5%\nHP +2%	攻撃力＋1.5%,防御力＋1.5%\n最大HP＋2%	공격력 +1.5%, 방어력 +1.5%\nHP +2%	ATK​ +1.5%​ DEF​ +1.5%\nHP​ +2%​	偷天换月	偷天換月	Heavenly Swap	月を盗む	천지환월	ลักตะวันลวงเดือน
144002005	144002	5	夏夜风情				314400202		4105011;4105012;4105013;4105023;3000003	9;9;18;9;50000	880	1	[被动:瞒天过海]敌方<color="#FF7F50"><揭露></color>失败时，自身获得15%暴击伤害2回合	[被動:瞞天過海]敵方<color="#FF7F50"><揭露></color>失敗時，自身獲得15%爆擊傷害2回合	[Passive: Sleight of Hand] When an enemy's <color="#FF7F50"><Reveal></color> fails, this Combatant gains 15% CRIT DMG for 2 turn(s).	[パッシブ:ミスディレクション]敵の<color="#FF7F50"><種明かし></color>は失敗したとき、2ターンの間、自身会心ダメージ＋15%	[패시브: 속임수 기동] 적 <color="#FF7F50"><드러내기></color>에 실패했을 때, 자신이 2턴 동안 크리티컬 대미지 +15% 획득한다.	[​พาส​ซี​ฟ​:​ ลวง​ฟ้า​ข้าม​ทะเล​]​ เมื่อ​ฝ่าย​ศัตรู​ <color="#FF7F50"><เปิดเผย></color>​ ล้มเหลว​ ตัวเอง​จะ​ได้รับ​ดา​เม​จค​ริ​ติ​คอ​ล​ 15%​ เป็นเวลา​ 2​ เทิร์น​	偷天换月	偷天換月	Heavenly Swap	月を盗む	천지환월	ลักตะวันลวงเดือน
144002006	144002	6	夏夜风情			102@0.015;202@0.015;302@0.02			4105011;4105012;4105013;4105023;3000003	10;10;20;10;50000	260	1	攻击力+1.5%,防御力+1.5%\n生命值+2%	攻擊力+1.5%,防禦力+1.5%\n生命值+2%	ATK +1.5%, DEF +1.5%\nHP +2%	攻撃力＋1.5%,防御力＋1.5%\n最大HP＋2%	공격력 +1.5%, 방어력 +1.5%\nHP +2%	ATK​ +1.5%​ DEF​ +1.5%\nHP​ +2%​	偷天换月	偷天換月	Heavenly Swap	月を盗む	천지환월	ลักตะวันลวงเดือน
144002007	144002	7	夏夜风情			1203@0.05			4105011;4105012;4105013;4105023;3000003	11;11;21;11;50000	850	1	穿透率+5%	穿透率+5%	Armor PEN +5%	貫通率＋5%	관통률 +5%	อัตราเจาะเกราะ +5%	偷天换月	偷天換月	Heavenly Swap	月を盗む	천지환월	ลักตะวันลวงเดือน
144002008	144002	8	夏夜风情			102@0.015;202@0.015;302@0.02			4105011;4105012;4105013;4105023;3000003	12;12;22;13;50000	300	1	攻击力+1.5%,防御力+1.5%\n生命值+2%	攻擊力+1.5%,防禦力+1.5%\n生命值+2%	ATK +1.5%, DEF +1.5%\nHP +2%	攻撃力＋1.5%,防御力＋1.5%\n最大HP＋2%	공격력 +1.5%, 방어력 +1.5%\nHP +2%	ATK​ +1.5%​ DEF​ +1.5%\nHP​ +2%​	偷天换月	偷天換月	Heavenly Swap	月を盗む	천지환월	ลักตะวันลวงเดือน
144002009	144002	9	夏夜风情			102@0.015;202@0.015;302@0.02			4105011;4105012;4105013;4105023;3000003	13;13;23;15;50000	320	1	攻击力+1.5%,防御力+1.5%\n生命值+2%	攻擊力+1.5%,防禦力+1.5%\n生命值+2%	ATK +1.5%, DEF +1.5%\nHP +2%	攻撃力＋1.5%,防御力＋1.5%\n最大HP＋2%	공격력 +1.5%, 방어력 +1.5%\nHP +2%	ATK​ +1.5%​ DEF​ +1.5%\nHP​ +2%​	偷天换月	偷天換月	Heavenly Swap	月を盗む	천지환월	ลักตะวันลวงเดือน
144002010	144002	10	夏夜风情				314400203		4105011;4105012;4105013;4105023;3000003	14;14;24;15;50000	990	1	[恶作剧]造成伤害提升8%	[惡作劇]造成傷害提升8%	[Prank] deals 8% more damage.	[トリック]与ダメージ＋8％	[장난] 가하는 대미지 +8%	[​แผน​ซุกซน​]​ สร้าง​ดา​เม​จ​เพิ่มขึ้น​ 8%​	偷天换月	偷天換月	Heavenly Swap	月を盗む	천지환월	ลักตะวันลวงเดือน
144002011	144002	11	夏夜风情			102@0.02;202@0.02;302@0.03			4105011;4105012;4105013;4105023;3000003	15;15;25;15;50000	90	1	攻击力+2%,防御力+2%\n生命值+3%	攻擊力+2%,防禦力+2%\n生命值+3%	ATK +2%, DEF +2%\nHP +3%	攻撃力＋2%,防御力＋2%\n最大HP＋3%	공격력 +2%, 방어력 +2%\nHP +3%	ATK​ +2%​ DEF​ +2%\nHP​ +3%​	偷天换月	偷天換月	Heavenly Swap	月を盗む	천지환월	ลักตะวันลวงเดือน
144002012	144002	12	夏夜风情			603@0.07			4105011;4105012;4105013;4105023;3000003	15;15;25;15;50000	950	1	暴击率+7%	爆擊率+7%	CRIT Rate +7%	会心率＋7%	크리티컬 확률 +7%	อัตราคริติคอล+7%	偷天换月	偷天換月	Heavenly Swap	月を盗む	천지환월	ลักตะวันลวงเดือน
144002013	144002	13	夏夜风情			102@0.02;202@0.02;302@0.03			4105011;4105012;4105013;4105023;3000003	15;15;25;15;50000	130	1	攻击力+2%,防御力+2%\n生命值+3%	攻擊力+2%,防禦力+2%\n生命值+3%	ATK +2%, DEF +2%\nHP +3%	攻撃力＋2%,防御力＋2%\n最大HP＋3%	공격력 +2%, 방어력 +2%\nHP +3%	ATK​ +2%​ DEF​ +2%\nHP​ +3%​	偷天换月	偷天換月	Heavenly Swap	月を盗む	천지환월	ลักตะวันลวงเดือน
144002014	144002	14	夏夜风情			102@0.02;202@0.02;302@0.03			4105011;4105012;4105013;4105023;3000003	15;15;25;15;50000	150	1	攻击力+2%,防御力+2%\n生命值+3%	攻擊力+2%,防禦力+2%\n生命值+3%	ATK +2%, DEF +2%\nHP +3%	攻撃力＋2%,防御力＋2%\n最大HP＋3%	공격력 +2%, 방어력 +2%\nHP +3%	ATK​ +2%​ DEF​ +2%\nHP​ +3%​	偷天换月	偷天換月	Heavenly Swap	月を盗む	천지환월	ลักตะวันลวงเดือน
144002015	144002	15	夏夜风情				314400204		4105011;4105012;4105013;4105023;3000003	15;15;25;15;50000	1090	1	[被动:瞒天过海]敌方<color="#FF7F50"><揭露></color>失败时，自身获得15%暴击伤害2回合	[被動:瞞天過海]敵方<color="#FF7F50"><揭露></color>失敗時，自身獲得15%爆擊傷害2回合	[Passive: Sleight of Hand] When an enemy's <color="#FF7F50"><Reveal></color> fails, this Combatant gains 15% CRIT DMG for 2 turn(s).	[パッシブ:ミスディレクション]敵の<color="#FF7F50"><種明かし></color>は失敗したとき、2ターンの間、自身会心ダメージ＋15%	[패시브: 속임수 기동] 적 <color="#FF7F50"><드러내기></color>에 실패했을 때, 자신이 2턴 동안 크리티컬 대미지 +15% 획득한다.	[​พาส​ซี​ฟ​:​ ลวง​ฟ้า​ข้าม​ทะเล​]​ เมื่อ​ฝ่าย​ศัตรู​ <color="#FF7F50"><เปิดเผย></color>​ ล้มเหลว​ ตัวเอง​จะ​ได้รับ​ดา​เม​จค​ริ​ติ​คอ​ล​ 15%​ เป็นเวลา​ 2​ เทิร์น​	偷天换月	偷天換月	Heavenly Swap	月を盗む	천지환월	ลักตะวันลวงเดือน
144002016	144002	16	夏夜风情			102@0.02;202@0.02;302@0.03			4105011;4105012;4105013;4105023;3000003	15;15;25;15;50000	200	1	攻击力+2%,防御力+2%\n生命值+3%	攻擊力+2%,防禦力+2%\n生命值+3%	ATK +2%, DEF +2%\nHP +3%	攻撃力＋2%,防御力＋2%\n最大HP＋3%	공격력 +2%, 방어력 +2%\nHP +3%	ATK​ +2%​ DEF​ +2%\nHP​ +3%​	偷天换月	偷天換月	Heavenly Swap	月を盗む	천지환월	ลักตะวันลวงเดือน
144002017	144002	17	夏夜风情			1203@0.05			4105011;4105012;4105013;4105023;3000003	15;15;25;15;50000	1060	1	穿透率+5%	穿透率+5%	Armor PEN +5%	貫通率＋5%	관통률 +5%	อัตราเจาะเกราะ +5%	偷天换月	偷天換月	Heavenly Swap	月を盗む	천지환월	ลักตะวันลวงเดือน
144002018	144002	18	夏夜风情			102@0.02;202@0.02;302@0.03			4105011;4105012;4105013;4105023;3000003	15;15;25;15;50000	240	1	攻击力+2%,防御力+2%\n生命值+3%	攻擊力+2%,防禦力+2%\n生命值+3%	ATK +2%, DEF +2%\nHP +3%	攻撃力＋2%,防御力＋2%\n最大HP＋3%	공격력 +2%, 방어력 +2%\nHP +3%	ATK​ +2%​ DEF​ +2%\nHP​ +3%​	偷天换月	偷天換月	Heavenly Swap	月を盗む	천지환월	ลักตะวันลวงเดือน
144002019	144002	19	夏夜风情			102@0.02;202@0.02;302@0.03			4105011;4105012;4105013;4105023;3000003	15;15;25;15;50000	260	1	攻击力+2%,防御力+2%\n生命值+3%	攻擊力+2%,防禦力+2%\n生命值+3%	ATK +2%, DEF +2%\nHP +3%	攻撃力＋2%,防御力＋2%\n最大HP＋3%	공격력 +2%, 방어력 +2%\nHP +3%	ATK​ +2%​ DEF​ +2%\nHP​ +3%​	偷天换月	偷天換月	Heavenly Swap	月を盗む	천지환월	ลักตะวันลวงเดือน
144002020	144002	20	夏夜风情			703@0.1		1	4105011;4105012;4105013;4105031;3000003	60;60;100;1;50000	1140	1	暴击伤害+10%	爆擊傷害+10%	CRIT DMG +10%	会心ダメージ＋10%	크리티컬 대미지 +10%	ดาเมจคริติคอล+10%	偷天换月	偷天換月	Heavenly Swap	月を盗む	천지환월	ลักตะวันลวงเดือน
166008001	166008	1	超维解构				316600812		4105011;4105012;4105013;4105023;3000003	10;10;10;5;50000	800	1	[裁决尾刃]造成伤害提升8%	[裁決尾刃]造成傷害提升8%	[Verdict Tailblade] deals 8% more damage.	[裁決の尾刃]与ダメージ＋8％	[저지 테일] 가하는 대미지 +8%	[คมดาบชี้ชะตา] ​สร้างดาเมจเพิ่มขึ้น ​8%​	秩序方程	秩序方程	Protocol Equation	秩序フォーミュラ​	오더 방정식	สมการเชิงอนุพันธ์
166008002	166008	2	超维解构			102@0.015;202@0.015;302@0.02			4105011;4105012;4105013;4105023;3000003	12;12;12;6;50000	170	1	攻击力+1.5%,防御力+1.5%\n生命值+2%	攻擊力+1.5%,防禦力+1.5%\n生命值+2%	ATK +1.5%, DEF +1.5%\nHP +2%	攻撃力＋1.5%,防御力＋1.5%\n最大HP＋2%	공격력 +1.5%, 방어력 +1.5%\nHP +2%	ATK​ +1.5%​ DEF​ +1.5%\nHP​ +2%​	秩序方程	秩序方程	Protocol Equation	秩序フォーミュラ​	오더 방정식	สมการเชิงอนุพันธ์
166008003	166008	3	超维解构			603@0.07			4105011;4105012;4105013;4105023;3000003	14;14;14;7;50000	760	1	暴击率+7%	爆擊率+7%	CRIT Rate +7%	会心率＋7%	크리티컬 확률 +7%	อัตราคริติคอล+7%	秩序方程	秩序方程	Protocol Equation	秩序フォーミュラ​	오더 방정식	สมการเชิงอนุพันธ์
166008004	166008	4	超维解构			102@0.015;202@0.015;302@0.02			4105011;4105012;4105013;4105023;3000003	16;16;16;8;50000	210	1	攻击力+1.5%,防御力+1.5%\n生命值+2%	攻擊力+1.5%,防禦力+1.5%\n生命值+2%	ATK +1.5%, DEF +1.5%\nHP +2%	攻撃力＋1.5%,防御力＋1.5%\n最大HP＋2%	공격력 +1.5%, 방어력 +1.5%\nHP +2%	ATK​ +1.5%​ DEF​ +1.5%\nHP​ +2%​	秩序方程	秩序方程	Protocol Equation	秩序フォーミュラ​	오더 방정식	สมการเชิงอนุพันธ์
166008005	166008	5	超维解构				316600814		4105011;4105012;4105013;4105023;3000003	18;18;18;9;50000	880	1	[被动:光柱效应]自身攻击力提升5%	[被動:光柱效應]自身攻擊力提升5%	[Passive: Lightbeam Effect] Increases this Combatant's ATK by 5%.	[光柱効果]追加効果：自身の攻撃力＋5％	[패시브: 라이트 필라] 자신 공격력 +5%	[พาสซีฟ: เอฟเฟกต์ลำแสง] ATK ​ของ​ตนเอง​เพิ่มขึ้น ​5%​	秩序方程	秩序方程	Protocol Equation	秩序フォーミュラ​	오더 방정식	สมการเชิงอนุพันธ์
166008006	166008	6	超维解构			102@0.015;202@0.015;302@0.02			4105011;4105012;4105013;4105023;3000003	20;20;20;10;50000	260	1	攻击力+1.5%,防御力+1.5%\n生命值+2%	攻擊力+1.5%,防禦力+1.5%\n生命值+2%	ATK +1.5%, DEF +1.5%\nHP +2%	攻撃力＋1.5%,防御力＋1.5%\n最大HP＋2%	공격력 +1.5%, 방어력 +1.5%\nHP +2%	ATK​ +1.5%​ DEF​ +1.5%\nHP​ +2%​	秩序方程	秩序方程	Protocol Equation	秩序フォーミュラ​	오더 방정식	สมการเชิงอนุพันธ์
166008007	166008	7	超维解构			1203@0.05			4105011;4105012;4105013;4105023;3000003	21;21;21;11;50000	850	1	穿透率+5%	穿透率+5%	Armor PEN +5%	貫通率＋5%	관통률 +5%	อัตราเจาะเกราะ +5%	秩序方程	秩序方程	Protocol Equation	秩序フォーミュラ​	오더 방정식	สมการเชิงอนุพันธ์
166008008	166008	8	超维解构			102@0.015;202@0.015;302@0.02			4105011;4105012;4105013;4105023;3000003	22;22;22;13;50000	300	1	攻击力+1.5%,防御力+1.5%\n生命值+2%	攻擊力+1.5%,防禦力+1.5%\n生命值+2%	ATK +1.5%, DEF +1.5%\nHP +2%	攻撃力＋1.5%,防御力＋1.5%\n最大HP＋2%	공격력 +1.5%, 방어력 +1.5%\nHP +2%	ATK​ +1.5%​ DEF​ +1.5%\nHP​ +2%​	秩序方程	秩序方程	Protocol Equation	秩序フォーミュラ​	오더 방정식	สมการเชิงอนุพันธ์
166008009	166008	9	超维解构			102@0.015;202@0.015;302@0.02			4105011;4105012;4105013;4105023;3000003	23;23;23;15;50000	320	1	攻击力+1.5%,防御力+1.5%\n生命值+2%	攻擊力+1.5%,防禦力+1.5%\n生命值+2%	ATK +1.5%, DEF +1.5%\nHP +2%	攻撃力＋1.5%,防御力＋1.5%\n最大HP＋2%	공격력 +1.5%, 방어력 +1.5%\nHP +2%	ATK​ +1.5%​ DEF​ +1.5%\nHP​ +2%​	秩序方程	秩序方程	Protocol Equation	秩序フォーミュラ​	오더 방정식	สมการเชิงอนุพันธ์
166008010	166008	10	超维解构				316600812		4105011;4105012;4105013;4105023;3000003	24;24;24;15;50000	990	1	[裁决尾刃]造成伤害提升8%	[裁決尾刃]造成傷害提升8%	[Verdict Tailblade] deals 8% more damage.	[裁決の尾刃]与ダメージ＋8％	[저지 테일] 가하는 대미지 +8%	[คมดาบชี้ชะตา] ​สร้างดาเมจเพิ่มขึ้น ​8%​	秩序方程	秩序方程	Protocol Equation	秩序フォーミュラ​	오더 방정식	สมการเชิงอนุพันธ์
166008011	166008	11	超维解构			102@0.02;202@0.02;302@0.03			4105011;4105012;4105013;4105023;3000003	25;25;25;15;50000	90	1	攻击力+2%,防御力+2%\n生命值+3%	攻擊力+2%,防禦力+2%\n生命值+3%	ATK +2%, DEF +2%\nHP +3%	攻撃力＋2%,防御力＋2%\n最大HP＋3%	공격력 +2%, 방어력 +2%\nHP +3%	ATK​ +2%​ DEF​ +2%\nHP​ +3%​	秩序方程	秩序方程	Protocol Equation	秩序フォーミュラ​	오더 방정식	สมการเชิงอนุพันธ์
166008012	166008	12	超维解构			603@0.07			4105011;4105012;4105013;4105023;3000003	25;25;25;15;50000	950	1	暴击率+7%	爆擊率+7%	CRIT Rate +7%	会心率＋7%	크리티컬 확률 +7%	อัตราคริติคอล+7%	秩序方程	秩序方程	Protocol Equation	秩序フォーミュラ​	오더 방정식	สมการเชิงอนุพันธ์
166008013	166008	13	超维解构			102@0.02;202@0.02;302@0.03			4105011;4105012;4105013;4105023;3000003	25;25;25;15;50000	130	1	攻击力+2%,防御力+2%\n生命值+3%	攻擊力+2%,防禦力+2%\n生命值+3%	ATK +2%, DEF +2%\nHP +3%	攻撃力＋2%,防御力＋2%\n最大HP＋3%	공격력 +2%, 방어력 +2%\nHP +3%	ATK​ +2%​ DEF​ +2%\nHP​ +3%​	秩序方程	秩序方程	Protocol Equation	秩序フォーミュラ​	오더 방정식	สมการเชิงอนุพันธ์
166008014	166008	14	超维解构			102@0.02;202@0.02;302@0.03			4105011;4105012;4105013;4105023;3000003	25;25;25;15;50000	150	1	攻击力+2%,防御力+2%\n生命值+3%	攻擊力+2%,防禦力+2%\n生命值+3%	ATK +2%, DEF +2%\nHP +3%	攻撃力＋2%,防御力＋2%\n最大HP＋3%	공격력 +2%, 방어력 +2%\nHP +3%	ATK​ +2%​ DEF​ +2%\nHP​ +3%​	秩序方程	秩序方程	Protocol Equation	秩序フォーミュラ​	오더 방정식	สมการเชิงอนุพันธ์
166008015	166008	15	超维解构				316600814		4105011;4105012;4105013;4105023;3000003	25;25;25;15;50000	1090	1	[被动:光柱效应]自身攻击力提升5%	[被動:光柱效應]自身攻擊力提升5%	[Passive: Lightbeam Effect] Increases this Combatant's ATK by 5%.	[光柱効果]追加効果：自身の攻撃力＋5％	[패시브: 라이트 필라] 자신 공격력 +5%	[พาสซีฟ: เอฟเฟกต์ลำแสง] ATK ​ของ​ตนเอง​เพิ่มขึ้น ​5%​	秩序方程	秩序方程	Protocol Equation	秩序フォーミュラ​	오더 방정식	สมการเชิงอนุพันธ์
166008016	166008	16	超维解构			102@0.02;202@0.02;302@0.03			4105011;4105012;4105013;4105023;3000003	25;25;25;15;50000	200	1	攻击力+2%,防御力+2%\n生命值+3%	攻擊力+2%,防禦力+2%\n生命值+3%	ATK +2%, DEF +2%\nHP +3%	攻撃力＋2%,防御力＋2%\n最大HP＋3%	공격력 +2%, 방어력 +2%\nHP +3%	ATK​ +2%​ DEF​ +2%\nHP​ +3%​	秩序方程	秩序方程	Protocol Equation	秩序フォーミュラ​	오더 방정식	สมการเชิงอนุพันธ์
166008017	166008	17	超维解构			1203@0.05			4105011;4105012;4105013;4105023;3000003	25;25;25;15;50000	1060	1	穿透率+5%	穿透率+5%	Armor PEN +5%	貫通率＋5%	관통률 +5%	อัตราเจาะเกราะ +5%	秩序方程	秩序方程	Protocol Equation	秩序フォーミュラ​	오더 방정식	สมการเชิงอนุพันธ์
166008018	166008	18	超维解构			102@0.02;202@0.02;302@0.03			4105011;4105012;4105013;4105023;3000003	25;25;25;15;50000	240	1	攻击力+2%,防御力+2%\n生命值+3%	攻擊力+2%,防禦力+2%\n生命值+3%	ATK +2%, DEF +2%\nHP +3%	攻撃力＋2%,防御力＋2%\n最大HP＋3%	공격력 +2%, 방어력 +2%\nHP +3%	ATK​ +2%​ DEF​ +2%\nHP​ +3%​	秩序方程	秩序方程	Protocol Equation	秩序フォーミュラ​	오더 방정식	สมการเชิงอนุพันธ์
166008019	166008	19	超维解构			102@0.02;202@0.02;302@0.03			4105011;4105012;4105013;4105023;3000003	25;25;25;15;50000	260	1	攻击力+2%,防御力+2%\n生命值+3%	攻擊力+2%,防禦力+2%\n生命值+3%	ATK +2%, DEF +2%\nHP +3%	攻撃力＋2%,防御力＋2%\n最大HP＋3%	공격력 +2%, 방어력 +2%\nHP +3%	ATK​ +2%​ DEF​ +2%\nHP​ +3%​	秩序方程	秩序方程	Protocol Equation	秩序フォーミュラ​	오더 방정식	สมการเชิงอนุพันธ์
166008020	166008	20	超维解构			703@0.1		1	4105011;4105012;4105013;4105031;3000003	100;100;100;1;50000	1140	1	暴击伤害+10%	爆擊傷害+10%	CRIT DMG +10%	会心ダメージ＋10%	크리티컬 대미지 +10%	ดาเมจคริติคอล+10%	秩序方程	秩序方程	Protocol Equation	秩序フォーミュラ​	오더 방정식	สมการเชิงอนุพันธ์
103010001	103010	1	电音风暴				310301001		4105011;4105012;4105013;4105023;3000003	5;10;5;5;50000	800	1	[音浪冲击]造成伤害提升8%	[音浪衝擊]造成傷害提升8%	[Sonic Impact] deals 8% more damage.	「サウンドアタック」与えるダメージ＋8%	[사운드 웨이브] 가하는 대미지 +8%	[​คลื่นเสียง​ถาโถม​]​ สร้าง​ดา​เม​จ​เพิ่มขึ้น​ 8%​	声浪	聲浪	Wavebreaker	サウンドウェーブ	음파	คลื่นเสียง
103010002	103010	2	电音风暴			102@0.015;202@0.015;302@0.02			4105011;4105012;4105013;4105023;3000003	6;12;6;6;50000	170	1	攻击力+1.5%,防御力+1.5%\n生命值+2%	攻擊力+1.5%,防禦力+1.5%\n生命值+2%	ATK +1.5%, DEF +1.5%\nHP +2%	攻撃力＋1.5%,防御力＋1.5%\n最大HP＋2%	공격력 +1.5%, 방어력 +1.5%\nHP +2%	ATK​ +1.5%​ DEF​ +1.5%\nHP​ +2%​	声浪	聲浪	Wavebreaker	サウンドウェーブ	음파	คลื่นเสียง
103010003	103010	3	电音风暴			603@0.07			4105011;4105012;4105013;4105023;3000003	7;14;7;7;50000	760	1	暴击率+7%	爆擊率+7%	CRIT Rate +7%	会心率＋7%	크리티컬 확률 +7%	อัตราคริติคอล+7%	声浪	聲浪	Wavebreaker	サウンドウェーブ	음파	คลื่นเสียง
103010004	103010	4	电音风暴			102@0.015;202@0.015;302@0.02			4105011;4105012;4105013;4105023;3000003	8;16;8;8;50000	210	1	攻击力+1.5%,防御力+1.5%\n生命值+2%	攻擊力+1.5%,防禦力+1.5%\n生命值+2%	ATK +1.5%, DEF +1.5%\nHP +2%	攻撃力＋1.5%,防御力＋1.5%\n最大HP＋2%	공격력 +1.5%, 방어력 +1.5%\nHP +2%	ATK​ +1.5%​ DEF​ +1.5%\nHP​ +2%​	声浪	聲浪	Wavebreaker	サウンドウェーブ	음파	คลื่นเสียง
103010005	103010	5	电音风暴				310301004		4105011;4105012;4105013;4105023;3000003	9;18;9;9;50000	880	1	[被动:狂热律动]自身暴击率提升5%	[被動:狂熱律動]自身爆擊率提升5%	[Passive: Frenzy Groove] Increases this Combatant's CRIT Rate by 5%.	「パッシブ：フィーバー」自身の会心率＋5%	[패시브: 열광적 율동] 자신의 크리티컬 확률 +5%	[​พาส​ซี​ฟ​:​ จังหวะ​ร้อนแรง​]​ อัต​ราค​ริ​ติ​คอ​ล​ของ​ตัวเอง​เพิ่มขึ้น​ 5%​	声浪	聲浪	Wavebreaker	サウンドウェーブ	음파	คลื่นเสียง
103010006	103010	6	电音风暴			102@0.015;202@0.015;302@0.02			4105011;4105012;4105013;4105023;3000003	10;20;10;10;50000	260	1	攻击力+1.5%,防御力+1.5%\n生命值+2%	攻擊力+1.5%,防禦力+1.5%\n生命值+2%	ATK +1.5%, DEF +1.5%\nHP +2%	攻撃力＋1.5%,防御力＋1.5%\n最大HP＋2%	공격력 +1.5%, 방어력 +1.5%\nHP +2%	ATK​ +1.5%​ DEF​ +1.5%\nHP​ +2%​	声浪	聲浪	Wavebreaker	サウンドウェーブ	음파	คลื่นเสียง
103010007	103010	7	电音风暴			1203@0.05			4105011;4105012;4105013;4105023;3000003	11;21;11;11;50000	850	1	穿透率+5%	穿透率+5%	Armor PEN +5%	貫通率＋5%	관통률 +5%	อัตราเจาะเกราะ +5%	声浪	聲浪	Wavebreaker	サウンドウェーブ	음파	คลื่นเสียง
103010008	103010	8	电音风暴			102@0.015;202@0.015;302@0.02			4105011;4105012;4105013;4105023;3000003	12;22;12;13;50000	300	1	攻击力+1.5%,防御力+1.5%\n生命值+2%	攻擊力+1.5%,防禦力+1.5%\n生命值+2%	ATK +1.5%, DEF +1.5%\nHP +2%	攻撃力＋1.5%,防御力＋1.5%\n最大HP＋2%	공격력 +1.5%, 방어력 +1.5%\nHP +2%	ATK​ +1.5%​ DEF​ +1.5%\nHP​ +2%​	声浪	聲浪	Wavebreaker	サウンドウェーブ	음파	คลื่นเสียง
103010009	103010	9	电音风暴			102@0.015;202@0.015;302@0.02			4105011;4105012;4105013;4105023;3000003	13;23;13;15;50000	320	1	攻击力+1.5%,防御力+1.5%\n生命值+2%	攻擊力+1.5%,防禦力+1.5%\n生命值+2%	ATK +1.5%, DEF +1.5%\nHP +2%	攻撃力＋1.5%,防御力＋1.5%\n最大HP＋2%	공격력 +1.5%, 방어력 +1.5%\nHP +2%	ATK​ +1.5%​ DEF​ +1.5%\nHP​ +2%​	声浪	聲浪	Wavebreaker	サウンドウェーブ	음파	คลื่นเสียง
