mainId	roleId	star	upStarType	condition	type	initOpenAbility	SpLevel	SpDescId	PassiveLevel	capabilityValue	property	upstarIteam	upstarIteamNum	superUpStarExp	status	levelLimit	upProperty
10601115	106011	5	1		3	75106011	8	7310601105		180	101:129.4;201:53.5;301:317.5	7106011;3000003	200;250000		1		
10601116	106011	6	1						4	180	101:194;201:80.2;301:476.3	7106011;3000003	200;300000		1		
15300810	153008	0	1		2	61153008	9		1						1		
15300811	153008	1	1		3	71153008	10	7315300801		120	101:104;201:40.5;301:255.2	7153008;3000003	100;50000		1		
15300812	153008	2	1						2	120	101:104;201:40.5;301:255.2	7153008;3000003	100;100000		1		
15300813	153008	3	1				11	7315300803		180	101:155.9;201:60.8;301:382.7	7153008;3000003	100;150000		1		
15300814	153008	4	1		3	74153008			3	180	101:155.9;201:60.8;301:382.7	7153008;3000003	200;200000		1		
15300815	153008	5	1				12	7315300805		250	101:207.9;201:81;301:510.3	7153008;3000003	200;250000		1		
15300816	153008	6	1		3	76153008			4	250	101:311.9;201:121.5;301:765.5	7153008;3000003	200;300000		1		
15100810	151008	0	1		2	61151008	9		1						1		
15100811	151008	1	1		3	71151008	10	7315100801		120	101:100;201:39.7;301:245.4	7151008;3000003	100;50000		1		
15100812	151008	2	1						2	120	101:100;201:39.7;301:245.4	7151008;3000003	100;100000		1		
15100813	151008	3	1				11	7315100803		180	101:150;201:59.5;301:368.1	7151008;3000003	100;150000		1		
15100814	151008	4	1		3	74151008			3	180	101:150;201:59.5;301:368.1	7151008;3000003	200;200000		1		
15100815	151008	5	1				12	7315100805		250	101:200;201:79.4;301:490.9	7151008;3000003	200;250000		1		
15100816	151008	6	1		3	76151008			4	250	101:300;201:119.1;301:736.3	7151008;3000003	200;300000		1		
15000810	150008	0	1		2	61150008	9		1						1		
15000811	150008	1	1		3	71150008	10	7315000801		120	101:81.8;201:48.5;301:300	7150008;3000003	100;50000		1		
15000812	150008	2	1						2	120	101:81.8;201:48.5;301:300	7150008;3000003	100;100000		1		
15000813	150008	3	1		3	73150008	11	7315000803		180	101:122.7;201:72.8;301:450	7150008;3000003	100;150000		1		
15000814	150008	4	1						3	180	101:122.7;201:72.8;301:450	7150008;3000003	200;200000		1		
15000815	150008	5	1		3	75150008	12	7315000805		250	101:163.6;201:97;301:599.9	7150008;3000003	200;250000		1		
15000816	150008	6	1						4	250	101:245.4;201:145.5;301:899.9	7150008;3000003	200;300000		1		
14800810	148008	0	1		2	61148008	9		1						1		
14800811	148008	1	1		3	71148008	10	7314800801		120	101:100;201:39.7;301:245.4	7148008;3000003	100;50000		1		
14800812	148008	2	1						2	120	101:100;201:39.7;301:245.4	7148008;3000003	100;100000		1		
14800813	148008	3	1				11	7314800803		180	101:150;201:59.5;301:368.1	7148008;3000003	100;150000		1		
14800814	148008	4	1		3	74148008			3	180	101:150;201:59.5;301:368.1	7148008;3000003	200;200000		1		
14800815	148008	5	1				12	7314800805		250	101:200;201:79.4;301:490.9	7148008;3000003	200;250000		1		
14800816	148008	6	1		3	76148008			4	250	101:300;201:119.1;301:736.3	7148008;3000003	200;300000		1		
15400810	154008	0	1		2	61154008	9		1						1		
15400811	154008	1	1		3	71154008	10	7315400801		120	101:99;201:40.5;301:243	7154008;3000003	100;50000		1		
15400812	154008	2	1						2	120	101:99;201:40.5;301:243	7154008;3000003	100;100000		1		
15400813	154008	3	1				11	7315400803		180	101:148.5;201:60.8;301:364.5	7154008;3000003	100;150000		1		
15400814	154008	4	1		3	74154008			3	180	101:148.5;201:60.8;301:364.5	7154008;3000003	200;200000		1		
15400815	154008	5	1				12	7315400805		250	101:198;201:81;301:486	7154008;3000003	200;250000		1		
15400816	154008	6	1		3	76154008			4	250	101:297;201:121.5;301:729	7154008;3000003	200;300000		1		
80300110	803001	0	1		2	61803001	9		1						1		
80300111	803001	1	1		3	71803001	10	7380300101		120	101:99;201:40.5;301:243	7803001;3000003	100;50000		1		
80300112	803001	2	1						2	120	101:99;201:40.5;301:243	7803001;3000003	100;100000		1		
80300113	803001	3	1				11	7380300103		180	101:148.5;201:60.8;301:364.5	7803001;3000003	100;150000		1		
80300114	803001	4	1		3	74803001			3	180	101:148.5;201:60.8;301:364.5	7803001;3000003	200;200000		1		
80300115	803001	5	1				12	7380300105		250	101:198;201:81;301:486	7803001;3000003	200;250000		1		
80300116	803001	6	1		3	76803001			4	250	101:297;201:121.5;301:729	7803001;3000003	200;300000		1		
14600810	146008	0	1		2	61146008	9		1						1		
14600811	146008	1	1		3	71146008	10	7314600801		120	101:99;201:40.5;301:243	7146008;3000003	100;50000		1		
14600812	146008	2	1						2	120	101:99;201:40.5;301:243	7146008;3000003	100;100000		1		
14600813	146008	3	1				11	7314600803		180	101:148.5;201:60.8;301:364.5	7146008;3000003	100;150000		1		
14600814	146008	4	1		3	74146008			3	180	101:148.5;201:60.8;301:364.5	7146008;3000003	200;200000		1		
14600815	146008	5	1				12	7314600805		250	101:198;201:81;301:486	7146008;3000003	200;250000		1		
14600816	146008	6	1		3	76146008			4	250	101:297;201:121.5;301:729	7146008;3000003	200;300000		1		
15900810	159008	0	1		2	61159008	9		1						1		
15900811	159008	1	1		3	71159008	10	7315900801		120	101:103;201:39.3;301:240.6	7159008;3000003	100;50000		1		
15900812	159008	2	1						2	120	101:103;201:39.3;301:240.6	7159008;3000003	100;100000		1		
15900813	159008	3	1				11	7315900803		180	101:154.4;201:58.9;301:360.9	7159008;3000003	100;150000		1		
15900814	159008	4	1		3	74159008			3	180	101:154.4;201:58.9;301:360.9	7159008;3000003	200;200000		1		
15900815	159008	5	1				12	7315900805		250	101:205.9;201:78.6;301:481.1	7159008;3000003	200;250000		1		
15900816	159008	6	1		3	76159008			4	250	101:308.9;201:117.9;301:721.7	7159008;3000003	200;300000		1		
14700810	147008	0	1		2	61147008	9		1						1		
14700811	147008	1	1		3	71147008	10	7314700801		120	101:91.8;201:44.6;301:267.3	7147008;3000003	100;50000		1		
14700812	147008	2	1						2	120	101:91.8;201:44.6;301:267.3	7147008;3000003	100;100000		1		
14700813	147008	3	1				11	7314700803		180	101:137.7;201:66.8;301:401	7147008;3000003	100;150000		1		
14700814	147008	4	1		3	74147008			3	180	101:137.7;201:66.8;301:401	7147008;3000003	200;200000		1		
14700815	147008	5	1				12	7314700805		250	101:183.6;201:89.1;301:534.6	7147008;3000003	200;250000		1		
14700816	147008	6	1		3	76147008			4	250	101:275.4;201:133.7;301:801.9	7147008;3000003	200;300000		1		
10301210	103012	0	1		2	61103012	9		1	0					1		
10301211	103012	1	1		3	71103012	10	7310301201		120	101:108.9;201:40.5;301:267.3	7103012;3000003	100;50000		1	40000	
10301212	103012	2	1						2	120	101:108.9;201:40.5;301:267.3	7103012;3000003	100;100000		1	80000	
10301213	103012	3	1				11	7310301203		180	101:163.4;201:60.8;301:401	7103012;3000003	100;150000		1	160000	
10301214	103012	4	1		3	74103012			3	180	101:163.4;201:60.8;301:401	7103012;3000003	200;200000		1	320000	
10301215	103012	5	1				12	7310301205		250	101:217.8;201:81;301:534.6	7103012;3000003	200;250000		1	640000	
10301216	103012	6	1		3	76103012			4	250	101:326.7;201:121.5;301:801.9	7103012;3000003	200;300000		1	1280000	
13800110	138001	0	1		2	61138001	9		1	0		7138001;3000003			1		
13800111	138001	1	1		3	71138001	10	7313800101		120	101:80.2;201:49;301:302.9	7138001;3000003	100;50000		1		
13800112	138001	2	1						2	120	101:80.2;201:49;301:302.9	7138001;3000003	100;100000		1		
13800113	138001	3	1		3	73138001	11	7313800103		180	101:120.3;201:73.5;301:454.4	7138001;3000003	100;150000		1		
13800114	138001	4	1						3	180	101:120.3;201:73.5;301:454.4	7138001;3000003	200;200000		1		
13800115	138001	5	1		3	75138001	12	7313800105		250	101:160.4;201:98;301:605.9	7138001;3000003	200;250000		1		
13800116	138001	6	1						4	250	101:240.6;201:147;301:908.8	7138001;3000003	200;300000		1		
12600810	126008	0	1		2	61126008	9		1	0					1		
12600811	126008	1	1		3	71126008		7312600801	2	120	101:99;201:41.3;301:238.1	7126008;3000003	100;50000		1		
12600812	126008	2	1				10			120	101:99;201:41.3;301:238.1	7126008;3000003	100;100000		1		
12600813	126008	3	1					7312600803	3	180	101:148.5;201:62;301:357.2	7126008;3000003	100;150000		1		
12600814	126008	4	1		3	74126008	11			180	101:148.5;201:62;301:357.2	7126008;3000003	200;200000		1		
12600815	126008	5	1					7312600805	4	250	101:198;201:82.6;301:476.3	7126008;3000003	200;250000		1		
12600816	126008	6	1		3	76126008	12			250	101:297;201:123.9;301:714.4	7126008;3000003	200;300000		1		
12800810	128008	0	1		2	61128008	9		1	0					1		
12800811	128008	1	1		3	71128008		7312800801	2	120	101:77.8;201:50.5;301:302.9	7128008;3000003	100;50000		1		
12800812	128008	2	1				10			120	101:77.8;201:50.5;301:302.9	7128008;3000003	100;100000		1		
12800813	128008	3	1		3	73128008		7312800803	3	180	101:116.6;201:75.7;301:454.4	7128008;3000003	100;150000		1		
12800814	128008	4	1				11			180	101:116.6;201:75.7;301:454.4	7128008;3000003	200;200000		1		
12800815	128008	5	1		3	75128008		7312800805	4	250	101:155.5;201:101;301:605.9	7128008;3000003	200;250000		1		
12800816	128008	6	1				12			250	101:233.3;201:151.5;301:908.8	7128008;3000003	200;300000		1		
13100110	131001	0	1		2	61131001	9		1	0					1		
13100111	131001	1	1		3	71131001		7313100101	2	120	101:100;201:40.1;301:243	7131001;3000003	100;50000		1		
13100112	131001	2	1				10			120	101:100;201:40.1;301:243	7131001;3000003	100;100000		1		
13100113	131001	3	1					7313100103	3	180	101:150;201:60.1;301:364.5	7131001;3000003	100;150000		1		
13100114	131001	4	1		3	74131001	11			180	101:150;201:60.1;301:364.5	7131001;3000003	200;200000		1		
13100115	131001	5	1					7313100105	4	250	101:200;201:80.2;301:486	7131001;3000003	200;250000		1		
13100116	131001	6	1		3	76131001	12			250	101:300;201:120.3;301:729	7131001;3000003	200;300000		1		
16000810	160008	0	1		2	61160008	9		1						1		
16000811	160008	1	1		3	71160008		7316000801	2	120	101:106.9;201:38.9;301:233.3	7160008;3000003	100;50000		1		
16000812	160008	2	1				10			120	101:106.9;201:38.9;301:233.3	7160008;3000003	100;100000		1		
16000813	160008	3	1					7316000803	3	180	101:160.4;201:58.3;301:349.9	7160008;3000003	100;150000		1		
16000814	160008	4	1		3	74160008	11			180	101:160.4;201:58.3;301:349.9	7160008;3000003	200;200000		1		
16000815	160008	5	1					7316000805	4	250	101:213.8;201:77.8;301:466.6	7160008;3000003	200;250000		1		
16000816	160008	6	1		3	76160008	12			250	101:320.8;201:116.6;301:699.8	7160008;3000003	200;300000		1		
16100810	161008	0	1		2	61161008	9		1						1		
16100811	161008	1	1		3	71161008		7316100801	2	120	101:108.9;201:42.5;301:255.2	7161008;3000003	100;50000		1		
16100812	161008	2	1				10			120	101:108.9;201:42.5;301:255.2	7161008;3000003	100;100000		1		
16100813	161008	3	1					7316100803	3	180	101:163.4;201:63.8;301:382.7	7161008;3000003	100;150000		1		
16100814	161008	4	1		3	74161008	11			180	101:163.4;201:63.8;301:382.7	7161008;3000003	200;200000		1		
16100815	161008	5	1					7316100805	4	250	101:217.8;201:85.1;301:510.3	7161008;3000003	200;250000		1		
16100816	161008	6	1		3	76161008	12			250	101:326.7;201:127.6;301:765.5	7161008;3000003	200;300000		1		
10200510	102005	0	1		2	61102005	9		1						1		
10200511	102005	1	1		3	71102005	10	7310200501		120	101:83;201:47;301:304.4	7102005;3000003	100;50000		1		
10200512	102005	2	1						2	120	101:83;201:47;301:304.4	7102005;3000003	100;100000		1		
10200513	102005	3	1		3	73102005	11	7310200503		180	101:124.5;201:70.5;301:456.6	7102005;3000003	100;150000		1		
10200514	102005	4	1						3	180	101:124.5;201:70.5;301:456.6	7102005;3000003	200;200000		1		
10200515	102005	5	1		3	75102005	12	7310200505		250	101:166.1;201:94.1;301:608.9	7102005;3000003	200;250000		1		
10200516	102005	6	1						4	250	101:249.1;201:141.1;301:913.3	7102005;3000003	200;300000		1		
15600810	156008	0	1		2	61156008	9		1						1		
15600811	156008	1	1		3	71156008		7315600801	2	120	101:104;201:39.5;301:236.9	7156008;3000003	100;50000		1		
15600812	156008	2	1				10			120	101:104;201:39.5;301:236.9	7156008;3000003	100;100000		1		
15600813	156008	3	1					7315600803	3	180	101:155.9;201:59.2;301:355.4	7156008;3000003	100;150000		1		
15600814	156008	4	1		3	74156008	11			180	101:155.9;201:59.2;301:355.4	7156008;3000003	200;200000		1		
15600815	156008	5	1					7315600805	4	250	101:207.9;201:79;301:473.9	7156008;3000003	200;250000		1		
15600816	156008	6	1		3	76156008	12			250	101:311.9;201:118.5;301:710.8	7156008;3000003	200;300000		1		
15700810	157008	0	1		2	61157008	9		1						1		
15700811	157008	1	1		3	71157008		7315700801	2	120	101:108.9;201:42.5;301:255.2	7157008;3000003	100;50000		1		
15700812	157008	2	1				10			120	101:108.9;201:42.5;301:255.2	7157008;3000003	100;100000		1		
15700813	157008	3	1					7315700803	3	180	101:163.4;201:63.8;301:382.7	7157008;3000003	100;150000		1		
15700814	157008	4	1		3	74157008	11			180	101:163.4;201:63.8;301:382.7	7157008;3000003	200;200000		1		
15700815	157008	5	1					7315700805	4	250	101:217.8;201:85.1;301:510.3	7157008;3000003	200;250000		1		
15700816	157008	6	1		3	76157008	12			250	101:326.7;201:127.6;301:765.5	7157008;3000003	200;300000		1		
15800810	158008	0	1		2	61158008	9		1						1		
15800811	158008	1	1		3	71158008		7315800801	2	120	101:81;201:45;301:297	7158008;3000003	100;50000		1		
15800812	158008	2	1				10			120	101:81;201:45;301:297	7158008;3000003	100;100000		1		
15800813	158008	3	1					7315800803	3	180	101:121.5;201:67.5;301:445.5	7158008;3000003	100;150000		1		
15800814	158008	4	1		3	74158008	11			180	101:121.5;201:67.5;301:445.5	7158008;3000003	200;200000		1		
15800815	158008	5	1					7315800805	4	250	101:162;201:90;301:594	7158008;3000003	200;250000		1		
15800816	158008	6	1		3	76158008	12			250	101:243;201:135;301:891	7158008;3000003	200;300000		1		
16300810	163008	0	1		2	61163008	9		1	0					1		
16300811	163008	1	1		3	71163008	10	7316300801		120	101:104;201:38.5;301:243	7163008;3000003	100;50000		1		
16300812	163008	2	1						2	120	101:104;201:38.5;301:243	7163008;3000003	100;100000		1		
16300813	163008	3	1				11	7316300803		180	101:155.9;201:57.7;301:364.5	7163008;3000003	100;150000		1		
16300814	163008	4	1		3	74163008			3	180	101:155.9;201:57.7;301:364.5	7163008;3000003	200;200000		1		
16300815	163008	5	1				12	7316300805		250	101:207.9;201:77;301:486	7163008;3000003	200;250000		1		
16300816	163008	6	1		3	76163008			4	250	101:311.9;201:115.4;301:729	7163008;3000003	200;300000		1		
16200810	162008	0	1		2	61162008	9		1	0					1		
16200811	162008	1	1		3	71162008	10	7316200801		120	101:113.9;201:41.5;301:249.1	7162008;3000003	100;50000		1		
16200812	162008	2	1						2	120	101:113.9;201:41.5;301:249.1	7162008;3000003	100;100000		1		
16200813	162008	3	1				11	7316200803		180	101:170.8;201:62.3;301:373.6	7162008;3000003	100;150000		1		
16200814	162008	4	1		3	74162008			3	180	101:170.8;201:62.3;301:373.6	7162008;3000003	200;200000		1		
16200815	162008	5	1				12	7316200805		250	101:227.7;201:83;301:498.2	7162008;3000003	200;250000		1		
16200816	162008	6	1		3	76162008			4	250	101:341.6;201:124.5;301:747.2	7162008;3000003	200;300000		1		
10100210	101002	0	1		2	61101002	9		1	0					1		
10100211	101002	1	1		3	71101002	10	7310100201		120	101:104;201:39.5;301:236.9	7101002;3000003	100;50000		1		
10100212	101002	2	1						2	120	101:104;201:39.5;301:236.9	7101002;3000003	100;100000		1		
10100213	101002	3	1		3	73101002	11	7310100203		180	101:155.9;201:59.2;301:355.4	7101002;3000003	100;150000		1		
10100214	101002	4	1						3	180	101:155.9;201:59.2;301:355.4	7101002;3000003	200;200000		1		
10100215	101002	5	1		3	75101002	12	7310100205		250	101:207.9;201:79;301:473.9	7101002;3000003	200;250000		1		
10100216	101002	6	1						4	250	101:311.9;201:118.5;301:710.8	7101002;3000003	200;300000		1		
13200810	132008	0	1		2	61132008	9		1	0					1		
13200811	132008	1	1		3	71132008	10	7313200801		120	101:104;201:40.5;301:230.9	7132008;3000003	100;50000		1		
13200812	132008	2	1						2	120	101:104;201:40.5;301:230.9	7132008;3000003	100;100000		1		
13200813	132008	3	1				11	7313200803		180	101:155.9;201:60.8;301:346.3	7132008;3000003	100;150000		1		
13200814	132008	4	1		3	74132008			3	180	101:155.9;201:60.8;301:346.3	7132008;3000003	200;200000		1		
13200815	132008	5	1				12	7313200805		250	101:207.9;201:81;301:461.7	7132008;3000003	200;250000		1		
13200816	132008	6	1		3	76132008			4	250	101:311.9;201:121.5;301:692.6	7132008;3000003	200;300000		1		
16400810	164008	0	1		2	61164008	9		1						1		
16400811	164008	1	1		3	71164008	10	7316400801		120	101:116.3;201:41;301:246	7164008;3000003	100;50000		1		
16400812	164008	2	1						2	120	101:116.3;201:41;301:246	7164008;3000003	100;100000		1		
16400813	164008	3	1				11	7316400803		180	101:174.5;201:61.5;301:369.1	7164008;3000003	100;150000		1		
16400814	164008	4	1		3	74164008			3	180	101:174.5;201:61.5;301:369.1	7164008;3000003	200;200000		1		
16400815	164008	5	1				12	7316400805		250	101:232.7;201:82;301:492.1	7164008;3000003	200;250000		1		
16400816	164008	6	1		3	76164008			4	250	101:349;201:123;301:738.1	7164008;3000003	200;300000		1		
15500810	155008	0	1		2	61155008	9		1						1		
15500811	155008	1	1		3	71155008	10	7315500801		120	101:81;201:47.3;301:283.5	7155008;3000003	100;50000		1		
15500812	155008	2	1						2	120	101:81;201:47.3;301:283.5	7155008;3000003	100;100000		1		
15500813	155008	3	1				11	7315500803		180	101:121.5;201:70.9;301:425.3	7155008;3000003	100;150000		1		
15500814	155008	4	1		3	74155008			3	180	101:121.5;201:70.9;301:425.3	7155008;3000003	200;200000		1		
15500815	155008	5	1				12	7315500805		250	101:162;201:94.5;301:567	7155008;3000003	200;250000		1		
15500816	155008	6	1		3	76155008			4	250	101:243;201:141.8;301:850.5	7155008;3000003	200;300000		1		
14500810	145008	0	1		2	61145008	9		1						1		
14500811	145008	1	1		3	71145008	10	7314500801		120	101:104;201:40.5;301:230.9	7145008;3000003	100;50000		1		
14500812	145008	2	1						2	120	101:104;201:40.5;301:230.9	7145008;3000003	100;100000		1		
14500813	145008	3	1				11	7314500803		180	101:155.9;201:60.8;301:346.3	7145008;3000003	100;150000		1		
14500814	145008	4	1		3	74145008			3	180	101:155.9;201:60.8;301:346.3	7145008;3000003	200;200000		1		
14500815	145008	5	1				12	7314500805		250	101:207.9;201:81;301:461.7	7145008;3000003	200;250000		1		
14500816	145008	6	1		3	76145008			4	250	101:311.9;201:121.5;301:692.6	7145008;3000003	200;300000		1		
10300510	103005	0	1		2	61103005	9		1						1		
10300511	103005	1	1		3	71103005	10	7310300501		120	101:101.5;201:38.5;301:249.1	7103005;3000003	100;50000		1		
10300512	103005	2	1						2	120	101:101.5;201:38.5;301:249.1	7103005;3000003	100;100000		1		
10300513	103005	3	1		3	73103005	11	7310300503		180	101:152.2;201:57.7;301:373.6	7103005;3000003	100;150000		1		
10300514	103005	4	1						3	180	101:152.2;201:57.7;301:373.6	7103005;3000003	200;200000		1		
10300515	103005	5	1		3	75103005	12	7310300505		250	101:203;201:77;301:498.2	7103005;3000003	200;250000		1		
10300516	103005	6	1						4	250	101:304.4;201:115.4;301:747.2	7103005;3000003	200;300000		1		
16500810	165008	0	1		2	61165008	9		1						1		
16500811	165008	1	1		3	71165008	10	7316500801		120	101:116.3;201:41;301:246	7165008;3000003	100;50000		1		
16500812	165008	2	1						2	120	101:116.3;201:41;301:246	7165008;3000003	100;100000		1		
16500813	165008	3	1				11	7316500803		180	101:174.5;201:61.5;301:369.1	7165008;3000003	100;150000		1		
16500814	165008	4	1		3	74165008			3	180	101:174.5;201:61.5;301:369.1	7165008;3000003	200;200000		1		
16500815	165008	5	1				12	7316500805		250	101:232.7;201:82;301:492.1	7165008;3000003	200;250000		1		
16500816	165008	6	1		3	76165008			4	250	101:349;201:123;301:738.1	7165008;3000003	200;300000		1		
14400210	144002	0	1		2	61144002	9		1						1		
14400211	144002	1	1		3	71144002	10	7314400201		120	101:81;201:47.3;301:283.5	7144002;3000003	100;50000		1		
14400212	144002	2	1						2	120	101:81;201:47.3;301:283.5	7144002;3000003	100;100000		1		
14400213	144002	3	1				11	7314400203		180	101:121.5;201:70.9;301:425.3	7144002;3000003	100;150000		1		
14400214	144002	4	1		3	74144002			3	180	101:121.5;201:70.9;301:425.3	7144002;3000003	200;200000		1		
14400215	144002	5	1				12	7314400205		250	101:162;201:94.5;301:567	7144002;3000003	200;250000		1		
14400216	144002	6	1		3	76144002			4	250	101:243;201:141.8;301:850.5	7144002;3000003	200;300000		1		
13500210	135002	0	1		2	61135002	9		1						1		
13500211	135002	1	1		3	71135002	10	7313500201		120	101:104;201:40.5;301:230.9	7135002;3000003	100;50000		1		
13500212	135002	2	1						2	120	101:104;201:40.5;301:230.9	7135002;3000003	100;100000		1		
13500213	135002	3	1				11	7313500203		180	101:155.9;201:60.8;301:346.3	7135002;3000003	100;150000		1		
13500214	135002	4	1		3	74135002			3	180	101:155.9;201:60.8;301:346.3	7135002;3000003	200;200000		1		
13500215	135002	5	1				12	7313500205		250	101:207.9;201:81;301:461.7	7135002;3000003	200;250000		1		
13500216	135002	6	1		3	76135002			4	250	101:311.9;201:121.5;301:692.6	7135002;3000003	200;300000		1		
16600810	166008	0	1		2	61166008	9		1						1		
16600811	166008	1	1		3	71166008	10	7316600801		120	101:118.8;201:40.5;301:243	7166008;3000003	100;50000		1		
16600812	166008	2	1						2	120	101:118.8;201:40.5;301:243	7166008;3000003	100;100000		1		
16600813	166008	3	1				11	7316600803		180	101:178.2;201:60.8;301:364.5	7166008;3000003	100;150000		1		
16600814	166008	4	1		3	74166008			3	180	101:178.2;201:60.8;301:364.5	7166008;3000003	200;200000		1		
16600815	166008	5	1				12	7316600805		250	101:237.6;201:81;301:486	7166008;3000003	200;250000		1		
16600816	166008	6	1		3	76166008			4	250	101:356.4;201:121.5;301:729	7166008;3000003	200;300000		1		
10301010	103010	0	1		2	61103010	9		1						1		
10301011	103010	1	1		3	71103010	10	7310301001		120	101:104;201:39.5;301:236.9	7103010;3000003	100;50000		1		
10301012	103010	2	1						2	120	101:104;201:39.5;301:236.9	7103010;3000003	100;100000		1		
10301013	103010	3	1				11	7310301003		180	101:155.9;201:59.2;301:355.4	7103010;3000003	100;150000		1		
10301014	103010	4	1		3	74103010			3	180	101:155.9;201:59.2;301:355.4	7103010;3000003	200;200000		1		
10301015	103010	5	1				12	7310301005		250	101:207.9;201:79;301:473.9	7103010;3000003	200;250000		1		
10301016	103010	6	1		3	76103010			4	250	101:311.9;201:118.5;301:710.8	7103010;3000003	200;300000		1		
16700810	167008	0	1		2	61167008	9		1						1		
16700811	167008	1	1		3	71167008	10	7316700801		120	101:108.9;201:40.5;301:267.3	7167008;3000003	100;50000		1		
16700812	167008	2	1						2	120	101:108.9;201:40.5;301:267.3	7167008;3000003	100;100000		1		
16700813	167008	3	1				11	7316700803		180	101:163.4;201:60.8;301:401	7167008;3000003	100;150000		1		
16700814	167008	4	1		3	74167008			3	180	101:163.4;201:60.8;301:401	7167008;3000003	200;200000		1		
16700815	167008	5	1				12	7316700805		250	101:217.8;201:81;301:534.6	7167008;3000003	200;250000		1		
16700816	167008	6	1		3	76167008			4	250	101:326.7;201:121.5;301:801.9	7167008;3000003	200;300000		1		
10201710	102017	0	1		2	61102017	9		1						1		
10201711	102017	1	1		3	71102017	10	7310201701		120	101:108.9;201:38.5;301:230.9	7102017;3000003	100;50000		1		
10201712	102017	2	1						2	120	101:108.9;201:38.5;301:230.9	7102017;3000003	100;100000		1		
10201713	102017	3	1				11	7310201703		180	101:163.4;201:57.7;301:346.3	7102017;3000003	100;150000		1		
10201714	102017	4	1		3	74102017			3	180	101:163.4;201:57.7;301:346.3	7102017;3000003	200;200000		1		
10201715	102017	5	1				12	7310201705		250	101:217.8;201:77;301:461.7	7102017;3000003	200;250000		1		
10201716	102017	6	1		3	76102017			4	250	101:326.7;201:115.4;301:692.6	7102017;3000003	200;300000		1		
10400410	104004	0	1		2	61104004	9		1						1		
10400411	104004	1	1		3	71104004	10	7310400401		120	101:108.9;201:38.5;301:230.9	7104004;3000003	100;50000		1		
10400412	104004	2	1						2	120	101:108.9;201:38.5;301:230.9	7104004;3000003	100;100000		1		
10400413	104004	3	1				11	7310400403		180	101:163.4;201:57.7;301:346.3	7104004;3000003	100;150000		1		
10400414	104004	4	1		3	74104004			3	180	101:163.4;201:57.7;301:346.3	7104004;3000003	200;200000		1		
10400415	104004	5	1				12	7310400405		250	101:217.8;201:77;301:461.7	7104004;3000003	200;250000		1		
10400416	104004	6	1		3	76104004			4	250	101:326.7;201:115.4;301:692.6	7104004;3000003	200;300000		1		
17000810	170008	0	1		2	61170008	9		1						1		
17000811	170008	1	1		3	71170008	10	7317000801		120	101:118.8;201:40.5;301:243	7170008;3000003	100;50000		1		
17000812	170008	2	1						2	120	101:118.8;201:40.5;301:243	7170008;3000003	100;100000		1		
17000813	170008	3	1				11	7317000803		180	101:178.2;201:60.8;301:364.5	7170008;3000003	100;150000		1		
17000814	170008	4	1		3	74170008			3	180	101:178.2;201:60.8;301:364.5	7170008;3000003	200;200000		1		
17000815	170008	5	1				12	7317000805		250	101:237.6;201:81;301:486	7170008;3000003	200;250000		1		
17000816	170008	6	1		3	76170008			4	250	101:356.4;201:121.5;301:729	7170008;3000003	200;300000		1		
10201310	102013	0	1		2	61102013	9		1						1		
10201311	102013	1	1		3	71102013	10	7310201301		120	101:118.8;201:40.5;301:243	7102013;3000003	100;50000		1		
10201312	102013	2	1						2	120	101:118.8;201:40.5;301:243	7102013;3000003	100;100000		1		
10201313	102013	3	1				11	7310201303		180	101:178.2;201:60.8;301:364.5	7102013;3000003	100;150000		1		
10201314	102013	4	1		3	74102013			3	180	101:178.2;201:60.8;301:364.5	7102013;3000003	200;200000		1		
10201315	102013	5	1				12	7310201305		250	101:237.6;201:81;301:486	7102013;3000003	200;250000		1		
10201316	102013	6	1		3	76102013			4	250	101:356.4;201:121.5;301:729	7102013;3000003	200;300000		1		
10400210	104002	0	1		2	61104002	9		1						1		
10400211	104002	1	1		3	71104002	10	7310400201		120	101:108.9;201:38.5;301:230.9	7104002;3000003	100;50000		1		
10400212	104002	2	1						2	120	101:108.9;201:38.5;301:230.9	7104002;3000003	100;100000		1		
10400213	104002	3	1				11	7310400203		180	101:163.4;201:57.7;301:346.3	7104002;3000003	100;150000		1		
10400214	104002	4	1		3	74104002			3	180	101:163.4;201:57.7;301:346.3	7104002;3000003	200;200000		1		
10400215	104002	5	1				12	7310400205		250	101:217.8;201:77;301:461.7	7104002;3000003	200;250000		1		
10400216	104002	6	1		3	76104002			4	250	101:326.7;201:115.4;301:692.6	7104002;3000003	200;300000		1		
16900810	169008	0	1		2	61169008	9		1						1		
16900811	169008	1	1		3	71169008	10	7316900801		120	101:138.6;201:36.5;301:218.7	7169008;3000003	100;50000		1		
16900812	169008	2	1						2	120	101:138.6;201:36.5;301:218.7	7169008;3000003	100;100000		1		
16900813	169008	3	1				11	7316900803		180	101:207.9;201:54.7;301:328.1	7169008;3000003	100;150000		1		
16900814	169008	4	1		3	74169008			3	180	101:207.9;201:54.7;301:328.1	7169008;3000003	200;200000		1		
16900815	169008	5	1				12	7316900805		250	101:277.2;201:72.9;301:437.4	7169008;3000003	200;250000		1		
16900816	169008	6	1		3	76169008			4	250	101:415.8;201:109.4;301:656.1	7169008;3000003	200;300000		1		
10301110	103011	0	1		2	61103011	9		1						1		
