id	activityId	taskContentType	taskContentId	taskContenNum	rewardId	rewardNum	openType	openParameter	status	desc	desc_zh_TW	desc_en_UK	desc_ja_JP	desc_ko_KR	desc_th_TH
328	33	2101	33	100	5200011	40			1	在本期活动中抽取达到100次	在本期活動中抽取達到100次	Make 100 summons in the current event.	今期の外観ガチャを100回引く	이번 이벤트 소환 100회 진행	ทำการ​สุ่ม​ใน​กิจกรรม​นี้​ถึง​ 100​ ครั้ง​
331	34	2102	0	1	5200011	4			1	登陆即送	登入即送	Log into the game.	ログインする	로그인 시 증정	ล็อกอินรับทันที
332	34	2102	0	3	5200011	4			1	累计登录达到3天	累計登入達到3天	Log in 3 days in total.	3日ログインする	누적 로그인 3일	สะสมล็อกอินถึง 3 วัน
333	34	2102	0	7	5200011	8			1	累计登录达到7天	累計登入達到7天	Log in 7 days in total.	7日ログインする	누적 로그인 7일	สะสมล็อกอินถึง 7 วัน
334	34	601	1	10	5200011	8			1	进行10次召唤	進行10次召喚	Make 10 summons.	10回召喚する	10회 소환 진행	รับสมัคร 10 ครั้ง
335	34	7	3000004	200	5200011	8			1	消耗200点情绪	消耗200點情緒	Spend 200 Pathos.	エモーションを200消費する	이모션 200 소모	ใช้พาโธส 200 แต้ม
336	34	1101	6	1	5200011	8			1	通关任意难度经验副本1次	通關任意難度經驗副本1次	Complete any EXP Stage 1 time.	EXPステージを1回クリアする	임의의 난이도 경험치 던전 1회 클리어	ผ่าน​ดัน​เจี้ยน​ EXP​ ความ​ยาก​ใด​ก็ได้​ 1​ ครั้ง​
337	34	1101	4	1	5200011	8			1	通关任意难度晶片副本1次	通關任意難度晶片副本1次	Complete any Chip Stage 1 time.	チップステージを1回クリアする	임의의 난이도 크리스털 던전 1회 클리어	ผ่าน​ดัน​เจี้ยน​ชิป​ความ​ยาก​ใด​ก็ได้​ 1​ ครั้ง​
338	34	2101	34	50	5200011	40			1	在本期活动中抽取达到50次	在本期活動中抽取達到50次	Make 50 summons in the current event.	今期の外観ガチャを50回引く	이번 이벤트 소환 50회 진행	ทำการ​สุ่ม​ใน​กิจกรรม​นี้​ถึง​ 50​ ครั้ง​
339	34	2101	34	100	5200011	40			1	在本期活动中抽取达到100次	在本期活動中抽取達到100次	Make 100 summons in the current event.	今期の外観ガチャを100回引く	이번 이벤트 소환 100회 진행	ทำการ​สุ่ม​ใน​กิจกรรม​นี้​ถึง​ 100​ ครั้ง​
340	35	2102	0	1	5200011	4			1	登陆即送	登入即送	Log into the game.	ログインする	로그인 시 증정	ล็อกอินรับทันที
341	35	2102	0	3	5200011	4			1	累计登录达到3天	累計登入達到3天	Log in 3 days in total.	3日ログインする	누적 로그인 3일	สะสมล็อกอินถึง 3 วัน
342	35	2102	0	7	5200011	8			1	累计登录达到7天	累計登入達到7天	Log in 7 days in total.	7日ログインする	누적 로그인 7일	สะสมล็อกอินถึง 7 วัน
343	35	601	1	10	5200011	8			1	进行10次召唤	進行10次召喚	Make 10 summons.	10回召喚する	10회 소환 진행	รับสมัคร 10 ครั้ง
344	35	7	3000004	200	5200011	8			1	消耗200点情绪	消耗200點情緒	Spend 200 Pathos.	エモーションを200消費する	이모션 200 소모	ใช้พาโธส 200 แต้ม
345	35	1101	6	1	5200011	8			1	通关任意难度经验副本1次	通關任意難度經驗副本1次	Complete any EXP Stage 1 time.	EXPステージを1回クリアする	임의의 난이도 경험치 던전 1회 클리어	ผ่าน​ดัน​เจี้ยน​ EXP​ ความ​ยาก​ใด​ก็ได้​ 1​ ครั้ง​
346	35	1101	4	1	5200011	8			1	通关任意难度晶片副本1次	通關任意難度晶片副本1次	Complete any Chip Stage 1 time.	チップステージを1回クリアする	임의의 난이도 크리스털 던전 1회 클리어	ผ่าน​ดัน​เจี้ยน​ชิป​ความ​ยาก​ใด​ก็ได้​ 1​ ครั้ง​
347	35	2101	35	50	5200011	40			1	在本期活动中抽取达到50次	在本期活動中抽取達到50次	Make 50 summons in the current event.	今期の外観ガチャを50回引く	이번 이벤트 소환 50회 진행	ทำการ​สุ่ม​ใน​กิจกรรม​นี้​ถึง​ 50​ ครั้ง​
348	35	2101	35	100	5200011	40			1	在本期活动中抽取达到100次	在本期活動中抽取達到100次	Make 100 summons in the current event.	今期の外観ガチャを100回引く	이번 이벤트 소환 100회 진행	ทำการ​สุ่ม​ใน​กิจกรรม​นี้​ถึง​ 100​ ครั้ง​
349	36	2102	0	1	5200011	4			1	登陆即送	登入即送	Log into the game.	ログインする	로그인 시 증정	ล็อกอินรับทันที
350	36	2102	0	3	5200011	4			1	累计登录达到3天	累計登入達到3天	Log in 3 days in total.	3日ログインする	누적 로그인 3일	สะสมล็อกอินถึง 3 วัน
351	36	2102	0	7	5200011	8			1	累计登录达到7天	累計登入達到7天	Log in 7 days in total.	7日ログインする	누적 로그인 7일	สะสมล็อกอินถึง 7 วัน
352	36	601	1	10	5200011	8			1	进行10次召唤	進行10次召喚	Make 10 summons.	10回召喚する	10회 소환 진행	รับสมัคร 10 ครั้ง
353	36	7	3000004	200	5200011	8			1	消耗200点情绪	消耗200點情緒	Spend 200 Pathos.	エモーションを200消費する	이모션 200 소모	ใช้พาโธส 200 แต้ม
354	36	1101	6	1	5200011	8			1	通关任意难度经验副本1次	通關任意難度經驗副本1次	Complete any EXP Stage 1 time.	EXPステージを1回クリアする	임의의 난이도 경험치 던전 1회 클리어	ผ่าน​ดัน​เจี้ยน​ EXP​ ความ​ยาก​ใด​ก็ได้​ 1​ ครั้ง​
355	36	1101	4	1	5200011	8			1	通关任意难度晶片副本1次	通關任意難度晶片副本1次	Complete any Chip Stage 1 time.	チップステージを1回クリアする	임의의 난이도 크리스털 던전 1회 클리어	ผ่าน​ดัน​เจี้ยน​ชิป​ความ​ยาก​ใด​ก็ได้​ 1​ ครั้ง​
356	36	2101	36	50	5200011	40			1	在本期活动中抽取达到50次	在本期活動中抽取達到50次	Make 50 summons in the current event.	今期の外観ガチャを50回引く	이번 이벤트 소환 50회 진행	ทำการ​สุ่ม​ใน​กิจกรรม​นี้​ถึง​ 50​ ครั้ง​
357	36	2101	36	100	5200011	40			1	在本期活动中抽取达到100次	在本期活動中抽取達到100次	Make 100 summons in the current event.	今期の外観ガチャを100回引く	이번 이벤트 소환 100회 진행	ทำการ​สุ่ม​ใน​กิจกรรม​นี้​ถึง​ 100​ ครั้ง​
358	37	2102	0	1	5200011	4			1	登陆即送	登入即送	Log into the game.	ログインする	로그인 시 증정	ล็อกอินรับทันที
359	37	2102	0	3	5200011	4			1	累计登录达到3天	累計登入達到3天	Log in 3 days in total.	3日ログインする	누적 로그인 3일	สะสมล็อกอินถึง 3 วัน
360	37	2102	0	7	5200011	8			1	累计登录达到7天	累計登入達到7天	Log in 7 days in total.	7日ログインする	누적 로그인 7일	สะสมล็อกอินถึง 7 วัน
361	37	601	1	10	5200011	8			1	进行10次召唤	進行10次召喚	Make 10 summons.	10回召喚する	10회 소환 진행	รับสมัคร 10 ครั้ง
362	37	7	3000004	200	5200011	8			1	消耗200点情绪	消耗200點情緒	Spend 200 Pathos.	エモーションを200消費する	이모션 200 소모	ใช้พาโธส 200 แต้ม
363	37	1101	6	1	5200011	8			1	通关任意难度经验副本1次	通關任意難度經驗副本1次	Complete any EXP Stage 1 time.	EXPステージを1回クリアする	임의의 난이도 경험치 던전 1회 클리어	ผ่าน​ดัน​เจี้ยน​ EXP​ ความ​ยาก​ใด​ก็ได้​ 1​ ครั้ง​
364	37	1101	4	1	5200011	8			1	通关任意难度晶片副本1次	通關任意難度晶片副本1次	Complete any Chip Stage 1 time.	チップステージを1回クリアする	임의의 난이도 크리스털 던전 1회 클리어	ผ่าน​ดัน​เจี้ยน​ชิป​ความ​ยาก​ใด​ก็ได้​ 1​ ครั้ง​
365	37	2101	37	50	5200011	40			1	在本期活动中抽取达到50次	在本期活動中抽取達到50次	Make 50 summons in the current event.	今期の外観ガチャを50回引く	이번 이벤트 소환 50회 진행	ทำการ​สุ่ม​ใน​กิจกรรม​นี้​ถึง​ 50​ ครั้ง​
366	37	2101	37	100	5200011	40			1	在本期活动中抽取达到100次	在本期活動中抽取達到100次	Make 100 summons in the current event.	今期の外観ガチャを100回引く	이번 이벤트 소환 100회 진행	ทำการ​สุ่ม​ใน​กิจกรรม​นี้​ถึง​ 100​ ครั้ง​
367	38	2102	0	1	5200011	4			1	登陆即送	登入即送	Log into the game.	ログインする	로그인 시 증정	ล็อกอินรับทันที
368	38	2102	0	3	5200011	4			1	累计登录达到3天	累計登入達到3天	Log in 3 days in total.	3日ログインする	누적 로그인 3일	สะสมล็อกอินถึง 3 วัน
369	38	2102	0	7	5200011	8			1	累计登录达到7天	累計登入達到7天	Log in 7 days in total.	7日ログインする	누적 로그인 7일	สะสมล็อกอินถึง 7 วัน
370	38	601	1	10	5200011	8			1	进行10次召唤	進行10次召喚	Make 10 summons.	10回召喚する	10회 소환 진행	รับสมัคร 10 ครั้ง
371	38	7	3000004	200	5200011	8			1	消耗200点情绪	消耗200點情緒	Spend 200 Pathos.	エモーションを200消費する	이모션 200 소모	ใช้พาโธส 200 แต้ม
372	38	1101	6	1	5200011	8			1	通关任意难度经验副本1次	通關任意難度經驗副本1次	Complete any EXP Stage 1 time.	EXPステージを1回クリアする	임의의 난이도 경험치 던전 1회 클리어	ผ่าน​ดัน​เจี้ยน​ EXP​ ความ​ยาก​ใด​ก็ได้​ 1​ ครั้ง​
373	38	1101	4	1	5200011	8			1	通关任意难度晶片副本1次	通關任意難度晶片副本1次	Complete any Chip Stage 1 time.	チップステージを1回クリアする	임의의 난이도 크리스털 던전 1회 클리어	ผ่าน​ดัน​เจี้ยน​ชิป​ความ​ยาก​ใด​ก็ได้​ 1​ ครั้ง​
374	38	2101	38	50	5200011	40			1	在本期活动中抽取达到50次	在本期活動中抽取達到50次	Make 50 summons in the current event.	今期の外観ガチャを50回引く	이번 이벤트 소환 50회 진행	ทำการ​สุ่ม​ใน​กิจกรรม​นี้​ถึง​ 50​ ครั้ง​
375	38	2101	38	100	5200011	40			1	在本期活动中抽取达到100次	在本期活動中抽取達到100次	Make 100 summons in the current event.	今期の外観ガチャを100回引く	이번 이벤트 소환 100회 진행	ทำการ​สุ่ม​ใน​กิจกรรม​นี้​ถึง​ 100​ ครั้ง​
376	39	2102	0	1	5200011	4			1	登陆即送	登入即送	Log into the game.	ログインする	로그인 시 증정	ล็อกอินรับทันที
377	39	2102	0	3	5200011	4			1	累计登录达到3天	累計登入達到3天	Log in 3 days in total.	3日ログインする	누적 로그인 3일	สะสมล็อกอินถึง 3 วัน
378	39	2102	0	7	5200011	8			1	累计登录达到7天	累計登入達到7天	Log in 7 days in total.	7日ログインする	누적 로그인 7일	สะสมล็อกอินถึง 7 วัน
379	39	601	1	10	5200011	8			1	进行10次召唤	進行10次召喚	Make 10 summons.	10回召喚する	10회 소환 진행	รับสมัคร 10 ครั้ง
380	39	7	3000004	200	5200011	8			1	消耗200点情绪	消耗200點情緒	Spend 200 Pathos.	エモーションを200消費する	이모션 200 소모	ใช้พาโธส 200 แต้ม
381	39	1101	6	1	5200011	8			1	通关任意难度经验副本1次	通關任意難度經驗副本1次	Complete any EXP Stage 1 time.	EXPステージを1回クリアする	임의의 난이도 경험치 던전 1회 클리어	ผ่าน​ดัน​เจี้ยน​ EXP​ ความ​ยาก​ใด​ก็ได้​ 1​ ครั้ง​
382	39	1101	4	1	5200011	8			1	通关任意难度晶片副本1次	通關任意難度晶片副本1次	Complete any Chip Stage 1 time.	チップステージを1回クリアする	임의의 난이도 크리스털 던전 1회 클리어	ผ่าน​ดัน​เจี้ยน​ชิป​ความ​ยาก​ใด​ก็ได้​ 1​ ครั้ง​
383	39	2101	37	50	5200011	40			1	在本期精品展柜活动中抽取达到50次	在本期精品展櫃活動中抽取達到50次	Make 50 summons in the Glamour Galore event.	今回の＜新海コレクション＞イベントで抽選を50回行う	이번 시즌 뉴오션 컬렉션 이벤트에서 누적 50회 소환	ทำการ​สุ่ม​ใน​กิจกรรม​ตู้​โชว์​คอสตูม​พรีเมียม​นี้​ถึง​ 50​ ครั้ง​
384	39	2101	37	100	5200011	40			1	在本期精品展柜活动中抽取达到100次	在本期精品展櫃活動中抽取達到100次	Make 100 summons in the Glamour Galore event.	今回の＜新海コレクション＞イベントで抽選を100回行う	이번 시즌 뉴오션 컬렉션 이벤트에서 누적 100회 소환	ทำการ​สุ่ม​ใน​กิจกรรม​ตู้​โชว์​คอสตูม​พรีเมียม​นี้​ถึง​ 100​ ครั้ง​
