id	proposalLevel	tag	roleRestrictions	sceneId	battleRules	roleNun	powerRatioTeamID	rounds	damageTotal	exp	cardExp	restartBattleBtn	status	name	name_zh_TW	name_en_UK	name_ja_JP	name_ko_KR	name_th_TH	buffDec	buffDec_zh_TW	buffDec_en_UK	buffDec_ja_JP	buffDec_ko_KR	buffDec_th_TH
97439	220300	303;304;305	0	18401	1	4	0	100	0			1	1	黑雾之渊·困难·五	黑霧之淵·困難·五	Misty Depths (Hard) V	黒霧ノ淵・困難Ⅴ	검은 안개의 심연·하드V	เหวหมอกมืด·ยาก·5	<color=#800080>梦魇涌动</color>：未携带增益状态的敌人受到伤害提升20%，携带的任一增益效果达到3层以上的我方单位造成群攻伤害提升30%	<color=#800080>夢魘湧動</color>：未攜帶增益狀態的敵人受到傷害提升20%，攜帶的任一增益效果達到3層以上的我方單位造成群攻傷害提升30%	<color=#800080>Nightmare Surge</color>: Enemies without buffs take 20% more damage. Additionally, when an allied unit has 3 or more stacks of any buff, their AOE damage dealt is increased by 30%.	<color=#800080>ステージ効果</color>：バフを持っていない敵の被ダメージ＋20%、に付与中のバフが３スタック以上を持っている味方による全体ダメージ＋30%。	<color=#800080>나이트메어 침식</color>: 버프 효과를 미보유한 적이 받는 대미지 +20%, 임의 버프 효과를 3스택 이상 보유한 아군이 부여하는 광역 공격 대미지 +30%	<color=#800080>กระแสฝันร้าย</color>:​ ศัตรู​ที่​ไม่​มี​สถานะ​บัฟ​ จะ​ได้รับ​ดา​เม​จ​เพิ่มขึ้น​ 20%​ และ​ฝ่าย​เรา​ที่​มี​เอฟเฟกต์​บัฟ​ถึง​ 3​ ชั้น​ขึ้นไป​ จะ​ทำ​ดา​เม​จ​หมู่​เพิ่มขึ้น​ 30%​
97440	220300	303;304;305	0	18401	1	4	0	100	0			1	1	黑雾之渊·困难·五	黑霧之淵·困難·五	Misty Depths (Hard) V	黒霧ノ淵・困難Ⅴ	검은 안개의 심연·하드V	เหวหมอกมืด·ยาก·5	<color=#800080>梦魇涌动</color>：每回合当前生命值最高的敌人受到伤害提升20%，其余敌人受到伤害减少30%；防御力被降低的敌人受到伤害提升20%	<color=#800080>夢魘湧動</color>：每回合當前生命值最高的敵人受到傷害提升20%，其餘敵人受到傷害減少30%；防禦力被降低的敵人受到傷害提升20%	<color=#800080>Nightmare Surge</color>: Each turn, the enemy with the highest HP takes 20% more damage, while all other enemies take 30% less damage. Additionally, enemies with reduced DEF receive 20% more damage.	<color=#800080>ステージ効果</color>：毎ターン、現在HPが最も高い敵の被ダメージ＋20%、同時に他の敵の被ダメージ－30%。防御力ダウンを受けている敵の被ダメージ＋20%。	<color=#800080>나이트메어 침식</color>: 턴당 현재 HP가 가장 높은 적이 받는 대미지 +20%, 기타 적이 받는 대미지 -30%. 방어력 감소 효과를 받은 적이 받는 대미지 +20%.	<color=#800080>กระแสฝันร้าย</color>:​ ศัตรู​ที่​มี​ HP​ สูงสุด​ที่สุด​ใน​รอบ​นั้น​จะ​ได้รับ​ดา​เม​จ​เพิ่มขึ้น​ 20%​ ในขณะที่​ศัตรู​ตัว​อื่น​ ๆ​ จะ​ได้รับ​ดา​เม​จล​ดล​ง​ 30%​ นอกจากนี้​ ศัตรู​ที่​โดน​ลด​ DEF​ จะ​ได้รับ​ดา​เม​จ​เพิ่มขึ้น​ 20%​
97441	229300	303;304;305	0	18401	1	4	0	100	0			1	1	黑雾之渊·困难·六	黑霧之淵·困難·六	Misty Depths (Hard) VI	黒霧ノ淵・困難Ⅵ	검은 안개의 심연·하드VI 	เหวหมอกมืด·ยาก·6	<color=#800080>梦魇涌动</color>：未携带增益状态的敌人受到伤害提升20%，携带的任一增益效果达到3层以上的我方单位造成群攻伤害提升30%	<color=#800080>夢魘湧動</color>：未攜帶增益狀態的敵人受到傷害提升20%，攜帶的任一增益效果達到3層以上的我方單位造成群攻傷害提升30%	<color=#800080>Nightmare Surge</color>: Enemies without buffs take 20% more damage. Additionally, when an allied unit has 3 or more stacks of any buff, their AOE damage dealt is increased by 30%.	<color=#800080>ステージ効果</color>：バフを持っていない敵の被ダメージ＋20%、に付与中のバフが３スタック以上を持っている味方による全体ダメージ＋30%。	<color=#800080>나이트메어 침식</color>: 버프 효과를 미보유한 적이 받는 대미지 +20%, 임의 버프 효과를 3스택 이상 보유한 아군이 부여하는 광역 공격 대미지 +30%	<color=#800080>กระแสฝันร้าย</color>:​ ศัตรู​ที่​ไม่​มี​สถานะ​บัฟ​ จะ​ได้รับ​ดา​เม​จ​เพิ่มขึ้น​ 20%​ และ​ฝ่าย​เรา​ที่​มี​เอฟเฟกต์​บัฟ​ถึง​ 3​ ชั้น​ขึ้นไป​ จะ​ทำ​ดา​เม​จ​หมู่​เพิ่มขึ้น​ 30%​
97442	229300	303;304;305	0	18401	1	4	0	100	0			1	1	黑雾之渊·困难·六	黑霧之淵·困難·六	Misty Depths (Hard) VI	黒霧ノ淵・困難Ⅵ	검은 안개의 심연·하드VI 	เหวหมอกมืด·ยาก·6	<color=#800080>梦魇涌动</color>：每回合当前生命值最高的敌人受到伤害提升20%，其余敌人受到伤害减少30%；防御力被降低的敌人受到伤害提升20%	<color=#800080>夢魘湧動</color>：每回合當前生命值最高的敵人受到傷害提升20%，其餘敵人受到傷害減少30%；防禦力被降低的敵人受到傷害提升20%	<color=#800080>Nightmare Surge</color>: Each turn, the enemy with the highest HP takes 20% more damage, while all other enemies take 30% less damage. Additionally, enemies with reduced DEF receive 20% more damage.	<color=#800080>ステージ効果</color>：毎ターン、現在HPが最も高い敵の被ダメージ＋20%、同時に他の敵の被ダメージ－30%。防御力ダウンを受けている敵の被ダメージ＋20%。	<color=#800080>나이트메어 침식</color>: 턴당 현재 HP가 가장 높은 적이 받는 대미지 +20%, 기타 적이 받는 대미지 -30%. 방어력 감소 효과를 받은 적이 받는 대미지 +20%.	<color=#800080>กระแสฝันร้าย</color>:​ ศัตรู​ที่​มี​ HP​ สูงสุด​ที่สุด​ใน​รอบ​นั้น​จะ​ได้รับ​ดา​เม​จ​เพิ่มขึ้น​ 20%​ ในขณะที่​ศัตรู​ตัว​อื่น​ ๆ​ จะ​ได้รับ​ดา​เม​จล​ดล​ง​ 30%​ นอกจากนี้​ ศัตรู​ที่​โดน​ลด​ DEF​ จะ​ได้รับ​ดา​เม​จ​เพิ่มขึ้น​ 20%​
97443	238300	303;304;305	0	18401	1	4	0	100	0			1	1	黑雾之渊·困难·七	黑霧之淵·困難·七	Misty Depths (Hard) VII	黒霧ノ淵・困難Ⅶ	검은 안개의 심연·하드VII 	เหวหมอกมืด·ยาก·7	<color=#800080>梦魇涌动</color>：未携带增益状态的敌人受到伤害提升20%，携带的任一增益效果达到3层以上的我方单位造成群攻伤害提升30%	<color=#800080>夢魘湧動</color>：未攜帶增益狀態的敵人受到傷害提升20%，攜帶的任一增益效果達到3層以上的我方單位造成群攻傷害提升30%	<color=#800080>Nightmare Surge</color>: Enemies without buffs take 20% more damage. Additionally, when an allied unit has 3 or more stacks of any buff, their AOE damage dealt is increased by 30%.	<color=#800080>ステージ効果</color>：バフを持っていない敵の被ダメージ＋20%、に付与中のバフが３スタック以上を持っている味方による全体ダメージ＋30%。	<color=#800080>나이트메어 침식</color>: 버프 효과를 미보유한 적이 받는 대미지 +20%, 임의 버프 효과를 3스택 이상 보유한 아군이 부여하는 광역 공격 대미지 +30%	<color=#800080>กระแสฝันร้าย</color>:​ ศัตรู​ที่​ไม่​มี​สถานะ​บัฟ​ จะ​ได้รับ​ดา​เม​จ​เพิ่มขึ้น​ 20%​ และ​ฝ่าย​เรา​ที่​มี​เอฟเฟกต์​บัฟ​ถึง​ 3​ ชั้น​ขึ้นไป​ จะ​ทำ​ดา​เม​จ​หมู่​เพิ่มขึ้น​ 30%​
97444	238300	303;304;305	0	18401	1	4	0	100	0			1	1	黑雾之渊·困难·七	黑霧之淵·困難·七	Misty Depths (Hard) VII	黒霧ノ淵・困難Ⅶ	검은 안개의 심연·하드VII 	เหวหมอกมืด·ยาก·7	<color=#800080>梦魇涌动</color>：每回合当前生命值最高的敌人受到伤害提升20%，其余敌人受到伤害减少30%；防御力被降低的敌人受到伤害提升20%	<color=#800080>夢魘湧動</color>：每回合當前生命值最高的敵人受到傷害提升20%，其餘敵人受到傷害減少30%；防禦力被降低的敵人受到傷害提升20%	<color=#800080>Nightmare Surge</color>: Each turn, the enemy with the highest HP takes 20% more damage, while all other enemies take 30% less damage. Additionally, enemies with reduced DEF receive 20% more damage.	<color=#800080>ステージ効果</color>：毎ターン、現在HPが最も高い敵の被ダメージ＋20%、同時に他の敵の被ダメージ－30%。防御力ダウンを受けている敵の被ダメージ＋20%。	<color=#800080>나이트메어 침식</color>: 턴당 현재 HP가 가장 높은 적이 받는 대미지 +20%, 기타 적이 받는 대미지 -30%. 방어력 감소 효과를 받은 적이 받는 대미지 +20%.	<color=#800080>กระแสฝันร้าย</color>:​ ศัตรู​ที่​มี​ HP​ สูงสุด​ที่สุด​ใน​รอบ​นั้น​จะ​ได้รับ​ดา​เม​จ​เพิ่มขึ้น​ 20%​ ในขณะที่​ศัตรู​ตัว​อื่น​ ๆ​ จะ​ได้รับ​ดา​เม​จล​ดล​ง​ 30%​ นอกจากนี้​ ศัตรู​ที่​โดน​ลด​ DEF​ จะ​ได้รับ​ดา​เม​จ​เพิ่มขึ้น​ 20%​
97445	247300	303;304;305	0	18401	1	4	0	100	0			1	1	黑雾之渊·困难·八	黑霧之淵·困難·八	Misty Depths (Hard) VIII	黒霧ノ淵・困難Ⅷ	검은 안개의 심연·하드VIII 	เหวหมอกมืด·ยาก·8	<color=#800080>梦魇涌动</color>：未携带增益状态的敌人受到伤害提升20%，携带的任一增益效果达到3层以上的我方单位造成群攻伤害提升30%	<color=#800080>夢魘湧動</color>：未攜帶增益狀態的敵人受到傷害提升20%，攜帶的任一增益效果達到3層以上的我方單位造成群攻傷害提升30%	<color=#800080>Nightmare Surge</color>: Enemies without buffs take 20% more damage. Additionally, when an allied unit has 3 or more stacks of any buff, their AOE damage dealt is increased by 30%.	<color=#800080>ステージ効果</color>：バフを持っていない敵の被ダメージ＋20%、に付与中のバフが３スタック以上を持っている味方による全体ダメージ＋30%。	<color=#800080>나이트메어 침식</color>: 버프 효과를 미보유한 적이 받는 대미지 +20%, 임의 버프 효과를 3스택 이상 보유한 아군이 부여하는 광역 공격 대미지 +30%	<color=#800080>กระแสฝันร้าย</color>:​ ศัตรู​ที่​ไม่​มี​สถานะ​บัฟ​ จะ​ได้รับ​ดา​เม​จ​เพิ่มขึ้น​ 20%​ และ​ฝ่าย​เรา​ที่​มี​เอฟเฟกต์​บัฟ​ถึง​ 3​ ชั้น​ขึ้นไป​ จะ​ทำ​ดา​เม​จ​หมู่​เพิ่มขึ้น​ 30%​
97446	247300	303;304;305	0	18401	1	4	0	100	0			1	1	黑雾之渊·困难·八	黑霧之淵·困難·八	Misty Depths (Hard) VIII	黒霧ノ淵・困難Ⅷ	검은 안개의 심연·하드VIII 	เหวหมอกมืด·ยาก·8	<color=#800080>梦魇涌动</color>：每回合当前生命值最高的敌人受到伤害提升20%，其余敌人受到伤害减少30%；防御力被降低的敌人受到伤害提升20%	<color=#800080>夢魘湧動</color>：每回合當前生命值最高的敵人受到傷害提升20%，其餘敵人受到傷害減少30%；防禦力被降低的敵人受到傷害提升20%	<color=#800080>Nightmare Surge</color>: Each turn, the enemy with the highest HP takes 20% more damage, while all other enemies take 30% less damage. Additionally, enemies with reduced DEF receive 20% more damage.	<color=#800080>ステージ効果</color>：毎ターン、現在HPが最も高い敵の被ダメージ＋20%、同時に他の敵の被ダメージ－30%。防御力ダウンを受けている敵の被ダメージ＋20%。	<color=#800080>나이트메어 침식</color>: 턴당 현재 HP가 가장 높은 적이 받는 대미지 +20%, 기타 적이 받는 대미지 -30%. 방어력 감소 효과를 받은 적이 받는 대미지 +20%.	<color=#800080>กระแสฝันร้าย</color>:​ ศัตรู​ที่​มี​ HP​ สูงสุด​ที่สุด​ใน​รอบ​นั้น​จะ​ได้รับ​ดา​เม​จ​เพิ่มขึ้น​ 20%​ ในขณะที่​ศัตรู​ตัว​อื่น​ ๆ​ จะ​ได้รับ​ดา​เม​จล​ดล​ง​ 30%​ นอกจากนี้​ ศัตรู​ที่​โดน​ลด​ DEF​ จะ​ได้รับ​ดา​เม​จ​เพิ่มขึ้น​ 20%​
97447	260800	303;304;305	0	18401	1	4	0	100	0			1	1	黑雾之渊·困难·九	黑霧之淵·困難·九	Misty Depths (Hard) IX	黒霧ノ淵・困難Ⅸ	검은 안개의 심연·하드IX	เหวหมอกมืด·ยาก·9	<color=#800080>梦魇涌动</color>：未携带增益状态的敌人受到伤害提升20%，携带的任一增益效果达到3层以上的我方单位造成群攻伤害提升30%	<color=#800080>夢魘湧動</color>：未攜帶增益狀態的敵人受到傷害提升20%，攜帶的任一增益效果達到3層以上的我方單位造成群攻傷害提升30%	<color=#800080>Nightmare Surge</color>: Enemies without buffs take 20% more damage. Additionally, when an allied unit has 3 or more stacks of any buff, their AOE damage dealt is increased by 30%.	<color=#800080>ステージ効果</color>：バフを持っていない敵の被ダメージ＋20%、に付与中のバフが３スタック以上を持っている味方による全体ダメージ＋30%。	<color=#800080>나이트메어 침식</color>: 버프 효과를 미보유한 적이 받는 대미지 +20%, 임의 버프 효과를 3스택 이상 보유한 아군이 부여하는 광역 공격 대미지 +30%	<color=#800080>กระแสฝันร้าย</color>:​ ศัตรู​ที่​ไม่​มี​สถานะ​บัฟ​ จะ​ได้รับ​ดา​เม​จ​เพิ่มขึ้น​ 20%​ และ​ฝ่าย​เรา​ที่​มี​เอฟเฟกต์​บัฟ​ถึง​ 3​ ชั้น​ขึ้นไป​ จะ​ทำ​ดา​เม​จ​หมู่​เพิ่มขึ้น​ 30%​
97448	260800	303;304;305	0	18401	1	4	0	100	0			1	1	黑雾之渊·困难·九	黑霧之淵·困難·九	Misty Depths (Hard) IX	黒霧ノ淵・困難Ⅸ	검은 안개의 심연·하드IX	เหวหมอกมืด·ยาก·9	<color=#800080>梦魇涌动</color>：每回合当前生命值最高的敌人受到伤害提升20%，其余敌人受到伤害减少30%；防御力被降低的敌人受到伤害提升20%	<color=#800080>夢魘湧動</color>：每回合當前生命值最高的敵人受到傷害提升20%，其餘敵人受到傷害減少30%；防禦力被降低的敵人受到傷害提升20%	<color=#800080>Nightmare Surge</color>: Each turn, the enemy with the highest HP takes 20% more damage, while all other enemies take 30% less damage. Additionally, enemies with reduced DEF receive 20% more damage.	<color=#800080>ステージ効果</color>：毎ターン、現在HPが最も高い敵の被ダメージ＋20%、同時に他の敵の被ダメージ－30%。防御力ダウンを受けている敵の被ダメージ＋20%。	<color=#800080>나이트메어 침식</color>: 턴당 현재 HP가 가장 높은 적이 받는 대미지 +20%, 기타 적이 받는 대미지 -30%. 방어력 감소 효과를 받은 적이 받는 대미지 +20%.	<color=#800080>กระแสฝันร้าย</color>:​ ศัตรู​ที่​มี​ HP​ สูงสุด​ที่สุด​ใน​รอบ​นั้น​จะ​ได้รับ​ดา​เม​จ​เพิ่มขึ้น​ 20%​ ในขณะที่​ศัตรู​ตัว​อื่น​ ๆ​ จะ​ได้รับ​ดา​เม​จล​ดล​ง​ 30%​ นอกจากนี้​ ศัตรู​ที่​โดน​ลด​ DEF​ จะ​ได้รับ​ดา​เม​จ​เพิ่มขึ้น​ 20%​
97449	274300	303;304;305	0	18401	1	4	0	100	0			1	1	黑雾之渊·困难·十	黑霧之淵·困難·十	Misty Depths (Hard) X	黒霧ノ淵・困難Ⅹ	검은 안개의 심연·하드X	เหวหมอกมืด·ยาก·10	<color=#800080>梦魇涌动</color>：未携带增益状态的敌人受到伤害提升20%，携带的任一增益效果达到3层以上的我方单位造成群攻伤害提升30%	<color=#800080>夢魘湧動</color>：未攜帶增益狀態的敵人受到傷害提升20%，攜帶的任一增益效果達到3層以上的我方單位造成群攻傷害提升30%	<color=#800080>Nightmare Surge</color>: Enemies without buffs take 20% more damage. Additionally, when an allied unit has 3 or more stacks of any buff, their AOE damage dealt is increased by 30%.	<color=#800080>ステージ効果</color>：バフを持っていない敵の被ダメージ＋20%、に付与中のバフが３スタック以上を持っている味方による全体ダメージ＋30%。	<color=#800080>나이트메어 침식</color>: 버프 효과를 미보유한 적이 받는 대미지 +20%, 임의 버프 효과를 3스택 이상 보유한 아군이 부여하는 광역 공격 대미지 +30%	<color=#800080>กระแสฝันร้าย</color>:​ ศัตรู​ที่​ไม่​มี​สถานะ​บัฟ​ จะ​ได้รับ​ดา​เม​จ​เพิ่มขึ้น​ 20%​ และ​ฝ่าย​เรา​ที่​มี​เอฟเฟกต์​บัฟ​ถึง​ 3​ ชั้น​ขึ้นไป​ จะ​ทำ​ดา​เม​จ​หมู่​เพิ่มขึ้น​ 30%​
97450	274300	303;304;305	0	18401	1	4	0	100	0			1	1	黑雾之渊·困难·十	黑霧之淵·困難·十	Misty Depths (Hard) X	黒霧ノ淵・困難Ⅹ	검은 안개의 심연·하드X	เหวหมอกมืด·ยาก·10	<color=#800080>梦魇涌动</color>：每回合当前生命值最高的敌人受到伤害提升20%，其余敌人受到伤害减少30%；防御力被降低的敌人受到伤害提升20%	<color=#800080>夢魘湧動</color>：每回合當前生命值最高的敵人受到傷害提升20%，其餘敵人受到傷害減少30%；防禦力被降低的敵人受到傷害提升20%	<color=#800080>Nightmare Surge</color>: Each turn, the enemy with the highest HP takes 20% more damage, while all other enemies take 30% less damage. Additionally, enemies with reduced DEF receive 20% more damage.	<color=#800080>ステージ効果</color>：毎ターン、現在HPが最も高い敵の被ダメージ＋20%、同時に他の敵の被ダメージ－30%。防御力ダウンを受けている敵の被ダメージ＋20%。	<color=#800080>나이트메어 침식</color>: 턴당 현재 HP가 가장 높은 적이 받는 대미지 +20%, 기타 적이 받는 대미지 -30%. 방어력 감소 효과를 받은 적이 받는 대미지 +20%.	<color=#800080>กระแสฝันร้าย</color>:​ ศัตรู​ที่​มี​ HP​ สูงสุด​ที่สุด​ใน​รอบ​นั้น​จะ​ได้รับ​ดา​เม​จ​เพิ่มขึ้น​ 20%​ ในขณะที่​ศัตรู​ตัว​อื่น​ ๆ​ จะ​ได้รับ​ดา​เม​จล​ดล​ง​ 30%​ นอกจากนี้​ ศัตรู​ที่​โดน​ลด​ DEF​ จะ​ได้รับ​ดา​เม​จ​เพิ่มขึ้น​ 20%​
97461	287800	303;304;305	0	18401	1	4	0	100	0			1	1	黑雾之渊·绝境·一	黑霧之淵·絕境·一	Misty Depths (Abyssal) I	黒霧ノ淵・絶境Ⅰ	검은 안개의 심연·인페르노I 	เหวหมอกมืด·วิกฤต·1	<color=#800080>梦魇涌动</color>：未携带增益状态的敌人受到伤害提升20%，携带的任一增益效果达到3层以上的我方单位造成群攻伤害提升30%	<color=#800080>夢魘湧動</color>：未攜帶增益狀態的敵人受到傷害提升20%，攜帶的任一增益效果達到3層以上的我方單位造成群攻傷害提升30%	<color=#800080>Nightmare Surge</color>: Enemies without buffs take 20% more damage. Additionally, when an allied unit has 3 or more stacks of any buff, their AOE damage dealt is increased by 30%.	<color=#800080>ステージ効果</color>：バフを持っていない敵の被ダメージ＋20%、に付与中のバフが３スタック以上を持っている味方による全体ダメージ＋30%。	<color=#800080>나이트메어 침식</color>: 버프 효과를 미보유한 적이 받는 대미지 +20%, 임의 버프 효과를 3스택 이상 보유한 아군이 부여하는 광역 공격 대미지 +30%	<color=#800080>กระแสฝันร้าย</color>:​ ศัตรู​ที่​ไม่​มี​สถานะ​บัฟ​ จะ​ได้รับ​ดา​เม​จ​เพิ่มขึ้น​ 20%​ และ​ฝ่าย​เรา​ที่​มี​เอฟเฟกต์​บัฟ​ถึง​ 3​ ชั้น​ขึ้นไป​ จะ​ทำ​ดา​เม​จ​หมู่​เพิ่มขึ้น​ 30%​
97462	287800	303;304;305	0	18401	1	4	0	100	0			1	1	黑雾之渊·绝境·一	黑霧之淵·絕境·一	Misty Depths (Abyssal) I	黒霧ノ淵・絶境Ⅰ	검은 안개의 심연·인페르노I 	เหวหมอกมืด·วิกฤต·1	<color=#800080>梦魇涌动</color>：每回合当前生命值最高的敌人受到伤害提升20%，其余敌人受到伤害减少30%；防御力被降低的敌人受到伤害提升20%	<color=#800080>夢魘湧動</color>：每回合當前生命值最高的敵人受到傷害提升20%，其餘敵人受到傷害減少30%；防禦力被降低的敵人受到傷害提升20%	<color=#800080>Nightmare Surge</color>: Each turn, the enemy with the highest HP takes 20% more damage, while all other enemies take 30% less damage. Additionally, enemies with reduced DEF receive 20% more damage.	<color=#800080>ステージ効果</color>：毎ターン、現在HPが最も高い敵の被ダメージ＋20%、同時に他の敵の被ダメージ－30%。防御力ダウンを受けている敵の被ダメージ＋20%。	<color=#800080>나이트메어 침식</color>: 턴당 현재 HP가 가장 높은 적이 받는 대미지 +20%, 기타 적이 받는 대미지 -30%. 방어력 감소 효과를 받은 적이 받는 대미지 +20%.	<color=#800080>กระแสฝันร้าย</color>:​ ศัตรู​ที่​มี​ HP​ สูงสุด​ที่สุด​ใน​รอบ​นั้น​จะ​ได้รับ​ดา​เม​จ​เพิ่มขึ้น​ 20%​ ในขณะที่​ศัตรู​ตัว​อื่น​ ๆ​ จะ​ได้รับ​ดา​เม​จล​ดล​ง​ 30%​ นอกจากนี้​ ศัตรู​ที่​โดน​ลด​ DEF​ จะ​ได้รับ​ดา​เม​จ​เพิ่มขึ้น​ 20%​
97463	305800	303;304;305	0	18401	1	4	0	100	0			1	1	黑雾之渊·绝境·二	黑霧之淵·絕境·二	Misty Depths (Abyssal) II	黒霧ノ淵・絶境Ⅱ	검은 안개의 심연·인페르노II 	เหวหมอกมืด·วิกฤต·2	<color=#800080>梦魇涌动</color>：未携带增益状态的敌人受到伤害提升20%，携带的任一增益效果达到3层以上的我方单位造成群攻伤害提升30%	<color=#800080>夢魘湧動</color>：未攜帶增益狀態的敵人受到傷害提升20%，攜帶的任一增益效果達到3層以上的我方單位造成群攻傷害提升30%	<color=#800080>Nightmare Surge</color>: Enemies without buffs take 20% more damage. Additionally, when an allied unit has 3 or more stacks of any buff, their AOE damage dealt is increased by 30%.	<color=#800080>ステージ効果</color>：バフを持っていない敵の被ダメージ＋20%、に付与中のバフが３スタック以上を持っている味方による全体ダメージ＋30%。	<color=#800080>나이트메어 침식</color>: 버프 효과를 미보유한 적이 받는 대미지 +20%, 임의 버프 효과를 3스택 이상 보유한 아군이 부여하는 광역 공격 대미지 +30%	<color=#800080>กระแสฝันร้าย</color>:​ ศัตรู​ที่​ไม่​มี​สถานะ​บัฟ​ จะ​ได้รับ​ดา​เม​จ​เพิ่มขึ้น​ 20%​ และ​ฝ่าย​เรา​ที่​มี​เอฟเฟกต์​บัฟ​ถึง​ 3​ ชั้น​ขึ้นไป​ จะ​ทำ​ดา​เม​จ​หมู่​เพิ่มขึ้น​ 30%​
97464	305800	303;304;305	0	18401	1	4	0	100	0			1	1	黑雾之渊·绝境·二	黑霧之淵·絕境·二	Misty Depths (Abyssal) II	黒霧ノ淵・絶境Ⅱ	검은 안개의 심연·인페르노II 	เหวหมอกมืด·วิกฤต·2	<color=#800080>梦魇涌动</color>：每回合当前生命值最高的敌人受到伤害提升20%，其余敌人受到伤害减少30%；防御力被降低的敌人受到伤害提升20%	<color=#800080>夢魘湧動</color>：每回合當前生命值最高的敵人受到傷害提升20%，其餘敵人受到傷害減少30%；防禦力被降低的敵人受到傷害提升20%	<color=#800080>Nightmare Surge</color>: Each turn, the enemy with the highest HP takes 20% more damage, while all other enemies take 30% less damage. Additionally, enemies with reduced DEF receive 20% more damage.	<color=#800080>ステージ効果</color>：毎ターン、現在HPが最も高い敵の被ダメージ＋20%、同時に他の敵の被ダメージ－30%。防御力ダウンを受けている敵の被ダメージ＋20%。	<color=#800080>나이트메어 침식</color>: 턴당 현재 HP가 가장 높은 적이 받는 대미지 +20%, 기타 적이 받는 대미지 -30%. 방어력 감소 효과를 받은 적이 받는 대미지 +20%.	<color=#800080>กระแสฝันร้าย</color>:​ ศัตรู​ที่​มี​ HP​ สูงสุด​ที่สุด​ใน​รอบ​นั้น​จะ​ได้รับ​ดา​เม​จ​เพิ่มขึ้น​ 20%​ ในขณะที่​ศัตรู​ตัว​อื่น​ ๆ​ จะ​ได้รับ​ดา​เม​จล​ดล​ง​ 30%​ นอกจากนี้​ ศัตรู​ที่​โดน​ลด​ DEF​ จะ​ได้รับ​ดา​เม​จ​เพิ่มขึ้น​ 20%​
97465	323800	303;304;305	0	18401	1	4	0	100	0			1	1	黑雾之渊·绝境·三	黑霧之淵·絕境·三	Misty Depths (Abyssal) III	黒霧ノ淵・絶境Ⅲ	검은 안개의 심연·인페르노III 	เหวหมอกมืด·วิกฤต·3	<color=#800080>梦魇涌动</color>：未携带增益状态的敌人受到伤害提升20%，携带的任一增益效果达到3层以上的我方单位造成群攻伤害提升30%	<color=#800080>夢魘湧動</color>：未攜帶增益狀態的敵人受到傷害提升20%，攜帶的任一增益效果達到3層以上的我方單位造成群攻傷害提升30%	<color=#800080>Nightmare Surge</color>: Enemies without buffs take 20% more damage. Additionally, when an allied unit has 3 or more stacks of any buff, their AOE damage dealt is increased by 30%.	<color=#800080>ステージ効果</color>：バフを持っていない敵の被ダメージ＋20%、に付与中のバフが３スタック以上を持っている味方による全体ダメージ＋30%。	<color=#800080>나이트메어 침식</color>: 버프 효과를 미보유한 적이 받는 대미지 +20%, 임의 버프 효과를 3스택 이상 보유한 아군이 부여하는 광역 공격 대미지 +30%	<color=#800080>กระแสฝันร้าย</color>:​ ศัตรู​ที่​ไม่​มี​สถานะ​บัฟ​ จะ​ได้รับ​ดา​เม​จ​เพิ่มขึ้น​ 20%​ และ​ฝ่าย​เรา​ที่​มี​เอฟเฟกต์​บัฟ​ถึง​ 3​ ชั้น​ขึ้นไป​ จะ​ทำ​ดา​เม​จ​หมู่​เพิ่มขึ้น​ 30%​
97466	323800	303;304;305	0	18401	1	4	0	100	0			1	1	黑雾之渊·绝境·三	黑霧之淵·絕境·三	Misty Depths (Abyssal) III	黒霧ノ淵・絶境Ⅲ	검은 안개의 심연·인페르노III 	เหวหมอกมืด·วิกฤต·3	<color=#800080>梦魇涌动</color>：每回合当前生命值最高的敌人受到伤害提升20%，其余敌人受到伤害减少30%；防御力被降低的敌人受到伤害提升20%	<color=#800080>夢魘湧動</color>：每回合當前生命值最高的敵人受到傷害提升20%，其餘敵人受到傷害減少30%；防禦力被降低的敵人受到傷害提升20%	<color=#800080>Nightmare Surge</color>: Each turn, the enemy with the highest HP takes 20% more damage, while all other enemies take 30% less damage. Additionally, enemies with reduced DEF receive 20% more damage.	<color=#800080>ステージ効果</color>：毎ターン、現在HPが最も高い敵の被ダメージ＋20%、同時に他の敵の被ダメージ－30%。防御力ダウンを受けている敵の被ダメージ＋20%。	<color=#800080>나이트메어 침식</color>: 턴당 현재 HP가 가장 높은 적이 받는 대미지 +20%, 기타 적이 받는 대미지 -30%. 방어력 감소 효과를 받은 적이 받는 대미지 +20%.	<color=#800080>กระแสฝันร้าย</color>:​ ศัตรู​ที่​มี​ HP​ สูงสุด​ที่สุด​ใน​รอบ​นั้น​จะ​ได้รับ​ดา​เม​จ​เพิ่มขึ้น​ 20%​ ในขณะที่​ศัตรู​ตัว​อื่น​ ๆ​ จะ​ได้รับ​ดา​เม​จล​ดล​ง​ 30%​ นอกจากนี้​ ศัตรู​ที่​โดน​ลด​ DEF​ จะ​ได้รับ​ดา​เม​จ​เพิ่มขึ้น​ 20%​
