id	groupId	place	unlockPlace	levelList	hardLevel1	hardLevel2	starCondition	starConditionNum	starConditionRound	fristRewards	fristRewardsNum	hardRewards1	hardRewardsNum1	hardRewards2	hardRewardsNum2	status	name	name_zh_TW	name_en_UK	name_ja_JP	name_ko_KR	name_th_TH
2353002	353	2	0	96363;96364			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;55;5;60000					1	绝境·蜜罐·二	絕境·蜜罐·二	Abyssal (Honeypot) II	絶境・ハニーポットⅡ	허니·인페르노II 	วิกฤต·โถน้ำผึ้ง·2
2353003	353	3	0	96365;96366			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;60;5;70000					1	绝境·蜜罐·三	絕境·蜜罐·三	Abyssal (Honeypot) III	絶境・ハニーポットⅢ	허니·인페르노III 	วิกฤต·โถน้ำผึ้ง·3
2353004	353	4	0	96367;96368			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;65;10;80000					1	绝境·蜜罐·四	絕境·蜜罐·四	Abyssal (Honeypot) IV	絶境・ハニーポットⅣ	허니·인페르노IV	วิกฤต·โถน้ำผึ้ง·4
2353005	353	5	0	96369;96370			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;70;10;90000					1	绝境·蜜罐·五	絕境·蜜罐·五	Abyssal (Honeypot) V	絶境・ハニーポットⅤ	허니·인페르노V	วิกฤต·โถน้ำผึ้ง·5
2353006	353	6	0	96371;96372			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;75;10;100000					1	绝境·蜜罐·六	絕境·蜜罐·六	Abyssal (Honeypot) VI	絶境・ハニーポットⅥ	허니·인페르노VI 	วิกฤต·โถน้ำผึ้ง·6
2353007	353	7	2353006	96373;96374			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;80;20;110000					1	绝境·蜜罐·七	絕境·蜜罐·七	Abyssal (Honeypot) VII	絶境・ハニーポットⅦ	허니·인페르노VII 	วิกฤต·โถน้ำผึ้ง·7
2353008	353	8	2353007	96375;96376			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;85;20;120000					1	绝境·蜜罐·八	絕境·蜜罐·八	Abyssal (Honeypot) VIII	絶境・ハニーポットⅧ	허니·인페르노VIII 	วิกฤต·โถน้ำผึ้ง·8
2353009	353	9	2353008	96377;96378			300;300;200	0;0;0	12;18;0	4100032;5112001;4105023;3000003	5;90;20;130000					1	绝境·蜜罐·九	絕境·蜜罐·九	Abyssal (Honeypot) IX	絶境・ハニーポットⅨ	허니·인페르노IX	วิกฤต·โถน้ำผึ้ง·9
2353010	353	10	2353009	96379;96380			300;300;200	0;0;0	12;18;0	4100032;5112001;4105023;3000003	5;100;30;150000					1	绝境·蜜罐·十	絕境·蜜罐·十	Abyssal (Honeypot) X	絶境・ハニーポットⅩ	허니·인페르노X	วิกฤต·โถน้ำผึ้ง·10
2453001	453	1	0	96381;96382			300;300;200	0;0;0	12;18;0	4100032;5112001;4105023;3000003	5;50;5;50000					1	挑战·蜜罐·一	挑戰·蜜罐·一	Challenge (Honeypot) I	挑戦・ハニーポットⅠ	도전·허니I 	ท้าทาย·โถน้ำผึ้ง·1
2453002	453	2	2453001	96383;96384			300;300;200	0;0;0	12;18;0	4100032;5112001;4105023;3000003	5;55;5;60000					1	挑战·蜜罐·二	挑戰·蜜罐·二	Challenge (Honeypot) II	挑戦・ハニーポットⅡ	도전·허니II	ท้าทาย·โถน้ำผึ้ง·3
2453003	453	3	2453002	96385;96386						4100032;5112001;4105023;3000003	5;60;5;70000					1	挑战·蜜罐·三	挑戰·蜜罐·三	Challenge (Honeypot) III	挑戦・ハニーポットⅢ	도전·허니III	ท้าทาย·โถน้ำผึ้ง·3
2154001	154	1	0	96401;96402			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	2;20;1;5000					1	迷心·一	迷心·一	Mindmaze I	迷心Ⅰ	미혹I 	วงกตดวงใจ·1
2154002	154	2	0	96403;96404			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	2;25;2;10000					1	迷心·二	迷心·二	Mindmaze II	迷心Ⅱ	미혹II 	วงกตดวงใจ·2
2154003	154	3	0	96405;96406			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	2;30;3;15000					1	迷心·三	迷心·三	Mindmaze III	迷心Ⅲ	미혹III 	วงกตดวงใจ·3
2154004	154	4	0	96407;96408			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	2;35;4;20000					1	迷心·四	迷心·四	Mindmaze IV	迷心Ⅳ	미혹IV	วงกตดวงใจ·4
2154005	154	5	0	96409;96410			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	2;40;5;25000					1	迷心·五	迷心·五	Mindmaze V	迷心Ⅴ	미혹V	วงกตดวงใจ·5
2154006	154	6	0	96411;96412			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	2;45;6;30000					1	迷心·六	迷心·六	Mindmaze VI	迷心Ⅵ	미혹VI 	วงกตดวงใจ·6
2154007	154	7	0	96413;96414			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	2;50;7;35000					1	迷心·七	迷心·七	Mindmaze VII	迷心Ⅶ	미혹VII 	วงกตดวงใจ·7
2154008	154	8	0	96415;96416			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	2;55;8;40000					1	迷心·八	迷心·八	Mindmaze VIII	迷心Ⅷ	미혹VIII 	วงกตดวงใจ·8
2154009	154	9	0	96417;96418			300;300;200	0;0;0	12;18;0	4100032;5112001;4105023;3000003	2;60;9;45000					1	迷心·九	迷心·九	Mindmaze IX	迷心Ⅸ	미혹IX	วงกตดวงใจ·9
2154010	154	10	2154009	96419;96420			300;300;200	0;0;0	12;18;0	4100032;5112001;4105023;3000003	2;70;10;50000					1	迷心·十	迷心·十	Mindmaze X	迷心Ⅹ	미혹X	วงกตดวงใจ·10
2254001	254	1	0	96431;96432			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;50;5;50000					1	困难·迷心·一	困難·迷心·一	Hard (Mindmaze) I	困難・迷心Ⅰ	미혹·하드I 	ยาก·วงกตดวงใจ·1
2254002	254	2	0	96433;96434			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;55;5;60000					1	困难·迷心·二	困難·迷心·二	Hard (Mindmaze) II	困難・迷心Ⅱ	미혹·하드II 	ยาก·วงกตดวงใจ·2
2254003	254	3	0	96435;96436			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;60;5;70000					1	困难·迷心·三	困難·迷心·三	Hard (Mindmaze) III	困難・迷心Ⅲ	미혹·하드III 	ยาก·วงกตดวงใจ·3
2254004	254	4	0	96437;96438			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;65;10;80000					1	困难·迷心·四	困難·迷心·四	Hard (Mindmaze) IV	困難・迷心Ⅳ	미혹·하드IV	ยาก·วงกตดวงใจ·4
2254005	254	5	0	96439;96440			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;70;10;90000					1	困难·迷心·五	困難·迷心·五	Hard (Mindmaze) V	困難・迷心Ⅴ	미혹·하드V	ยาก·วงกตดวงใจ·5
2254006	254	6	0	96441;96442			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;75;10;100000					1	困难·迷心·六	困難·迷心·六	Hard (Mindmaze) VI	困難・迷心Ⅵ	미혹·하드VI 	ยาก·วงกตดวงใจ·6
2254007	254	7	2254006	96443;96444			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;80;20;110000					1	困难·迷心·七	困難·迷心·七	Hard (Mindmaze) VII	困難・迷心Ⅶ	미혹·하드VII 	ยาก·วงกตดวงใจ·7
2254008	254	8	2254007	96445;96446			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;85;20;120000					1	困难·迷心·八	困難·迷心·八	Hard (Mindmaze) VIII	困難・迷心Ⅷ	미혹·하드VIII 	ยาก·วงกตดวงใจ·8
2254009	254	9	2254008	96447;96448			300;300;200	0;0;0	12;18;0	4100032;5112001;4105023;3000003	5;90;20;130000					1	困难·迷心·九	困難·迷心·九	Hard (Mindmaze) IX	困難・迷心Ⅸ	미혹·하드IX	ยาก·วงกตดวงใจ·9
2254010	254	10	2254009	96449;96450			300;300;200	0;0;0	12;18;0	4100032;5112001;4105023;3000003	5;100;30;150000					1	困难·迷心·十	困難·迷心·十	Hard (Mindmaze) X	困難・迷心Ⅹ	미혹·하드X	ยาก·วงกตดวงใจ·10
2354001	354	1	0	96461;96462			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;50;5;50000					1	绝境·迷心·一	絕境·迷心·一	Abyssal (Mindmaze) I	絶境・迷心Ⅰ	미혹·인페르노I 	วิกฤต·วงกตดวงใจ·1
2354002	354	2	0	96463;96464			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;55;5;60000					1	绝境·迷心·二	絕境·迷心·二	Abyssal (Mindmaze) II	絶境・迷心Ⅱ	미혹·인페르노II 	วิกฤต·วงกตดวงใจ·2
2354003	354	3	0	96465;96466			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;60;5;70000					1	绝境·迷心·三	絕境·迷心·三	Abyssal (Mindmaze) III	絶境・迷心Ⅲ	미혹·인페르노III 	วิกฤต·วงกตดวงใจ·3
2354004	354	4	0	96467;96468			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;65;10;80000					1	绝境·迷心·四	絕境·迷心·四	Abyssal (Mindmaze) IV	絶境・迷心Ⅳ	미혹·인페르노IV	วิกฤต·วงกตดวงใจ·4
2354005	354	5	0	96469;96470			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;70;10;90000					1	绝境·迷心·五	絕境·迷心·五	Abyssal (Mindmaze) V	絶境・迷心Ⅴ	미혹·인페르노V	วิกฤต·วงกตดวงใจ·5
2354006	354	6	0	96471;96472			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;75;10;100000					1	绝境·迷心·六	絕境·迷心·六	Abyssal (Mindmaze) VI	絶境・迷心Ⅵ	미혹·인페르노VI 	วิกฤต·วงกตดวงใจ·6
2354007	354	7	2354006	96473;96474			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;80;20;110000					1	绝境·迷心·七	絕境·迷心·七	Abyssal (Mindmaze) VII	絶境・迷心Ⅶ	미혹·인페르노VII 	วิกฤต·วงกตดวงใจ·7
2354008	354	8	2354007	96475;96476			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;85;20;120000					1	绝境·迷心·八	絕境·迷心·八	Abyssal (Mindmaze) VIII	絶境・迷心Ⅷ	미혹·인페르노VIII 	วิกฤต·วงกตดวงใจ·8
2354009	354	9	2354008	96477;96478			300;300;200	0;0;0	12;18;0	4100032;5112001;4105023;3000003	5;90;20;130000					1	绝境·迷心·九	絕境·迷心·九	Abyssal (Mindmaze) IX	絶境・迷心Ⅸ	미혹·인페르노IX	วิกฤต·วงกตดวงใจ·9
2354010	354	10	2354009	96479;96480			300;300;200	0;0;0	12;18;0	4100032;5112001;4105023;3000003	5;100;30;150000					1	绝境·迷心·十	絕境·迷心·十	Abyssal (Mindmaze) X	絶境・迷心Ⅹ	미혹·인페르노X	วิกฤต·วงกตดวงใจ·10
2454001	454	1	0	96481;96482			300;300;200	0;0;0	12;18;0	4100032;5112001;4105023;3000003	5;50;5;50000					1	挑战·迷心·一	挑戰·迷心·一	Mindmaze (Challenge) 1	挑戦・迷心Ⅰ	도전·미혹I	ท้าทาย·วงกตดวงใจ·1
2454002	454	2	2454001	96483;96484			300;300;200	0;0;0	12;18;0	4100032;5112001;4105023;3000003	5;55;5;60000					1	挑战·迷心·二	挑戰·迷心·二	Mindmaze (Challenge) 2	挑戦・迷心Ⅱ	도전·미혹II	ท้าทาย·วงกตดวงใจ·2
2454003	454	3	2454002	96485;96486						4100032;5112001;4105023;3000003	5;60;5;70000					1	挑战·迷心·三	挑戰·迷心·三	Mindmaze (Challenge) 3	挑戦・迷心Ⅲ	도전·미혹III	ท้าทาย·วงกตดวงใจ·3
2155001	155	1	0	96501;96502			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	2;20;1;5000					1	幽夜·一	幽夜·一	Nocturne I	幽夜Ⅰ	칠야I	คืนทมิฬ·1
2155002	155	2	0	96503;96504			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	2;25;2;10000					1	幽夜·二	幽夜·二	Nocturne II	幽夜Ⅱ	칠야II	คืนทมิฬ·2
2155003	155	3	0	96505;96506			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	2;30;3;15000					1	幽夜·三	幽夜·三	Nocturne III	幽夜Ⅲ	칠야III	คืนทมิฬ·3
2155004	155	4	0	96507;96508			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	2;35;4;20000					1	幽夜·四	幽夜·四	Nocturne IV	幽夜Ⅳ	칠야IV	คืนทมิฬ·4
2155005	155	5	0	96509;96510			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	2;40;5;25000					1	幽夜·五	幽夜·五	Nocturne V	幽夜Ⅴ	칠야V	คืนทมิฬ·5
2155006	155	6	0	96511;96512			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	2;45;6;30000					1	幽夜·六	幽夜·六	Nocturne VI	幽夜Ⅵ	칠야VI	คืนทมิฬ·6
2155007	155	7	0	96513;96514			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	2;50;7;35000					1	幽夜·七	幽夜·七	Nocturne VII	幽夜Ⅶ	칠야VII	คืนทมิฬ·7
2155008	155	8	0	96515;96516			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	2;55;8;40000					1	幽夜·八	幽夜·八	Nocturne VIII	幽夜Ⅷ	칠야VIII	คืนทมิฬ·8
2155009	155	9	0	96517;96518			300;300;200	0;0;0	12;18;0	4100032;5112001;4105023;3000003	2;60;9;45000					1	幽夜·九	幽夜·九	Nocturne IX	幽夜Ⅸ	칠야IX	คืนทมิฬ·9
2155010	155	10	2155009	96519;96520			300;300;200	0;0;0	12;18;0	4100032;5112001;4105023;3000003	2;70;10;50000					1	幽夜·十	幽夜·十	Nocturne X	幽夜Ⅹ	칠야X	คืนทมิฬ·10
2255001	255	1	0	96531;96532			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;50;5;50000					1	困难·幽夜·一	困難·幽夜·一	Hard (Nocturne) I	困難・幽夜Ⅰ	칠야·하드I	ยาก·คืนทมิฬ·1
2255002	255	2	0	96533;96534			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;55;5;60000					1	困难·幽夜·二	困難·幽夜·二	Hard (Nocturne) II	困難・幽夜Ⅱ	칠야·하드II	ยาก·คืนทมิฬ·2
2255003	255	3	0	96535;96536			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;60;5;70000					1	困难·幽夜·三	困難·幽夜·三	Hard (Nocturne) III	困難・幽夜Ⅲ	칠야·하드III	ยาก·คืนทมิฬ·3
2255004	255	4	0	96537;96538			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;65;10;80000					1	困难·幽夜·四	困難·幽夜·四	Hard (Nocturne) IV	困難・幽夜Ⅳ	칠야·하드IV	ยาก·คืนทมิฬ·4
2255005	255	5	0	96539;96540			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;70;10;90000					1	困难·幽夜·五	困難·幽夜·五	Hard (Nocturne) V	困難・幽夜Ⅴ	칠야·하드V	ยาก·คืนทมิฬ·5
2255006	255	6	0	96541;96542			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;75;10;100000					1	困难·幽夜·六	困難·幽夜·六	Hard (Nocturne) VI	困難・幽夜Ⅵ	칠야·하드VI	ยาก·คืนทมิฬ·6
2255007	255	7	0	96543;96544			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;80;20;110000					1	困难·幽夜·七	困難·幽夜·七	Hard (Nocturne) VII	困難・幽夜Ⅶ	칠야·하드VII	ยาก·คืนทมิฬ·7
2255008	255	8	0	96545;96546			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;85;20;120000					1	困难·幽夜·八	困難·幽夜·八	Hard (Nocturne) VIII	困難・幽夜Ⅷ	칠야·하드VIII	ยาก·คืนทมิฬ·8
2255009	255	9	0	96547;96548			300;300;200	0;0;0	12;18;0	4100032;5112001;4105023;3000003	5;90;20;130000					1	困难·幽夜·九	困難·幽夜·九	Hard (Nocturne) IX	困難・幽夜Ⅸ	칠야·하드IX	ยาก·คืนทมิฬ·9
2255010	255	10	2255009	96549;96550			300;300;200	0;0;0	12;18;0	4100032;5112001;4105023;3000003	5;100;30;150000					1	困难·幽夜·十	困難·幽夜·十	Hard (Nocturne) X	困難・幽夜Ⅹ	칠야·하드X	ยาก·คืนทมิฬ·10
2355001	355	1	0	96561;96562			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;50;5;50000					1	绝境·幽夜·一	絕境·幽夜·一	Abyssal (Nocturne) I	絶境・幽夜Ⅰ	칠야·인페르노I	วิกฤต·คืนทมิฬ·1
2355002	355	2	0	96563;96564			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;55;5;60000					1	绝境·幽夜·二	絕境·幽夜·二	Abyssal (Nocturne) II	絶境・幽夜Ⅱ	칠야·인페르노II	วิกฤต·คืนทมิฬ·2
2355003	355	3	0	96565;96566			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;60;5;70000					1	绝境·幽夜·三	絕境·幽夜·三	Abyssal (Nocturne) III	絶境・幽夜Ⅲ	칠야·인페르노III	วิกฤต·คืนทมิฬ·3
2355004	355	4	0	96567;96568			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;65;10;80000					1	绝境·幽夜·四	絕境·幽夜·四	Abyssal (Nocturne) IV	絶境・幽夜Ⅳ	칠야·인페르노IV	วิกฤต·คืนทมิฬ·4
2355005	355	5	0	96569;96570			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;70;10;90000					1	绝境·幽夜·五	絕境·幽夜·五	Abyssal (Nocturne) V	絶境・幽夜Ⅴ	칠야·인페르노V	วิกฤต·คืนทมิฬ·5
2355006	355	6	0	96571;96572			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;75;10;100000					1	绝境·幽夜·六	絕境·幽夜·六	Abyssal (Nocturne) VI	絶境・幽夜Ⅵ	칠야·인페르노VI	วิกฤต·คืนทมิฬ·6
2355007	355	7	2355006	96573;96574			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;80;20;110000					1	绝境·幽夜·七	絕境·幽夜·七	Abyssal (Nocturne) VII	絶境・幽夜Ⅶ	칠야·인페르노VII	วิกฤต·คืนทมิฬ·7
2355008	355	8	2355007	96575;96576			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;85;20;120000					1	绝境·幽夜·八	絕境·幽夜·八	Abyssal (Nocturne) VIII	絶境・幽夜Ⅷ	칠야·인페르노VIII	วิกฤต·คืนทมิฬ·8
2355009	355	9	2355008	96577;96578			300;300;200	0;0;0	12;18;0	4100032;5112001;4105023;3000003	5;90;20;130000					1	绝境·幽夜·九	絕境·幽夜·九	Abyssal (Nocturne) IX	絶境・幽夜Ⅸ	칠야·인페르노IX	วิกฤต·คืนทมิฬ·9
2355010	355	10	2355009	96579;96580			300;300;200	0;0;0	12;18;0	4100032;5112001;4105023;3000003	5;100;30;150000					1	绝境·幽夜·十	絕境·幽夜·十	Abyssal (Nocturne) X	絶境・幽夜Ⅹ	칠야·인페르노X	วิกฤต·คืนทมิฬ·10
2455001	455	1	0	96581;96582			300;300;200	0;0;0	12;18;0	4100032;5112001;4105023;3000003	5;50;5;50000					1	挑战·幽夜·一	挑戰·幽夜·一	Challenge (Nocturne) I	挑戦・幽夜Ⅰ	도전·칠야I 	ท้าทาย·คืนทมิฬ·1
2455002	455	2	2455001	96583;96584			300;300;200	0;0;0	12;18;0	4100032;5112001;4105023;3000003	5;55;5;60000					1	挑战·幽夜·二	挑戰·幽夜·二	Challenge (Nocturne) II	挑戦・幽夜Ⅱ	도전·칠야II	ท้าทาย·คืนทมิฬ·2
2455003	455	3	2455002	96585;96586						4100032;5112001;4105023;3000003	5;60;5;70000					1	挑战·幽夜·三	挑戰·幽夜·三	Challenge (Nocturne) III	挑戦・幽夜Ⅲ	도전·칠야III	ท้าทาย·คืนทมิฬ·3
2156001	156	1	0	96601;96602			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	2;20;1;5000					1	溺梦·一	溺夢·一	Abysslumber I	酔夢Ⅰ	미몽I	ฝันจมดิ่ง·1
2156002	156	2	0	96603;96604			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	2;25;2;10000					1	溺梦·二	溺夢·二	Abysslumber II	酔夢Ⅱ	미몽II	ฝันจมดิ่ง·2
2156003	156	3	0	96605;96606			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	2;30;3;15000					1	溺梦·三	溺夢·三	Abysslumber III	酔夢Ⅲ	미몽III	ฝันจมดิ่ง·1
2156004	156	4	0	96607;96608			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	2;35;4;20000					1	溺梦·四	溺夢·四	Abysslumber IV	酔夢Ⅳ	미몽IV	ฝันจมดิ่ง·4
2156005	156	5	0	96609;96610			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	2;40;5;25000					1	溺梦·五	溺夢·五	Abysslumber V	酔夢Ⅴ	미몽V	ฝันจมดิ่ง·5
2156006	156	6	0	96611;96612			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	2;45;6;30000					1	溺梦·六	溺夢·六	Abysslumber VI	酔夢Ⅵ	미몽VI	ฝันจมดิ่ง·6
2156007	156	7	0	96613;96614			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	2;50;7;35000					1	溺梦·七	溺夢·七	Abysslumber VII	酔夢Ⅶ	미몽VII	ฝันจมดิ่ง·7
2156008	156	8	0	96615;96616			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	2;55;8;40000					1	溺梦·八	溺夢·八	Abysslumber VIII	酔夢Ⅷ	미몽VIII	ฝันจมดิ่ง·8
2156009	156	9	0	96617;96618			300;300;200	0;0;0	12;18;0	4100032;5112001;4105023;3000003	2;60;9;45000					1	溺梦·九	溺夢·九	Abysslumber IX	酔夢Ⅸ	미몽IX	ฝันจมดิ่ง·9
2156010	156	10	2156009	96619;96620			300;300;200	0;0;0	12;18;0	4100032;5112001;4105023;3000003	2;70;10;50000					1	溺梦·十	溺夢·十	Abysslumber X	酔夢Ⅹ	미몽X	ฝันจมดิ่ง·10
2256001	256	1	0	96631;96632			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;50;5;50000					1	困难·溺梦·一	困難·溺夢·一	Hard (Abysslumber) I	困難・酔夢Ⅰ	미몽·하드I	ยาก·ฝันจมดิ่ง·1
2256002	256	2	0	96633;96634			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;55;5;60000					1	困难·溺梦·二	困難·溺夢·二	Hard (Abysslumber) II	困難・酔夢Ⅱ	미몽·하드II	ยาก·ฝันจมดิ่ง·2
2256003	256	3	0	96635;96636			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;60;5;70000					1	困难·溺梦·三	困難·溺夢·三	Hard (Abysslumber) III	困難・酔夢Ⅲ	미몽·하드III	ยาก·ฝันจมดิ่ง·3
2256004	256	4	0	96637;96638			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;65;10;80000					1	困难·溺梦·四	困難·溺夢·四	Hard (Abysslumber) IV	困難・酔夢Ⅳ	미몽·하드IV	ยาก·ฝันจมดิ่ง·4
2256005	256	5	0	96639;96640			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;70;10;90000					1	困难·溺梦·五	困難·溺夢·五	Hard (Abysslumber) V	困難・酔夢Ⅴ	미몽·하드V	ยาก·ฝันจมดิ่ง·5
2256006	256	6	0	96641;96642			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;75;10;100000					1	困难·溺梦·六	困難·溺夢·六	Hard (Abysslumber) VI	困難・酔夢Ⅵ	미몽·하드VI	ยาก·ฝันจมดิ่ง·6
2256007	256	7	0	96643;96644			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;80;20;110000					1	困难·溺梦·七	困難·溺夢·七	Hard (Abysslumber) VII	困難・酔夢Ⅶ	미몽·하드VII	ยาก·ฝันจมดิ่ง·7
2256008	256	8	0	96645;96646			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;85;20;120000					1	困难·溺梦·八	困難·溺夢·八	Hard (Abysslumber) VIII	困難・酔夢Ⅷ	미몽·하드VIII	ยาก·ฝันจมดิ่ง·8
2256009	256	9	0	96647;96648			300;300;200	0;0;0	12;18;0	4100032;5112001;4105023;3000003	5;90;20;130000					1	困难·溺梦·九	困難·溺夢·九	Hard (Abysslumber) IX	困難・酔夢Ⅸ	미몽·하드IX	ยาก·ฝันจมดิ่ง·9
2256010	256	10	2256009	96649;96650			300;300;200	0;0;0	12;18;0	4100032;5112001;4105023;3000003	5;100;30;150000					1	困难·溺梦·十	困難·溺夢·十	Hard (Abysslumber) X	困難・酔夢Ⅹ	미몽·하드X	ยาก·ฝันจมดิ่ง·10
2356001	356	1	0	96661;96662			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;50;5;50000					1	绝境·溺梦·一	絕境·溺夢·一	Abyssal (Abysslumber) I	絶境・酔夢Ⅰ	미몽·인페르노I	วิกฤต·ฝันจมดิ่ง·1
2356002	356	2	0	96663;96664			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;55;5;60000					1	绝境·溺梦·二	絕境·溺夢·二	Abyssal (Abysslumber) II	絶境・酔夢Ⅱ	미몽·인페르노II	วิกฤต·ฝันจมดิ่ง·2
2356003	356	3	0	96665;96666			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;60;5;70000					1	绝境·溺梦·三	絕境·溺夢·三	Abyssal (Abysslumber) III	絶境・酔夢Ⅲ	미몽·인페르노III	วิกฤต·ฝันจมดิ่ง·3
2356004	356	4	0	96667;96668			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;65;10;80000					1	绝境·溺梦·四	絕境·溺夢·四	Abyssal (Abysslumber) IV	絶境・酔夢Ⅳ	미몽·인페르노IV	วิกฤต·ฝันจมดิ่ง·4
2356005	356	5	0	96669;96670			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;70;10;90000					1	绝境·溺梦·五	絕境·溺夢·五	Abyssal (Abysslumber) V	絶境・酔夢Ⅴ	미몽·인페르노V	วิกฤต·ฝันจมดิ่ง·5
2356006	356	6	0	96671;96672			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;75;10;100000					1	绝境·溺梦·六	絕境·溺夢·六	Abyssal (Abysslumber) VI	絶境・酔夢Ⅵ	미몽·인페르노VI	วิกฤต·ฝันจมดิ่ง·6
