id	unlockId	taskContentType	taskContentId	taskContenNum	rewardId	rewardNum	openType	openParameter	group	status	desc	desc_zh_TW	desc_en_UK	desc_ja_JP	desc_ko_KR	desc_th_TH
235	0	1205	7	2	9000087	600	701		9	1	将任意<color=#ff4dc0>2</color>个战斗员突破6次(从0次突破开始才会计数)	將任意<color=#ff4dc0>2</color>個戰鬥員突破6次(從0次突破開始才會計數)	Ascend <color=#ff4dc0>2</color> Combatants 6 times. (Only counts if starting from zero.)	任意の戦闘員<color=#ff4dc0>2</color>名を6回突破する（0回突破からカウント)	임의의 <color=#ff4dc0>2</color>명 전투원 6회 돌파 (0회 돌파부터 누적 집계됨)	ปลดลิมิตตัวละครใดก็ได้ <color=#ff4dc0>2</color> ตัว จำนวน 6 ครั้ง (จะนับเมื่อเริ่มปลดจาก 0 )
236	0	1205	8	2	9000087	800	701		9	1	将任意<color=#ff4dc0>2</color>个战斗员突破7次(从0次突破开始才会计数)	將任意<color=#ff4dc0>2</color>個戰鬥員突破7次(從0次突破開始才會計數)	Ascend <color=#ff4dc0>2</color> Combatants 7 times. (Only counts if starting from zero.)	任意の戦闘員<color=#ff4dc0>2</color>名を7回突破する（0回突破からカウント)	임의의 <color=#ff4dc0>2</color>명 전투원 7회 돌파 (0회 돌파부터 누적 집계됨)	ปลดลิมิตตัวละครใดก็ได้ <color=#ff4dc0>2</color> ตัว จำนวน 7 ครั้ง (จะนับเมื่อเริ่มปลดจาก 0 )
237	0	5	5	5	9000087	400	233		9	1	获取任意<color=#ff4dc0>5</color>件橙色装备	獲取任意<color=#ff4dc0>5</color>件橙色裝備	Get <color=#ff4dc0>5</color> pieces of SSR equipment.	任意のオレンジ品質装備を<color=#ff4dc0>5</color>個獲得する	임의의 오렌지색 장비 <color=#ff4dc0>5</color>개 획득	ได้รับอุปกรณ์ SSR <color=#ff4dc0>5</color> ชิ้น
238	0	5	5	10	9000087	500	233		9	1	获取任意<color=#ff4dc0>10</color>件橙色装备	獲取任意<color=#ff4dc0>10</color>件橙色裝備	Get <color=#ff4dc0>10</color> pieces of SSR equipment.	任意のオレンジ品質装備を<color=#ff4dc0>10</color>個獲得する	임의의 오렌지색 장비 <color=#ff4dc0>10</color>개 획득	ได้รับอุปกรณ์ SSR <color=#ff4dc0>10</color> ชิ้น
239	0	5	5	20	9000087	600	233		9	1	获取任意<color=#ff4dc0>20</color>件橙色装备	獲取任意<color=#ff4dc0>20</color>件橙色裝備	Get <color=#ff4dc0>20</color> pieces of SSR equipment.	任意のオレンジ品質装備を<color=#ff4dc0>20</color>個獲得する	임의의 오렌지색 장비 <color=#ff4dc0>20</color>개 획득	ได้รับอุปกรณ์ SSR <color=#ff4dc0>20</color> ชิ้น
240	0	5	5	30	9000087	800	233		9	1	获取任意<color=#ff4dc0>30</color>件橙色装备	獲取任意<color=#ff4dc0>30</color>件橙色裝備	Get <color=#ff4dc0>30</color> pieces of SSR equipment.	任意のオレンジ品質装備を<color=#ff4dc0>30</color>個獲得する	임의의 오렌지색 장비 <color=#ff4dc0>30</color>개 획득	ได้รับอุปกรณ์ SSR <color=#ff4dc0>30</color> ชิ้น
241	0	1103	0	2	9000087	400	236		9	1	参与协力战<color=#ff4dc0>2</color>次	參與協力戰<color=#ff4dc0>2</color>次	Complete the Invasion <color=#ff4dc0>2</color> times.	協同作戦に<color=#ff4dc0>2</color>回参加する	협력전 <color=#ff4dc0>2</color>회 참가	เข้าร่วม​ผนึก​กำลัง​ <color=#ff4dc0>2</color>​ ครั้ง​
242	0	1103	0	6	9000087	500	236		9	1	参与协力战<color=#ff4dc0>6</color>次	參與協力戰<color=#ff4dc0>6</color>次	Complete the Invasion <color=#ff4dc0>6</color> times.	協同作戦に<color=#ff4dc0>6</color>回参加する	협력전 <color=#ff4dc0>6</color>회 참가	เข้าร่วม​ผนึก​กำลัง​ <color=#ff4dc0>6</color>​ ครั้ง​
243	0	1103	0	12	9000087	600	236		9	1	参与协力战<color=#ff4dc0>12</color>次	參與協力戰<color=#ff4dc0>12</color>次	Complete the Invasion <color=#ff4dc0>12</color> times.	協同作戦に<color=#ff4dc0>12</color>回参加する	협력전 <color=#ff4dc0>12</color>회 참가	เข้าร่วม​ผนึก​กำลัง​ <color=#ff4dc0>12</color>​ ครั้ง​
244	0	1103	0	18	9000087	800	236		9	1	参与协力战<color=#ff4dc0>18</color>次	參與協力戰<color=#ff4dc0>18</color>次	Complete the Invasion <color=#ff4dc0>18</color> times.	協同作戦に<color=#ff4dc0>18</color>回参加する	협력전 <color=#ff4dc0>18</color>회 참가	เข้าร่วม​ผนึก​กำลัง​ <color=#ff4dc0>18</color>​ ครั้ง​
245	0	1602	0	5	9000087	400	522		9	1	累计抽取猫球<color=#ff4dc0>5</color>次	累計抽取貓球<color=#ff4dc0>5</color>次	Summon Catos <color=#ff4dc0>5</color> times in total.	ガトガチャを<color=#ff4dc0>5</color>回引く	냥냥볼 뽑기 누적 <color=#ff4dc0>5</color>회	จุ่ม​แค​ทบ​อล​สะสม​ถึง​ <color=#ff4dc0>5</color>​ ครั้ง​
246	0	1602	0	10	9000087	500	522		9	1	累计抽取猫球<color=#ff4dc0>10</color>次	累計抽取貓球<color=#ff4dc0>10</color>次	Summon Catos <color=#ff4dc0>10</color> times in total.	ガトガチャを<color=#ff4dc0>10</color>回引く	냥냥볼 뽑기 누적 <color=#ff4dc0>10</color>회	จุ่ม​แค​ทบ​อล​สะสม​ถึง​ <color=#ff4dc0>10</color>​ ครั้ง​
247	0	1602	0	20	9000087	600	522		9	1	累计抽取猫球<color=#ff4dc0>20</color>次	累計抽取貓球<color=#ff4dc0>20</color>次	Summon Catos <color=#ff4dc0>20</color> times in total.	ガトガチャを<color=#ff4dc0>20</color>回引く	냥냥볼 뽑기 누적 <color=#ff4dc0>20</color>회	จุ่ม​แค​ทบ​อล​สะสม​ถึง​ <color=#ff4dc0>20</color>​ ครั้ง​
248	0	1602	0	35	9000087	800	522		9	1	累计抽取猫球<color=#ff4dc0>35</color>次	累計抽取貓球<color=#ff4dc0>35</color>次	Summon Catos <color=#ff4dc0>35</color> times in total.	ガトガチャを<color=#ff4dc0>35</color>回引く	냥냥볼 뽑기 누적 <color=#ff4dc0>35</color>회	จุ่ม​แค​ทบ​อล​สะสม​ถึง​ <color=#ff4dc0>35</color>​ ครั้ง​
249	0	1703	0	30	9000087	400	701		9	1	洗练任意装备<color=#ff4dc0>30</color>次	洗練任意裝備<color=#ff4dc0>30</color>次	Refine any equipment <color=#ff4dc0>30</color> times.	任意の装備を<color=#ff4dc0>30</color>回洗練する	임의의 장비 <color=#ff4dc0>30회</color>제련	รี​ไฟ​น์​อุปกรณ์​ใด​ก็ได้​ <color=#ff4dc0>30</color>​ ครั้ง​
250	0	1703	0	60	9000087	500	701		9	1	洗练任意装备<color=#ff4dc0>60</color>次	洗練任意裝備<color=#ff4dc0>60</color>次	Refine any equipment <color=#ff4dc0>60</color> times.	任意の装備を<color=#ff4dc0>60</color>回洗練する	임의의 장비 <color=#ff4dc0>60회</color>제련	รี​ไฟ​น์​อุปกรณ์​ใด​ก็ได้​ <color=#ff4dc0>60</color>​ ครั้ง​
251	0	1703	0	100	9000087	600	701		9	1	洗练任意装备<color=#ff4dc0>100</color>次	洗練任意裝備<color=#ff4dc0>100</color>次	Refine any equipment <color=#ff4dc0>100</color> times.	任意の装備を<color=#ff4dc0>100</color>回洗練する	임의의 장비 <color=#ff4dc0>100회</color>제련	รี​ไฟ​น์​อุปกรณ์​ใด​ก็ได้​ <color=#ff4dc0>100</color>​ ครั้ง​
252	0	1703	0	140	9000087	800	701		9	1	洗练任意装备<color=#ff4dc0>140</color>次	洗練任意裝備<color=#ff4dc0>140</color>次	Refine any equipment <color=#ff4dc0>140</color> times.	任意の装備を<color=#ff4dc0>140</color>回洗練する	임의의 장비 <color=#ff4dc0>140회</color>제련	รี​ไฟ​น์​อุปกรณ์​ใด​ก็ได้​ <color=#ff4dc0>140</color>​ ครั้ง​
