id	ScheduleId	unlockType	unlockId	unlockNum	taskContentType	taskContentId	taskContenNum	point	openType	openParameter	ifDaily	status	desc	desc_zh_TW	desc_en_UK	desc_ja_JP	desc_ko_KR	desc_th_TH
7407	74				1101	1	3	60	288		0	1	通关任意难度装备副本3次	通關任意難度裝備副本3次	Complete any Equipment Stage 3 times.	装備ステージを3回クリアする	랜덤 난이도 장비 던전 3회 클리어	ผ่าน​ดัน​เจี้ยน​อุปกรณ์​ความ​ยาก​ใด​ก็ได้​ 3​ ครั้ง​
7408	74	25		104020	1405		1	60	518		0	1	完成1次离岛空运	完成1次離島空運	Complete Air Express 1 time.	離島空便を１回完了する	항공 운송 1회 완료	สำเร็จ​การขนส่ง​ทางอากาศ​ 1​ ครั้ง​
7409	74				1416		10	60	511		0	1	制作10个任意料理	製作10個任意料理	Create any food 10 times.	任意の料理を10個製作する	요리 10개 제작	ทำอาหาร​แบบ​ใด​ก็ได้​ 10​ รายการ​
7410	74				1403		5	60	517		0	1	完成5个外卖订单	完成5個外賣訂單	Complete 5 delivery orders.	出前を5回完了する	배달 주문 5건 완료	ส่งสำเร็จ 5 ออเดอร์
7411	74				7	4198001	10	60	230		0	1	任意渔场钓鱼10次	任意漁場釣魚10次	Fish 10 times in any Fishery.	任意の漁場で釣りを10回完了する	임의의 낚시터에서 낚시 10회	ตกปลา​ที่​บ่อ​ปลา​ใด​ก็ได้​ 10​ ครั้ง​
7412	74	25		104110	1103		2	60	236		0	1	通关2次巨型傀入侵	通關2次巨型傀入侵	Complete Giant Anomaly Invasion 2 times.	巨大型傀侵入を2回クリアする	자이언트 퍼펫 침입 2회 클리어	ผ่าน​การ​รุกราน​ของ​หุ่นเชิด​ยักษ์​ 2​ ครั้ง​
7413	74	25		107120	274		1	60	212		0	1	参与1次世界首领	 參與1次世界首領	Fight the World Boss once.	ワールドBOSSの討伐に1回参加する	월드 보스 1회 참여	เข้าร่วม​เวิลด์​บอส​ 1​ ครั้ง​
7414	74	25		106070	252		1	60	721		0	1	参与1次天梯竞技场	參與1次天梯競技場	Complete 1 battle in the Arena.	アリーナランク戦に1回出場する	래더 아레나에서 1회 참여	เข้าร่วม​สกาย​อารี​น่า​ 1​ ครั้ง​
7415	74	25		105030	1118		3	60	723		0	1	参与3次幻影特训场	參與3次幻影特訓場	Battle in Master Duel 3 times.	ファントム特訓に3回参加する	팬텀 특훈장 3회 참여	เข้าร่วม​สนาม​ซ้อม​แฟน​ธอม​ 3​ ครั้ง​
7416	74	25		109210	1106		3	60	722		0	1	参与3次幻影斗技场	參與3次幻影鬥技場	Participate in Phantom Clash 3 times.	ファントム闘技場に3回出場する	팬텀 투기장 3회 참여	เข้าร่วม​แฟน​ธอม​อารี​น่า​ 3​ ครั้ง​
7417	74				601	1	5	80	601	1	0	1	进行5次召唤	進行5次召喚	Make 5 summons.	召喚を5回行う	소환 5회 진행	รับสมัคร 5 ครั้ง
7418	74	25		102170	1602		5	80	522		0	1	进行5次猫球抽取	進行5次貓球抽取	Summon Catos 5 times.	ガトガチャを5回回す	냥냥볼 뽑기 5회 진행	จุ่มแคทบอล 5 ครั้ง
7419	74			1	405		1	60			1	1	每日登陆	每日登入	Log in daily.	ログインする	매일 접속	ล็อกอินทุกวัน
7501	75				7	3000004	200	60	0		0	1	消耗200点情绪	消耗200點情緒	Spend 200 Pathos.	エモーションを200消費する	이모션 200 소모	ใช้พาโธส 200 แต้ม
7502	75				7	3000003	100000	60			0	1	累计消耗100000新海币	累計消耗100000新海幣	Spend 100,000 Catto Coins in total.	累計で100000新海コインを消費する	뉴오션 코인 누적 100000 소모	ใช้​เหรียญ​แค​ทโตะ​สะสม​ 100,000​ เหรียญ​
7503	75				1803		150	60	301		0	1	每日活跃度达到150点	每日活躍度達到150點	Reach 150 Daily Activeness.	活躍度が150に達する	일일 활약도 150 달성	ค่า​แอ็ก​ที​ฟ​รายวัน​ถึง​ 150​ แต้ม​
7504	75				1101	6	3	60	224		0	1	通关任意难度经验副本3次	通關任意難度經驗副本3次	Complete any EXP Stage 3 times.	EXPステージを3回クリアする	랜덤 난이도 EXP 던전 3회 클리어	ผ่าน​ดัน​เจี้ยน​ EXP​ ความ​ยาก​ใด​ก็ได้​ 3​ ครั้ง​
7505	75				1101	4	3	60	283		0	1	通关任意难度芯片副本3次	通關任意難度晶片副本3次	Complete any Chip Stage 3 times.	チップステージを3回クリアする	랜덤 난이도 칩 던전 3회 클리어	ผ่าน​ดัน​เจี้ยน​ชิป​ความ​ยาก​ใด​ก็ได้​ 3​ ครั้ง​
7506	75				1101	5	3	60	223		0	1	通关任意难度粒子副本3次	通關任意難度粒子副本3次	Complete any Particle Stage 3 times.	粒子ステージを3回クリアする	랜덤 난이도 파티클 던전 3회 클리어	ผ่าน​ดัน​เจี้ยน​อนุภาค​ความ​ยาก​ใด​ก็ได้​ 3​ ครั้ง​
7507	75				1101	1	3	60	288		0	1	通关任意难度装备副本3次	通關任意難度裝備副本3次	Complete any Equipment Stage 3 times.	装備ステージを3回クリアする	랜덤 난이도 장비 던전 3회 클리어	ผ่าน​ดัน​เจี้ยน​อุปกรณ์​ความ​ยาก​ใด​ก็ได้​ 3​ ครั้ง​
7508	75	25		104020	1405		1	60	518		0	1	完成1次离岛空运	完成1次離島空運	Complete Air Express 1 time.	離島空便を１回完了する	항공 운송 1회 완료	สำเร็จ​การขนส่ง​ทางอากาศ​ 1​ ครั้ง​
7509	75				1416		10	60	511		0	1	制作10个任意料理	製作10個任意料理	Create any food 10 times.	任意の料理を10個製作する	요리 10개 제작	ทำอาหาร​แบบ​ใด​ก็ได้​ 10​ รายการ​
7510	75				1403		5	60	517		0	1	完成5个外卖订单	完成5個外賣訂單	Complete 5 delivery orders.	出前を5回完了する	배달 주문 5건 완료	ส่งสำเร็จ 5 ออเดอร์
7511	75				7	4198001	10	60	230		0	1	任意渔场钓鱼10次	任意漁場釣魚10次	Fish 10 times in any Fishery.	任意の漁場で釣りを10回完了する	임의의 낚시터에서 낚시 10회	ตกปลา​ที่​บ่อ​ปลา​ใด​ก็ได้​ 10​ ครั้ง​
7512	75	25		104110	1103		2	60	236		0	1	通关2次巨型傀入侵	通關2次巨型傀入侵	Complete Giant Anomaly Invasion 2 times.	巨大型傀侵入を2回クリアする	자이언트 퍼펫 침입 2회 클리어	ผ่าน​การ​รุกราน​ของ​หุ่นเชิด​ยักษ์​ 2​ ครั้ง​
7513	75	25		107120	274		1	60	212		0	1	参与1次世界首领	 參與1次世界首領	Fight the World Boss once.	ワールドBOSSの討伐に1回参加する	월드 보스 1회 참여	เข้าร่วม​เวิลด์​บอส​ 1​ ครั้ง​
7514	75	25		106070	252		1	60	721		0	1	参与1次天梯竞技场	參與1次天梯競技場	Complete 1 battle in the Arena.	アリーナランク戦に1回出場する	래더 아레나에서 1회 참여	เข้าร่วม​สกาย​อารี​น่า​ 1​ ครั้ง​
7515	75	25		105030	1118		3	60	723		0	1	参与3次幻影特训场	參與3次幻影特訓場	Battle in Master Duel 3 times.	ファントム特訓に3回参加する	팬텀 특훈장 3회 참여	เข้าร่วม​สนาม​ซ้อม​แฟน​ธอม​ 3​ ครั้ง​
7516	75	25		109210	1106		3	60	722		0	1	参与3次幻影斗技场	參與3次幻影鬥技場	Participate in Phantom Clash 3 times.	ファントム闘技場に3回出場する	팬텀 투기장 3회 참여	เข้าร่วม​แฟน​ธอม​อารี​น่า​ 3​ ครั้ง​
7517	75				601	1	5	80	601	1	0	1	进行5次召唤	進行5次召喚	Make 5 summons.	召喚を5回行う	소환 5회 진행	รับสมัคร 5 ครั้ง
7518	75	25		102170	1602		5	80	522		0	1	进行5次猫球抽取	進行5次貓球抽取	Summon Catos 5 times.	ガトガチャを5回回す	냥냥볼 뽑기 5회 진행	จุ่มแคทบอล 5 ครั้ง
7519	75			1	405		1	60			1	1	每日登陆	每日登入	Log in daily.	ログインする	매일 접속	ล็อกอินทุกวัน
7601	76				7	3000004	200	60	0		0	1	消耗200点情绪	消耗200點情緒	Spend 200 Pathos.	エモーションを200消費する	이모션 200 소모	ใช้พาโธส 200 แต้ม
7602	76				7	3000003	100000	60			0	1	累计消耗100000新海币	累計消耗100000新海幣	Spend 100,000 Catto Coins in total.	累計で100000新海コインを消費する	뉴오션 코인 누적 100000 소모	ใช้​เหรียญ​แค​ทโตะ​สะสม​ 100,000​ เหรียญ​
7603	76				1803		150	60	301		0	1	每日活跃度达到150点	每日活躍度達到150點	Reach 150 Daily Activeness.	活躍度が150に達する	일일 활약도 150 달성	ค่า​แอ็ก​ที​ฟ​รายวัน​ถึง​ 150​ แต้ม​
7604	76				1101	6	3	60	224		0	1	通关任意难度经验副本3次	通關任意難度經驗副本3次	Complete any EXP Stage 3 times.	EXPステージを3回クリアする	랜덤 난이도 EXP 던전 3회 클리어	ผ่าน​ดัน​เจี้ยน​ EXP​ ความ​ยาก​ใด​ก็ได้​ 3​ ครั้ง​
7605	76				1101	4	3	60	283		0	1	通关任意难度芯片副本3次	通關任意難度晶片副本3次	Complete any Chip Stage 3 times.	チップステージを3回クリアする	랜덤 난이도 칩 던전 3회 클리어	ผ่าน​ดัน​เจี้ยน​ชิป​ความ​ยาก​ใด​ก็ได้​ 3​ ครั้ง​
7606	76				1101	5	3	60	223		0	1	通关任意难度粒子副本3次	通關任意難度粒子副本3次	Complete any Particle Stage 3 times.	粒子ステージを3回クリアする	랜덤 난이도 파티클 던전 3회 클리어	ผ่าน​ดัน​เจี้ยน​อนุภาค​ความ​ยาก​ใด​ก็ได้​ 3​ ครั้ง​
7607	76				1101	1	3	60	288		0	1	通关任意难度装备副本3次	通關任意難度裝備副本3次	Complete any Equipment Stage 3 times.	装備ステージを3回クリアする	랜덤 난이도 장비 던전 3회 클리어	ผ่าน​ดัน​เจี้ยน​อุปกรณ์​ความ​ยาก​ใด​ก็ได้​ 3​ ครั้ง​
7608	76	25		104020	1405		1	60	518		0	1	完成1次离岛空运	完成1次離島空運	Complete Air Express 1 time.	離島空便を１回完了する	항공 운송 1회 완료	สำเร็จ​การขนส่ง​ทางอากาศ​ 1​ ครั้ง​
7609	76				1416		10	60	511		0	1	制作10个任意料理	製作10個任意料理	Create any food 10 times.	任意の料理を10個製作する	요리 10개 제작	ทำอาหาร​แบบ​ใด​ก็ได้​ 10​ รายการ​
7610	76				1403		5	60	517		0	1	完成5个外卖订单	完成5個外賣訂單	Complete 5 delivery orders.	出前を5回完了する	배달 주문 5건 완료	ส่งสำเร็จ 5 ออเดอร์
7611	76				7	4198001	10	60	230		0	1	任意渔场钓鱼10次	任意漁場釣魚10次	Fish 10 times in any Fishery.	任意の漁場で釣りを10回完了する	임의의 낚시터에서 낚시 10회	ตกปลา​ที่​บ่อ​ปลา​ใด​ก็ได้​ 10​ ครั้ง​
7612	76	25		104110	1103		2	60	236		0	1	通关2次巨型傀入侵	通關2次巨型傀入侵	Complete Giant Anomaly Invasion 2 times.	巨大型傀侵入を2回クリアする	자이언트 퍼펫 침입 2회 클리어	ผ่าน​การ​รุกราน​ของ​หุ่นเชิด​ยักษ์​ 2​ ครั้ง​
7613	76	25		107120	274		1	60	212		0	1	参与1次世界首领	 參與1次世界首領	Fight the World Boss once.	ワールドBOSSの討伐に1回参加する	월드 보스 1회 참여	เข้าร่วม​เวิลด์​บอส​ 1​ ครั้ง​
7614	76	25		106070	252		1	60	721		0	1	参与1次天梯竞技场	參與1次天梯競技場	Complete 1 battle in the Arena.	アリーナランク戦に1回出場する	래더 아레나에서 1회 참여	เข้าร่วม​สกาย​อารี​น่า​ 1​ ครั้ง​
7615	76	25		105030	1118		3	60	723		0	1	参与3次幻影特训场	參與3次幻影特訓場	Battle in Master Duel 3 times.	ファントム特訓に3回参加する	팬텀 특훈장 3회 참여	เข้าร่วม​สนาม​ซ้อม​แฟน​ธอม​ 3​ ครั้ง​
7616	76	25		109210	1106		3	60	722		0	1	参与3次幻影斗技场	參與3次幻影鬥技場	Participate in Phantom Clash 3 times.	ファントム闘技場に3回出場する	팬텀 투기장 3회 참여	เข้าร่วม​แฟน​ธอม​อารี​น่า​ 3​ ครั้ง​
7617	76				601	1	5	80	601	1	0	1	进行5次召唤	進行5次召喚	Make 5 summons.	召喚を5回行う	소환 5회 진행	รับสมัคร 5 ครั้ง
7618	76	25		102170	1602		5	80	522		0	1	进行5次猫球抽取	進行5次貓球抽取	Summon Catos 5 times.	ガトガチャを5回回す	냥냥볼 뽑기 5회 진행	จุ่มแคทบอล 5 ครั้ง
7619	76			1	405		1	60			1	1	每日登陆	每日登入	Log in daily.	ログインする	매일 접속	ล็อกอินทุกวัน
7701	77				7	3000004	200	60	0		0	1	消耗200点情绪	消耗200點情緒	Spend 200 Pathos.	エモーションを200消費する	이모션 200 소모	ใช้พาโธส 200 แต้ม
7702	77				7	3000003	100000	60			0	1	累计消耗100000新海币	累計消耗100000新海幣	Spend 100,000 Catto Coins in total.	累計で100000新海コインを消費する	뉴오션 코인 누적 100000 소모	ใช้​เหรียญ​แค​ทโตะ​สะสม​ 100,000​ เหรียญ​
7703	77				1803		150	60	301		0	1	每日活跃度达到150点	每日活躍度達到150點	Reach 150 Daily Activeness.	活躍度が150に達する	일일 활약도 150 달성	ค่า​แอ็ก​ที​ฟ​รายวัน​ถึง​ 150​ แต้ม​
7704	77				1101	6	3	60	224		0	1	通关任意难度经验副本3次	通關任意難度經驗副本3次	Complete any EXP Stage 3 times.	EXPステージを3回クリアする	랜덤 난이도 EXP 던전 3회 클리어	ผ่าน​ดัน​เจี้ยน​ EXP​ ความ​ยาก​ใด​ก็ได้​ 3​ ครั้ง​
7705	77				1101	4	3	60	283		0	1	通关任意难度芯片副本3次	通關任意難度晶片副本3次	Complete any Chip Stage 3 times.	チップステージを3回クリアする	랜덤 난이도 칩 던전 3회 클리어	ผ่าน​ดัน​เจี้ยน​ชิป​ความ​ยาก​ใด​ก็ได้​ 3​ ครั้ง​
7706	77				1101	5	3	60	223		0	1	通关任意难度粒子副本3次	通關任意難度粒子副本3次	Complete any Particle Stage 3 times.	粒子ステージを3回クリアする	랜덤 난이도 파티클 던전 3회 클리어	ผ่าน​ดัน​เจี้ยน​อนุภาค​ความ​ยาก​ใด​ก็ได้​ 3​ ครั้ง​
7707	77				1101	1	3	60	288		0	1	通关任意难度装备副本3次	通關任意難度裝備副本3次	Complete any Equipment Stage 3 times.	装備ステージを3回クリアする	랜덤 난이도 장비 던전 3회 클리어	ผ่าน​ดัน​เจี้ยน​อุปกรณ์​ความ​ยาก​ใด​ก็ได้​ 3​ ครั้ง​
7708	77	25		104020	1405		1	60	518		0	1	完成1次离岛空运	完成1次離島空運	Complete Air Express 1 time.	離島空便を１回完了する	항공 운송 1회 완료	สำเร็จ​การขนส่ง​ทางอากาศ​ 1​ ครั้ง​
7709	77				1416		10	60	511		0	1	制作10个任意料理	製作10個任意料理	Create any food 10 times.	任意の料理を10個製作する	요리 10개 제작	ทำอาหาร​แบบ​ใด​ก็ได้​ 10​ รายการ​
7710	77				1403		5	60	517		0	1	完成5个外卖订单	完成5個外賣訂單	Complete 5 delivery orders.	出前を5回完了する	배달 주문 5건 완료	ส่งสำเร็จ 5 ออเดอร์
7711	77				7	4198001	10	60	230		0	1	任意渔场钓鱼10次	任意漁場釣魚10次	Fish 10 times in any Fishery.	任意の漁場で釣りを10回完了する	임의의 낚시터에서 낚시 10회	ตกปลา​ที่​บ่อ​ปลา​ใด​ก็ได้​ 10​ ครั้ง​
7712	77	25		104110	1103		2	60	236		0	1	通关2次巨型傀入侵	通關2次巨型傀入侵	Complete Giant Anomaly Invasion 2 times.	巨大型傀侵入を2回クリアする	자이언트 퍼펫 침입 2회 클리어	ผ่าน​การ​รุกราน​ของ​หุ่นเชิด​ยักษ์​ 2​ ครั้ง​
7713	77	25		107120	274		1	60	212		0	1	参与1次世界首领	 參與1次世界首領	Fight the World Boss once.	ワールドBOSSの討伐に1回参加する	월드 보스 1회 참여	เข้าร่วม​เวิลด์​บอส​ 1​ ครั้ง​
7714	77	25		106070	252		1	60	721		0	1	参与1次天梯竞技场	參與1次天梯競技場	Complete 1 battle in the Arena.	アリーナランク戦に1回出場する	래더 아레나에서 1회 참여	เข้าร่วม​สกาย​อารี​น่า​ 1​ ครั้ง​
7715	77	25		105030	1118		3	60	723		0	1	参与3次幻影特训场	參與3次幻影特訓場	Battle in Master Duel 3 times.	ファントム特訓に3回参加する	팬텀 특훈장 3회 참여	เข้าร่วม​สนาม​ซ้อม​แฟน​ธอม​ 3​ ครั้ง​
7716	77	25		109210	1106		3	60	722		0	1	参与3次幻影斗技场	參與3次幻影鬥技場	Participate in Phantom Clash 3 times.	ファントム闘技場に3回出場する	팬텀 투기장 3회 참여	เข้าร่วม​แฟน​ธอม​อารี​น่า​ 3​ ครั้ง​
7717	77				601	1	5	80	601	1	0	1	进行5次召唤	進行5次召喚	Make 5 summons.	召喚を5回行う	소환 5회 진행	รับสมัคร 5 ครั้ง
7718	77	25		102170	1602		5	80	522		0	1	进行5次猫球抽取	進行5次貓球抽取	Summon Catos 5 times.	ガトガチャを5回回す	냥냥볼 뽑기 5회 진행	จุ่มแคทบอล 5 ครั้ง
7719	77			1	405		1	60			1	1	每日登陆	每日登入	Log in daily.	ログインする	매일 접속	ล็อกอินทุกวัน
7801	78				7	3000004	200	60	0		0	1	消耗200点情绪	消耗200點情緒	Spend 200 Pathos.	エモーションを200消費する	이모션 200 소모	ใช้พาโธส 200 แต้ม
7802	78				7	3000003	100000	60			0	1	累计消耗100000新海币	累計消耗100000新海幣	Spend 100,000 Catto Coins in total.	累計で100000新海コインを消費する	뉴오션 코인 누적 100000 소모	ใช้​เหรียญ​แค​ทโตะ​สะสม​ 100,000​ เหรียญ​
7803	78				1803		150	60	301		0	1	每日活跃度达到150点	每日活躍度達到150點	Reach 150 Daily Activeness.	活躍度が150に達する	일일 활약도 150 달성	ค่า​แอ็ก​ที​ฟ​รายวัน​ถึง​ 150​ แต้ม​
7804	78				1101	6	3	60	224		0	1	通关任意难度经验副本3次	通關任意難度經驗副本3次	Complete any EXP Stage 3 times.	EXPステージを3回クリアする	랜덤 난이도 EXP 던전 3회 클리어	ผ่าน​ดัน​เจี้ยน​ EXP​ ความ​ยาก​ใด​ก็ได้​ 3​ ครั้ง​
7805	78				1101	4	3	60	283		0	1	通关任意难度芯片副本3次	通關任意難度晶片副本3次	Complete any Chip Stage 3 times.	チップステージを3回クリアする	랜덤 난이도 칩 던전 3회 클리어	ผ่าน​ดัน​เจี้ยน​ชิป​ความ​ยาก​ใด​ก็ได้​ 3​ ครั้ง​
7806	78				1101	5	3	60	223		0	1	通关任意难度粒子副本3次	通關任意難度粒子副本3次	Complete any Particle Stage 3 times.	粒子ステージを3回クリアする	랜덤 난이도 파티클 던전 3회 클리어	ผ่าน​ดัน​เจี้ยน​อนุภาค​ความ​ยาก​ใด​ก็ได้​ 3​ ครั้ง​
7807	78				1101	1	3	60	288		0	1	通关任意难度装备副本3次	通關任意難度裝備副本3次	Complete any Equipment Stage 3 times.	装備ステージを3回クリアする	랜덤 난이도 장비 던전 3회 클리어	ผ่าน​ดัน​เจี้ยน​อุปกรณ์​ความ​ยาก​ใด​ก็ได้​ 3​ ครั้ง​
7808	78	25		104020	1405		1	60	518		0	1	完成1次离岛空运	完成1次離島空運	Complete Air Express 1 time.	離島空便を１回完了する	항공 운송 1회 완료	สำเร็จ​การขนส่ง​ทางอากาศ​ 1​ ครั้ง​
7809	78				1416		10	60	511		0	1	制作10个任意料理	製作10個任意料理	Create any food 10 times.	任意の料理を10個製作する	요리 10개 제작	ทำอาหาร​แบบ​ใด​ก็ได้​ 10​ รายการ​
7810	78				1403		5	60	517		0	1	完成5个外卖订单	完成5個外賣訂單	Complete 5 delivery orders.	出前を5回完了する	배달 주문 5건 완료	ส่งสำเร็จ 5 ออเดอร์
7811	78				7	4198001	10	60	230		0	1	任意渔场钓鱼10次	任意漁場釣魚10次	Fish 10 times in any Fishery.	任意の漁場で釣りを10回完了する	임의의 낚시터에서 낚시 10회	ตกปลา​ที่​บ่อ​ปลา​ใด​ก็ได้​ 10​ ครั้ง​
7812	78	25		104110	1103		2	60	236		0	1	通关2次巨型傀入侵	通關2次巨型傀入侵	Complete Giant Anomaly Invasion 2 times.	巨大型傀侵入を2回クリアする	자이언트 퍼펫 침입 2회 클리어	ผ่าน​การ​รุกราน​ของ​หุ่นเชิด​ยักษ์​ 2​ ครั้ง​
7813	78	25		107120	274		1	60	212		0	1	参与1次世界首领	 參與1次世界首領	Fight the World Boss once.	ワールドBOSSの討伐に1回参加する	월드 보스 1회 참여	เข้าร่วม​เวิลด์​บอส​ 1​ ครั้ง​
7814	78	25		106070	252		1	60	721		0	1	参与1次天梯竞技场	參與1次天梯競技場	Complete 1 battle in the Arena.	アリーナランク戦に1回出場する	래더 아레나에서 1회 참여	เข้าร่วม​สกาย​อารี​น่า​ 1​ ครั้ง​
7815	78	25		105030	1118		3	60	723		0	1	参与3次幻影特训场	參與3次幻影特訓場	Battle in Master Duel 3 times.	ファントム特訓に3回参加する	팬텀 특훈장 3회 참여	เข้าร่วม​สนาม​ซ้อม​แฟน​ธอม​ 3​ ครั้ง​
7816	78	25		109210	1106		3	60	722		0	1	参与3次幻影斗技场	參與3次幻影鬥技場	Participate in Phantom Clash 3 times.	ファントム闘技場に3回出場する	팬텀 투기장 3회 참여	เข้าร่วม​แฟน​ธอม​อารี​น่า​ 3​ ครั้ง​
7817	78				601	1	5	80	601	1	0	1	进行5次召唤	進行5次召喚	Make 5 summons.	召喚を5回行う	소환 5회 진행	รับสมัคร 5 ครั้ง
7818	78	25		102170	1602		5	80	522		0	1	进行5次猫球抽取	進行5次貓球抽取	Summon Catos 5 times.	ガトガチャを5回回す	냥냥볼 뽑기 5회 진행	จุ่มแคทบอล 5 ครั้ง
7819	78			1	405		1	60			1	1	每日登陆	每日登入	Log in daily.	ログインする	매일 접속	ล็อกอินทุกวัน
7901	79				7	3000004	200	60	0		0	1	消耗200点情绪	消耗200點情緒	Spend 200 Pathos.	エモーションを200消費する	이모션 200 소모	ใช้พาโธส 200 แต้ม
7902	79				7	3000003	100000	60			0	1	累计消耗100000新海币	累計消耗100000新海幣	Spend 100,000 Catto Coins in total.	累計で100000新海コインを消費する	뉴오션 코인 누적 100000 소모	ใช้​เหรียญ​แค​ทโตะ​สะสม​ 100,000​ เหรียญ​
7903	79				1803		150	60	301		0	1	每日活跃度达到150点	每日活躍度達到150點	Reach 150 Daily Activeness.	活躍度が150に達する	일일 활약도 150 달성	ค่า​แอ็ก​ที​ฟ​รายวัน​ถึง​ 150​ แต้ม​
7904	79				1101	6	3	60	224		0	1	通关任意难度经验副本3次	通關任意難度經驗副本3次	Complete any EXP Stage 3 times.	EXPステージを3回クリアする	랜덤 난이도 EXP 던전 3회 클리어	ผ่าน​ดัน​เจี้ยน​ EXP​ ความ​ยาก​ใด​ก็ได้​ 3​ ครั้ง​
7905	79				1101	4	3	60	283		0	1	通关任意难度芯片副本3次	通關任意難度晶片副本3次	Complete any Chip Stage 3 times.	チップステージを3回クリアする	랜덤 난이도 칩 던전 3회 클리어	ผ่าน​ดัน​เจี้ยน​ชิป​ความ​ยาก​ใด​ก็ได้​ 3​ ครั้ง​
7906	79				1101	5	3	60	223		0	1	通关任意难度粒子副本3次	通關任意難度粒子副本3次	Complete any Particle Stage 3 times.	粒子ステージを3回クリアする	랜덤 난이도 파티클 던전 3회 클리어	ผ่าน​ดัน​เจี้ยน​อนุภาค​ความ​ยาก​ใด​ก็ได้​ 3​ ครั้ง​
7907	79				1101	1	3	60	288		0	1	通关任意难度装备副本3次	通關任意難度裝備副本3次	Complete any Equipment Stage 3 times.	装備ステージを3回クリアする	랜덤 난이도 장비 던전 3회 클리어	ผ่าน​ดัน​เจี้ยน​อุปกรณ์​ความ​ยาก​ใด​ก็ได้​ 3​ ครั้ง​
7908	79	25		104020	1405		1	60	518		0	1	完成1次离岛空运	完成1次離島空運	Complete Air Express 1 time.	離島空便を１回完了する	항공 운송 1회 완료	สำเร็จ​การขนส่ง​ทางอากาศ​ 1​ ครั้ง​
7909	79				1416		10	60	511		0	1	制作10个任意料理	製作10個任意料理	Create any food 10 times.	任意の料理を10個製作する	요리 10개 제작	ทำอาหาร​แบบ​ใด​ก็ได้​ 10​ รายการ​
7910	79				1403		5	60	517		0	1	完成5个外卖订单	完成5個外賣訂單	Complete 5 delivery orders.	出前を5回完了する	배달 주문 5건 완료	ส่งสำเร็จ 5 ออเดอร์
7911	79				7	4198001	10	60	230		0	1	任意渔场钓鱼10次	任意漁場釣魚10次	Fish 10 times in any Fishery.	任意の漁場で釣りを10回完了する	임의의 낚시터에서 낚시 10회	ตกปลา​ที่​บ่อ​ปลา​ใด​ก็ได้​ 10​ ครั้ง​
7912	79	25		104110	1103		2	60	236		0	1	通关2次巨型傀入侵	通關2次巨型傀入侵	Complete Giant Anomaly Invasion 2 times.	巨大型傀侵入を2回クリアする	자이언트 퍼펫 침입 2회 클리어	ผ่าน​การ​รุกราน​ของ​หุ่นเชิด​ยักษ์​ 2​ ครั้ง​
7913	79	25		107120	274		1	60	212		0	1	参与1次世界首领	 參與1次世界首領	Fight the World Boss once.	ワールドBOSSの討伐に1回参加する	월드 보스 1회 참여	เข้าร่วม​เวิลด์​บอส​ 1​ ครั้ง​
7914	79	25		106070	252		1	60	721		0	1	参与1次天梯竞技场	參與1次天梯競技場	Complete 1 battle in the Arena.	アリーナランク戦に1回出場する	래더 아레나에서 1회 참여	เข้าร่วม​สกาย​อารี​น่า​ 1​ ครั้ง​
7915	79	25		105030	1118		3	60	723		0	1	参与3次幻影特训场	參與3次幻影特訓場	Battle in Master Duel 3 times.	ファントム特訓に3回参加する	팬텀 특훈장 3회 참여	เข้าร่วม​สนาม​ซ้อม​แฟน​ธอม​ 3​ ครั้ง​
7916	79	25		109210	1106		3	60	722		0	1	参与3次幻影斗技场	參與3次幻影鬥技場	Participate in Phantom Clash 3 times.	ファントム闘技場に3回出場する	팬텀 투기장 3회 참여	เข้าร่วม​แฟน​ธอม​อารี​น่า​ 3​ ครั้ง​
7917	79				601	1	5	80	601	1	0	1	进行5次召唤	進行5次召喚	Make 5 summons.	召喚を5回行う	소환 5회 진행	รับสมัคร 5 ครั้ง
7918	79	25		102170	1602		5	80	522		0	1	进行5次猫球抽取	進行5次貓球抽取	Summon Catos 5 times.	ガトガチャを5回回す	냥냥볼 뽑기 5회 진행	จุ่มแคทบอล 5 ครั้ง
7919	79			1	405		1	60			1	1	每日登陆	每日登入	Log in daily.	ログインする	매일 접속	ล็อกอินทุกวัน
8001	80				7	3000004	200	60	0		0	1	消耗200点情绪	消耗200點情緒	Spend 200 Pathos.	エモーションを200消費する	이모션 200 소모	ใช้พาโธส 200 แต้ม
8002	80				7	3000003	100000	60			0	1	累计消耗100000新海币	累計消耗100000新海幣	Spend 100,000 Catto Coins in total.	累計で100000新海コインを消費する	뉴오션 코인 누적 100000 소모	ใช้​เหรียญ​แค​ทโตะ​สะสม​ 100,000​ เหรียญ​
8003	80				1803		150	60	301		0	1	每日活跃度达到150点	每日活躍度達到150點	Reach 150 Daily Activeness.	活躍度が150に達する	일일 활약도 150 달성	ค่า​แอ็ก​ที​ฟ​รายวัน​ถึง​ 150​ แต้ม​
8004	80				1101	6	3	60	224		0	1	通关任意难度经验副本3次	通關任意難度經驗副本3次	Complete any EXP Stage 3 times.	EXPステージを3回クリアする	랜덤 난이도 EXP 던전 3회 클리어	ผ่าน​ดัน​เจี้ยน​ EXP​ ความ​ยาก​ใด​ก็ได้​ 3​ ครั้ง​
