taskAchId	reputationType	taskIcon	Numtype	taskContentType	taskContentId	taskContenNum	taskGroup	successorTasks	point	rewardId	rewardNum	openType	status	taskTitle	taskTitle_zh_TW	taskTitle_en_UK	taskTitle_ja_JP	taskTitle_ko_KR	taskTitle_th_TH	desc	desc_zh_TW	desc_en_UK	desc_ja_JP	desc_ko_KR	desc_th_TH
4020408	4	104:task_overview_img_daily	40204	1404	3	80	40204	4020409	10	3000003	15000	0	1	完成耀州区的80个订单	完成耀州區的80個訂單	Complete 80 orders in Yaozhou.	耀州区の出前を80回完了する	요주 타운의 주문 80건 완료	ส่ง​ออเดอร์​เขต​เหยา​โจว​ 80​ รายการ​	完成耀州区的80个订单	完成耀州區的80個訂單	Complete 80 orders in Yaozhou.	耀州区の出前を80回完了する	요주 타운의 주문 80건 완료	ส่ง​ออเดอร์​เขต​เหยา​โจว​ 80​ รายการ​
4020409	4	104:task_overview_img_daily	40204	1404	3	100	40204	0	10	3000003	15000	0	1	完成耀州区的100个订单	完成耀州區的100個訂單	Complete 100 orders in Yaozhou.	耀州区の出前を100回完了する	요주 타운의 주문 100건 완료	ส่ง​ออเดอร์​เขต​เหยา​โจว​ 100​ รายการ​	完成耀州区的100个订单	完成耀州區的100個訂單	Complete 100 orders in Yaozhou.	耀州区の出前を100回完了する	요주 타운의 주문 100건 완료	ส่ง​ออเดอร์​เขต​เหยา​โจว​ 100​ รายการ​
4020501	4	104:task_overview_img_daily	40205	1404	4	5	40205	4020502	10	3000003	5000	0	1	完成旧城区的5个订单	完成舊城區的5個訂單	Complete 5 orders in Oldtown.	オールドタウンの出前を5回完了する	구시가지의 주문 5건 완료	ส่ง​ออเดอร์​เขตเมือง​โบราณ​ 5​ รายการ​	完成旧城区的5个订单	完成舊城區的5個訂單	Complete 5 orders in Oldtown.	オールドタウンの出前を5回完了する	구시가지의 주문 5건 완료	ส่ง​ออเดอร์​เขตเมือง​โบราณ​ 5​ รายการ​
4020502	4	104:task_overview_img_daily	40205	1404	4	10	40205	4020503	10	3000003	5000	0	1	完成旧城区的10个订单	完成舊城區的10個訂單	Complete 10 orders in Oldtown.	オールドタウンの出前を10回完了する	구시가지의 주문 10건 완료	ส่ง​ออเดอร์​เขตเมือง​โบราณ​ 10​ รายการ​	完成旧城区的10个订单	完成舊城區的10個訂單	Complete 10 orders in Oldtown.	オールドタウンの出前を10回完了する	구시가지의 주문 10건 완료	ส่ง​ออเดอร์​เขตเมือง​โบราณ​ 10​ รายการ​
4020503	4	104:task_overview_img_daily	40205	1404	4	15	40205	4020504	10	3000003	5000	0	1	完成旧城区的15个订单	完成舊城區的15個訂單	Complete 15 orders in Oldtown.	オールドタウンの出前を15回完了する	구시가지의 주문 15건 완료	ส่ง​ออเดอร์​เขตเมือง​โบราณ​ 15​ รายการ​	完成旧城区的15个订单	完成舊城區的15個訂單	Complete 15 orders in Oldtown.	オールドタウンの出前を15回完了する	구시가지의 주문 15건 완료	ส่ง​ออเดอร์​เขตเมือง​โบราณ​ 15​ รายการ​
4020504	4	104:task_overview_img_daily	40205	1404	4	20	40205	4020505	10	3000003	5000	0	1	完成旧城区的20个订单	完成舊城區的20個訂單	Complete 20 orders in Oldtown.	オールドタウンの出前を20回完了する	구시가지의 주문 20건 완료	ส่ง​ออเดอร์​เขตเมือง​โบราณ​ 20​ รายการ​	完成旧城区的20个订单	完成舊城區的20個訂單	Complete 20 orders in Oldtown.	オールドタウンの出前を20回完了する	구시가지의 주문 20건 완료	ส่ง​ออเดอร์​เขตเมือง​โบราณ​ 20​ รายการ​
4020505	4	104:task_overview_img_daily	40205	1404	4	30	40205	4020506	10	3000003	10000	0	1	完成旧城区的30个订单	完成舊城區的30個訂單	Complete 30 orders in Oldtown.	オールドタウンの出前を30回完了する	구시가지의 주문 30건 완료	ส่ง​ออเดอร์​เขตเมือง​โบราณ​ 30​ รายการ​	完成旧城区的30个订单	完成舊城區的30個訂單	Complete 30 orders in Oldtown.	オールドタウンの出前を30回完了する	구시가지의 주문 30건 완료	ส่ง​ออเดอร์​เขตเมือง​โบราณ​ 30​ รายการ​
4020506	4	104:task_overview_img_daily	40205	1404	4	40	40205	4020507	10	3000003	10000	0	1	完成旧城区的40个订单	完成舊城區的40個訂單	Complete 40 orders in Oldtown.	オールドタウンの出前を40回完了する	구시가지의 주문 40건 완료	ส่ง​ออเดอร์​เขตเมือง​โบราณ​ 40​ รายการ​	完成旧城区的40个订单	完成舊城區的40個訂單	Complete 40 orders in Oldtown.	オールドタウンの出前を40回完了する	구시가지의 주문 40건 완료	ส่ง​ออเดอร์​เขตเมือง​โบราณ​ 40​ รายการ​
4020507	4	104:task_overview_img_daily	40205	1404	4	60	40205	4020508	10	3000003	15000	0	1	完成旧城区的60个订单	完成舊城區的60個訂單	Complete 60 orders in Oldtown.	オールドタウンの出前を60回完了する	구시가지의 주문 60건 완료	ส่ง​ออเดอร์​เขตเมือง​โบราณ​ 60​ รายการ​	完成旧城区的60个订单	完成舊城區的60個訂單	Complete 60 orders in Oldtown.	オールドタウンの出前を60回完了する	구시가지의 주문 60건 완료	ส่ง​ออเดอร์​เขตเมือง​โบราณ​ 60​ รายการ​
4020508	4	104:task_overview_img_daily	40205	1404	4	80	40205	4020509	10	3000003	15000	0	1	完成旧城区的80个订单	完成舊城區的80個訂單	Complete 80 orders in Oldtown.	オールドタウンの出前を80回完了する	구시가지의 주문 80건 완료	ส่ง​ออเดอร์​เขตเมือง​โบราณ​ 80​ รายการ​	完成旧城区的80个订单	完成舊城區的80個訂單	Complete 80 orders in Oldtown.	オールドタウンの出前を80回完了する	구시가지의 주문 80건 완료	ส่ง​ออเดอร์​เขตเมือง​โบราณ​ 80​ รายการ​
4020509	4	104:task_overview_img_daily	40205	1404	4	100	40205	0	10	3000003	15000	0	1	完成旧城区的100个订单	完成舊城區的100個訂單	Complete 100 orders in Oldtown.	オールドタウンの出前を100回完了する	구시가지의 주문 100건 완료	ส่ง​ออเดอร์​เขตเมือง​โบราณ​ 100​ รายการ​	完成旧城区的100个订单	完成舊城區的100個訂單	Complete 100 orders in Oldtown.	オールドタウンの出前を100回完了する	구시가지의 주문 100건 완료	ส่ง​ออเดอร์​เขตเมือง​โบราณ​ 100​ รายการ​
4020601	4	104:task_overview_img_daily	40206	1404	5	5	40206	4020602	10	3000003	5000	0	1	完成中心区的5个订单	完成中心區的5個訂單	Complete 5 orders in Central District.	中央区の出前を5回完了する	센트럴 타운의 주문 5건 완료	ส่ง​ออเดอร์​เขต​ศูนย์กลาง​ 5​ รายการ​	完成中心区的5个订单	完成中心區的5個訂單	Complete 5 orders in Central District.	中央区の出前を5回完了する	센트럴 타운의 주문 5건 완료	ส่ง​ออเดอร์​เขต​ศูนย์กลาง​ 5​ รายการ​
4020602	4	104:task_overview_img_daily	40206	1404	5	10	40206	4020603	10	3000003	5000	0	1	完成中心区的10个订单	完成中心區的10個訂單	Complete 10 orders in Central District.	中央区の出前を10回完了する	센트럴 타운의 주문 10건 완료	ส่ง​ออเดอร์​เขต​ศูนย์กลาง​ 10​ รายการ​	完成中心区的10个订单	完成中心區的10個訂單	Complete 10 orders in Central District.	中央区の出前を10回完了する	센트럴 타운의 주문 10건 완료	ส่ง​ออเดอร์​เขต​ศูนย์กลาง​ 10​ รายการ​
4020603	4	104:task_overview_img_daily	40206	1404	5	15	40206	4020604	10	3000003	5000	0	1	完成中心区的15个订单	完成中心區的15個訂單	Complete 15 orders in Central District.	中央区の出前を15回完了する	센트럴 타운의 주문 15건 완료	ส่ง​ออเดอร์​เขต​ศูนย์กลาง​ 15​ รายการ​	完成中心区的15个订单	完成中心區的15個訂單	Complete 15 orders in Central District.	中央区の出前を15回完了する	센트럴 타운의 주문 15건 완료	ส่ง​ออเดอร์​เขต​ศูนย์กลาง​ 15​ รายการ​
4020604	4	104:task_overview_img_daily	40206	1404	5	20	40206	4020605	10	3000003	5000	0	1	完成中心区的20个订单	完成中心區的20個訂單	Complete 20 orders in Central District.	中央区の出前を20回完了する	센트럴 타운의 주문 20건 완료	ส่ง​ออเดอร์​เขต​ศูนย์กลาง​ 20​ รายการ​	完成中心区的20个订单	完成中心區的20個訂單	Complete 20 orders in Central District.	中央区の出前を20回完了する	센트럴 타운의 주문 20건 완료	ส่ง​ออเดอร์​เขต​ศูนย์กลาง​ 20​ รายการ​
4020605	4	104:task_overview_img_daily	40206	1404	5	30	40206	4020606	10	3000003	10000	0	1	完成中心区的30个订单	完成中心區的30個訂單	Complete 30 orders in Central District.	中央区の出前を30回完了する	센트럴 타운의 주문 30건 완료	ส่ง​ออเดอร์​เขต​ศูนย์กลาง​ 30​ รายการ​	完成中心区的30个订单	完成中心區的30個訂單	Complete 30 orders in Central District.	中央区の出前を30回完了する	센트럴 타운의 주문 30건 완료	ส่ง​ออเดอร์​เขต​ศูนย์กลาง​ 30​ รายการ​
4020606	4	104:task_overview_img_daily	40206	1404	5	40	40206	4020607	10	3000003	10000	0	1	完成中心区的40个订单	完成中心區的40個訂單	Complete 40 orders in Central District.	中央区の出前を40回完了する	센트럴 타운의 주문 40건 완료	ส่ง​ออเดอร์​เขต​ศูนย์กลาง​ 40​ รายการ​	完成中心区的40个订单	完成中心區的40個訂單	Complete 40 orders in Central District.	中央区の出前を40回完了する	센트럴 타운의 주문 40건 완료	ส่ง​ออเดอร์​เขต​ศูนย์กลาง​ 40​ รายการ​
4020607	4	104:task_overview_img_daily	40206	1404	5	60	40206	4020608	10	3000003	15000	0	1	完成中心区的60个订单	完成中心區的60個訂單	Complete 60 orders in Central District.	中央区の出前を60回完了する	센트럴 타운의 주문 60건 완료	ส่ง​ออเดอร์​เขต​ศูนย์กลาง​ 60​ รายการ​	完成中心区的60个订单	完成中心區的60個訂單	Complete 60 orders in Central District.	中央区の出前を60回完了する	센트럴 타운의 주문 60건 완료	ส่ง​ออเดอร์​เขต​ศูนย์กลาง​ 60​ รายการ​
4020608	4	104:task_overview_img_daily	40206	1404	5	80	40206	4020609	10	3000003	15000	0	1	完成中心区的80个订单	完成中心區的80個訂單	Complete 80 orders in Central District.	中央区の出前を80回完了する	센트럴 타운의 주문 80건 완료	ส่ง​ออเดอร์​เขต​ศูนย์กลาง​ 80​ รายการ​	完成中心区的80个订单	完成中心區的80個訂單	Complete 80 orders in Central District.	中央区の出前を80回完了する	센트럴 타운의 주문 80건 완료	ส่ง​ออเดอร์​เขต​ศูนย์กลาง​ 80​ รายการ​
4020609	4	104:task_overview_img_daily	40206	1404	5	100	40206	0	10	3000003	15000	0	1	完成中心区的100个订单	完成中心區的100個訂單	Complete 100 orders in Central District.	中央区の出前を100回完了する	센트럴 타운의 주문 100건 완료	ส่ง​ออเดอร์​เขต​ศูนย์กลาง​ 100​ รายการ​	完成中心区的100个订单	完成中心區的100個訂單	Complete 100 orders in Central District.	中央区の出前を100回完了する	센트럴 타운의 주문 100건 완료	ส่ง​ออเดอร์​เขต​ศูนย์กลาง​ 100​ รายการ​
4020701	4	104:task_overview_img_daily	40207	1404	6	5	40207	4020702	10	3000003	5000	0	1	完成凛北区的5个订单	完成凜北區的5個訂單	Complete 5 orders in Boreala.	凛北区の出前を5回完了する	노스 타운의 주문 5건 완료	ส่ง​ออเดอร์​เขต​โบ​เรีย​ร่า​ 5​ รายการ​	完成凛北区的5个订单	完成凜北區的5個訂單	Complete 5 orders in Boreala.	凛北区の出前を5回完了する	노스 타운의 주문 5건 완료	ส่ง​ออเดอร์​เขต​โบ​เรีย​ร่า​ 5​ รายการ​
4020702	4	104:task_overview_img_daily	40207	1404	6	10	40207	4020703	10	3000003	5000	0	1	完成凛北区的10个订单	完成凜北區的10個訂單	Complete 10 orders in Boreala.	凛北区の出前を10回完了する	노스 타운의 주문 10건 완료	ส่ง​ออเดอร์​เขต​โบ​เรีย​ร่า​ 10​ รายการ​	完成凛北区的10个订单	完成凜北區的10個訂單	Complete 10 orders in Boreala.	凛北区の出前を10回完了する	노스 타운의 주문 10건 완료	ส่ง​ออเดอร์​เขต​โบ​เรีย​ร่า​ 10​ รายการ​
4020703	4	104:task_overview_img_daily	40207	1404	6	15	40207	4020704	10	3000003	5000	0	1	完成凛北区的15个订单	完成凜北區的15個訂單	Complete 15 orders in Boreala.	凛北区の出前を15回完了する	노스 타운의 주문 15건 완료	ส่ง​ออเดอร์​เขต​โบ​เรีย​ร่า​ 15​ รายการ​	完成凛北区的15个订单	完成凜北區的15個訂單	Complete 15 orders in Boreala.	凛北区の出前を15回完了する	노스 타운의 주문 15건 완료	ส่ง​ออเดอร์​เขต​โบ​เรีย​ร่า​ 15​ รายการ​
4020704	4	104:task_overview_img_daily	40207	1404	6	20	40207	4020705	10	3000003	5000	0	1	完成凛北区的20个订单	完成凜北區的20個訂單	Complete 20 orders in Boreala.	凛北区の出前を20回完了する	노스 타운의 주문 20건 완료	ส่ง​ออเดอร์​เขต​โบ​เรีย​ร่า​ 20​ รายการ​	完成凛北区的20个订单	完成凜北區的20個訂單	Complete 20 orders in Boreala.	凛北区の出前を20回完了する	노스 타운의 주문 20건 완료	ส่ง​ออเดอร์​เขต​โบ​เรีย​ร่า​ 20​ รายการ​
4020705	4	104:task_overview_img_daily	40207	1404	6	30	40207	4020706	10	3000003	10000	0	1	完成凛北区的30个订单	完成凜北區的30個訂單	Complete 30 orders in Boreala.	凛北区の出前を30回完了する	노스 타운의 주문 30건 완료	ส่ง​ออเดอร์​เขต​โบ​เรีย​ร่า​ 30​ รายการ​	完成凛北区的30个订单	完成凜北區的30個訂單	Complete 30 orders in Boreala.	凛北区の出前を30回完了する	노스 타운의 주문 30건 완료	ส่ง​ออเดอร์​เขต​โบ​เรีย​ร่า​ 30​ รายการ​
4020706	4	104:task_overview_img_daily	40207	1404	6	40	40207	4020707	10	3000003	10000	0	1	完成凛北区的40个订单	完成凜北區的40個訂單	Complete 40 orders in Boreala.	凛北区の出前を40回完了する	노스 타운의 주문 40건 완료	ส่ง​ออเดอร์​เขต​โบ​เรีย​ร่า​ 40​ รายการ​	完成凛北区的40个订单	完成凜北區的40個訂單	Complete 40 orders in Boreala.	凛北区の出前を40回完了する	노스 타운의 주문 40건 완료	ส่ง​ออเดอร์​เขต​โบ​เรีย​ร่า​ 40​ รายการ​
4020707	4	104:task_overview_img_daily	40207	1404	6	60	40207	4020708	10	3000003	15000	0	1	完成凛北区的60个订单	完成凜北區的60個訂單	Complete 60 orders in Boreala.	凛北区の出前を60回完了する	노스 타운의 주문 60건 완료	ส่ง​ออเดอร์​เขต​โบ​เรีย​ร่า​ 60​ รายการ​	完成凛北区的60个订单	完成凜北區的60個訂單	Complete 60 orders in Boreala.	凛北区の出前を60回完了する	노스 타운의 주문 60건 완료	ส่ง​ออเดอร์​เขต​โบ​เรีย​ร่า​ 60​ รายการ​
4020708	4	104:task_overview_img_daily	40207	1404	6	80	40207	4020709	10	3000003	15000	0	1	完成凛北区的80个订单	完成凜北區的80個訂單	Complete 80 orders in Boreala.	凛北区の出前を80回完了する	노스 타운의 주문 80건 완료	ส่ง​ออเดอร์​เขต​โบ​เรีย​ร่า​ 80​ รายการ​	完成凛北区的80个订单	完成凜北區的80個訂單	Complete 80 orders in Boreala.	凛北区の出前を80回完了する	노스 타운의 주문 80건 완료	ส่ง​ออเดอร์​เขต​โบ​เรีย​ร่า​ 80​ รายการ​
4020709	4	104:task_overview_img_daily	40207	1404	6	100	40207	0	10	3000003	15000	0	1	完成凛北区的100个订单	完成凜北區的100個訂單	Complete 100 orders in Boreala.	凛北区の出前を100回完了する	노스 타운의 주문 100건 완료	ส่ง​ออเดอร์​เขต​โบ​เรีย​ร่า​ 100​ รายการ​	完成凛北区的100个订单	完成凜北區的100個訂單	Complete 100 orders in Boreala.	凛北区の出前を100回完了する	노스 타운의 주문 100건 완료	ส่ง​ออเดอร์​เขต​โบ​เรีย​ร่า​ 100​ รายการ​
4030101	4	104:task_overview_img_daily	40301	1405	0	3	40301	4030102	10	3000016;4500101	50;2	0	1	完成3个离岛空运	完成3個離島空運	Complete 3 Air Express deliveries.	離島空便を3回完了する	항공 운송 3건 완료	สำเร็จ​การขนส่ง​ทางอากาศ​ 3​ ครั้ง​	完成3个离岛空运	完成3個離島空運	Complete 3 Air Express deliveries.	離島空便を3回完了する	항공 운송 3건 완료	สำเร็จ​การขนส่ง​ทางอากาศ​ 3​ ครั้ง​
4030102	4	104:task_overview_img_daily	40301	1405	0	5	40301	4030103	10	3000016;4500101	100;4	0	1	完成5个离岛空运	完成5個離島空運	Complete 5 Air Express deliveries.	離島空便を5回完了する	항공 운송 5건 완료	สำเร็จ​การขนส่ง​ทางอากาศ​ 5​ ครั้ง​	完成5个离岛空运	完成5個離島空運	Complete 5 Air Express deliveries.	離島空便を5回完了する	항공 운송 5건 완료	สำเร็จ​การขนส่ง​ทางอากาศ​ 5​ ครั้ง​
4030103	4	104:task_overview_img_daily	40301	1405	0	10	40301	4030104	10	3000016;4500101	150;6	0	1	完成10个离岛空运	完成10個離島空運	Complete 10 Air Express deliveries.	離島空便を10回完了する	항공 운송 10건 완료	สำเร็จ​การขนส่ง​ทางอากาศ​ 10​ ครั้ง​	完成10个离岛空运	完成10個離島空運	Complete 10 Air Express deliveries.	離島空便を10回完了する	항공 운송 10건 완료	สำเร็จ​การขนส่ง​ทางอากาศ​ 10​ ครั้ง​
4030104	4	104:task_overview_img_daily	40301	1405	0	20	40301	4030105	10	3000016;4500101	200;8	0	1	完成20个离岛空运	完成20個離島空運	Complete 20 Air Express deliveries.	離島空便を20回完了する	항공 운송 20건 완료	สำเร็จ​การขนส่ง​ทางอากาศ​ 20​ ครั้ง​	完成20个离岛空运	完成20個離島空運	Complete 20 Air Express deliveries.	離島空便を20回完了する	항공 운송 20건 완료	สำเร็จ​การขนส่ง​ทางอากาศ​ 20​ ครั้ง​
4030105	4	104:task_overview_img_daily	40301	1405	0	35	40301	4030106	10	3000016;4500101	250;10	0	1	完成35个离岛空运	完成35個離島空運	Complete 35 Air Express deliveries.	離島空便を35回完了する	항공 운송 35건 완료	สำเร็จ​การขนส่ง​ทางอากาศ​ 35​ ครั้ง​	完成35个离岛空运	完成35個離島空運	Complete 35 Air Express deliveries.	離島空便を35回完了する	항공 운송 35건 완료	สำเร็จ​การขนส่ง​ทางอากาศ​ 35​ ครั้ง​
4030106	4	104:task_overview_img_daily	40301	1405	0	50	40301	4030107	10	3000016;4500101	300;12	0	1	完成50个离岛空运	完成50個離島空運	Complete 50 Air Express deliveries.	離島空便を50回完了する	항공 운송 50건 완료	สำเร็จ​การขนส่ง​ทางอากาศ​ 50​ ครั้ง​	完成50个离岛空运	完成50個離島空運	Complete 50 Air Express deliveries.	離島空便を50回完了する	항공 운송 50건 완료	สำเร็จ​การขนส่ง​ทางอากาศ​ 50​ ครั้ง​
4030107	4	104:task_overview_img_daily	40301	1405	0	70	40301	4030108	10	3000016;4500101	350;14	0	1	完成70个离岛空运	完成70個離島空運	Complete 70 Air Express deliveries.	離島空便を70回完了する	항공 운송 70건 완료	สำเร็จ​การขนส่ง​ทางอากาศ​ 70​ ครั้ง​	完成70个离岛空运	完成70個離島空運	Complete 70 Air Express deliveries.	離島空便を70回完了する	항공 운송 70건 완료	สำเร็จ​การขนส่ง​ทางอากาศ​ 70​ ครั้ง​
4030108	4	104:task_overview_img_daily	40301	1405	0	90	40301	4030109	10	3000016;4500101	400;16	0	1	完成90个离岛空运	完成90個離島空運	Complete 90 Air Express deliveries.	離島空便を90回完了する	항공 운송 90건 완료	สำเร็จ​การขนส่ง​ทางอากาศ​ 90​ ครั้ง​	完成90个离岛空运	完成90個離島空運	Complete 90 Air Express deliveries.	離島空便を90回完了する	항공 운송 90건 완료	สำเร็จ​การขนส่ง​ทางอากาศ​ 90​ ครั้ง​
4030109	4	104:task_overview_img_daily	40301	1405	0	120	40301	4030110	10	3000016;4500101	450;18	0	1	完成120个离岛空运	完成120個離島空運	Complete 120 Air Express deliveries.	離島空便を120回完了する	항공 운송 120건 완료	สำเร็จ​การขนส่ง​ทางอากาศ​ 120​ ครั้ง​	完成120个离岛空运	完成120個離島空運	Complete 120 Air Express deliveries.	離島空便を120回完了する	항공 운송 120건 완료	สำเร็จ​การขนส่ง​ทางอากาศ​ 120​ ครั้ง​
4030110	4	104:task_overview_img_daily	40301	1405	0	150	40301	4030111	10	3000016;4500101	500;20	0	1	完成150个离岛空运	完成150個離島空運	Complete 150 Air Express deliveries.	離島空便を150回完了する	항공 운송 150건 완료	สำเร็จ​การขนส่ง​ทางอากาศ​ 150​ ครั้ง​	完成150个离岛空运	完成150個離島空運	Complete 150 Air Express deliveries.	離島空便を150回完了する	항공 운송 150건 완료	สำเร็จ​การขนส่ง​ทางอากาศ​ 150​ ครั้ง​
4030111	4	104:task_overview_img_daily	40301	1405	0	200	40301	0	10	3000016;4500101	600;25	0	1	完成200个离岛空运	完成200個離島空運	Complete 200 Air Express deliveries.	離島空便を200回完了する	항공 운송 200건 완료	สำเร็จ​การขนส่ง​ทางอากาศ​ 200​ ครั้ง​	完成200个离岛空运	完成200個離島空運	Complete 200 Air Express deliveries.	離島空便を200回完了する	항공 운송 200건 완료	สำเร็จ​การขนส่ง​ทางอากาศ​ 200​ ครั้ง​
4040101	4	104:task_overview_img_daily	40401	1407	5	1	40401	4040102	10	3000002;3000003	10;6000	0	1	将1个菜品升级至S	將1個菜品升級至S	Upgrade 1 dish to S grade.	1種類の料理がSランク達する	요리 1개 S로 레벨업	อัปเกรด​ 1​ เมนู​อาหาร​ให้​ถึง​ระดับ​ S​	将1个菜品升级至S	將1個菜品升級至S	Upgrade 1 dish to S grade.	1種類の料理がSランク達する	요리 1개 S로 레벨업	อัปเกรด​ 1​ เมนู​อาหาร​ให้​ถึง​ระดับ​ S​
4040102	4	104:task_overview_img_daily	40401	1407	5	3	40401	4040103	10	3000002;3000003	10;12000	0	1	将3个菜品升级至S	將3個菜品升級至S	Upgrade 3 dishes to S grade.	3種類の料理がSランク達する	요리 3개 S로 레벨업	อัปเกรด​ 3​ เมนู​อาหาร​ให้​ถึง​ระดับ​ S​	将3个菜品升级至S	將3個菜品升級至S	Upgrade 3 dishes to S grade.	3種類の料理がSランク達する	요리 3개 S로 레벨업	อัปเกรด​ 3​ เมนู​อาหาร​ให้​ถึง​ระดับ​ S​
4040103	4	104:task_overview_img_daily	40401	1407	5	5	40401	4040104	10	3000002;3000003	10;18000	0	1	将5个菜品升级至S	將5個菜品升級至S	Upgrade 5 dishes to S grade.	5種類の料理がSランク達する	요리 5개 S로 레벨업	อัปเกรด​ 5​ เมนู​อาหาร​ให้​ถึง​ระดับ​ S​	将5个菜品升级至S	將5個菜品升級至S	Upgrade 5 dishes to S grade.	5種類の料理がSランク達する	요리 5개 S로 레벨업	อัปเกรด​ 5​ เมนู​อาหาร​ให้​ถึง​ระดับ​ S​
4040104	4	104:task_overview_img_daily	40401	1407	5	10	40401	4040105	10	3000002;3000003	10;24000	0	1	将10个菜品升级至S	將10個菜品升級至S	Upgrade 10 dishes to S grade.	10種類の料理がSランク達する	요리 10개 S로 레벨업	อัปเกรด​ 10​ เมนู​อาหาร​ให้​ถึง​ระดับ​ S​	将10个菜品升级至S	將10個菜品升級至S	Upgrade 10 dishes to S grade.	10種類の料理がSランク達する	요리 10개 S로 레벨업	อัปเกรด​ 10​ เมนู​อาหาร​ให้​ถึง​ระดับ​ S​
4040105	4	104:task_overview_img_daily	40401	1407	5	15	40401	4040106	10	3000002;3000003	10;30000	0	1	将15个菜品升级至S	將15個菜品升級至S	Upgrade 15 dishes to S grade.	15種類の料理がSランク達する	요리 15개 S로 레벨업	อัปเกรด​ 15​ เมนู​อาหาร​ให้​ถึง​ระดับ​ S​	将15个菜品升级至S	將15個菜品升級至S	Upgrade 15 dishes to S grade.	15種類の料理がSランク達する	요리 15개 S로 레벨업	อัปเกรด​ 15​ เมนู​อาหาร​ให้​ถึง​ระดับ​ S​
4040106	4	104:task_overview_img_daily	40401	1407	5	25	40401	4040107	10	3000002;3000003	10;30000	0	1	将25个菜品升级至S	將25個菜品升級至S	Upgrade 25 dishes to S grade.	25種類の料理がSランク達する	요리 25개 S로 레벨업	อัปเกรด​ 25​ เมนู​อาหาร​ให้​ถึง​ระดับ​ S​	将25个菜品升级至S	將25個菜品升級至S	Upgrade 25 dishes to S grade.	25種類の料理がSランク達する	요리 25개 S로 레벨업	อัปเกรด​ 25​ เมนู​อาหาร​ให้​ถึง​ระดับ​ S​
4040107	4	104:task_overview_img_daily	40401	1407	5	35	40401	4040108	10	3000002;3000003	10;45000	0	1	将35个菜品升级至S	將35個菜品升級至S	Upgrade 35 dishes to S grade.	35種類の料理がSランク達する	요리 35개 S로 레벨업	อัปเกรด​ 35​ เมนู​อาหาร​ให้​ถึง​ระดับ​ S​	将35个菜品升级至S	將35個菜品升級至S	Upgrade 35 dishes to S grade.	35種類の料理がSランク達する	요리 35개 S로 레벨업	อัปเกรด​ 35​ เมนู​อาหาร​ให้​ถึง​ระดับ​ S​
4040108	4	104:task_overview_img_daily	40401	1407	5	50	40401	4040109	10	3000002;6220011	10;1	0	1	将50个菜品升级至S	將50個菜品升級至S	Upgrade 50 dishes to S grade.	50種類の料理がSランク達する	요리 50개 S로 레벨업	อัปเกรด​ 50​ เมนู​อาหาร​ให้​ถึง​ระดับ​ S​	将50个菜品升级至S	將50個菜品升級至S	Upgrade 50 dishes to S grade.	50種類の料理がSランク達する	요리 50개 S로 레벨업	อัปเกรด​ 50​ เมนู​อาหาร​ให้​ถึง​ระดับ​ S​
4040109	4	104:task_overview_img_daily	40401	1407	5	65	40401	4040110	10	3000002;3000003	10;75000	0	1	将65个菜品升级至S	將65個菜品升級至S	Upgrade 65 dishes to S grade.	65種類の料理がSランク達する	요리 65개 S로 레벨업	อัปเกรด​ 65​ เมนู​อาหาร​ให้​ถึง​ระดับ​ S​	将65个菜品升级至S	將65個菜品升級至S	Upgrade 65 dishes to S grade.	65種類の料理がSランク達する	요리 65개 S로 레벨업	อัปเกรด​ 65​ เมนู​อาหาร​ให้​ถึง​ระดับ​ S​
4040110	4	104:task_overview_img_daily	40401	1407	5	80	40401	4040111	10	3000002;3000003	10;90000	0	1	将80个菜品升级至S	將80個菜品升級至S	Upgrade 80 dishes to S grade.	80種類の料理がSランク達する	요리 80개 S로 레벨업	อัปเกรด​ 80​ เมนู​อาหาร​ให้​ถึง​ระดับ​ S​	将80个菜品升级至S	將80個菜品升級至S	Upgrade 80 dishes to S grade.	80種類の料理がSランク達する	요리 80개 S로 레벨업	อัปเกรด​ 80​ เมนู​อาหาร​ให้​ถึง​ระดับ​ S​
4050101	4	104:task_overview_img_daily	40501	402	0	7	40501	4050102	10	4110001;4190001	10;100	0	1	累计登录7天	累計登入7天	Log in 7 days in total.	累計7日ログインする	누적 접속 7일	ล็อกอินสะสม 7 วัน	累计登录7天	累計登入7天	Log in 7 days in total.	累計7日ログインする	누적 접속 7일	ล็อกอินสะสม 7 วัน
4050102	4	104:task_overview_img_daily	40501	402	0	14	40501	4050103	10	4110001;3000003	10;75000	0	1	累计登录14天	累計登入14天	Log in 14 days in total.	累計14日ログインする	누적 접속 14일	ล็อกอินสะสม 14 วัน	累计登录14天	累計登入14天	Log in 14 days in total.	累計14日ログインする	누적 접속 14일	ล็อกอินสะสม 14 วัน
4050103	4	104:task_overview_img_daily	40501	402	0	30	40501	4050104	10	4110001;4190001	15;200	0	1	累计登录30天	累計登入30天	Log in 30 days in total.	累計30日ログインする	누적 접속 30일	ล็อกอินสะสม 30 วัน	累计登录30天	累計登入30天	Log in 30 days in total.	累計30日ログインする	누적 접속 30일	ล็อกอินสะสม 30 วัน
