id	type	showType	kind	quality	duration	stack	openType	openParameter	photoId	photoId2	photoId3	prefab	effectType	effectId	effectNum	dynamicAvatar	sort	status	name	name_zh_TW	name_en_UK	name_ja_JP	name_ko_KR	name_th_TH	desc	desc_zh_TW	desc_en_UK	desc_ja_JP	desc_ko_KR	desc_th_TH	description	description_zh_TW	description_en_UK	description_ja_JP	description_ko_KR	description_th_TH
6230093	62	623	3	5	0				62:stickers_img_6230093				1	3000003	10		91	1	朕先尝尝	朕先嘗嘗	Just One More Bite	妾が味見だ	짐이 먼저 맛보마		徽章·运营活动的纪念	徽章·運營活動的紀念	Badge: Memento for events	バッジ・キャンペーンの記念	엠블럼·운영 이벤트 기념	ตรา​·​รำลึก​กิจกรรม​การบริหาร​	今日事务暂且放下片刻。什么？朕这是在偷懒？胡说，朕只是替你检查一下此物的品质而已……嗯？味道尚可，再让朕尝一口。	今日事務暫且放下片刻。什麼？朕這是在偷懶？胡說，朕只是替你檢查一下此物的品質而已……嗯？味道尚可，再讓朕嘗一口。	The day's affairs can wait. What? You think I'm slacking off? Nonsense. I'm just checking its quality for you. Hmm... Not bad. One more bite, just to be sure.	今日の政務はひとまず後回しだ。何？ 妾が怠けているじゃと？ 戯れ言を言うでない。妾はただ、そなたのために味見してるだけじゃ……ん？ 悪くないな。もう一口もらおう。	오늘 업무는 잠시 미뤄 두도록 하지. 뭐? 짐이 농땡이를 피운다고? 허튼소리! 짐은 그저 이 물건의 품질을 확인해 주는 것뿐이다…… 음? 맛이 제법이군. 한입만 더 먹어 보마.	
6230094	62	623	3	5	0				62:stickers_img_6230094				1	3000003	10		92	1	金主驾到	金主駕到	VIP in the House	お得意さまのご来店	큰손 등장		徽章·运营活动的纪念	徽章·運營活動的紀念	Badge: Memento for events	バッジ・キャンペーンの記念	엠블럼·운영 이벤트 기념	ตรา​·​รำลึก​กิจกรรม​การบริหาร​	来啦来啦～小铃等你很久啦！今天想看看什么商品？放心，小铃一定给调查官最优惠的价格喵！	來啦來啦～小鈴等你很久啦！今天想看看什麼商品？放心，小鈴一定給調查官最優惠的價格喵！	There you are~ I've been waiting for ages! What can I tempt you with today? Don't worry, Inspector—I'll give you my best price, meow~	いらっしゃいませ～ずっと待ってたよ！ 今日は何がいい？ 安心して、いっぱいサービスしてあげるわ！	왔냥~ 왔냥~♪ 링링이 오래 기다렸어요! 오늘은 어떤 상품을 보고 싶으세요? 걱정 마세요! 조사관님께는 언제나 최고의 가격으로 모실게요, 냥!	
6230095	62	623	3	5	0				62:stickers_img_6230095				1	3000003	10		93	1	快乐存档	快樂存檔	Good Times, Saved	セーブポイント	행복 저장 완료		徽章·运营活动的纪念	徽章·運營活動的紀念	Badge: Memento for events	バッジ・キャンペーンの記念	엠블럼·운영 이벤트 기념	ตรา​·​รำลึก​กิจกรรม​การบริหาร​	游戏加载完成，零食准备就绪！调查官准备好了吗？接下来可是我的主场哦！	遊戲載入完成，零食準備就緒！調查官準備好了嗎？接下來可是我的主場哦！	Game loaded, snacks ready—you set, Inspector? C'mon, lemme show you how it's done!	ゲームのロード完了、おやつの準備もオッケー！ 調査官っち、準備はいい？ ここからはあたしの出番だよ！	게임 로딩 완료! 간식 준비 완료! 조사관님도 준비되셨나요? 이제부터는 제 차례예요!	
6230096	62	623	3	5	0				62:stickers_img_6230096				1	3000003	10		94	1	礼尚往来	禮尚往來	In Kind	礼には礼を	예를 다해		徽章·运营活动的纪念	徽章·運營活動的紀念	Badge: Memento for events	バッジ・キャンペーンの記念	엠블럼·운영 이벤트 기념	ตรา​·​รำลึก​กิจกรรม​การบริหาร​	收到你的心意，我会认真回应。毕竟，这是人与人相处时不可缺少的礼节。	收到你的心意，我會認真回應。畢竟，這是人與人相處時不可缺少的禮節。	Your kindness won't go unanswered—I'll meet it with the same sincerity. After all, a real bond goes both ways.	あなたの気持ちは、きちんと受け止めます。それが欠かせない礼儀なのですから。	당신의 마음, 소중히 받아들일게요. 사람과 사람이 함께하는 데에는 이런 예의가 꼭 필요한 법이니까요.	
6230097	62	623	3	5	0				62:stickers_img_6230097				1	3000003	10		95	1	破岩一击	破岩一擊	Smashing Style	岩砕きの一撃	암석 분쇄		徽章·运营活动的纪念	徽章·運營活動的紀念	Badge: Memento for events	バッジ・キャンペーンの記念	엠블럼·운영 이벤트 기념	ตรา​·​รำลึก​กิจกรรม​การบริหาร​	尘土飞扬也不能影响艾可的时尚表现！毕竟，天才美少女在工作现场也要保持完美喵！	塵土飛揚也不能影響艾可的時尚表現！畢竟，天才美少女在工作現場也要保持完美喵！	A little dust won't cramp my style! A genius like me has to look perfect—even on the job, meow!	埃だらけであっても、アイコの活躍は止められないよ！ この天才美少女は現場でも完璧だからね～	먼지가 날려도 에코의 스타일은 포기 못 해! 천재 미소녀는 작업 현장에서도 완벽해야 하니까, 냥!	
6230098	62	623	3	5	0				62:stickers_img_6230098				1	3000003	10		96	1	共赴潮声	共赴潮聲	Tide Us Together	潮の彼方へ	파도와 함께		徽章·运营活动的纪念	徽章·運營活動的紀念	Badge: Memento for events	バッジ・キャンペーンの記念	엠블럼·운영 이벤트 기념	ตรา​·​รำลึก​กิจกรรม​การบริหาร​	调查官，这边这边！Pose都摆好了喵，就差你入镜啦！	調查官，這邊這邊！Pose都擺好了喵，就差你入鏡啦！	Inspector, over here! We're all posed and ready—now all we need is you in the shot, meow!	調査官、こっちこっち！ ポーズの準備はできでいるから、あとは調査官が来るだけだよ！	조사관님, 여기 여기! 포즈도 다 준비했어요, 냥! 이제 조사관님만 오시면 돼요!	
6230099	62	623	3	5	0				62:stickers_img_6230099				1	3000003	10		97	1	星图交汇	星圖交匯	Uncharted Stars	交わる星図	별자리의 교차		徽章·运营活动的纪念	徽章·運營活動的紀念	Badge: Memento for events	バッジ・キャンペーンの記念	엠블럼·운영 이벤트 기념	ตรา​·​รำลึก​กิจกรรม​การบริหาร​	如果未来还有很多未知，那就一起去确认吧。调查官，我们会陪你走到那里。	如果未來還有很多未知，那就一起去確認吧。調查官，我們會陪你走到那裡。	Whatever lies ahead, we'll face it together. Inspector, we'll be with you every step of the way.	この先に、まだ知らない未来があるのなら、共に確かめましょう。調査官、私たちも一緒に歩いていきます。	앞으로도 아직 모르는 것이 많다면, 함께 확인하러 가요. 조사관님, 저희가 끝까지 함께할게요.	
6240000	62	624	4	5	0				6:goods_icon_6240000	180:player_trim_6240000	180:player_trim_6240000_s		1	3000003	10		2	1	血色盛宴	血色盛宴	Crimson Feast	血の饗宴	핏빛 파티	งานเลี้ยงสีเลือด	运营活动获得	活動獲得	Obtained from events.	イベント報酬	이벤트  보상	ได้รับจากกิจกรรมการบริหาร	鲜血为鸦羽着彩，残忍的飞鸟盘旋而飞舞，吟咏着莫可名状的安魂曲。	鮮血為鴉羽著彩，殘忍的飛鳥盤旋而飛舞，吟詠著莫可名狀的安魂曲。	Raven feathers, stained crimson with blood, dance in the wind as merciless birds of prey circle overhead, their haunting cries an eerie requiem.	カラスの翼は鮮血の色に染められ、残酷な鳥は旋回しながら舞い上がり、名状しがたいレクイエムを吟じる。	새빨간 피로 날개를 물들이고, 잔인한 새는 하늘을 날며, 알 수 없는 진혼곡을 부르고 있다	เลือด​สด​ย้อม​ใส่​ปีก​อีกา​ นก​ชั่วร้าย​โบยบิน​ไป​โดยรอบ​ ขับร้อง​บทเพลง​ที่​ไม่​สามารถ​อธิบาย​ได้​เพื่อ​ปลอบประโลม​เหล่า​วิญญาณ​
6240001	62	624	4	5	0				6:goods_icon_6240001	180:player_trim_6240001	180:player_trim_6240001_s		1	3000003	10		2	1	时光标本	時光標本	Time Specimen	時間の標本	시간 표본	ตัวอย่างแห่งกาลเวลา	运营活动获得	活動獲得	Obtained from events.	イベント報酬	이벤트  보상	ได้รับจากกิจกรรมการบริหาร	蝴蝶被装订在匣子里，它的时间永远定格在那最美丽的那一刻。	蝴蝶被裝訂在匣子裡，它的時間永遠定格在那最美麗的那一刻。	The butterfly is preserved in a box, its time forever frozen in that most beautiful moment.	標本箱に閉じ込められ、その蝶は最も美しい瞬間に固定された。	나비가 상자에 박제되어 있다. 나비는 영원히 가장 아름다운 그 순간에 고정될 것이다.	ผีเสื้อ​ถูก​ตรึง​ไว้​ใน​กล่อง​ เวลา​ของ​มัน​จะ​หยุดนิ่ง​อยู่​ใน​ช่วงเวลา​ที่​สวยงาม​ที่สุด​ตลอดไป​
6240002	62	624	4	5	0				6:goods_icon_6240002	180:player_trim_6240002	180:player_trim_6240002_s		1	3000003	10		2	1	怪谈时间	怪談時間	Paranormal Hour	怪談タイム	괴담 시간	เวลาเล่าเรื่องผี	主题·怪谈事件簿的纪念	主題·怪談事件簿的紀念	Theme: Memento for the Files of the Uncanny event	テーマ・怪談事件簿のランキング報酬	테마·괴담 사건 기록부 기념	ธีม·รำลึกแฟ้มเรื่องสยองขวัญ	金色时光，镌刻怪谈印记，每分每秒流转间，揭秘未了之事，编织传奇篇章。	金色時光，鐫刻怪談印記，每分每秒流轉間，揭秘未了之事，編織傳奇篇章。	Infused with the lore of the paranormal, this golden timepiece ticks away, unveiling unsolved mysteries with each passing second and weaving them into the tapestry of legend.	刻一刻と消えゆく時の流れの中で、怪談が語り継がれてきた。未了の 秘め事を暴きだし、伝説の物語は紡ぎ出す。	황금빛 시간, 괴담의 흔적을 새기며, 매 순간이 흐르는 동안 미완의 이야기를 밝혀내고, 전설의 장을 엮어간다.	ช่วงเวลา​สี​ทอง​ สลัก​ร่องรอย​ของ​เรื่องเล่า​ผีสาง​ ใน​ทุกๆ​ วินาที​ที่​ไหลผ่าน​ไป​ เผยความลับ​ที่​ยัง​ไม่​ได้​คลี่คลาย​ และ​ถัก​ทอ​เรื่องราว​เล่าขาน​ต่อไป​
6240003	62	624	4	5	0				6:goods_icon_6240003	180:player_trim_6240003	180:player_trim_6240003_s		1	3000003	10		2	1	圣诞礼·2024	聖誕禮·2024	Christmas Gift 2024	クリスマスギフト・2024	크리스마스 선물·2024	ของขวัญ​คริสต์มาส​ ·​ 2024​	主题·圣诞商城的纪念	主題·聖誕商城的紀念	Theme: Memento for Christmas Shop	テーマ・クリスマスショップの記念	테마 - 크리스마스 상점의 기념품	ธีม·รำลึกร้านค้าคริสต์มาส	“我把巧克力与苹果装进了礼盒，等着你亲手打开。”—— 一只猫咪	“我把巧克力與蘋果裝進了禮盒，等著你親手打開。”—— 一隻貓咪	"I've packed chocolates and apples into a gift box, just waiting for you to unwrap it." —A cat	「チョコレートとリンゴをギフトボックスに詰めて、あなたが開けるのを待っている。」\n—— とある猫	"초콜릿과 사과를 상자에 담았다냥~ 한번 열어봐라 냥냥!"——고양이의 선물	"​ฉัน​ใส่​ช็อกโกแลต​และ​แอปเปิ้ล​ลง​ใน​กล่อง​ของขวัญ​ รอ​ให้​เธอ​เปิด​ด้วยมือ​ของ​เธอ​เอง​"​ —​ แมว​ตัว​หนึ่ง​
6240004	62	624	4	5	0				6:goods_icon_6240004	180:player_trim_6240004	180:player_trim_6240004_s		1	3000003	10		2	1	庆典纪念	慶典紀念	Festival Keepsake	ハーフアニバ・時	축제 기념	ที่ระลึกเทศกาล	运营活动获得	活動獲得	Obtained from events.	イベント報酬	이벤트  보상	ได้รับจากกิจกรรมการบริหาร	亲爱的朋友：\n感谢一直以来的陪伴，愿未来充满温馨与欢笑。喵~	親愛的朋友：\n感謝一直以來的陪伴，願未來充滿溫馨與歡笑。喵~	Dear friend,\nThank you for joining us on this journey. May your path ahead be filled with joy and comfort. Meow!	これは共に過ごした記念。あなたにとっては短い180日かもしれないが、「猫」にとっては10年分の歳月。これからの未来が、温もりと笑顔に満ちたものになりますように。	소중한 친구에게\n지금까지 항상 곁에서 함께 해줘서 정말 고마워요!\n앞으로도 따뜻함과 웃음이 가득한 날들이 이어지길 바라냥~	ถึงเพื่อนรัก:\nขอบคุณที่คอยอยู่เคียงข้างกันเสมอมา ขอให้อนาคตเต็มไปด้วยความอบอุ่นและเสียงหัวเราะนะ เมี้ยว~
6240005	62	624	4	5	0				6:goods_icon_6240005	180:player_trim_6240005	180:player_trim_6240005_s		1	3000003	10		2	1	怪谈时间	怪談時間	Paranormal Hour	怪談タイム	괴담 시간	เวลาเล่าเรื่องผี	主题·怪谈事件簿的纪念	主題·怪談事件簿的紀念	Theme: Memento for the Files of the Uncanny event	テーマ・怪談事件簿のランキング報酬	테마·괴담 사건 기록부 기념	ธีม·รำลึกแฟ้มเรื่องสยองขวัญ	金色时光，镌刻怪谈印记，每分每秒流转间，揭秘未了之事，编织传奇篇章。	金色時光，鐫刻怪談印記，每分每秒流轉間，揭秘未了之事，編織傳奇篇章。	Infused with the lore of the paranormal, this golden timepiece ticks away, unveiling unsolved mysteries with each passing second and weaving them into the tapestry of legend.	刻一刻と消えゆく時の流れの中で、怪談が語り継がれてきた。未了の 秘め事を暴きだし、伝説の物語は紡ぎ出す。	황금빛 시간, 괴담의 흔적을 새기며, 매 순간이 흐르는 동안 미완의 이야기를 밝혀내고, 전설의 장을 엮어간다.	ช่วงเวลา​สี​ทอง​ สลัก​ร่องรอย​ของ​เรื่องเล่า​ผีสาง​ ใน​ทุกๆ​ วินาที​ที่​ไหลผ่าน​ไป​ เผยความลับ​ที่​ยัง​ไม่​ได้​คลี่คลาย​ และ​ถัก​ทอ​เรื่องราว​เล่าขาน​ต่อไป​
6240006	62	624	4	5	0				6:goods_icon_6240006	180:player_trim_6240006	180:player_trim_6240006_s		1	3000003	10		2	1	神奇礼物·2025	神奇禮物·2025	Enchanted Gift 2025	不思議な贈り物・2025	신비로운 선물·2025	ของขวัญจากภูตหิมะ·2025	主题·参与暖雪来信的纪念	主題·參與暖雪來信的紀念	Theme: Memento for joining the event "Letters From Afar."	テーマ･「思いを手紙に乗せて」の参加記念	테마·눈과 함께 온 편지 이벤트 참가 기념	ธีม·รำลึกการเข้าร่วมกิจกรรม "จดหมายลับ แดนหิมะ"	传说在冰雪节之夜，会有冰雪之灵悄然现身，为沉睡的孩子送上礼物。也许今晚，它也会为你留下一份惊喜。	傳說在冰雪節之夜，會有冰雪之靈悄然現身，為沉睡的孩子送上禮物。也許今晚，它也會為你留下一份驚喜。	Legend says that on Snow Festival night, an Ice Spirit slips through the dark to leave gifts for sleeping children. Maybe tonight, it will leave a little surprise for you, too.	伝説によれば、雪まつりの夜には、氷雪の精霊が現れ、眠る子どもたちに贈り物を置いていくという。今夜は、あなたのところにも、サプライズが届くのかもしれない。	전설에 따르면, 눈꽃축제의 밤에는 얼음과 눈의 정령이 잠든 아이들에게 선물을 전하러 조용히 나타난다고 해요. 어쩌면 오늘 밤, 그 존재가 당신에게도 작은 기적을 남기고 갈지 모릅니다.	ล่ำลือกันว่าในช่วงคืนวันเทศกาลหิมะ ​จะ​มี​ภูต​หิมะ​ออก​มา​ส่ง​มอบ​ของ​ขวัญ​ให้​แก่​เด็กๆ ​ที่​กำลัง​หลับใหล ​ไม่แน่​คืนนี้​เธอ​อาจจะ​ได้​รับ​ของ​ขวัญ​จาก​มัน​ก็ได้​นะ​
6240007	62	624	4	5	0				6:goods_icon_6240007	180:player_trim_6240007	180:player_trim_6240007_s		1	3000003	10		2	1	灯火暖意	燈火暖意	Warmth from the Lantern Light	/	/	ไออุ่นจากแสงโคม	主题·SEA一周年的纪念	主題·SEA一周年的紀念	Theme: Memento for SEA 1st Anniversary	/	/	ธีม·รำลึกวันครบรอบหนึ่งปี	万盏红灯在欢庆的节日里温柔点亮夜色，而其中，总有一盏灯火选择与你相伴，始终守在你身旁。	萬盞紅燈在歡慶的節日裡溫柔點亮夜色，而其中，總有一盞燈火選擇與你相伴，始終守在你身旁。	Amid the gentle glow of countless red lanterns lighting up the festive night, there will always be one light that chooses to stay by your side.	/	/	แสงโคม​มากมาย​กำลัง​ส่อง​สว่าง​อย่าง​อ่อน​โยน​อยู่​ท่ามกลาง​ความ​ครึกครื้น​ของ​เทศกาล​เฉลิม​ฉลอง ​แต่​ใน​นั้น ​จะ​ยัง​คง​มี​แสง​หนึ่ง​ดวง​ที่​เลือก​จะ​เคียง​ข้าง​คุณ​อยู่​เสมอ​
6250001	62	625	5	4	0				61:club_icon_head_6250001				1	3000003	10		1	1	钓鱼猫	釣魚貓	Fishing Cat	フィッシング	낚시냥	แมวตกปลา	社团初始自选头像	社團初始自選頭像	Initial Club Avatar	ギルド初期アイコン	클럽 기본 로고 자동 선택	รูป​โปรไฟล์​เริ่มต้น​ของ​ชมรม​	钓鱼猫	釣魚貓	Fishing Cat	フィッシング	낚시냥	แมวตกปลา
6250002	62	625	5	4	0				61:club_icon_head_6250002				1	3000003	10		2	1	时尚猫	時尚貓	Fashion Cat	ファッション	패션냥	แมวแฟชั่น	社团初始自选头像	社團初始自選頭像	Initial Club Avatar	ギルド初期アイコン	클럽 기본 로고 자동 선택	รูป​โปรไฟล์​เริ่มต้น​ของ​ชมรม​	时尚猫	時尚貓	Fashion Cat	ファッション	패션냥	แมวแฟชั่น
6250003	62	625	5	4	0				61:club_icon_head_6250003				1	3000003	10		3	1	战斗猫	戰鬥貓	Battle Cat	戦闘	전투냥	แมวนักสู้	社团初始自选头像	社團初始自選頭像	Initial Club Avatar	ギルド初期アイコン	클럽 기본 로고 자동 선택	รูป​โปรไฟล์​เริ่มต้น​ของ​ชมรม​	战斗猫	戰鬥貓	Battle Cat	戦闘	전투냥	แมวนักสู้
6250004	62	625	5	4	0				61:club_icon_head_6250004				1	3000003	10		4	1	贴贴猫	貼貼貓	Cuddly Cat	仲良し	온순냥	แมวขี้อ้อน	社团初始自选头像	社團初始自選頭像	Initial Club Avatar	ギルド初期アイコン	클럽 기본 로고 자동 선택	รูป​โปรไฟล์​เริ่มต้น​ของ​ชมรม​	贴贴猫	貼貼貓	Cuddly Cat	仲良し	온순냥	แมวขี้อ้อน
6250005	62	625	5	4	0				61:club_icon_head_6250005				1	3000003	10		5	1	游戏猫	遊戲貓	Gamer Cat	ゲーマー	게임냥	แมวเกมเมอร์	社团初始自选头像	社團初始自選頭像	Initial Club Avatar	ギルド初期アイコン	클럽 기본 로고 자동 선택	รูป​โปรไฟล์​เริ่มต้น​ของ​ชมรม​	游戏猫	遊戲貓	Gamer Cat	ゲーマー	게임냥	แมวเกมเมอร์
6250006	62	625	5	4	0				61:club_icon_head_6250006				1	3000003	10		6	1	读书猫	讀書貓	Bookworm Cat	読書	독서냥	แมวนักอ่าน	社团初始自选头像	社團初始自選頭像	Initial Club Avatar	ギルド初期アイコン	클럽 기본 로고 자동 선택	รูป​โปรไฟล์​เริ่มต้น​ของ​ชมรม​	读书猫	讀書貓	Bookworm Cat	読書	독서냥	แมวนักอ่าน
6250007	62	625	5	4	0				61:club_icon_head_6250007				1	3000003	10		7	1	美食猫	美食貓	Foodie Cat	グルメ	미식가냥	แมวอาหารเลิศรส	社团初始自选头像	社團初始自選頭像	Initial Club Avatar	ギルド初期アイコン	클럽 기본 로고 자동 선택	รูป​โปรไฟล์​เริ่มต้น​ของ​ชมรม​	美食猫	美食貓	Foodie Cat	グルメ	미식가냥	แมวอาหารเลิศรส
6250008	62	625	5	4	0				61:club_icon_head_6250008				1	3000003	10		8	1	旅行猫	旅行貓	Traveler Cat	旅行	여행냥	แมวท่องเที่ยว	社团初始自选头像	社團初始自選頭像	Initial Club Avatar	ギルド初期アイコン	클럽 기본 로고 자동 선택	รูป​โปรไฟล์​เริ่มต้น​ของ​ชมรม​	旅行猫	旅行貓	Traveler Cat	旅行	여행냥	แมวท่องเที่ยว
6250009	62	625	5	4	0				61:club_icon_head_6250009				1	3000003	10		9	1	金钱猫	金錢貓	Wealthy Cat	/	골드냥	แมวเงินทอง	社团初始自选头像	社團初始自選頭像	Initial Club Avatar	ギルド初期アイコン	클럽 기본 로고 자동 선택	รูป​โปรไฟล์​เริ่มต้น​ของ​ชมรม​	金钱猫	金錢貓	Wealthy Cat	/	골드냥	แมวเงินทอง
6250010	62	625	5	4	0				61:club_icon_head_6250010				1	3000003	10		10	1	音乐猫	音樂貓	Musical Cat	音楽	뮤직냥	แมวดนตรี	社团初始自选头像	社團初始自選頭像	Initial Club Avatar	ギルド初期アイコン	클럽 기본 로고 자동 선택	รูป​โปรไฟล์​เริ่มต้น​ของ​ชมรม​	音乐猫	音樂貓	Musical Cat	音楽	뮤직냥	แมวดนตรี
6250011	62	625	5	4	0				61:club_icon_head_6250011				1	3000003	10		11	1	模型猫	模型貓	Model Cat	/	프라모델냥	แมวโมเดล	社团初始自选头像	社團初始自選頭像	Initial Club Avatar	ギルド初期アイコン	클럽 기본 로고 자동 선택	รูป​โปรไฟล์​เริ่มต้น​ของ​ชมรม​	模型猫	模型貓	Model Cat	/	프라모델냥	แมวโมเดล
6250012	62	625	5	4	0				61:club_icon_head_6250012				1	3000003	10		12	1	天文猫	天文貓	Astronomer Cat	天文	천문냥	แมวดาราศาสตร์	社团初始自选头像	社團初始自選頭像	Initial Club Avatar	ギルド初期アイコン	클럽 기본 로고 자동 선택	รูป​โปรไฟล์​เริ่มต้น​ของ​ชมรม​	天文猫	天文貓	Astronomer Cat	天文	천문냥	แมวดาราศาสตร์
6260001	62	626	6	4	0								1	3000003	10		1	1																		
6270001	62	627	7	5	0				184:player_icon_female				1	3000003	10		1	1	调查官	調查官	Inspector	調査官	조사관	ผู้ตรวจการ	使用后会改变您在餐厅、钓场等场景中的形象；其他战斗员对您的称呼也会随之改变	使用後會改變您在餐廳、釣場等場景中的形象；其他戰鬥員對您的稱呼也會隨之改變	Upon activation, it transforms your presence in places such as the cafe and fishing areas; your fellow Combatants will also adjust their greetings accordingly.	ここで見た目を変更すると、レストランと釣り場での見た目と、戦闘員からの呼び方が変わります。	사용 시 카페테리아 및 낚시터에서 이미지를 변경할 수 있습니다. 다른 전투원이 당신을 부를 때의 호칭도 같이 변경됩니다	หลัง​ใช้งาน​ จะ​เปลี่ยน​รูปลักษณ์​ของ​คุณ​ใน​คาเฟ่​และ​บ่อ​ตกปลา​ และ​ตัวละคร​อื่นๆ​ ก็​จะ​มี​การเปลี่ยนแปลง​วิธี​เรียกชื่อ​ของ​คุณ​ตาม​ไป​ด้วย​						
6270002	62	627	7	5	0				184:player_icon_male				1	3000003	10		2	1	调查官	調查官	Inspector	調査官	조사관	ผู้ตรวจการ	使用后会改变您在餐厅、钓场等场景中的形象；其他战斗员对您的称呼也会随之改变	使用後會改變您在餐廳、釣場等場景中的形象；其他戰鬥員對您的稱呼也會隨之改變	Upon activation, it transforms your presence in places such as the cafe and fishing areas; your fellow Combatants will also adjust their greetings accordingly.	ここで見た目を変更すると、レストランと釣り場での見た目と、戦闘員からの呼び方が変わります。	사용 시 카페테리아 및 낚시터에서 이미지를 변경할 수 있습니다. 다른 전투원이 당신을 부를 때의 호칭도 같이 변경됩니다	หลัง​ใช้งาน​ จะ​เปลี่ยน​รูปลักษณ์​ของ​คุณ​ใน​คาเฟ่​และ​บ่อ​ตกปลา​ และ​ตัวละคร​อื่นๆ​ ก็​จะ​มี​การเปลี่ยนแปลง​วิธี​เรียกชื่อ​ของ​คุณ​ตาม​ไป​ด้วย​						
6200181	62	621	1	5	0				61:player_img_6200181				1	3000003	10		31	1	午夜讨糖	午夜討糖	Trick-or-Treat	ミットナイトトリック	사탕찾기	ขอขนมยามเที่ยงคืน	运营活动获得	活動獲得	Obtained from events.	イベント報酬	이벤트  보상	ได้รับจากกิจกรรมการบริหาร	谁能拒绝小音的请求呢？	誰能拒絕小音的請求呢？	Who could possibly say no to Poppy?	イナのお願いを断れる人なんているの？	누가 이나의 부탁을 거절할 수 있을까?	ใคร​จะ​ปฏิเสธ​คำร้องขอ​ของ​อิ​นะ​ได้​ล่ะ​?​
6200182	62	622	2	5	0				61:player_frame_6200182				1	3000003	10		38	1	哭唧唧	哭唧唧	Crybaby	しくしく	울고	ร้องไห้งอแง	运营活动获得	活動獲得	Obtained from events.	イベント報酬	이벤트  보상	ได้รับจากกิจกรรมการบริหาร	”呜呜……想吃糖……“	”嗚嗚……想吃糖……“	"*Sobbing* Just a little candy, please..."	「うぅ……お菓子、食べたい……」	"힝... 사탕 먹고 싶어"	"​ฮือ​ฮือ​...​อยาก​กิน​ขนม​ง่า​...​ "​
6200183	62	622	2	5	0				61:player_frame_6200183				1	3000003	10		39	1	万圣南瓜	萬聖南瓜	Halloween Pumpkin	ジャックランタン	할로윈 호박	ฟักทองฮาโลวีน	运营活动获得	活動獲得	Obtained from events.	イベント報酬	이벤트  보상	ได้รับจากกิจกรรมการบริหาร	南瓜汤泡澡，真舒服。	南瓜湯泡澡，真舒服。	A bath in pumpkin soup is the ultimate comfort!	カボチャスープのお風呂、気持ちいい。	호박스프에서 목욕하는 건 각별하네	แช่น้ำ​ซุป​ฟักทอง​ สบาย​จริงๆ​
6200075	62	622	2	5	0				61:player_frame_620075				1	3000003	10		30	1	血月之痕	血月之痕	Blood Moon Scar	血月の痕	혈월의 흔적	บาดแผลจันทราโลหิต	头像框·参与专属活动获取	頭像框·參與專屬活動獲取	Avatar Frame: Obtained from limited events.	アイコン枠･専属イベントで獲得	프로필 프레임 - 전속 이벤트 참여 시 획득	กรอบโปรไฟล์·รับได้จากกิจกรรมพิเศษ	绑带留着，假装那些伤还未痊愈	綁帶留著，假裝那些傷還未痊癒	Leave the bandages on—pretend the wounds haven't healed.	包帯を巻いたまま、まだ傷が癒えていないふりをする。	붕대를 그대로 두어, 아직 아물지 않은 상처인 척해.	ยังคงพันผ้าพันแผลไว้ แสร้งว่าบาดแผลเหล่านั้นยังคงไม่หายดี
6200041	62	621	1	5	0				61:player_img_620041				1	3000003	10		41	1	竹间小憩	竹間小憩	A Nap in the Bamboo	竹林でのひと休み	죽림 속의 휴식	หย่อนใจใต้ร่มไผ่	头像·参与竹野熊踪的纪念	頭像·參與竹野熊蹤的紀念	Avatar: Memento for joining the Bamboo Trek event.	アイコン･「パンダの足跡を辿って」の参加記念	프로필·판다의 세상 여행 이벤트 참여 기념	รูปโปรไฟล์·รำลึกการเข้าร่วม "มุ่งหน้าสู่ป่าไผ่"	竹林中，不知不觉在调查官身边睡去的非天。	竹林中，不知不覺在調查官身邊睡去的非天。	In the bamboo grove, Asura drifts off beside the Inspector without even noticing.	竹林の中で、知らぬ間に調査官のそばで眠ってしまったアスラ。	대나무 숲 속, 어느새 조사관 곁에서 잠들어버린 아수라.	ท่ามกลาง​ป่าไผ่​ พบ​อา​สึ​ระ​ที่​ผล​อย​หลับ​ไป​ข้าง​กาย​ผู้ตรวจการ​ตั้งแต่​เมื่อไหร่​ก็​ไม่​รู้​
6200197	62	622	2	5	0				61:player_frame_620197				1	3000003	10		42	1	竹篱之庭	竹籬之庭	Garden of Bamboo Fences	竹籬の庭	대나무 정원	รั้วไผ่ล้อมสวน	头像框·参与竹野熊踪的纪念	頭像框·參與竹野熊蹤的紀念	Avatar Frame: Memento for the Bamboo Trek event.	アイコン枠･「パンダの足跡を辿って」の参加記念	프로필 프레임·판다의 세상 여행 이벤트 참여 기념	กรอบ​โปรไฟล์​·​รำลึก​การ​เข้าร่วม​ "มุ่งหน้าสู่ป่าไผ่"​	竹篱构筑一隅天地，爱意在此生生不息。	竹籬構築一隅天地，愛意在此生生不息。	Behind the bamboo fence lies a pocket world, where love keeps its quiet vigil.	竹籬が創り出す小さな世界。そこには絶え間なく愛が息づいている。	대나무 울타리가 세운 작은 세상, 그 안에서 사랑은 끊임없이 자라난다.	ล้อมรั้ว​ไผ่​ให้​มุม​เล็ก​อัน​สงบสุข​ ไร้​ซึ่ง​ทุกข์​เบิกบาน​รัก​ไร้​ขอบเขต​
