id	type	showType	quality	stack	sellitem	sellMoney	photoId	effectType	effectId	effectNum	effectShowId	effectShowNum	status	name	name_zh_TW	name_en_UK	name_ja_JP	name_ko_KR	name_th_TH	desc	desc_zh_TW	desc_en_UK	desc_ja_JP	desc_ko_KR	desc_th_TH	description	description_zh_TW	description_en_UK	description_ja_JP	description_ko_KR	description_th_TH
5031201	50	312	5	-1	0	0	6:goods_icon_5099911	201	4122001	1	4122001	1	1	免费礼包	免費禮包	Free Pack	無料パック	무료 패키지	แพ็กเกจฟรี	免费礼包	免費禮包	Free Pack	無料パック	무료 패키지	แพ็กเกจฟรี	免费礼包	免費禮包	Free Pack	無料パック	무료 패키지	แพ็กเกจฟรี
5031202	50	312	5	-1	0	0	6:goods_icon_5099911	201	4122001;4190001	10;100	4122001;4190001	10;100	1	骰子礼包Ⅰ	骰子禮包Ⅰ	Dice Pack I	お帰りサイコロパック・Ⅰ	주사위 패키지Ⅰ	แพ็กลูกเต๋า Ⅰ	骰子礼包Ⅰ	骰子禮包Ⅰ	Dice Pack I	お帰りサイコロパック・Ⅰ	주사위 패키지Ⅰ	แพ็กลูกเต๋า Ⅰ	骰子礼包Ⅰ	骰子禮包Ⅰ	Dice Pack I	お帰りサイコロパック・Ⅰ	주사위 패키지Ⅰ	แพ็กลูกเต๋า Ⅰ
5031203	50	312	5	-1	0	0	6:goods_icon_5099912	201	4122001;4190001	15;200	4122001;4190001	15;200	1	骰子礼包Ⅱ	骰子禮包Ⅱ	Dice Pack II	お帰りサイコロパック・Ⅱ	주사위 패키지Ⅱ	แพ็กลูกเต๋า Ⅱ	骰子礼包Ⅱ	骰子禮包Ⅱ	Dice Pack II	お帰りサイコロパック・Ⅱ	주사위 패키지Ⅱ	แพ็กลูกเต๋า Ⅱ	骰子礼包Ⅱ	骰子禮包Ⅱ	Dice Pack II	お帰りサイコロパック・Ⅱ	주사위 패키지Ⅱ	แพ็กลูกเต๋า Ⅱ
5031204	50	312	5	-1	0	0	6:goods_icon_5099913	201	4122001;4190001	20;300	4122001;4190001	20;300	1	骰子礼包Ⅲ	骰子禮包Ⅲ	Dice Pack III	お帰りサイコロパック・Ⅲ	주사위 패키지Ⅲ	แพ็กลูกเต๋า Ⅲ	骰子礼包Ⅲ	骰子禮包Ⅲ	Dice Pack III	お帰りサイコロパック・Ⅲ	주사위 패키지Ⅲ	แพ็กลูกเต๋า Ⅲ	骰子礼包Ⅲ	骰子禮包Ⅲ	Dice Pack III	お帰りサイコロパック・Ⅲ	주사위 패키지Ⅲ	แพ็กลูกเต๋า Ⅲ
5031205	50	312	5	-1	0	0	6:goods_icon_5099911	201	4122001	1	4122001	1	1	免费礼包	免費禮包	Free Pack	無料パック	무료 패키지	แพ็กเกจฟรี	免费礼包	免費禮包	Free Pack	無料パック	무료 패키지	แพ็กเกจฟรี	免费礼包	免費禮包	Free Pack	無料パック	무료 패키지	แพ็กเกจฟรี
5031206	50	312	5	-1	0	0	6:goods_icon_5099911	201	4122001	5	4122001	5	1	骰子礼包Ⅰ	骰子禮包Ⅰ	Dice Pack I	お帰りサイコロパック・Ⅰ	주사위 패키지Ⅰ	แพ็กลูกเต๋า Ⅰ	骰子礼包Ⅰ	骰子禮包Ⅰ	Dice Pack I	お帰りサイコロパック・Ⅰ	주사위 패키지Ⅰ	แพ็กลูกเต๋า Ⅰ	骰子礼包Ⅰ	骰子禮包Ⅰ	Dice Pack I	お帰りサイコロパック・Ⅰ	주사위 패키지Ⅰ	แพ็กลูกเต๋า Ⅰ
5031207	50	312	5	-1	0	0	6:goods_icon_5099912	201	4122001	10	4122001	10	1	骰子礼包Ⅱ	骰子禮包Ⅱ	Dice Pack II	お帰りサイコロパック・Ⅱ	주사위 패키지Ⅱ	แพ็กลูกเต๋า Ⅱ	骰子礼包Ⅱ	骰子禮包Ⅱ	Dice Pack II	お帰りサイコロパック・Ⅱ	주사위 패키지Ⅱ	แพ็กลูกเต๋า Ⅱ	骰子礼包Ⅱ	骰子禮包Ⅱ	Dice Pack II	お帰りサイコロパック・Ⅱ	주사위 패키지Ⅱ	แพ็กลูกเต๋า Ⅱ
5031208	50	312	5	-1	0	0	6:goods_icon_5099912	201	4122001	15	4122001	15	1	骰子礼包Ⅲ	骰子禮包Ⅲ	Dice Pack III	お帰りサイコロパック・Ⅲ	주사위 패키지Ⅲ	แพ็กลูกเต๋า Ⅲ	骰子礼包Ⅲ	骰子禮包Ⅲ	Dice Pack III	お帰りサイコロパック・Ⅲ	주사위 패키지Ⅲ	แพ็กลูกเต๋า Ⅲ	骰子礼包Ⅲ	骰子禮包Ⅲ	Dice Pack III	お帰りサイコロパック・Ⅲ	주사위 패키지Ⅲ	แพ็กลูกเต๋า Ⅲ
5031209	50	312	5	-1	0	0	6:goods_icon_5099913	201	4122001	20	4122001	20	1	每日骰子礼包Ⅳ	每日骰子禮包Ⅳ	Daily Dice Pack IV	デイリーサイコロパック・Ⅳ	/	แพ็กลูกเต๋า Ⅳ	每日骰子礼包Ⅳ	每日骰子禮包Ⅳ	Daily Dice Pack IV	デイリーサイコロパック・Ⅳ	/	แพ็กลูกเต๋า Ⅳ	每日骰子礼包Ⅳ	每日骰子禮包Ⅳ	Daily Dice Pack IV	デイリーサイコロパック・Ⅳ	/	แพ็กลูกเต๋า Ⅳ
5031210	50	312	5	-1	0	0	6:goods_icon_5099913	201	4122001	15	4122001	15	1	无限骰子礼包	無限骰子禮包	Infinite Dice Pack	無限サイコロパック	/	แพ็กลูกเต๋าไร้ขีนจำกัด	无限骰子礼包	無限骰子禮包	Infinite Dice Pack	無限サイコロパック	/	แพ็กลูกเต๋าไร้ขีนจำกัด	无限骰子礼包	無限骰子禮包	Infinite Dice Pack	無限サイコロパック	/	แพ็กลูกเต๋าไร้ขีนจำกัด
5031601	50	316	5	-1	0	0	6:goods_icon_5099911	201	3000004;3000003;4500101	10;10000;1	3000004;3000003;4500101	10;10000;1	1	免费礼包	免費禮包	Free Pack	無料パック	무료 패키지	แพ็กเกจฟรี	免费礼包	免費禮包	Free Pack	無料パック	무료 패키지	แพ็กเกจฟรี	免费礼包	免費禮包	Free Pack	無料パック	무료 패키지	แพ็กเกจฟรี
5031602	50	316	5	-1	0	0	6:goods_icon_5099911	201	3000004;3000003	100;100000	3000004;3000003	100;100000	1	情绪礼包	情緒禮包	Pathos Bundle	エモパック	이모션 패키지	แพ็กพาโธส	情绪礼包	情緒禮包	Pathos Bundle	エモパック	이모션 패키지	แพ็กพาโธส	情绪礼包	情緒禮包	Pathos Bundle	エモパック	이모션 패키지	แพ็กพาโธส
5031603	50	316	5	-1	0	0	6:goods_icon_5099911	201	4190001;3000002	1000;30	4190001;3000002	1000;30	1	入职召唤礼包Ⅰ	入職召喚禮包Ⅰ	Newbie Recruit Pack I	入職召喚パックⅠ	입사 소환 패키지Ⅰ	แพ็กรับสมัครแรกเข้า Ⅰ	入职召唤礼包Ⅰ	入職召喚禮包Ⅰ	Newbie Recruit Pack I	入職召喚パックⅠ	입사 소환 패키지Ⅰ	แพ็กรับสมัครแรกเข้า Ⅰ	入职召唤礼包Ⅰ	入職召喚禮包Ⅰ	Newbie Recruit Pack I	入職召喚パックⅠ	입사 소환 패키지Ⅰ	แพ็กรับสมัครแรกเข้า Ⅰ
5031604	50	316	5	-1	0	0	6:goods_icon_5099912	201	4190001;3000002	2000;60	4190001;3000002	2000;60	1	入职召唤礼包Ⅱ	入職召喚禮包Ⅱ	Newbie Recruit Pack II	入職召喚パックⅡ	입사 소환 패키지Ⅱ	แพ็กรับสมัครแรกเข้า Ⅱ	入职召唤礼包Ⅱ	入職召喚禮包Ⅱ	Newbie Recruit Pack II	入職召喚パックⅡ	입사 소환 패키지Ⅱ	แพ็กรับสมัครแรกเข้า Ⅱ	入职召唤礼包Ⅱ	入職召喚禮包Ⅱ	Newbie Recruit Pack II	入職召喚パックⅡ	입사 소환 패키지Ⅱ	แพ็กรับสมัครแรกเข้า Ⅱ
5031605	50	316	5	-1	0	0	6:goods_icon_5099913	201	103021;3000002	1;600	103021;3000002	1;600	1	心动疗愈礼包Ⅰ	心動療愈禮包Ⅰ	Heartfelt Healing Pack I	ときめく癒やしのパックⅠ	심쿵 메이드Ⅰ	แพ็กเยียวยาด้วยใจ Ⅰ	心动疗愈礼包Ⅰ	心動療愈禮包Ⅰ	Heartfelt Healing Pack I	ときめく癒やしのパックⅠ	심쿵 메이드Ⅰ	แพ็กเยียวยาด้วยใจ Ⅰ	心动疗愈礼包Ⅰ	心動療愈禮包Ⅰ	Heartfelt Healing Pack I	ときめく癒やしのパックⅠ	심쿵 메이드Ⅰ	แพ็กเยียวยาด้วยใจ Ⅰ
5031606	50	316	5	-1	0	0	6:goods_icon_5099913	201	103021;4190001;3000002	1;2000;980	103021;4190001;3000002	1;2000;980	1	心动疗愈礼包Ⅱ	心動療愈禮包Ⅱ	Heartfelt Healing Pack II	ときめく癒やしのパックⅡ	심쿵 메이드Ⅱ	แพ็กเยียวยาด้วยใจ Ⅱ	心动疗愈礼包Ⅱ	心動療愈禮包Ⅱ	Heartfelt Healing Pack II	ときめく癒やしのパックⅡ	심쿵 메이드Ⅱ	แพ็กเยียวยาด้วยใจ Ⅱ	心动疗愈礼包Ⅱ	心動療愈禮包Ⅱ	Heartfelt Healing Pack II	ときめく癒やしのパックⅡ	심쿵 메이드Ⅱ	แพ็กเยียวยาด้วยใจ Ⅱ
5031607	50	316	5	-1	0	0	6:goods_icon_5099913	201	103021;4190001;3000002	1;3000;1280	103021;4190001;3000002	1;3000;1280	1	心动疗愈礼包Ⅲ	心動療愈禮包Ⅲ	Heartfelt Healing Pack III	ときめく癒やしのパックⅢ	심쿵 메이드Ⅲ	แพ็กเยียวยาด้วยใจ Ⅲ	心动疗愈礼包Ⅲ	心動療愈禮包Ⅲ	Heartfelt Healing Pack III	ときめく癒やしのパックⅢ	심쿵 메이드Ⅲ	แพ็กเยียวยาด้วยใจ Ⅲ	心动疗愈礼包Ⅲ	心動療愈禮包Ⅲ	Heartfelt Healing Pack III	ときめく癒やしのパックⅢ	심쿵 메이드Ⅲ	แพ็กเยียวยาด้วยใจ Ⅲ
5031608	50	316	5	-1	0	0	6:goods_icon_5099912	201	4102901;5100001;3000002	6;3;300	4102901;5100001;3000002	6;3;300	1	入职魔方礼包	入職魔方禮包	Onboarding Cube Pack	入職キューブパック	입사 매직 패키지	แพ็กลูกบาศก์เริ่มต้น	入职魔方礼包	入職魔方禮包	Onboarding Cube Pack	入職キューブパック	입사 매직 패키지	แพ็กลูกบาศก์เริ่มต้น	入职魔方礼包	入職魔方禮包	Onboarding Cube Pack	入職キューブパック	입사 매직 패키지	แพ็กลูกบาศก์เริ่มต้น
5031609	50	316	5	-1	0	0	6:goods_icon_5099912	201	4100011;3000002	350;300	4100011;3000002	350;300	1	入职强化礼包	入職強化禮包	Onboarding Enhancement Pack	入職強化パック	입사 강화 패키지	แพ็กตีบวกเริ่มต้น	入职强化礼包	入職強化禮包	Onboarding Enhancement Pack	入職強化パック	입사 강화 패키지	แพ็กตีบวกเริ่มต้น	入职强化礼包	入職強化禮包	Onboarding Enhancement Pack	入職強化パック	입사 강화 패키지	แพ็กตีบวกเริ่มต้น
5031610	50	316	5	-1	0	0	6:goods_icon_5099913	201	4100032;3000002	100;680	4100032;3000002	100;680	1	入职洗练礼包	入職洗練禮包	Onboarding Refinement Pack	入職洗練パック	입사 제련 패키지	แพ็กรีไฟน์เริ่มต้น	入职洗练礼包	入職洗練禮包	Onboarding Refinement Pack	入職洗練パック	입사 제련 패키지	แพ็กรีไฟน์เริ่มต้น	入职洗练礼包	入職洗練禮包	Onboarding Refinement Pack	入職洗練パック	입사 제련 패키지	แพ็กรีไฟน์เริ่มต้น
5031611	50	316	5	-1	0	0	6:goods_icon_5099912	201	4190004	800	4190004	800	1	欢迎光临	歡迎光臨	Welcome Aboard	智明入职礼包	환영합니다	/	欢迎光临	歡迎光臨	Welcome Aboard	智明入职礼包	환영합니다	/	欢迎光临	歡迎光臨	Welcome Aboard	智明入职礼包	환영합니다	/
5031612	50	316	5	-1	0	0	6:goods_icon_5099912	201	4190004	1800	4190004	1800	1	初遇香气	初遇香氣	First Aroma	智明入职礼包	첫 만남의 향기	/	初遇香气	初遇香氣	First Aroma	智明入职礼包	첫 만남의 향기	/	初遇香气	初遇香氣	First Aroma	智明入职礼包	첫 만남의 향기	/
5031613	50	316	5	-1	0	0	6:goods_icon_5099912	201	4190004	3000	4190004	3000	1	微甜时刻	微甜時刻	Sweet Moment	智明入职礼包	은은한 달콤함	/	微甜时刻	微甜時刻	Sweet Moment	智明入职礼包	은은한 달콤함	/	微甜时刻	微甜時刻	Sweet Moment	智明入职礼包	은은한 달콤함	/
5031614	50	316	5	-1	0	0	6:goods_icon_5099912	201	4190004	6000	4190004	6000	1	特调推荐	特調推薦	Special Blend	智明入职礼包	스페셜 블렌드 추천	/	特调推荐	特調推薦	Special Blend	智明入职礼包	스페셜 블렌드 추천	/	特调推荐	特調推薦	Special Blend	智明入职礼包	스페셜 블렌드 추천	/
5031615	50	316	5	-1	0	0	6:goods_icon_5099912	201	4190004	12000	4190004	12000	1	行家手冲	行家手沖	Artisan Pour-over	智明入职礼包	장인의 핸드드립	/	行家手冲	行家手沖	Artisan Pour-over	智明入职礼包	장인의 핸드드립	/	行家手冲	行家手沖	Artisan Pour-over	智明入职礼包	장인의 핸드드립	/
5031616	50	316	5	-1	0	0	6:goods_icon_5099912	201	4190004	20000	4190004	20000	1	深度烘焙	深度烘焙	Dark Roast	智明入职礼包	딥 로스팅	/	深度烘焙	深度烘焙	Dark Roast	智明入职礼包	딥 로스팅	/	深度烘焙	深度烘焙	Dark Roast	智明入职礼包	딥 로스팅	/
5031617	50	316	5	-1	0	0	6:goods_icon_5099913	201	5112015	1	5112015	1	1	随机限定·群攻	隨機限定·群攻	Random Limited (AoE)	智明入职礼包	랜덤 한정·광역 공격	/	随机限定·群攻	隨機限定·群攻	Random Limited (AoE)	智明入职礼包	랜덤 한정·광역 공격	/	随机限定·群攻	隨機限定·群攻	Random Limited (AoE)	智明入职礼包	랜덤 한정·광역 공격	/
5031618	50	316	5	-1	0	0	6:goods_icon_5099913	201	5112016	1	5112016	1	1	随机限定·辅助	隨機限定·輔助	Random Limited (Support)	智明入职礼包	랜덤 한정·보조	/	随机限定·辅助	隨機限定·輔助	Random Limited (Support)	智明入职礼包	랜덤 한정·보조	/	随机限定·辅助	隨機限定·輔助	Random Limited (Support)	智明入职礼包	랜덤 한정·보조	/
5031619	50	316	5	-1	0	0	6:goods_icon_5099913	201	5200061	1	5200061	1	1	自选限定·群攻	自選限定·群攻	Selectable Limited (AoE)	智明入职礼包	선택 한정·광역 공격	/	自选限定·群攻	自選限定·群攻	Selectable Limited (AoE)	智明入职礼包	선택 한정·광역 공격	/	自选限定·群攻	自選限定·群攻	Selectable Limited (AoE)	智明入职礼包	선택 한정·광역 공격	/
5031620	50	316	5	-1	0	0	6:goods_icon_5099913	201	5200062	1	5200062	1	1	自选限定·辅助	自選限定·輔助	Selectable Limited (Support)	智明入职礼包	선택 한정·보조	/	自选限定·辅助	自選限定·輔助	Selectable Limited (Support)	智明入职礼包	선택 한정·보조	/	自选限定·辅助	自選限定·輔助	Selectable Limited (Support)	智明入职礼包	선택 한정·보조	/
5031621	50	316	5	-1	0	0	6:goods_icon_5099913	201	5112005	1	5112005	1	1	随机光暗	隨機光暗	Random Luminox	智明入职礼包	랜덤 빛·어둠	/	随机光暗	隨機光暗	Random Luminox	智明入职礼包	랜덤 빛·어둠	/	随机光暗	隨機光暗	Random Luminox	智明入职礼包	랜덤 빛·어둠	/
5031622	50	316	5	-1	0	0	6:goods_icon_5099913	201	5200038	1	5200038	1	1	自选光暗	自選光暗	Selectable Luminox	智明入职礼包	선택 빛·어둠	/	自选光暗	自選光暗	Selectable Luminox	智明入职礼包	선택 빛·어둠	/	自选光暗	自選光暗	Selectable Luminox	智明入职礼包	선택 빛·어둠	/
5031623	50	316	5	-1	0	0	6:goods_icon_5099912	201	4100011;4100032	100;50	4100011;4100032	100;50	1	回路预热	回路預熱	Circuit Warm-up	智明入职礼包	회로 예열	/	回路预热	回路預熱	Circuit Warm-up	智明入职礼包	회로 예열	/	回路预热	回路預熱	Circuit Warm-up	智明入职礼包	회로 예열	/
5031624	50	316	5	-1	0	0	6:goods_icon_5099912	201	4100011;4100032	500;150	4100011;4100032	500;150	1	参数修正	參數修正	Parameter Adjust	智明入职礼包	파라미터 보정	/	参数修正	參數修正	Parameter Adjust	智明入职礼包	파라미터 보정	/	参数修正	參數修正	Parameter Adjust	智明入职礼包	파라미터 보정	/
5031625	50	316	5	-1	0	0	6:goods_icon_5099912	201	4100011;4100032	700;250	4100011;4100032	700;250	1	深度编译	深度編譯	Deep Compilation	智明入职礼包	심층 컴파일	/	深度编译	深度編譯	Deep Compilation	智明入职礼包	심층 컴파일	/	深度编译	深度編譯	Deep Compilation	智明入职礼包	심층 컴파일	/
5031626	50	316	5	-1	0	0	6:goods_icon_5099912	201	4100011;4100032	1400;500	4100011;4100032	1400;500	1	阈值突破	閾值突破	Threshold Break	智明入职礼包	임계치 돌파	/	阈值突破	閾值突破	Threshold Break	智明入职礼包	임계치 돌파	/	阈值突破	閾值突破	Threshold Break	智明入职礼包	임계치 돌파	/
5031627	50	316	5	-1	0	0	6:goods_icon_5099912	201	4100011;4100032	2000;900	4100011;4100032	2000;900	1	全域超频	全域超頻	Global Overclock	智明入职礼包	전역 오버클럭	/	全域超频	全域超頻	Global Overclock	智明入职礼包	전역 오버클럭	/	全域超频	全域超頻	Global Overclock	智明入职礼包	전역 오버클럭	/
5031628	50	316	5	-1	0	0	6:goods_icon_5099912	201	4100011;4100032	3000;1500	4100011;4100032	3000;1500	1	序列飞升	序列飛升	Sequence Ascension	智明入职礼包	시퀀스 승격	/	序列飞升	序列飛升	Sequence Ascension	智明入职礼包	시퀀스 승격	/	序列飞升	序列飛升	Sequence Ascension	智明入职礼包	시퀀스 승격	/
5031629	50	316	5	-1	0	0	6:goods_icon_5099913	201	3000003;5200011	1000000;10	3000003;5200011	1000000;10	1	备用津贴	備用津貼	Petty Cash	智明入职礼包	예비 수당	/	备用津贴	備用津貼	Petty Cash	智明入职礼包	예비 수당	/	备用津贴	備用津貼	Petty Cash	智明入职礼包	예비 수당	/
5031630	50	316	5	-1	0	0	6:goods_icon_5099913	201	3000003;5200011	5000000;40	3000003;5200011	5000000;40	1	应急补给	應急補給	Emergency Supply	智明入职礼包	긴급 보급	/	应急补给	應急補給	Emergency Supply	智明入职礼包	긴급 보급	/	应急补给	應急補給	Emergency Supply	智明入职礼包	긴급 보급	/
5031631	50	316	5	-1	0	0	6:goods_icon_5099913	201	3000003;5200011	8000000;70	3000003;5200011	8000000;70	1	维护预算	維護預算	Maintenance Budget	智明入职礼包	유지 보수 예산	/	维护预算	維護預算	Maintenance Budget	智明入职礼包	유지 보수 예산	/	维护预算	維護預算	Maintenance Budget	智明入职礼包	유지 보수 예산	/
5031632	50	316	5	-1	0	0	6:goods_icon_5099913	201	3000003;5200011	15000000;150	3000003;5200011	15000000;150	1	战术扩充	戰術擴充	Tactical Expansion	智明入职礼包	전술 확충	/	战术扩充	戰術擴充	Tactical Expansion	智明入职礼包	전술 확충	/	战术扩充	戰術擴充	Tactical Expansion	智明入职礼包	전술 확충	/
5031633	50	316	5	-1	0	0	6:goods_icon_5099913	201	3000003;5200011	30000000;300	3000003;5200011	30000000;300	1	特批拨款	特批撥款	Special Allocation	智明入职礼包	특별 승인 자금	/	特批拨款	特批撥款	Special Allocation	智明入职礼包	특별 승인 자금	/	特批拨款	特批撥款	Special Allocation	智明入职礼包	특별 승인 자금	/
5031634	50	316	5	-1	0	0	6:goods_icon_5099913	201	3000003;5200011	50000000;500	3000003;5200011	50000000;500	1	金库密钥	金庫金鑰	Vault Access	智明入职礼包	금고 열쇠	/	金库密钥	金庫金鑰	Vault Access	智明入职礼包	금고 열쇠	/	金库密钥	金庫金鑰	Vault Access	智明入职礼包	금고 열쇠	/
5097001	50	501	5	-1	0	0	6:goods_icon_5092100	201	4190004	1000	4190004	1000	1	时光之旅礼包1	時光之旅禮包1	Timeless Journey Pack I	タイムトラベルパック1	/	แพ็กเส้นทางแห่งกาลเวลา 1	时光之旅礼包1	時光之旅禮包1	Timeless Journey Pack I	タイムトラベルパック1	/	แพ็กเส้นทางแห่งกาลเวลา 1	时光之旅礼包1	時光之旅禮包1	Timeless Journey Pack I	タイムトラベルパック1	/	แพ็กเส้นทางแห่งกาลเวลา 1
5097002	50	501	5	-1	0	0	6:goods_icon_5092100	201	4190004	1000	4190004	1000	1	时光之旅礼包2	時光之旅禮包2	Timeless Journey Pack II	タイムトラベルパック2	/	แพ็กเส้นทางแห่งกาลเวลา 2	时光之旅礼包2	時光之旅禮包2	Timeless Journey Pack II	タイムトラベルパック2	/	แพ็กเส้นทางแห่งกาลเวลา 2	时光之旅礼包2	時光之旅禮包2	Timeless Journey Pack II	タイムトラベルパック2	/	แพ็กเส้นทางแห่งกาลเวลา 2
5097003	50	501	5	-1	0	0	6:goods_icon_5092100	201	4190004	1700	4190004	1700	1	时光之旅礼包3	時光之旅禮包3	Timeless Journey Pack III	タイムトラベルパック3	/	แพ็กเส้นทางแห่งกาลเวลา 3	时光之旅礼包3	時光之旅禮包3	Timeless Journey Pack III	タイムトラベルパック3	/	แพ็กเส้นทางแห่งกาลเวลา 3	时光之旅礼包3	時光之旅禮包3	Timeless Journey Pack III	タイムトラベルパック3	/	แพ็กเส้นทางแห่งกาลเวลา 3
5097004	50	501	5	-1	0	0	6:goods_icon_5092100	201	4190004	3000	4190004	3000	1	时光之旅礼包4	時光之旅禮包4	Timeless Journey Pack IV	タイムトラベルパック4	/	แพ็กเส้นทางแห่งกาลเวลา 4	时光之旅礼包4	時光之旅禮包4	Timeless Journey Pack IV	タイムトラベルパック4	/	แพ็กเส้นทางแห่งกาลเวลา 4	时光之旅礼包4	時光之旅禮包4	Timeless Journey Pack IV	タイムトラベルパック4	/	แพ็กเส้นทางแห่งกาลเวลา 4
5097005	50	501	5	-1	0	0	6:goods_icon_5092100	201	4190004	4000	4190004	4000	1	时光之旅礼包5	時光之旅禮包5	Timeless Journey Pack V	タイムトラベルパック5	/	แพ็กเส้นทางแห่งกาลเวลา 5	时光之旅礼包5	時光之旅禮包5	Timeless Journey Pack V	タイムトラベルパック5	/	แพ็กเส้นทางแห่งกาลเวลา 5	时光之旅礼包5	時光之旅禮包5	Timeless Journey Pack V	タイムトラベルパック5	/	แพ็กเส้นทางแห่งกาลเวลา 5
5097006	50	501	5	-1	0	0	6:goods_icon_5092100	201	4190004	5500	4190004	5500	1	时光之旅礼包6	時光之旅禮包6	Timeless Journey Pack VI	タイムトラベルパック6	/	แพ็กเส้นทางแห่งกาลเวลา 6	时光之旅礼包6	時光之旅禮包6	Timeless Journey Pack VI	タイムトラベルパック6	/	แพ็กเส้นทางแห่งกาลเวลา 6	时光之旅礼包6	時光之旅禮包6	Timeless Journey Pack VI	タイムトラベルパック6	/	แพ็กเส้นทางแห่งกาลเวลา 6
5097007	50	501	5	-1	0	0	6:goods_icon_5092100	201	4190004	10000	4190004	10000	1	时光之旅礼包7	時光之旅禮包7	Timeless Journey Pack VII	タイムトラベルパック7	/	แพ็กเส้นทางแห่งกาลเวลา 7	时光之旅礼包7	時光之旅禮包7	Timeless Journey Pack VII	タイムトラベルパック7	/	แพ็กเส้นทางแห่งกาลเวลา 7	时光之旅礼包7	時光之旅禮包7	Timeless Journey Pack VII	タイムトラベルパック7	/	แพ็กเส้นทางแห่งกาลเวลา 7
5092134	50	501	5	-1	0	0	6:goods_icon_5099912	201	5200009;4100032;4104041	300;50;100	5200009	300	1	养成专属礼包Ⅰ	養成專屬禮包Ⅰ	Exclusive Growth Pack I	育成専用パックⅠ	전속 육성 패키지Ⅰ	แพ็กพัฒนาพิเศษ Ⅰ	养成专属礼包Ⅰ	養成專屬禮包Ⅰ	Exclusive Growth Pack I	育成専用パックⅠ	전속 육성 패키지Ⅰ	แพ็กพัฒนาพิเศษ Ⅰ	养成专属礼包Ⅰ	養成專屬禮包Ⅰ	Exclusive Growth Pack I	育成専用パックⅠ	전속 육성 패키지Ⅰ	แพ็กพัฒนาพิเศษ Ⅰ
5092135	50	501	5	-1	0	0	6:goods_icon_5099912	201	5200009;4100031;4104042	600;100;200	5200009	600	1	养成专属礼包Ⅱ	養成專屬禮包Ⅱ	Exclusive Growth Pack II	育成専用パックⅡ	전속 육성 패키지Ⅱ	แพ็กพัฒนาพิเศษ Ⅱ	养成专属礼包Ⅱ	養成專屬禮包Ⅱ	Exclusive Growth Pack II	育成専用パックⅡ	전속 육성 패키지Ⅱ	แพ็กพัฒนาพิเศษ Ⅱ	养成专属礼包Ⅱ	養成專屬禮包Ⅱ	Exclusive Growth Pack II	育成専用パックⅡ	전속 육성 패키지Ⅱ	แพ็กพัฒนาพิเศษ Ⅱ
5092136	50	501	5	-1	0	0	6:goods_icon_5099912	201	5200009;4105023;4104043	1500;1500;400	5200009	1500	1	养成专属礼包Ⅲ	養成專屬禮包Ⅲ	Exclusive Growth Pack III	育成専用パックⅢ	전속 육성 패키지Ⅲ	แพ็กพัฒนาพิเศษ Ⅲ	养成专属礼包Ⅲ	養成專屬禮包Ⅲ	Exclusive Growth Pack III	育成専用パックⅢ	전속 육성 패키지Ⅲ	แพ็กพัฒนาพิเศษ Ⅲ	养成专属礼包Ⅲ	養成專屬禮包Ⅲ	Exclusive Growth Pack III	育成専用パックⅢ	전속 육성 패키지Ⅲ	แพ็กพัฒนาพิเศษ Ⅲ
5092137	50	501	5	-1	0	0	6:goods_icon_5099913	201	5200043	1	5200043	1	1	远方来客礼包	遠方來客禮包	Thanksgiving Bundle	「遠山には福来る」パック	먼 곳에서 온 손님의 패키지	แพ็กจดหมายจากแดนไกล	远方来客礼包	遠方來客禮包	Thanksgiving Bundle	「遠山には福来る」パック	먼 곳에서 온 손님의 패키지	แพ็กจดหมายจากแดนไกล	远方来客礼包	遠方來客禮包	Thanksgiving Bundle	「遠山には福来る」パック	먼 곳에서 온 손님의 패키지	แพ็กจดหมายจากแดนไกล
5098001	50	501	5	-1	0	0	6:goods_icon_5092100	201	3000002;9012034	300;1000	3000002;9012034	300;1000	1	特惠召唤礼包-幽篁月韵	特惠召喚禮包-幽篁月韻	Premium Summon Pack - Alluring Crescent	召喚パック・幽篁月韻	스페셜 소환 패키지-죽림 속 달빛	โปรแพ็ก - ​เสน่ห์จันทร์เสี้ยว​	特惠召唤礼包-幽篁月韵	特惠召喚禮包-幽篁月韻	Premium Summon Pack - Alluring Crescent	召喚パック・幽篁月韻	스페셜 소환 패키지-죽림 속 달빛	โปรแพ็ก - ​เสน่ห์จันทร์เสี้ยว​	特惠召唤礼包-幽篁月韵	特惠召喚禮包-幽篁月韻	Premium Summon Pack - Alluring Crescent	召喚パック・幽篁月韻	스페셜 소환 패키지-죽림 속 달빛	โปรแพ็ก - ​เสน่ห์จันทร์เสี้ยว​
