id	moduleId	mark	systemFunction	trigger	condition	completeCondition	preGuideBehavior	eventInfo	eventBehavior	actionInfo	actionBehavior	actionHLParams	postGuideBehavior	moduleQuitFlag	sync	requestPath	isWaitAnimateComplete	dialogPos	dialogLineDirection	dialogType	voice	goods	goodsNum	skip	renderCameraType	particle	status	text	text_zh_TW	text_en_UK	text_ja_JP	text_ko_KR	text_th_TH
1021_5	1021	5	0	1#102				3#CultivateOverseaMainDialog/Root/Container/CommonTabToggleLeft/TabListView:2:0:1:1:1	2	3#CultivateOverseaMainDialog/Root/Container/CommonTabToggleLeft/TabListView:2:AnimRoot:0:1:1#1	3	0:0:0		0			0	1114.0001;-92.5||0;0	0	2				1	1	1	1	点击左侧<color=#f44eef>【突破】</color>页签。	點擊左側<color=#f44eef>【突破】</color>頁面。	Tap the <color=#f44eef>[Ascend]</color> tab on the left.	左側の<color=#f44eef>「突破」</color>をタップしてください。	왼쪽의 <color=#f44eef>[돌파]</color> 탭을 터치하세요	คลิกแท็บ <color=#f44eef>[ปลดลิมิต]</color> ด้านซ้ายค่ะ
1021_6	1021	6	0	1#102				5#CultivateOverseaEvolutionDialog/Root/Container/RightPanel/Evolution/ItemButton/ButtonGroup2/FontStyleButton	1	2#CultivateOverseaEvolutionDialog/Root/Container/RightPanel/Evolution/ItemButton/ButtonGroup2/FontStyleButton:-0.95502:26.98:414.09:133.28:0.5:0.5:0.5:0.5:1:1#1	3			1			0	-210.145;370.02||0;0	0	2				1	1	1	1	消耗所需<color=#f44eef>【突破材料】</color>，并支付一定的<color=#f44eef>【新海币】</color>就可以成功突破了。 \n <size=26><color=#808080>提示：<color=#f44eef>【突破】</color>能提升战斗员：<color=#f44eef>【等级上限】</color>。</color></size> 	消耗所需<color=#f44eef>【突破材料】</color>，並支付一定的<color=#f44eef>【新海幣】</color>就可以成功突破了。 \n <size=26><color=#808080>提示：<color=#f44eef>【突破】</color>能提升戰鬥員：<color=#f44eef>【等級上限】</color>。</color></size>	Spend the required <color=#f44eef>[Ascension Materials]</color> and <color=#f44eef>[Catto Coins]</color> to Ascend your Combatants.\n<size=26><color=#808080>Tip: <color=#f44eef>[Ascension]</color> can enhance Combatants' <color=#f44eef>[Level Cap]</color>.</color></size>	必須な<color=#f44eef>「突破素材」</color>を消費し、一定な<color=#f44eef>「新海コイン」</color>を支払えば、突破できます。 \n <size=26><color=#808080>ヒント：<color=#f44eef>「突破」</color>を通して、戦闘員の<color=#f44eef>「レベル上限」</color>を上げることができます。</color></size> 	돌파에는 <color=#f44eef>[돌파 재료]</color>와 일정량의 <color=#f44eef>[뉴오션 코인]</color>이 필요합니다. \n <size=26><color=#808080>Tips: <color=#f44eef>[돌파]</color>에서 전투원의 <color=#f44eef>[레벨 상한]</color>을 확장할 수 있습니다</color></size> 	ใช้<color=#f44eef>[วัตถุดิบปลดลิมิต]</color> ที่ต้องการ และ\n<color=#f44eef>[เหรียญแคทโตะ]</color> จำนวนที่กำหนด เพื่อ\nปลดลิมิตเอเจนต์ค่ะ\n<size=26><color=#808080>คำแนะนำ: เมื่อ <color=#f44eef>[ปลดลิมิต]</color> สำเร็จ</color></size>\n<size=26><color=#808080>จะเพิ่ม <color=#f44eef>[ขีดจำกัดเลเวล]</color> ของตัวละครได้</color></size>
1022_1	1022	1	3001	1#2320	-1000#3001	-1000#3001	29;8#117						4	0			0		0	0				0	0	0	1						
1022_2	1022	2	0	1#2320						2#MainChapterDialog/DetailsShowGroup/AimRoot/WholeLayout/TaskAndReward:596:-98.01498:1192:196:0:1:0:1:1:1#0	3	0:0:0	5	0			0	300;300||0;0	0	2				1	1	1	1	调查官，<color=#f44eef>【餐厅】</color>功能开放了，请<color=#f44eef>【返回】</color>集结点。	調查官，<color=#f44eef>【餐廳】</color>功能開放了，請<color=#f44eef>【返回】</color>集結點。	Inspector, <color=#f44eef>[Cafe]</color> is now unlocked. Please <color=#f44eef>[return]</color> to the rally point.	調査官、<color=#f44eef>「レストラン」</color>が開放されました。<color=#f44eef>「Home」</color>をタップして、【メイン画面】に戻ってください。	조사관님, <color=#f44eef>[카페테리아]</color> 기능이 활성화 되었으니, 아지트로 <color=#f44eef>[돌아가시기]</color> 바랍니다.	คุณผู้ตรวจการคะ ฟังก์ชัน <color=#f44eef>[คาเฟ่]</color>\nเปิดแล้วค่ะ โปรดกลับไปที่หน้าหลักค่ะ
1022_3	1022	3	0	1#2320				1#UINavigationBarRoot/TopLeftNav/BtnHome:1:1	1	1#UINavigationBarRoot/TopLeftNav/BtnHome:1:1#0	3	0:0:0	16#5:0	0			0		0	0				1	1	1	1						
1022_4	1022	4	0	1#103				1#UIHomeView/Root/RighPanel/BottomPanel/BtnCafe:1:1	2	1#UIHomeView/Root/RighPanel/BottomPanel/BtnCafe:1:1#0	3	0:12:0		0			0	-359.4968;-126.74||0;0	0	2				1	1	1	1	通过这里进入<color=#f44eef>【餐厅】</color>。	通過這裡進入<color=#f44eef>【餐廳】</color>。	Access the <color=#f44eef>[Cafe]</color> from here.	こちらから<color=#f44eef>「レストラン」</color>に入ります。	여기를 통해 <color=#f44eef>[카페테리아]</color>로 입장하세요	เข้าสู่ <color=#f44eef>[คาเฟ่]</color> ได้ที่นี่ค่ะ
1022_5	1022	5	0	1#3086		-21#7	27	1#OverseaManageMainSecondDialog/Root/Container/BtnPersonnel/Group:0.8:0.8	2	1#OverseaManageMainSecondDialog/Root/Container/BtnPersonnel/Group/Area:0.8:0.8#0	3	0:0:0		0			0	-417.6364;-62.13054||0;0	0	2				1	1	1	1	点击<color=#f44eef>【人员管理】</color>，来设置一下工作人员。	點擊<color=#f44eef>【人員管理】</color>，來設置一下工作人員。	Tap <color=#f44eef>[Management]</color> to set up your manager and staff.	<color=#f44eef>「人員管理」</color>をタップして、店内スタッフを配置しましょう。	<color=#f44eef>[인원 관리]</color>를 탭하여 직원을 설정하세요	คลิก <color=#f44eef>[จัดการพนักงาน]</color> เพื่อตั้งค่า\nพนักงานค่ะ
1022_6	1022	6	0	1#3090			5#0.7	1#OverseaManagePersonnelMainDialog/Root/Container/BtnAddShopowner:1:1	2	1#OverseaManagePersonnelMainDialog/Root/Container/BtnAddShopowner:1:1#0	3	0:0:0		1			0	558.5154;51.43474||0;0	0	2				1	1	1	1	首先设置<color=#f44eef>【店长】</color>。	首先設置<color=#f44eef>【店長】</color>。	First, let's appoint the <color=#f44eef>[manager]</color>.	まずは、<color=#f44eef>「代理店長」</color>を任命しましょう。	먼저 <color=#f44eef>[점장]</color>을 임명하세요	ก่อนอื่น โปรดตั้งค่า <color=#f44eef>[คุณผู้จัดการ]</color> นะคะ
1022_7	1022	7	0	1#3091				3#OverseaManagePersonnelRoleDialog/Root/Container/RightPanel/ScrollView:0:CommonSmallHeadNode:1:0.9:0.9:1	2	3#OverseaManagePersonnelRoleDialog/Root/Container/RightPanel/ScrollView:0:CommonSmallHeadNode:0:0.9:0.9:1#0	3	0:0:0		0			0		0	0				1	1	1	1						
1022_8	1022	8	0	1#3091				1#OverseaManagePersonnelRoleDialog/Root/Container/LeftPanel/Content/ButtonGroup/FontStyleButton:1:1	1	1#OverseaManagePersonnelRoleDialog/Root/Container/LeftPanel/Content/ButtonGroup/FontStyleButton:1:1#0	3	0:0:0		0			0		0	0				1	1	1	1						
1022_9	1022	9	0	1#3091				1#UINavigationBarRoot/TopLeftNav/BackButton:1:1	1	1#UINavigationBarRoot/TopLeftNav/BackButton:1:1#0	3	0:0:0		0			0		0	0				1	1	1	1						
1022_10	1022	10	0	1#3090						1#OverseaManagePersonnelMainDialog/Root/Container/LeftPanel/Buff:1:1#0	3	0:0:0	5	0			0	882.6;351||0;0	0	2				1	1	1	1	<color=#f44eef>【店长】</color>可以提供额外的<color=#f44eef>【增益效果】</color>，但需要注意TA的<color=#f44eef>【心情值】</color>，如果过低的话就失效了。	<color=#f44eef>【店長】</color>可以提供額外的<color=#f44eef>【增益效果】</color>，但需要注意TA的<color=#f44eef>【心情值】</color>，如果過低的話就失效了。	<color=#f44eef>[Manager]</color> provides extra <color=#f44eef>[buffs]</color>, but be mindful of their <color=#f44eef>[Mood]</color>: If it's too low, their buffs become ineffective.	<color=#f44eef>「代理店長」</color>は追加の<color=#f44eef>「ボーナス効果」</color>を提供しますが、「代理店長」の<color=#f44eef>「気分値」</color>が低すぎる場合、効果は発動しません。	<color=#f44eef>[점장]</color>은 <color=#f44eef>[추가 효과]</color>를 주지만, <color=#f44eef>[이모션]</color>에 주의해야 하며, 너무 낮을 경우에는 효과가 없습니다	<color=#f44eef>[คุณผู้จัดการ]</color> จะมอบ <color=#f44eef>[เอฟเฟกต์บัฟ]</color> ค่ะ\nแต่ต้องหมั่นตรวจดู <color=#f44eef>[ค่าสภาพจิตใจ]</color>\nของเธอให้ดี หากต่ำเกินไป บัฟจะหายไปค่ะ
1022_11	1022	11	0	1#3090				1#UINavigationBarRoot/TopLeftNav/BackButton:1:1	1	2#UINavigationBarRoot/TopLeftNav/BackButton:-76.37:0:152.74:100:1:0.5:1:0.5:1:1	3	0:0:0		0			0	528.37;-166.5||0;0	0	2				1	0	1	1	我们的准备工作就完成了，回到餐厅看看吧。	我們的準備工作就完成了，回到餐廳看看吧。	Our preparations are done. Let's head back to the Cafe.	準備が完了しました、レストランに戻りましょう。	준비가 완료되었으니, 카페테리아를 살펴봅시다	เตรียมตัวเสร็จเรียบร้อยแล้วค่ะ\nกลับไปดูที่คาเฟ่กันเถอะค่ะ
1022_12	1022	12	0	1#3086			27	1#OverseaManageMainSecondDialog/Root/Container/BtnTV:1:1	1	1#OverseaManageMainSecondDialog/Root/Container/BtnTV:0.8:0.9#0	3	359.16:0:0		0			0	27.53477;-322.9878||0;0	0	2				1	1	0	1	经营餐厅需要设置<color=#f44eef>【套餐】</color> 	經營餐廳需要設置<color=#f44eef>【套餐】</color>	To run the Cafe, you need to set up the <color=#f44eef>[set menu]</color>.	レストランを経営するには、<color=#f44eef>「セットメニュー」</color> の設定が必要です。	카페테리아를 운영하려면 <color=#f44eef>[세트 메뉴]</color>를 설정해야 합니다	โปรดเลือก <color=#f44eef>[เซ็ตเมนู]</color> ที่ต้องการค่ะ
1022_13	1022	13	0	1#3092				1#OverseaManageMenuSettingDialog/Root/Container/Content/BeforePutOn/SelectFoodNode/OverseaManegeSelectFoodTypeNode1/BtnNode:0.95:0.95	2	1#OverseaManageMenuSettingDialog/Root/Container/Content/BeforePutOn/SelectFoodNode/OverseaManegeSelectFoodTypeNode1/BtnNode/Area:0.95:0.95#0	3	0:0:0		0			0	-395.60499;-78.64499||0;0	0	2				1	1	1	1	点击<color=#f44eef>【饮品】</color>，选择上架售卖的商品。	點擊<color=#f44eef>【飲品】</color>，選擇上架售賣的商品。	Tap <color=#f44eef>[Drinks]</color> to choose ones for sale.	<color=#f44eef>「ドリンク」</color>をタップして、販売する料理を選びましょう。	<color=#f44eef>[음료]</color>를 탭하고 판매할 상품을 선택하세요.	โปรดเลือก <color=#f44eef>[เครื่องดื่ม]</color> ที่ต้องการขายค่ะ
1022_14	1022	14	0	1#3092				3#OverseaManageMenuSettingDialog/Root/Container/Content/BeforePutOn/SidePullMenuNode/ScrollView:0:OverseaManageFoodNode/Btn:1:1:1	2	3#OverseaManageMenuSettingDialog/Root/Container/Content/BeforePutOn/SidePullMenuNode/ScrollView:0:OverseaManageFoodNode/Btn/ImgBg:0:1:1#0	3	0:0:0		0			0	929;-181.19||0;0	0	2				1	1	1	1	请选择一种饮品。 \n <size=26><color=#808080>提示：商品<color=#f44eef>【品级】</color>越高，售价越高。</color></size> 	請選擇一種飲品。 \n <size=26><color=#808080>提示：商品<color=#f44eef>【品級】</color>越高，售價越高。</color></size>	Please select a drink.\n<size=26><color=#808080>Tip: The higher the item's <color=#f44eef>[quality]</color>, the higher its price.</color></size>	ドリンクを1種類選んでください。 \n <size=26><color=#808080>ヒント：料理の<color=#f44eef>「ランク」</color>が高いほど、販売価格も高くなります。</color></size> 	음료를 선택해주세요. \n <size=26><color=#808080>Tips: 제품 <color=#f44eef>[등급]</color>이 높을수록 판매 가격이 높아집니다</color></size> 	ถัดมา เลือกเครื่องดื่ม 1 ชนิดนะคะ\n<size=26><color=#808080>คำแนะนำ: ยิ่ง <color=#f44eef>[ระดับคุณภาพ]</color> สูง </color></size> \n<size=26><color=#808080>ราคาขายของเมนูนั้นก็ยิ่งสูงขึ้นค่ะ</color></size>
1022_15	1022	15	0	1#3092				1#OverseaManageMenuSettingDialog/Root/Container/Content/BeforePutOn/SelectRecipesRemindNode/BtnRecommend:1:1	2	1#OverseaManageMenuSettingDialog/Root/Container/Content/BeforePutOn/SelectRecipesRemindNode:1:1#0	3	0:0:0		0			0		0	0				1	1	1	1						
1022_16	1022	16	0	1#3320						3#OverseaManegeMenuRecommendPopup/Root/Container/ScrollView:0:0:0:1:1#0	3	0:0:0	5	0			0	1006.9999;-297||0;0	0	2				1	1	1	1	上架推荐的料理，可以获得额外的推荐效果，增加收益。请多多留意。	上架推薦的料理，可以獲得額外的推薦效果，增加收益。請多多留意。	Please note that by following the recommended dishes, you can enjoy additional recommendation effects and increase your profits.	おすすめ料理を販売すると、おすすめ料理ボーナスを獲得でき、セットの収益が上がります。	추천 요리를 등록하면 추가 효과 및 매출이 증가합니다	อาหารที่ขึ้นรายการแนะนำ จะได้รับ\nเอฟเฟกต์แนะนำเพิ่มเติม ซึ่งช่วยเพิ่ม\nผลกำไรของคาเฟ่ค่ะ
1022_17	1022	17	0	1#3320				1#OverseaManegeMenuRecommendPopup/Root/Container/BtnClose:1:1	2	1#OverseaManegeMenuRecommendPopup/Root/Container/BtnClose:1:1#0	3	0:0:0		0			0		0	0				1	1	1	1						
1022_18	1022	18	0	1#3092				1#OverseaManageMenuSettingDialog/Root/Container/Content/BeforePutOn/BtnPutOn:0.958:1	2	2#OverseaManageMenuSettingDialog/Root/Container/Content/BeforePutOn/BtnPutOn:0:20:360:136:0.5:0.5:0.5:0.5:0.958:1#0	3	0:0:0		0	22	OverseaCafe/menuSubmit	0	-321.1;376||0;0	0	2				1	1	1	1	最后点击<color=#f44eef>【上架】</color>就正式开始营业了。 \n <size=26><color=#808080>提示：可以查看【利润计算】来预估收益</color>。</size> 	最後點擊<color=#f44eef>【上架】</color>就正式開始營業了。 \n <size=26><color=#808080>提示：可以查看【利潤計算】來預估收益</color>。</size>	At last, tap <color=#f44eef>[Sell]</color> to officially start your business.\n<size=26><color=#808080>Tip: You can check the [Profit Calculation] to estimate earnings</color>.</size>	<color=#f44eef>「販売」</color>をタップして、開店しましょう。 \n <size=26><color=#808080>ヒント：「利益精算」をチェックして、収益を見積もることができます</color>。</size> 	마지막으로 <color=#f44eef>[등록]</color>을 탭하면 정식으로 영업이 시작됩니다. \n <size=26><color=#808080>Tips: [매출 보고]에서 통해 예상 매출을 추정할 수 있습니다</color></size> 	สุดท้าย เพียงคลิก <color=#f44eef>[วางขาย]</color> ก็สามารถ\nเปิดร้านคาเฟ่ได้แล้วค่ะ\n<size=26><color=#808080>คำแนะนำ: สามารถตรวจสอบ</color></size>\n<size=26><color=#808080>[การคำนวณกำไร] เพื่อคาดการณ์ผลได้</color></size>
1022_19	1022	19	0	1#3092				1#UINavigationBarRoot/TopLeftNav/BackButton:1:1	1	2#UINavigationBarRoot/TopLeftNav/BackButton:-76.37:0:152.74:100:1:0.5:1:0.5:1:1	3	0:0:0		0			0	1175.1703;-466||0;0	0	2				1	0	1	1	套餐售卖时间是<color=#f44eef>每2分钟出售一份</color>。现在让我们看看如何领取收益吧。	套餐售賣時間是<color=#f44eef>每2分鐘出售一份</color>。現在讓我們看看如何領取收益吧。	The set menu is <color=#f44eef>available for sale every 2 minutes</color>, with one set being sold at each time. Let's now see how to collect earnings.	セットは<color=#f44eef>2分ごとに1つ売れます</color>。では、収益を受け取る方法を見てみましょう。	세트 메뉴는 <color=#f44eef>2분에 1인분씩 판매됩니다.</color> 이제 어떻게 매출이 적용되는지 알아봅시다	เวลาขายเซ็ตเมนู คือ <color=#f44eef>ขายได้ 1 ชุด</color>\n<color=#f44eef>ในทุกๆ 2 นาที</color>ค่ะ ถัดมาเรามาดูวิธี\nรับรายได้กันต่อนะคะ
1022_20	1022	20	0	1#3086				1#OverseaManageMainSecondDialog/Root/Container/BtnReport/Group:0.8:0.8	2	2#OverseaManageMainSecondDialog/Root/Container/BtnReport/Group:95.15678:43.955:378.49:237.15:0.5:0.5:0.5:0.5:0.8:0.8#0	3	0:0:0		0			0		0	0				1	1	1	1						
1022_21	1022	21	0	1#3087				1#OSManageOperateStatementDialog/Root/Container/Panel/FontStyleButton:1:1	1	1#OSManageOperateStatementDialog/Root/Container/Panel/FontStyleButton:1:1#0	3	0:0:0		0			0	300;350||0;0	0	2				1	1	1	1	点击<color=#f44eef>【一键领取】</color>，就可以马上收取到餐厅收益了。	點擊<color=#f44eef>【一鍵領取】</color>，就可以馬上收取到餐廳收益了。	Tap <color=#f44eef>[Claim All]</color> to collect Cafe earnings right away.	<color=#f44eef>「受取」</color>をタップして、レストランの収益を受け取りましょう。	<color=#f44eef>[일괄 수령]</color>을 탭하고 카페테리아 매출액을 바로 받으실 수 있습니다	โปรดคลิก <color=#f44eef>[รับทันที]</color> เพื่อรับรายได้จาก\nคาเฟ่ค่ะ
1022_22	1022	22	0	1#3087				1#UINavigationBarRoot/TopLeftNav/BtnHome:1:1	1	2#UINavigationBarRoot/TopLeftNav:226.67:-71.5:115.34:142.57:0:1:0:1:1:1#0	3	0:0:0		1			0	354.9899;-207.5||0;0	0	2				1	1	1	1	请继续体验<color=#f44eef>【主线故事】</color>吧。	請繼續體驗<color=#f44eef>【主線故事】</color>吧。	Let's keep on with the <color=#f44eef>[main story]</color> adventure.	引き続き、<color=#f44eef>「メインストーリー」</color>を体験しましょう。	<color=#f44eef>[메인 스토리]</color>를 계속 진행해 주세요.	ออกผจญภัยใน <color=#f44eef>[เนื้อเรื่องหลัก]</color> ต่อกัน\nเถอะนะคะ คุณผู้ตรวจการ
1024_1	1024	1	0	1#3251	-1000#169;-24	-1000#169		1#OverseaStoreEntryDialog/Root/Container/UIContainer/OverseaStoreCoinDialog/Root/Container/LeftPanel/BtnExchangeNode/BtnExchange:1:1	2	2#OverseaStoreEntryDialog/Root/Container/UIContainer/OverseaStoreCoinDialog/Root/Container/LeftPanel/BtnExchangeNode/BtnExchange:-5.49:-51.07:203.01:288.14:0.5:0.5:0.5:0.5:1:1#0	3	0:0:0		0			0	-23.46988;-297.85||0;0	0	2				1	1	1	1	首先可以通过<color=#f44eef>【核心转换】</color>来获取一些<color=#f44eef>【核心】</color>。 \n <size=26><color=#808080>提示：<color=#f44eef>【核心】</color>是核心商店购买商品的唯一货币</color>。</size> 	首先可以通過<color=#f44eef>【核心轉換】</color>來獲取一些<color=#f44eef>【核心】</color>。 \n <size=26><color=#808080>提示：<color=#f44eef>【核心】</color>是核心商店購買商品的唯一貨幣</color>。</size>	First off, let's get some <color=#f44eef>[Cores]</color> via <color=#f44eef>[Core Conversion]</color>.\n<size=26><color=#808080>Tip: <color=#f44eef>[Cores]</color> are the exclusive currency for shopping at the [Core Shop].</color></size>	<color=#f44eef>「核心転換」</color>を通して、<color=#f44eef>「核心」</color>を獲得できます。 \n <size=26><color=#808080>ヒント：<color=#f44eef>「核心」</color>は核心ショップで使える唯一な通貨です</color>。</size> 	먼저, <color=#f44eef>[코어 전환]</color>을 통해 <color=#f44eef>[코어]</color>를 획득할 수 있습니다. \n<size=26><color=#808080>Tips: <color=#f44eef>[코어]</color>는 코어 상점에서 상품을 구매할 수 있는 유일한 재화입니다</color></size> 	คุณสามารถ <color=#f44eef>[แปลงแกนหลัก]</color> เพื่อรับ\n<color=#f44eef> [แกนหลัก]</color> ได้นะคะ\n<size=26><color=#808080>คำแนะนำ: <color=#f44eef>[แกนหลัก]</color> เป็นสกุลเงินที่</color></size>\n<size=26><color=#808080>ใช้ซื้อสินค้าจากร้านค้าแกนหลักได้ค่ะ</color></size>
1024_2	1024	2	0	1#3256									5;12	1			0	0;0||0;0	0	1				1	0	1	1	选择想要转换的道具，然后点击<color=#f44eef>【转换】</color>，就能成功获取<color=#f44eef>【核心】</color>了。	選擇想要轉換的道具，然後點擊<color=#f44eef>【轉換】</color>，就能成功獲取<color=#f44eef>【核心】</color>了。	Select the item you want to convert, and then tap <color=#f44eef>[Convert]</color> to get the <color=#f44eef>[Core]</color>.	転換したいアイテムを選び、<color=#f44eef>「転換」</color>をタップすると、<color=#f44eef>「核心」</color>を獲得できます。	전환하고 싶은 아이템을 선택하고 <color=#f44eef>[전환]</color>을 클릭하면 <color=#f44eef>[코어]</color>를 성공적으로 획득할 수 있습니다.	โปรดเลือกไอเทมที่ต้องการแปลง จากนั้น\nคลิก <color=#f44eef>[แปลง]</color> ก็จะได้รับ <color=#f44eef>[แกนหลัก]</color> ค่ะ
1025_1	1025	1	114	1#2320	-1000#114					2#MainChapterDialog/DetailsShowGroup/AimRoot/WholeLayout/TaskAndReward:596:-98.01498:1192:196:0:1:0:1:1:1#0	3	0:0:0	5	0			0	300;300||0;0	0	2				1	1	1	1	<color=#f44eef>【装备分解】</color>功能开启了，来尝试一下吧。	<color=#f44eef>【裝備分解】</color>功能開啟了，來嘗試一下吧。	The <color=#f44eef>[Equipment Salvage]</color> feature is now available. Let's give it a try.	<color=#f44eef>装備分解</color>が解放されました。試しに利用してみましょう。	<color=#f44eef>[장비 분해]</color> 기능이 오픈됐습니다. 한번 시도해 보세요.	ฟังก์ชัน <color=#f44eef>[แยกส่วนอุปกรณ์]</color> เปิดแล้วค่ะ
1025_2	1025	2	0	1#2320				1#UINavigationBarRoot/TopLeftNav/BtnHome:1:1	1	2#UINavigationBarRoot/TopLeftNav:226.67:-71.5:115.34:142.57:0:1:0:1:1:1#0	3	0:0:0	16#5:0	0			0		0	0				1	1	1	1						
1025_3	1025	3	0	1#103				1#UIHomeView/Root/RighPanel/BottomPanel/BtnCultivate:1:1	2	1#UIHomeView/Root/RighPanel/BottomPanel/BtnCultivate:1:1#0	3	0:12:0		0			0		0	0				1	1	1	1						
1025_4	1025	4	0	1#101				5#CultivateOverseaCardsEntryPerspectivePanel/PerspectivePanel/BtnNode/FontStyleButton	1	1#CultivateOverseaCardsEntryPerspectivePanel/PerspectivePanel/BtnNode/FontStyleButton:1:1#1	3	0:20:0		0			0		0	0				1	1	1	1						
1025_5	1025	5	0	1#102			1#6	3#CultivateOverseaMainDialog/Root/Container/CommonTabToggleLeft/TabListView:5:0:1:1:1	2	3#CultivateOverseaMainDialog/Root/Container/CommonTabToggleLeft/TabListView:5:AnimRoot:0:1:1#1	3	0:0:0		0			0		0	0				1	1	1	1						
1025_6	1025	6	0	1#102				5#CultivateOverseaEquipmentDialog/Root/Container/RightPanelEquipment/EquipReclaim/BtnReclaim	2	1#CultivateOverseaEquipmentDialog/Root/Container/RightPanelEquipment/EquipReclaim/BtnReclaim:1:1#1	3			0			0		0	0				1	1	1	1						
1025_7	1025	7	0	1#3201				3#CultivateOverseaEquipmentReclaimDialog/Root/Container/LeftPanel/ScrollRoot/ScrollView:0:EquipBackpackCellNode1/GoodNode/Container:1:0.7:0.7	2	3#CultivateOverseaEquipmentReclaimDialog/Root/Container/LeftPanel/ScrollRoot/ScrollView:0:EquipBackpackCellNode1/GoodNode/Container:0:0.7:0.7#0	3	0:0:0		0			0	1125.4286;-150||0;0	0	2				1	1	1	1	先选择一件装备。	先選擇一件裝備。	Select one piece of equipment first.	まずは装備を１点選択します。	장비를 1개 선택하세요.	โปรดเลือกอุปกรณ์ 1 ชิ้นก่อนค่ะ
1025_8	1025	8	0	1#3201				1#CultivateOverseaEquipmentReclaimDialog/Root/Container/RightPanel/BottomButton/FontStyleButton:1:1	1	1#CultivateOverseaEquipmentReclaimDialog/Root/Container/RightPanel/BottomButton/FontStyleButton:1:1#0	3	0:0:0		1			0	-325.0001;445||0;0	0	2				1	1	1	1	然后点击<color=#f44eef>【分解】</color>就完成操作了。	然後點擊<color=#f44eef>【分解】</color>就完成操作了。	Then tap <color=#f44eef>[Salvage]</color> to complete the process.	そして<color=#f44eef>分解</color>をタップすると、分解が完了です。	그 다음 <color=#f44eef>[분해]</color>를 탭하면 분해됩니다.	จากนั้นคลิก <color=#f44eef>[แยกส่วน]</color> ก็สำเร็จแล้วค่ะ
1023_1	1023	1	0	1#103	-7#1022	-7#1022		1#UIHomeView/Root/RighPanel/BottomPanel/BtnMainChapter:1:1	1	1#UIHomeView/Root/RighPanel/BottomPanel/BtnMainChapter:1:1#0	3	0:28:0		0			0		0	0				1	1	1	1						
1023_2	1023	2	0	1#2710			28	3#MainBattlePanel/Root/PerspectivePanel/BtnChapterList:1:0:1:1:1	2	3#MainBattlePanel/Root/PerspectivePanel/BtnChapterList:1:BtnChapter/Select/Area:0:1:1	3	17.35999:5.140002:354.81		0			0		0	0				1	0	1	1						
1023_3	1023	3	0	1#2320						2#MainChapterDialog/Container/RightBg/RightPanel/BtnStart/BtnNode:4.88:35.683:384.43:277.77:0.5:0.5:0.5:0.5:1:1#0	3	0:0:0	5	1			0		0	0				1	1	1	1						
1026_1	1026	1	0	1#2320	-1000#170					2#MainChapterDialog/DetailsShowGroup/AimRoot/WholeLayout/TaskAndReward:596:-98.01498:1192:196:0:1:0:1:1:1#0	3	0:0:0	5	0			0	300;300||0;0	0	2				1	1	1	1	<color=#f44eef>【杂货铺】</color>内<color=#f44eef>【装备抽取】</color>功能已经开放。	<color=#f44eef>【雜貨鋪】</color>內<color=#f44eef>【裝備抽取】</color>功能已經開放。	You can <color=#f44eef>[summon equipment]</color> in the <color=#f44eef>[Grocery]</color> now!	<color=#f44eef>雑貨屋</color>の<color=#f44eef>装備ガチャcolor>機能が解放されました。	<color=#f44eef>[상점]</color>에서 <color=#f44eef>[장비 뽑기]</color> 기능이 오픈됐습니다.	ฟังก์ชัน <color=#f44eef>[สุ่มอุปกรณ์]</color> ใน <color=#f44eef>[ร้านค้า]</color>\nเปิดแล้วค่ะ คุณผู้ตรวจการ
1026_2	1026	2	0	1#2320				1#UINavigationBarRoot/TopLeftNav/BtnHome:1:1	1	2#UINavigationBarRoot/TopLeftNav:226.67:-71.5:115.34:142.57:0:1:0:1:1:1#0	3	0:0:0	16#5:0	0			0		0	0				1	1	1	1						
1026_3	1026	3	0	1#103				1#UIHomeView/Root/RighPanel/BtnLayout/BtnGrocery:1:1	2	1#UIHomeView/Root/RighPanel/BtnLayout/BtnGrocery:1:1#0	3	0:12:0		0			0		0	0				1	1	1	1						
1026_4	1026	4	0	1#3251				3#OverseaStoreEntryDialog/Root/Container/SafePanel/Layout/CommonTabToggleLeftExpand/TabListView:1:Root:1:1:1	1	3#OverseaStoreEntryDialog/Root/Container/SafePanel/Layout/CommonTabToggleLeftExpand/TabListView:1:Root:0:1:1#0	3	0:0:0		0	5		0		0	0				1	1	1	1						
