id	specialTipsId	specialTipsNum	iconType	status	default	test	test_zh_TW	test_en_UK	test_ja_JP	test_ko_KR	test_th_TH
10618				1	1	<color=#05f1e6>关卡说明</color>\n1.<color=#05f1e6>敌方全体每回合都会获得额外1点奥义点数</color>，可以使用<color=#05f1e6>扣除奥义点数技能</color>对抗敌人，或尽快击败敌人结束战斗。	<color=#05f1e6>關卡說明</color>\n1.<color=#05f1e6>敵方全體每回合都會獲得額外1點奧義點數</color>，可以使用<color=#05f1e6>扣除奧義點數技能</color>對抗敵人，或儘快擊敗敵人結束戰鬥。	<color=#05f1e6>Stage Details</color>\n1. <color=#05f1e6>All enemies gain 1 additional SP</color> each turn. Try using <color=#05f1e6>skills that can drain the target's SP</color> or defeat enemies fast.	<color=#05f1e6>ステージ説明</color>\n1.<color=#05f1e6>毎ターン、敵全体のSP＋1</color>。<color=#05f1e6>SP削減スキル</color>を利用して早めに敵を倒そう。	<color=#05f1e6>스테이지 안내</color>\n1.<color=#05f1e6>적 전체가 매 턴 필살기 게이지를 1포인트 추가 획득</color>합니다.<color=#05f1e6>필살기 게이지 감소 스킬</color>을 활용해 최대한 빨리 적을 처치하여 전투를 끝내세요.	<color=#05f1e6>คำอธิบายด่าน</color>\n1.<color=#05f1e6>ทุกเทิร์นฝ่ายศัตรูทั้งหมดจะได้รับพลังงานอัลติเมท 1 แต้ม</color>​ สามารถ​ใช้​<color=#05f1e6>สกิลหักลบพลังงานอัลติเมท</color>​เพื่อ​ต่อต้าน​ศัตรู​ หรือ​รีบ​เอาชนะ​ศัตรู​เพื่อ​จบ​การต่อสู้​โดยเร็ว​
10820				1	1	<color=#05f1e6>关卡说明</color>\n1.<color=#05f1e6>每2回合会出现1名新的傀化物敌人</color>，请尽快<color=#05f1e6>击败杰克皇</color>结束战斗。	<color=#05f1e6>關卡說明</color>\n1.<color=#05f1e6>每2回合會出現1名新的傀化物敵人</color>，請儘快<color=#05f1e6>擊敗杰克皇</color>結束戰鬥。	<color=#05f1e6>Stage Details</color>\n1. <color=#05f1e6>A new Anomaly enemy appears every 2 turns</color>. <color=#05f1e6>Defeat Jack Roy</color> ASAP to end the battle fast.	<color=#05f1e6>ステージ説明</color>\n1.<color=#05f1e6>2ターンごとに、新しい傀化物が出現する</color>。早めに<color=#05f1e6>ジャック・ザ・キングを倒そう</color>。	<color=#05f1e6>스테이지 안내</color>\n1. <color=#05f1e6>매 두 턴마다 1명의 새로운 퍼펫화 개체가 등장</color>합니다. 최대한 빨리 <color=#05f1e6>잭 로이를 처치</color>하여 전투를 끝내세요.	<color=#05f1e6>คำอธิบายด่าน</color>\n1.<color=#05f1e6>ทุก 2 เทิร์นจะมีหุ่นเชิดไร้ร่าง 1 ตัว ปรากฏมาใหม่</color>​ โปรด​<color=#05f1e6>เอาชนะคิงแจ็ค</color>​โดยเร็ว​เพื่อ​จบ​การต่อสู้​
10825				1	1	<color=#05f1e6>关卡说明</color>\n1.<color=#05f1e6>每3回合会有随机一名敌人获得额外5点奥义点数</color>，使用<color=#05f1e6>扣除奥义点数技能</color>对抗敌人，或及时击败获得奥义点数的目标。	<color=#05f1e6>關卡說明</color>\n1.<color=#05f1e6>每3回合會有隨機一名敵人獲得額外5點奧義點數</color>，使用<color=#05f1e6>扣除奧義點數技能</color>對抗敵人，或及時擊敗獲得奧義點數的目標。	<color=#05f1e6>Stage Details</color>\n1. <color=#05f1e6>Every 3 turns, a random enemy gains 5 additional SP</color>. Try using <color=#05f1e6>skills that can drain the target's SP</color> or defeat the target that gains SP.	<color=#05f1e6>ステージ説明</color>\n1.<color=#05f1e6>3ターンごとに、ランダム敵1体のSP＋5</color>。<color=#05f1e6>SP削減スキル</color>を利用するか、早めにSPを獲得した対象を倒そう。	<color=#05f1e6>스테이지 안내</color>\n1. <color=#05f1e6>매 3턴 무작위 적 한 명이 필살기 게이지를 5포인트 추가 획득</color>합니다. <color=#05f1e6>필살기 게이지 감소 스킬</color>을 활용해 맞서거나 추가 게이지 포인트를 획득하는 적을 빠르게 처치하세요.	<color=#05f1e6>คำอธิบายด่าน</color>\n1.<color=#05f1e6>ทุก 3 เทิร์นจะสุ่มศัตรู 1 คนเพื่อเพิ่มพลังงานอัลติเมท 5 แต้ม</color>​ ใช้​<color=#05f1e6>สกิลหักลบพลังงานอัลติเมท</color>​เพื่อ​ต่อต้าน​ศัตรู​ หรือ​จัดการ​เป้าหมาย​ที่​ได้รับ​พลังงาน​อัล​ติ​เมท​ให้​ทันเวลา​
10908				1	1	<color=#05f1e6>关卡说明</color>\n1.目标碎片会在不同机器敌人中间切换，集火显示<color=#05f1e6>碎片真身</color>状态的目标将能提高进攻效率。	<color=#05f1e6>關卡說明</color>\n1.目標碎片會在不同機器敵人中間切換，集火顯示<color=#05f1e6>碎片真身</color>狀態的目標將能提高進攻效率。	<color=#05f1e6>Stage Details</color>\n1. The target Shard will move among different machine enemies. Focus your attacks on the target showing the <color=#05f1e6>Shard's true form</color> to increase your battle efficiency.	<color=#05f1e6>ステージ説明</color>\n1.欠片は敵同士の間を移動したりします。<color=#05f1e6>欠片の正体</color>と表示されている対象に集中攻撃するとより効率的に戦闘を進められる。	<color=#05f1e6>스테이지 안내</color>\n1. 목표 조각은 다른 로봇 적들 사이를 이동합니다.<color=#05f1e6>조각 빙의</color>상태 표시의 목표에게 화력을 집중하여 진격 효율을 높이세요.	<color=#05f1e6>คำอธิบายด่าน</color>\n1.​ชิ้นส่วน​เป้าหมาย​จะ​เปลี่ยน​ไปมา​ระหว่าง​ศัตรู​เครื่องจักร​ต่างๆ​ การ​มุ่ง​โจมตี​เป้าหมาย​ที่​แสดง​สถานะ​<color=#05f1e6>ชิ้นส่วนร่างจริง</color>​จะ​ช่วย​เพิ่มประสิทธิภาพ​ใน​การ​โจมตี​
10925				1	1	<color=#05f1e6>关卡说明</color>\n1.<color=#05f1e6>留响空间</color>正在此地造成影响，每回合将有随机2个单位获得减益效果。	<color=#05f1e6>關卡說明</color>\n1.<color=#05f1e6>留響空間</color>正在此地造成影響，每回合將有隨機2個單位獲得減益效果。	<color=#05f1e6>Stage Details</color>\n1. <color=#05f1e6>Sensory Space</color> is affecting this area, granting 2 random units a debuff every turn.	<color=#05f1e6>ステージ説明</color>\n1.<color=#05f1e6>留響空間</color>の効果で、毎ターンランダムキャラ2名にデバフ効果が付与される。	<color=#05f1e6>스테이지 안내</color>\n1.<color=#05f1e6>에코룸</color>이 이곳에 영향을 미치고 있습니다. 매 턴 무작위 2 개체의 적에게 디버프 효과를 부여합니다.	<color=#05f1e6>คำอธิบายด่าน</color>\n1.<color=#05f1e6>ห้วงกังวาน</color>​กำลัง​สร้าง​ผลกระทบ​ให้​กับ​พื้นที่​นี้​ ทุก​เทิร์น​จะ​สุ่ม​ 2​ ยูนิต​เพื่อ​รับ​เอฟเฟกต์​ดี​บัฟ​
11111				1	1	<color=#05f1e6>关卡说明</color>\n1.肖特朗已陷入<color=#05f1e6>愤怒</color>状态，每回合损失8%最大生命值，攻击力提高5%。\n2.肖特朗带死亡前会触发<color=#05f1e6>绝响</color>特殊效果，请注意应对。	<color=#05f1e6>關卡說明</color>\n1.肖特朗已陷入<color=#05f1e6>憤怒</color>狀態，每回合損失8%最大生命值，攻擊力提高5%。\n2.肖特朗帶死亡前會觸發<color=#05f1e6>絕響</color>特殊效果，請注意應對。	<color=#05f1e6>Stage Details</color>\n1. Chautrand is in <color=#05f1e6>Rage</color>, losing 8% maximum HP each turn to increase ATK by 5%.\n2. Before dying, Chautrand triggers the special <color=#05f1e6>Deadly Echo</color> effect. Be prepared to counter it!	<color=#05f1e6>ステージ説明</color>\n1.チャートランドは<color=#05f1e6>憤怒</color>状態になり、毎ターン最大HP8%を損失し、攻撃力＋5%。\n2.チャートランドが死亡する前に、<color=#05f1e6>絶響</color>を発動させる。	<color=#05f1e6>스테이지 안내</color>\n1. 하이든이 <color=#05f1e6>분노</color>상태에 빠졌습니다. 매 턴 최대 HP의 8%만큼 피해를 입으며, 공격력이 5% 증가한다.\n2. 하이든은 사망하기 전<color=#05f1e6>절명</color>특수 효과를 남길 수 있습니다. 조심하세요.	<color=#05f1e6>คำอธิบายด่าน</color>\n1.​ชอร์ต​แลนด์​เข้าสู่​สถานะ​<color=#05f1e6>โกรธ</color>​แล้ว​ ทุก​เทิร์น​จะ​สูญเสีย​ค่า​ MaxHP​ 8%​ เพื่อ​เพิ่ม​ ATK​ 5%\n2.​ก่อน​ตาย​ชอร์ต​แลนด์​จะ​ใช้​เอฟเฟกต์​พิเศษ​<color=#05f1e6>สาบสูญ</color>​ โปรด​เตรียมรับมือ​
11217				1	1	<color=#05f1e6>关卡说明</color>\n1.赫德嘉正使用<color=#05f1e6>超忆症</color>帮助我们，将在每回合结束时<color=#05f1e6>驱散我方全体一层减益效果</color>，并使随机一名敌人陷入<color=#05f1e6>【破绽暴露】</color>状态，请集火攻击。	<color=#05f1e6>關卡說明</color>\n1.赫德嘉正使用<color=#05f1e6>超憶症</color>幫助我們，將在每回合結束時<color=#05f1e6>驅散我方全體一層減益效果</color>，並使隨機一名敵人陷入<color=#05f1e6>【破綻暴露】</color>狀態，請集火攻擊。	<color=#05f1e6>Stage Details</color>\n1. Hildegard is aiding us with <color=#05f1e6>Hyperthymesia</color>, <color=#05f1e6>dispelling one stack of debuffs from all allies</color> and rendering a random enemy to enter the <color=#05f1e6>[Weakness Exposed]</color> state at the end of each turn. Focus your attacks on them!	<color=#05f1e6>ステージ説明</color>\n1.ヒルデガルドは<color=#05f1e6>超記憶</color>でサポートしてくれている。毎ターン終了時、<color=#05f1e6>味方全体のデバフ効果を1スタック解除され</color>、ランダム敵1体を<color=#05f1e6>【破綻暴露 】</color>状態にする。	<color=#05f1e6>스테이지 안내</color>\n1. 힐데가르드가 <color=#05f1e6>초월 기억</color>을 사용하여 우리를 돕고 있습니다. 매 턴이 끝날 때마다<color=#05f1e6>아군 전체의 디버프 효과를 1스택 해제</color>합니다. 또한 무작위 적 한 명을<color=#05f1e6>[약점 노출]</color>상태에 빠지게 만듭니다. 집중 공격하세요.	<color=#05f1e6>คำอธิบายด่าน</color>\n1.​ฮิลเดการ์ด​กำลัง​ใช้​<color=#05f1e6>ความจำเหนือสามัญ</color>​ช่วย​พวกเรา​ เมื่อ​จบ​แต่ละ​เทิร์น​จะ​<color=#05f1e6>ลบล้างเอฟเฟกต์ดีบัฟฝ่ายเราทั้งหมด 1 ชั้น</color>​ และ​สุ่ม​ทำให้​ศัตรู​ 1​ คน​ตก​อยู่​ใน​สถานะ​ <color=#05f1e6>[เปิดเผยช่องโหว่]</color>​ โปรด​โฟกัส​ไป​ที่​ศัตรู​ตัว​เดียว​
11218				1	1	<color=#05f1e6>关卡说明</color>\n1.豪威尔正在协助我们，他会在每回合开始时<color=#05f1e6>清除敌方全体一层增益效果</color>，并为<color=#05f1e6>我方全体增加1点奥义点数。</color>	<color=#05f1e6>關卡說明</color>\n1.豪威爾正在協助我們，他會在每回合開始時<color=#05f1e6>清除敵方全體一層增益效果</color>，並為<color=#05f1e6>我方全體增加1點奧義點數。</color>	<color=#05f1e6>Stage Details</color>\n1. Howell is assisting us. At the beginning of each turn, he'll <color=#05f1e6>remove one stack of buffs from all enemies</color> and <color=#05f1e6>grant 1 SP to all our allies</color>.	<color=#05f1e6>ステージ説明</color>\n1.ホーウェルがサポートしてくれている。毎ターン開始時、<color=#05f1e6>敵のバフ効果が1スタック解除され</color>、<color=#05f1e6>味方全体のSP＋1。</color>	<color=#05f1e6>스테이지 안내</color>\n1. 하웰이 우리를 돕고 있습니다. 하웰은 매 턴이 시작할 때마다<color=#05f1e6>적 전체의 버프 효과를 한 겹 제거</color>하며,<color=#05f1e6>아군 전체 필살기 게이지를 1포인트 부여</color>합니다.	<color=#05f1e6>คำอธิบายด่าน</color>\n1.​ฮา​วเวลล์​กำลัง​ช่วย​พวกเรา​ เมื่อ​เริ่ม​แต่ละ​เทิร์น​ เขา​จะ​<color=#05f1e6>ลบล้างเอฟเฟกต์บัฟของฝ่ายศัตรูทั้งหมด 1 ชั้น</color>​ และ​<color=#05f1e6>เพิ่มพลังงานอัลติเมทให้ฝ่ายเราทั้งหมด 1 แต้ม</color>​
10214				1	0	<color=#05f1e6>关卡说明</color>\n1.在梦境中祈-碧魂灯携带特殊的<color=#05f1e6>梦中人</color>状态，请合理调整攻击顺序或者使用<color=#05f1e6>驱散</color>技能应对。\n<color=#05f1e6>【梦中人】：</color>每回合首个攻击【祈-碧魂灯】的单位受到攻击力降低60%和防御力降低60%的减益效果。\n<size=26><color=#48d1cc>提示：可长按目标查看特殊效果详情</color></size> 	<color=#05f1e6>關卡說明</color>\n1.在夢境中祈-碧魂燈攜帶特殊的<color=#05f1e6>夢中人</color>狀態，請合理調整攻擊順序或者使用<color=#05f1e6>驅散</color>技能應對。\n<color=#05f1e6>【夢中人】：</color>每回合首個攻擊【祈-碧魂燈】的單位受到攻擊力降低60%和防禦力降低60%的減益效果。\n<size=26><color=#48d1cc>提示：可長按目標查看特殊效果詳情</color></size>	<color=#05f1e6>Stage Details</color>\n1. In the dream, Qi: Soul Lantern comes with a special buff called <color=#05f1e6>Reverie's Grasp</color>. Adjust your attack order or cast <color=#05f1e6>dispel</color> skills accordingly.\n<color=#05f1e6>[Reverie's Grasp]: </color>The first unit to attack [Qi: Soul Lantern] each turn receives a debuff of 60% ATK Down and a debuff of 60% DEF Down.\n<size=26><color=#48d1cc>Tip: Touch and hold the target to view details about this special effect.</color></size>	<color=#05f1e6>ルール</color>\n1.夢境の中で、祈-碧魂灯に特殊状態<color=#05f1e6>夢中人</color>が付与される。攻撃の順番を適切に調整するか、スキル<color=#05f1e6>駆逐</color>を使用して対処してください。\n<color=#05f1e6>【夢中人】：</color>各ターンの最初に【祈-碧魂灯】を攻撃する敵にデバフ効果「攻撃力-60%」と「防御力-60%」付与する。\n<size=26><color=#48d1cc>TIPS：対象を長押しして、特殊効果の詳細を確認できます。</color></size>	<color=#05f1e6>스테이지 안내</color>\n1. 꿈 속의 기-벽혼등은<color=#05f1e6>꿈속의 사람</color>이라는 특별한 상태를 가지고 있습니다. 공격 순서를 합리적으로 조정하거나<color=#05f1e6>해제</color>스킬로 대응하세요.\n<color=#05f1e6>[꿈속의 사람]</color>: 매 턴 [기 - 벽혼등] 적에게 첫 공격을 가하면 공격력이 60% 감소하고 방어력이 60% 감소하는 디버프 효과를 받습니다.\n<size=26><color=#48d1cc>Tips: 목표를 길게 탭하여 특수 효과에 대한 상세 정보를 확인할 수 있습니다</color></size> \n\n2. 레드, 그린, 블루 이모션 역상성 대미지는 추가로 50% 증가합니다.	<color=#05f1e6>คำอธิบายด่าน</color>\n1.​ใน​ดินแดน​ความฝัน​ ฉี​-​โคม​วิญญาณ​ จะ​มอบ​สถานะ​พิเศษ​<color=#05f1e6>ผู้ที่อยู่ในฝัน</color>​ กรุณา​จัดลำดับ​การ​โจมตี​ให้​เหมาะสม​ หรือ​ใช้​สกิล​<color=#05f1e6>ลบล้าง</color>​เพื่อ​ต่อกร​\n<color=#05f1e6>[​คนใน​ฝัน​]:​ </color>​แต่ละ​เทิร์น​ ผู้​ที่​โจมตี​ [​ฉี​-​โคม​แสง​ลึกลับ​]​ เป็น​คน​แรก​จะ​ถูก​เอฟเฟกต์​ดี​บัฟลด​ ATK​ และ​ DEF​ ลง​ 60%\n<size=26><color=#48d1cc>​เคล็ดลับ​:​ สามารถ​กด​ค้าง​เพื่อ​ดู​รายละเอียด​เอฟเฟกต์​ของ​บน​ตัว​เป้าหมาย​ได้​</color></size>​
10310				1	1	<color=#05f1e6>关卡说明</color>\n集中攻击尽快使敌人减员能够让作战更加高效。	<color=#05f1e6>關卡說明</color>\n集中攻擊儘快使敵人減員能夠讓作戰更加高效。	<color=#05f1e6>Stage Details</color>\nFocus your attacks to quickly reduce enemy numbers and improve combat efficiency!	<color=#05f1e6>ステージ説明</color>\n集中攻撃で敵の人数を減らし、作戦の効率を高めましょう。	<color=#05f1e6>스테이지 안내</color>\n집중 공격하여 적 인원을 줄이면 전투 효율이 높아집니다.	<color=#05f1e6>คำอธิบายด่าน</color>\n​โฟกัส​การ​โจมตี​เพื่อ​ลด​จำนวน​ของ​ศัตรู​โดยเร็ว​ จะ​ช่วย​ให้​การต่อสู้​มีประสิทธิภาพ​มากขึ้น​
10227				1	1	<color=#05f1e6>关卡说明</color>\n敌方拥有强力的<color=#dc143c>护盾技能</color>，可参考以下策略应对：\n\n1.使用<color=#05f1e6>破盾伤害</color>技能。\n2.集中攻击使敌方减员从而削弱护盾提供能力。	<color=#05f1e6>關卡說明</color>\n敵方擁有強力的<color=#dc143c>護盾技能</color>，可參考以下策略應對：\n\n1.使用<color=#05f1e6>破盾傷害</color>技能。\n2.集中攻擊使敵方減員從而削弱護盾提供能力。	<color=#05f1e6>Stage Details</color>\nThe enemy has potent <color=#dc143c>shield skills</color>. The following strategies may be helpful:\n\n1. Use skills dealing <color=#05f1e6>Shield Break DMG</color>.\n2. Focus your attacks to reduce enemy numbers and weaken their shield capacity.	<color=#05f1e6>ステージ説明</color>\n敵は強力な<color=#dc143c>シールドスキル</color>を発動できる。おすすめの対策：\n\n1.<color=#05f1e6>シールドダメージ</color>のスキルを利用する。\n2.集中攻撃で敵の人数を減らす。	<color=#05f1e6>스테이지 안내</color>\n적은 강력한 <color=#dc143c>실드 스킬</color>을 보유하고 있습니다. 아래 방법을 참고하세요:\n\n1. <color=#05f1e6>실드 파괴</color> 스킬을 사용하세요.\n2. 적을 집중 공격 및 처치하여 실드 부여 능력을 제거하세요.	<color=#05f1e6>คำอธิบายด่าน</color>\n​หาก​ศัตรู​มี​<color=#dc143c>สกิลโล่ป้องกัน</color>​ที่​แข็งแกร่ง​ สามารถ​รับมือ​โดย​ใช้​จาก​กลยุทธ์​ดังนี้​:​ \n1.​ใช้​สกิล​<color=#05f1e6>ดาเมจทำลายโล่</color>\n2.​โฟกัส​การ​โจมตี​ศัตรู​ที่​มี​สกิล​มอบ​โล่​ให้​พรรคพวก​
10326				1	1	<color=#05f1e6>关卡说明</color>\n敌方的技能会提升<color=#dc143c>防御能力</color>，可参考以下策略应对：\n\n1.使用<color=#05f1e6>间接伤害类</color>或者<color=#05f1e6>真实伤害类</color>技能应对。\n2.使用<color=#05f1e6>清除</color>技能应对。\n3.触发孤独绅士在本场战斗中的特殊效果<color=#dc143c>【逆刃】</color>来削弱敌人。	<color=#05f1e6>關卡說明</color>\n敵方的技能會提升<color=#dc143c>防禦能力</color>，可參考以下策略應對：\n\n1.使用<color=#05f1e6>間接傷害類</color>或者<color=#05f1e6>真實傷害類</color>技能應對。\n2.使用<color=#05f1e6>清除</color>技能應對。\n3.觸發孤獨紳士在本場戰鬥中的特殊效果<color=#dc143c>【逆刃】</color>來削弱敵人。	<color=#05f1e6>Stage Details</color>\nThe enemy's skills will enhance their <color=#dc143c>defense abilities</color>. The following strategies may be helpful:\n\n1. Use skills that can deal <color=#05f1e6>Indirect DMG</color> or <color=#05f1e6>True DMG</color>.\n2. Use <color=#05f1e6>dispel</color> skills.\n3. Trigger Lonely Gentleman's special effect <color=#dc143c>[Reversed Blade]</color> in this battle to weaken enemies.	<color=#05f1e6>ステージ説明</color>\n敵のスキルは<color=#dc143c>防御力</color>をアップさせる。おすすめの対策：\n\n1.<color=#05f1e6>間接ダメージ</color>や<color=#05f1e6>直撃ダメージ</color>のスキルを利用する。\n2.<color=#05f1e6>解除</color>のスキルを利用する。\n3.ロンリージェントルマンの特殊効果<color=#dc143c>【逆刃】</color>を発動させ、敵を弱体化させる。	<color=#05f1e6>스테이지 안내</color>\n적의 스킬은<color=#dc143c>방어 능력</color>을 증가시킵니다. 아래 방법을 참고해 보세요:\n\n1.<color=#05f1e6>간접 대미지 종류</color>혹은<color=#05f1e6>고정 대미지 종류</color>스킬을 사용하세요.\n2.<color=#05f1e6>버프 제거</color>스킬을 사용하세요.\n3. 전투 중 미스터래빗의 특수 효과<color=#dc143c>[역날]</color>을 발동시켜 적을 약화시키세요.	<color=#05f1e6>คำอธิบายด่าน</color>\n​สกิล​ของ​ศัตรู​จะ​เพิ่ม​ <color=#dc143c>DEF</color>​ สามารถ​รับมือ​โดย​ใช้​กลยุทธ์​ดังนี้​:​ \n1.​ใช้​สกิล​<color=#05f1e6>ประเภทดาเมจต่อเนื่อง</color>​หรือ​<color=#05f1e6>ประเภทดาเมจริง</color>​ใน​การ​รับมือ​\n2.​ใช้​สกิล​<color=#05f1e6>ลบล้าง</color>​ใน​การ​รับมือ​\n3.​ใช้​เอฟเฟกต์​พิเศษ​ <color=#dc143c>[ย้อนศร]</color>​ ของ​ยอด​สุภาพบุรุษ​มา​ตัดกำลัง​ศัตรู​
10429				1	1	<color=#05f1e6>关卡说明</color>\n敌方均拥有强大的<color=#dc143c>攻击能力</color>，可参考以下策略应对：\n\n1.使用<color=#05f1e6>护盾、治疗</color>等提高我方生存能力类技能。\n2.使用<color=#05f1e6>降低攻击、控制</color>等削弱敌方攻击能力类技能。\n3.集中攻击使敌方减员。	<color=#05f1e6>關卡說明</color>\n敵方均擁有強大的<color=#dc143c>攻擊能力</color>，可參考以下策略應對：\n\n1.使用<color=#05f1e6>護盾、治療</color>等提高我方生存能力類技能。\n2.使用<color=#05f1e6>降低攻擊、控制</color>等削弱敵方攻擊能力類技能。\n3.集中攻擊使敵方減員。	<color=#05f1e6>Stage Details</color>\nThe enemies have powerful <color=#dc143c>attack abilities</color>. The following strategies may be helpful:\n\n1. Use <color=#05f1e6>shield, healing, and other skills</color> to improve our survival capabilities.\n2. Use <color=#05f1e6>attack reduction, control, and similar skills</color> to weaken the enemy's attack power.\n3. Focus your attacks to reduce enemy numbers fast.	<color=#05f1e6>ステージ説明</color>\n敵の<color=#dc143c>攻撃力</color>が高い。おすすめの対策：\n\n1.<color=#05f1e6>シールド・回復</color>などのスキルを利用して、味方を強化する。\n2.<color=#05f1e6>攻撃力ダウン・デバフ</color>などのスキルを利用して敵を弱体化させる。\n3.集中攻撃で敵の人数を減らす。	<color=#05f1e6>스테이지 안내</color>\n적들이 강력한<color=#dc143c>공격 능력</color>을 보유하고 있습니다. 아래 방법을 참고해 보세요:\n\n1.<color=#05f1e6>실드, 치유</color>등 스킬을 사용하여 아군의 생존력을 강화하세요.\n2.<color=#05f1e6>공격력 감소, 제어</color>등 적 공격 능력을 약화시키는 스킬을 사용하세요.\n3. 적을 집중 공격해 적 인원을 감소시키세요.	<color=#05f1e6>คำอธิบายด่าน</color>\n​ศัตรู​มี​ <color=#dc143c>ATK ค่อนข้างสูง</color>​ สามารถ​รับมือ​โดย​ใช้​กลยุทธ์​ดังนี้​:​ \n1.​ใช้​สกิล​ประเภท​<color=#05f1e6>ฟื้นฟู และโล่ป้องกัน</color>​เพื่อ​เพิ่ม​โอกาส​รอดชีวิต​ให้​แก่​ทีม​\n2.​ใช้​สกิล​ประเภท​<color=#05f1e6>ลด ATK และควบคุม</color>​เพื่อ​ทำให้​ศัตรู​อ่อนแอ​ลง​\n3.​โฟกัส​การ​โจมตี​เพื่อ​ลด​กำลัง​ของ​ศัตรู​
10514				1	1	<color=#05f1e6>关卡说明</color>\n1.阿嘘生命低于50%之后就会撤离，撤离后会有新敌人增援请做好应对准备。	<color=#05f1e6>關卡說明</color>\n1.阿噓生命低於50%之後就會撤離，撤離後會有新敵人增援請做好應對準備。	<color=#05f1e6>Stage Details</color>\n1. Ozul will withdraw once his HP falls below 50%, and new enemies will arrive after his retreat, so be ready.	<color=#05f1e6>ステージ説明</color>\n1.キョーヤのHPが50%以下になると撤退する。撤退後、敵の増援が来る。	<color=#05f1e6>스테이지 안내</color>\n1. 허쉬의 HP가 50% 이하로 내려가면 퇴각합니다. 허쉬가 퇴각하면 새로운 적이 증원되니 주의하세요.	<color=#05f1e6>คำอธิบายด่าน</color>\n1.​หลัง​ HP​ ของ​ชู​ต่ำกว่า​ 50%​ จะ​ทำการ​หนี​ไป​ หลัง​หนี​ไป​จะ​มี​ศัตรู​ตัวใหม่​เข้ามา​ กรุณา​เตรียมตัว​ให้​พร้อม​
11101				1	1	<color=#05f1e6>关卡说明</color>\n1.更多敌人正在赶来，坚守4回合争取撤退的时间。	<color=#05f1e6>關卡說明</color>\n1.更多敵人正在趕來，堅守4回合爭取撤退的時間。	<color=#05f1e6>Stage Details</color>\n1. More enemies are coming! Hold out for 4 turns to buy retreat time!	<color=#05f1e6>ステージ説明</color>\n1.敵の増援が来る、4ターン耐えて撤退の時間を稼ごう。	<color=#05f1e6>스테이지 안내</color>\n1. 더 많은 적이 몰려오고 있습니다. 퇴각할 시간을 벌기 위해 4턴간 버티세요.	<color=#05f1e6>คำอธิบายด่าน</color>\n1.​ศัตรู​กำลัง​มา​กัน​เพิ่ม​ ยืนหยัด​ให้​ครบ​ 4​ เทิร์น​เพื่อ​ถ่วงเวลา​ใน​การ​ถอนกำลัง​
9000001				1	1	羁绊效果生效	羈絆效果生效	Assist effect activated.	キズナ効果発動中	연계 효과 발생	เปิด​ใช้งาน​เอฟเฟกต์​สายสัมพันธ์​
9000002				1	1	被动技能生效	被動技能生效	Passive skill activated.	パッシブスキル発動中	패시브 스킬 효과 발생	เปิดใช้งานสกิลพาสซีฟ
9000003				1	1	猫球被动生效	貓球被動生效	Cato passive effect activated.	ガトパッシブスキル発動中	냥냥볼 패시브 효과 발생	เปิด​ใช้งาน​พาส​ซี​ฟ​แค​ทบ​อล​
2				1	1	请选择技能	請選擇技能	Please select a skill.	スキルを選択してください。	스킬을 선택하세요	กรุณาเลือกสกิล
3				1	1	请选择战斗员	請選擇戰鬥員	Please select a Combatant.	戦闘員を選択してください。	전투원을 선택하세요	โปรดเลือกตัวละคร
20101			1	1	1	<color=#66b032>关卡说明</color>\n\n昆士区机制\n敌我双方对<color=#05f1e6>克制属性</color>造成的伤害<color=#05f1e6>大幅提升</color>。	<color=#66b032>關卡說明</color>\n\n昆士區機制\n敵我雙方對<color=#05f1e6>克制屬性</color>造成的傷害<color=#05f1e6>大幅提升</color>。	<color=#66b032>Stage Details</color>\nQuince\nBoth allies and enemies deal <color=#05f1e6>significantly increased</color> DMG to targets with <color=#05f1e6>countered Elemental</color>.	<color=#66b032>ステージ説明</color>\n\nコンシ区限定効果\n敵と味方が<color=#05f1e6>有利属性</color>の対象に与えるダメージが<color=#05f1e6>大幅アップ</color>。	<color=#66b032>스테이지 안내</color>\n\n퀸즈 타운 메커니즘\n적과 아군이 <color=#05f1e6>억제 속성</color>을 지닌 목표물에게 부여하는 대미지가 <color=#05f1e6>대폭 상승</color>합니다.	<color=#66b032>คำอธิบายด่าน</color>\n​กลไก​เขต​ควินซ์​\n​ดา​เม​จ​<color=#05f1e6>คุณสมบัติชนะทาง</color>​ที่​ฝ่าย​ศัตรู​และ​ฝ่าย​เรา​สร้าง​<color=#05f1e6>จะเพิ่มขึ้นอย่างมาก</color>​
