id	activityId	placeId	unlockRepaintingQuestId	type	unlockLevel	exp	cardExp	battleRules	proposalLevel	costItem	costNum	costNumLose	sceneId	rounds	petLineup	roleNun	repeatButton	powerRatioTeamID	status	name	name_zh_TW	name_en_UK	name_ja_JP	name_ko_KR	name_th_TH	desc	desc_zh_TW	desc_en_UK	desc_ja_JP	desc_ko_KR	desc_th_TH
50025305	6	603	50035301	1	50025304														1	告别	告別	Farewell	別れ	작별	บอกลา	幻境崩塌，小曼无法接受与父亲的再次离别。在调查官的安慰鼓励之下，小曼重新振作了起来。	幻境崩塌，小曼無法接受與父親的再次離別。在調查官的安慰鼓勵之下，小曼重新振作了起來。	As the fantasy collapses, Mandy grapples with her father's departure once more. With your encouragement, she finds the strength to move forward.	幻境が崩れ去り、父との再びの別れを受け入れられずにいたマンディー。しかし、調査官の励ましと優しい言葉に背中を押され、彼女は再び前を向く。	일루전이 무너지고, 맨디는 아버지와의 재회 후 또다른 이별을 받아들이지 못한다. 조사관의 위로와 격려 속에 맨디는 다시 일어선다.	เมื่อ​โลก​มายา​พังทลาย​ แมน​ดี้​ไม่​อาจ​ยอมรับ​การ​จา​กลา​อีกครั้ง​ได้​ แต่​ด้วย​คำ​ปลอบโยน​และ​กำลังใจ​จาก​ผู้ตรวจการ​ เธอ​จึง​ลุกขึ้น​ยืน​อีกครั้ง​ด้วย​หัวใจ​ที่​เข้มแข็ง​กว่า​เดิม​
50025401	6	604		2	50025305			1	70000	9000088	20	0	87401	10		4	0		1	幻境回廊	幻境回廊	Corridor of Dreamscape	幻の回廊	환상의 회랑	ทางเดินแห่งภาพลวง	众人再度会合。在祈的指引下，大家穿越重重叠叠的梦境舞台，向着幻境的最深处前进。	眾人再度會合。在祈的指引下，大家穿越重重疊疊的夢境舞臺，向著幻境的最深處前進。	The team comes together again. Under Qi's guidance, you navigate through complex stages, making your way toward the heart of the dreamscape.	仲間たちと合流した一行は、祈の導きのもと、幾重にも折り重なった夢の舞台を越え、幻境の最奥へと進んでいく。	모두가 재회한다. 기의 안내로 중첩된 일루전 무대를 가로지르며 환상의 회랑 깊숙한 곳으로 향한다.	ทุกคน​กลับมา​รวมตัวกัน​อีกครั้ง​ ภายใต้​การนำทาง​ของ​ฉี​ พวกเขา​ฝ่า​ข้าม​เวที​แห่ง​ความฝัน​ที่​ซ้อน​ทับกัน​หลาย​ชั้น​ มุ่งหน้า​ไป​ยัง​จุด​ลึก​ที่สุด​ของ​โลก​มายา​
50025402	6	604		2	50025401			1	100000	9000088	20	0	87402	10		4	0		1	幻梦的意义	幻夢的意義	Meaning of Dreams	夢の意味	꿈의 의미	ความหมายของฝันมายา	在黑化的心愿之树下，众人与碧翠丝当面对峙。沉溺幻梦，还是接受现实，理念的激烈碰撞最终化为刀剑相向。	在黑化的心願之樹下，眾人與碧翠絲當面對峙。沉溺幻夢，還是接受現實，理念的激烈碰撞最終化為刀劍相向。	Before the corrupted Wishing Tree, you face off against Beatrice. Your clash of ideals—whether to cling to fantasy or embrace reality—erupts into open conflict.	変貌した願いの樹の下で、一行はベアトリーチェと対峙する。幻想に浸り続けるか、それとも現実を受け入れるか、価値観の激しい衝突はついに剣を交える戦いへと変わる。	어둠에 물든 소원의 나무 아래서 모두는 베아트리체와 정면으로 맞선다. 일루전에 매몰될 것인가, 현실을 받아들일 것인가— 신념의 격돌이 결국 칼날을 부딪히게 만든다.	ภายใต้​ต้นไม้​แห่ง​คำอธิษฐาน​ที่​ถูก​ความมืด​กลืน​กิน​ เหล่า​ผู้คน​เผชิญหน้า​กับ​เบียท​ริ​ซอ​ย่าง​ตรงไปตรงมา​ จะ​ดื่มด่ำ​ไป​กับ​มายา​ภาพ​ หรือ​จะ​ยอมรับ​ความจริง​ การต่อสู้​ของ​ความคิด​จุดชนวน​การปะทะ​อย่าง​ดุเดือด​ และ​กลายเป็น​การฟาดฟัน​ด้วย​ดาบ​และ​มีด​ในที่สุด​
50025403	6	604		1	50025402														1	尘封的过往	塵封的過往	Buried Memories	封じられた過去	봉인된 과거	อดีตที่ถูกปิดผนึก	战斗之后，调查官坠入碧翠丝的记忆深处，再次亲历那场让碧翠丝刻骨铭心的夏日庆典。	戰鬥之後，調查官墜入碧翠絲的記憶深處，再次親歷那場讓碧翠絲刻骨銘心的夏日慶典。	After the battle, you delve deep into Beatrice's past, reliving the fateful Summer Festival that changed her life forever.	激戦ののち、調査官はベアトリーチェの記憶の奥底へと引き込まれる。そこで目の当たりにしたのは、彼女の運命を変えた、かつての夏祭りの記憶だった。	싸움 끝에 조사관은 베아트리체의 기억 깊숙이 빠져, 그녀의 가슴에 새겨진 그 여름 축제를 재경험한다.	หลังจาก​การต่อสู้​ ผู้ตรวจการ​ได้​ตก​เข้าสู่​ห้วง​ความทรงจำ​ที่​ลึก​ที่สุด​ของ​เบียท​ริ​ซ​ และ​ได้​สัมผัส​ประสบการณ์​กับ​งานเฉลิมฉลอง​ฤดู​ร้อนที่​ตราตรึงใจ​เบียท​ริ​ซอ​ย่าง​ลึกซึ้ง​อีกครั้ง​
50025404	6	604		1	50025403														1	魔鬼的低语	魔鬼的低語	Devil's Whisper	悪魔のささやき	악마의 속삭임	เสียงกระซิบของปีศาจ	黑潮吞噬了光明，也吞噬了碧翠丝的一切。在碧翠丝最绝望之时，神秘的面具人出现了……	黑潮吞噬了光明，也吞噬了碧翠絲的一切。在碧翠絲最絕望之時，神秘的面具人出現了……	Gloomtide engulfs all light—and everything Beatrice cherishes. In her darkest moment, a mysterious masked figure emerges...	黒潮が光を呑み込み、すべてを失ったベアトリーチェ。その絶望の底に現れたのは、仮面を被った謎の人物……	검은 조류가 빛을 삼켰고, 베아트리체의 모든 것도 집어삼켰다. 베아트리체가 가장 절망할 때, 신비한 가면의 인물이 나타난다…	กระแส​ความมืด​กลืน​กิน​แสงสว่าง​ และ​กลืน​กิน​ทุก​สิ่งของ​เบียท​ริ​ซ​ไป​ด้วย​ ใน​ช่วงเวลา​ที่​เบียท​ริ​ซ​สิ้นหวัง​ที่สุด​ ชาย​ผู้​สวมหน้ากาก​ลึกลับ​ก็​ปรากฏตัว​ขึ้น​...​
50025405	6	604		1	50025404														1	迟来的谢幕	遲來的謝幕	The Final Curtain	遅すぎた幕引き	뒤늦은 퇴장	บทส่งท้ายที่ล่าช้า	碧翠丝心如死灰。带着相似的伤痛过往，小曼上前安慰开解。纯白的舞台之上，上演起了一场迟来的演出……	碧翠絲心如死灰。帶著相似的傷痛過往，小曼上前安慰開解。純白的舞臺之上，上演起了一場遲來的演出……	Beatrice stands shattered. Mandy, sharing similar scars, reaches out in understanding. On the white stage, a long-overdue performance begins...	心が完全に折れかけたベアトリーチェのもとへ、マンディーが歩み寄る。同じように傷を抱えた彼女の言葉がベアトリーチェの心に静かに届いていく。純白の舞台で最後の演目がようやく幕を開けた。	베아트리체의 마음은 재가 되어 있었다. 비슷한 상처를 가진 맨디가 그녀를 위로하며 다가간다. 퓨어화이트의 무대 위에서 뒤늦은 퇴장의 공연이 시작된다…	เบียท​ริ​ซ​หมดหวัง​สิ้นใจ​ จิตใจ​ราวกับ​ไร้​ชีวิต​ ด้วย​บาดแผล​ใน​อดีต​ที่​คล้ายคลึง​กัน​ แมน​ดี้​จึง​ก้าว​เข้ามา​ปลอบโยน​และ​เยียวยา​ บน​เวที​สี​ขาว​บริสุทธิ์​ การแสดง​ที่​ล่าช้า​ก็ได้​เริ่มต้น​ขึ้น​...​
50025406	6	604	50035401	1	50025405														1	向着未来的烟火	向著未來的煙火	Fireworks Toward Tomorrow	未来へと向かう花火	미래를 향한 불꽃놀이	ดอกไม้ไฟสู่อนาคต	幻境消散，千术向碧翠丝发出了特殊的邀请。美丽的夏日烟火点亮了夜空，孤独的灵魂也终于找到了新的归宿。	幻境消散，千術向碧翠絲發出了特殊的邀請。美麗的夏日煙火點亮了夜空，孤獨的靈魂也終於找到了新的歸宿。	As the dreamscape dissipates, Trixie offers Beatrice an unexpected invitation. Summer fireworks illuminate the night sky—and lonely souls finally discover their place.	幻境は消え去り、千術はベアトリーチェに入隊誘いをかける。夜空には、夏の終わりを告げるような花火が打ち上がり、長く彷徨っていた孤独な魂にも、新たな居場所が与えられたのだった。	일루전이 사라지고, 트릭시가 베아트리체에게 특별한 초대를 건넨다. 아름다운 여름 불꽃이 밤하늘을 수놓으며, 외로운 영혼들은 마침내 새로운 미래를 향한 불꽃놀이를 찾는다.	แดน​มายา​ค่อยๆ​ จางหาย​ไป​ ท​ริก​ซี่​ได้​ส่ง​คำเชิญ​พิเศษ​ถึง​เบียท​ริ​ซ​ ดอกไม้ไฟ​ฤดู​ร้อนที่​งดงาม​ส่องสว่าง​กลาง​ท้องฟ้า​ยามค่ำคืน​ และ​จิตวิญญาณ​ที่​โดดเดี่ยว​ก็ได้​พบ​ที่พัก​ใจ​แห่ง​ใหม่​ในที่สุด​
50026101	7	701		2	0			1	20000	9000102	20	0	13303	10		4	0		1	迎宾惊喜	迎賓驚喜	A Surprise Welcome	ウェルカムサプライズ	환영의 서프라이즈	เซอร์ไพรส์ต้อนรับ	初到珐兰特，达芙妮为你们安排了最豪华的酒店。然而在房间内迎接的却是……	初到琺蘭特，達芙妮為你們安排了最豪華的酒店。然而在房間內迎接的卻是……	When you arrive in Farlant, Daphne puts you up in the most luxurious hotel. But waiting in your room is...	ファラントに到着した一行を待っていたのは、ダフネが用意した最高級のホテル。しかし、その部屋には……	파란트에 처음 도착한 날, 다프네는 최고의 호텔을 준비해 주었지만, 방 안에서 마주한 것은……	ใน​การ​มา​เยือน​ฟาร์แลนต์​ครั้งแรก​ ดา​ฟนี​ได้​จัดเตรียม​โรงแรม​หรู​ที่สุด​ไว้​ให้​พวกคุณ​ ทว่า​สิ่ง​ที่​รอ​ต้อนรับ​อยู่​ใน​ห้อง​นั้น​กลับเป็น​...​
50026102	7	701		1	50026101														1	对不齐的颗粒度	對不齊的顆粒度	Out of Sync	噛み合わない歯車	각자의 입장	ความละเอียดที่ไม่เข้ากัน	傀化事件有惊无险。达芙妮不想把你们卷入其中，你却有着自己的打算。	傀化事件有驚無險。達芙妮不想把你們捲入其中，你卻有著自己的打算。	The Affliction ends without major incident. Daphne doesn't want to drag you into it, but you have your own plans.	傀化事件は辛くも収束。ダフネはあなたたちを巻き込みたくないようだが、あなたには別の思惑があった。	괴화 사건은 아슬아슬하게 넘어갔다. 다프네는 너희를 휘말리게 하고 싶지 않았지만, 너에게는 다른 생각이 있었다.	เหตุการณ์​สภาวะ​หุ่นเชิด​ผ่าน​พ้นไป​ได้​อย่าง​หวุดหวิด​ ดา​ฟนี​แสดงท่าที​ว่า​ไม่ต้องการ​ดึง​พวกคุณ​เข้าไป​พัวพัน​ แต่​คุณ​กลับ​มี​แผนการ​ของ​ตัวเอง​อยู่แล้ว​
50026103	7	701		1	50026102														1	补课时间	補課時間	Crash Course	補習タイム	보충 수업 시간	ช่วงเวลาติวเสริม	小白为你们详细讲述了珐兰特及波希地区的历史。	小白為你們詳細講述了琺蘭特及波希地區的歷史。	Shiro walks you through the history of Farlant and Bauss.	シロがファラント、そしてポシテア地域の歴史を詳しく語ってくれた。	화이트가 파란트와 포시 지역의 역사를 자세히 설명해 주었다.	ชิ​โระ​ได้​เล่า​ประวัติศาสตร์​ของ​ฟา​แลนต์​และ​เขต​เบาส์​ให้​พวกคุณ​ฟัง​อย่าง​ละเอียด​
50026104	7	701		2	50026103			1	20000	9000102	20	0	12603	10		4	0		1	山雨欲来	山雨欲來	Gathering Storm	嵐の前の静けさ	심상치 않은 징조	พายุกำลังมา	尊贵之人的亲自到访，棘手敌人的半道伏击……一切都不在你们的预料之内。	尊貴之人的親自到訪，棘手敵人的半道伏擊……一切都不在你們的預料之內。	A distinguished guest arrives in person, and a dangerous enemy ambushes you along the way... nothing goes as expected.	高貴なる人物の来訪、そして厄介な敵による奇襲…...すべては予想外だった。	귀한 인물의 직접 방문, 그리고 예상치 못한 적의 기습…… 모든 것이 예상을 벗어난다.	การ​มา​เยือน​ด้วย​ตนเอง​ของ​บุคคล​ผู้สูงศักดิ์​ และ​การ​ซุ่ม​โจมตี​ระหว่างทาง​จาก​ศัตรู​อัน​ร้าย​กา​จ.​..​ ทุกสิ่ง​ล้วน​อยู่​นอกเหนือ​ความคาดหมาย​ของ​พวกคุณ​
50026105	7	701		1	50026104														1	尘封旧事	塵封舊事	Long-Buried Secrets	閉ざされた過去	봉인된 과거	เรื่องราวที่ถูกผนึกไว้	少女捎来遥远古堡的讯息，本就错综复杂的局势愈加扑朔迷离。	少女捎來遙遠古堡的訊息，本就錯綜複雜的局勢愈加撲朔迷離。	A girl brings word from a distant castle, throwing an already tangled situation into even deeper uncertainty.	少女が遠き城の情報をもたらす。状況は、さらに謎に深まっていく。	소녀가 전해온 먼 고성의 소식은, 이미 복잡한 정세를 더욱 미궁 속으로 몰아넣는다.	เด็กสาว​นำ​สาร​จาก​ปราสาท​อัน​ห่างไกล​มา​ส่งมอบ​ ทำให้​สถานการณ์​ที่​ซับซ้อน​อยู่แล้ว​ ยิ่ง​ทวี​ความคลุมเครือ​จน​ยาก​หยั่งถึง​
50026106	7	701	50036101	1	50026105														1	合流	合流	Convergence	合流	합류	รวมพล	一切线索都指向了希里诺斯，局势逐渐明朗之际，达芙妮却突然提出……	一切線索都指向了希里諾斯，局勢逐漸明朗之際，達芙妮卻突然提出……	Every clue points to Syrinos. Just as things start falling into place, Daphne suddenly suggests...	すべての手がかりはシリノスへと繋がる。その時、ダフネが突如として提案を持ち出す。	모든 단서는 히리노스를 가리키고, 상황이 점차 명확해지는 순간 다프네는 돌연……	เบาะแส​ทั้งหมด​ล้วน​ชี้​ไป​ยัง​ซี​รี​นอ​ส​ และ​ในขณะที่​สถานการณ์​กำลัง​เริ่ม​กระจ่าง​ขึ้น​เรื่อยๆ​ ดา​ฟนี​กลับ​หยิบยก​เรื่อง​ขึ้น​มา​อย่าง​กะทันหัน​ว่า​...​
50026201	7	702		2	50026106			1	20000	9000102	20	0	14806	10		4	0		1	第二次「接触」	第二次「接觸」	The Second Encounter	セカンドコンタクト	두 번째 "접촉"	"การเผชิญหน้า" ครั้งที่สอง	耀州古人云，如果已经有了一次伏击，就绝不会有……	耀州古人雲，如果已經有了一次伏擊，就絕不會有……	As an old Yaozhou saying goes: get ambushed once, and it'll never happen again...	耀州の古い言い伝えによれば、一度の伏撃があれば、次は……	요주 고인의 말에 따르면, 한 번의 기습이 있었다면 결코……	ชาว​เหยา​โจว​ใน​อดีต​เคย​กล่าว​ไว้​ว่า​ หาก​เกิด​การ​ซุ่ม​โจมตี​ขึ้น​ครั้งหนึ่ง​แล้ว​ ก็​จะ​ไม่​มีทาง​เกิดขึ้น​อี​ก.​..​
50026202	7	702		1	50026201														1	反客为主	反客為主	Turning the Tables	主導権を握る	주도권 전환	พลิกสถานการณ์	伊德加入并提供了关键线索，化被动为主动的时刻到了。	伊德加入並提供了關鍵線索，化被動為主動的時刻到了。	Idego joins the group with a crucial lead. It's time to go on the offensive.	イードが合流し、決定的な手がかりを提示する。形勢逆転の時が来た。	에이드가 합류해 결정적인 정보를 제공하면서, 수세에서 공세로 전환할 때가 찾아온다.	เอ็ด​เข้าร่วม​พร้อม​นำ​เบาะแส​สำคัญ​มา​ให้​ ถึง​เวลา​พลิก​สถานการณ์​จาก​ฝ่าย​ตั้ง​รับ​สู่​ฝ่าย​รุก​แล้ว​
50026203	7	702		2	50026202			1	20000	9000102	20	0	14806	10		4	0		1	逃亡的少女	逃亡的少女	Girl on the Run	逃走する少女	도망치는 소녀	เด็กสาวผู้หลบหนี	烟霾遮天蔽日，无尽黑暗中，穷途末路的少女看见了一道光。	煙霾遮天蔽日，無盡黑暗中，窮途末路的少女看見了一道光。	Smoke blots out the sky. In the endless dark, a girl with nowhere left to turn glimpses a single ray of light.	煙霧が空を覆い尽くす。果てなき闇の中、追い詰められた少女は一筋の光を見えた。	연기와 재가 하늘을 뒤덮고, 끝없는 어둠 속에서 막다른 길에 몰린 소녀는 한 줄기 빛을 발견한다.	หมอก​ควัน​ปกคลุม​ฟ้า​ดิน​ ท่ามกลาง​ความ​มืดมิด​ไร้​สิ้นสุด​ เด็กสาว​ผู้​จนตรอก​ได้​มองเห็น​เส้น​แสงสว่าง​เรืองรอง​
50026204	7	702		1	50026203														1	「正义联盟」	「正義聯盟」	"Justice League"	「正義連合」	「정의 연합」	"พันธมิตรแห่งความยุติธรรม"	「就让我们打破一下，人们对权力阶级那小小的刻板印象吧。」	「就讓我們打破一下，人們對權力階級那小小的刻板印象吧。」	"Let's break a few stereotypes about Farlant's elite."	「ならば覆してみせましょう。権力者に対する、その小さな固定観念を。」	「그럼 이번 기회에, 파란트 권력층을 둘러싼 그 조그만 고정관념도 좀 깨 보자고.」	"​งั้น​ก็​ให้​พวกเรา​ลอง​ทำลาย​ภาพ​จำ​เล็ก​ๆ​ พวก​นั้น​ที่​ผู้คน​มี​ต่อ​ชนชั้น​ผู้มีอำนาจ​กัน​หน่อย​เถอะ​"​
50026205	7	702		1	50026204														1	深宫里的公主	深宮裡的公主	The Princess of the Depths	深宮の姫様	궁중의 공주	องค์หญิงแห่งวังห้วงลึก	少女讲述了与乌撒的往事。在下一步行动之前，你们准备为她举办一场派对。	少女講述了與烏撒的往事。在下一步行動之前，你們準備為她舉辦一場派對。	The girl recounts her past with Ulthar. Before your next move, you decide to throw her a party.	少女はウルタールとの過去を語る。次なる行動の前に、あなたたちは彼女のために一夜の宴を開くことにした。	소녀는 우사와의 과거를 이야기한다. 다음 작전을 앞두고, 너희는 그녀를 위해 작은 파티를 준비한다.	เด็กสาว​ได้​เล่า​ถึง​อดีต​ที่​เธอ​มี​ร่วมกับ​ยู​ธ่า​ ก่อน​เริ่ม​ปฏิบัติการ​ขั้น​ต่อไป​ พวกคุณ​จึง​เตรียม​จัดงาน​ปาร์ตี้​ให้​เธอ​สักครั้ง​
50026206	7	702	50036201	1	50026205														1	欢乐之夜	歡樂之夜	Night of Joy	楽しい夜	환희의 밤	ค่ำคืนแห่งความรื่นเริง	令人难忘的夜晚，和难以忘怀的过去……	令人難忘的夜晚，和難以忘懷的過去……	An unforgettable night, and a past that refuses to be forgotten…	忘れがたい夜、そして消えることのない記憶。	잊을 수 없는 밤, 그리고 지워지지 않는 기억……	ค่ำคืน​ที่​ยาก​จะ​ลืมเลือน​ และ​อดีต​ที่​ยังคง​ฝัง​ลึก​ใน​ความทรงจำ​...​
50026301	7	703		1	50026206														1	阻击战	阻擊戰	Blocking Action	迎撃戦	저지전	ยุทธการสกัดกั้น	彩排当日，不速之客如期而至。	彩排當日，不速之客如期而至。	On the day of the rehearsal, uninvited guests arrive right on schedule.	シャラマン祭のリハーサル当日、不意の来訪者が姿を現す。	리허설 당일, 불청객이 예정대로 찾아온다.	ใน​วัน​ซ้อมใหญ่​ แขก​ที่​ไม่​ได้​รับเชิญ​ก็​มาถึง​ตามที่​ได้​คาดหมาย​
50026302	7	703		1	50026301														1	战前会议	戰前會議	War Council	作戦会議	작전 회의	ประชุมก่อนออกศึก	作战计划最终敲定，乌撒却像是有着什么难言之隐……	作戰計畫最終敲定，烏撒卻像是有著什麼難言之隱……	The battle plan is set, but Ulthar seems to be holding something back…	作戦は最終段階へ。だがウルタールには、何か事情があるようで……	작전 계획은 마침내 확정되었지만, 우사는 무언가 말 못 할 사정을 숨기고 있는 듯하다……	แผน​ปฏิบัติการ​ถูก​กำหนด​ขั้นตอน​สุดท้าย​แล้ว​ แต่​ดูเหมือนว่า​ยู​ธ่า​จะ​ยังมี​บางอย่าง​ที่​ยาก​จะ​เอ่ย​ออกมา​...​
50026303	7	703		1	50026302														1	约定	約定	Engagement	約束	약속	ข้อตกลง	「在被过去追上之前，我要跑得远一点，再远一点！」	「在被過去追上之前，我要跑得遠一點，再遠一點！」	"I have to run—as far as I can—before the past catches up to me!"	「過去に追いつかれる前に、遠くへ、もっと遠くへ！」	「과거에게 붙잡히기 전에, 더 멀리…… 더 멀리 달려갈 거야!」	"​ก่อนที่​อดีต​จะ​ไล่​ตามทัน​ ฉัน​ต้อง​หนี​ไป​ให้​ไกล​กว่า​นี้​...​ ไกล​กว่า​นี้​อีก​!"​
50026304	7	703		1	50026303														1	潜入作战	潛入作戰	Infiltration	潜入作戦	잠입 작전	ปฏิบัติการแทรกซึม	最后的行动开始，你们趁着夜色潜入厄德堡，却没有遇到太多阻碍……	最後的行動開始，你們趁著夜色潛入厄德堡，卻沒有遇到太多阻礙……	The final operation begins. Under cover of darkness, you slip into Erdburg and encounter far less resistance than expected…	最終作戦が始まる。夜の闇に紛れ、一行はエルドブルクへと潜入する。しかし、あまりにも静かだった。	최종 작전이 시작된다. 너희는 밤을 틈타 에르드부르크에 잠입하지만, 예상보다 저항은 적었다……	ปฏิบัติการ​ครั้งสุดท้าย​ได้​เริ่ม​ขึ้น​ พวกคุณ​อาศัย​ความมืด​ของ​ราตรี​ลอบ​เข้าไป​ใน​แอร์​ดบวร์ก​ แต่กลับ​ไม่​ได้​เผชิญ​กับ​อุปสรรค​มากมาย​นัก​...​
50026305	7	703		2	50026304			1	20000	9000102	20	0	12302	10		4	0		1	瓮中鳖	甕中鱉	No Way Out	袋の鼠	독 안의 쥐	ลูกไก่ในกำมือ	过度宁静果然是狂风暴雨的前兆，身后却已没有退路……	過度寧靜果然是狂風暴雨的前兆，身後卻已沒有退路……	That eerie calm was the warning sign of a coming storm. Now there's no way out...	不気味な静寂は嵐の前触れ。すでに退路は断たれていた……	과도한 고요는 결국 폭풍의 전조였다. 그러나 이미 돌아갈 길은 없다……	ความสงบ​ที่​ผิดปกติ​ แท้จริง​แล้ว​คือ​สัญญาณ​เตือน​ล่วงหน้า​ของ​พายุ​โหมกระหน่ำ​ และ​เบื้องหลัง​ก็​ไม่​มีทาง​ให้​ถอยกลับ​อีกต่อไป​...​
50026306	7	703		2	50026305			1	20000	9000102	20	0	12302	10		4	0		1	有形的罪孽	有形的罪孽	Sin Given Form	形ある罪	형체를 지닌 죄악	บาปที่มีรูปร่าง	丑陋与罪恶的源头已然现形，是时候为它画上最后的句号了。	醜陋與罪惡的源頭已然現形，是時候為它畫上最後的句號了。	The source of all this ugliness and evil has finally revealed itself. It's time to put an end to it, once and for all.	醜悪なる罪の根源が姿を現す。全てを終わらせよう。	추악함과 죄악의 근원이 모습을 드러낸 지금, 모든 것에 종지부를 찍을 때다.	ต้นตอ​แห่ง​ความอัปลักษณ์​และ​บาป​ได้​ปรากฏตัว​ขึ้น​ ถึง​เวลา​ปิดฉาก​ทุกอย่าง​ลง​เสียที​
50026307	7	703		1	50026306														1	死局	死局	Deadlock	行き詰まり	막다른 길	ทางตาย	聚合体强大的再生能力让你们陷入苦战，千钧一发之际，转机出现了……	聚合體強大的再生能力讓你們陷入苦戰，千鈞一髮之際，轉機出現了……	The Amalgam's overwhelming regenerative power pushes you to the brink. Just when all seems lost, a glimmer of hope appears…	集合体の再生能力により、戦況は劣勢へ。だが、その刹那、反撃の兆しが訪れる。	강력한 재생 능력을 지닌 집합체와의 사투 속에서, 결정적인 순간 전환점이 찾아온다……	ความสามารถ​ใน​การฟื้นฟู​อัน​ทรงพลัง​ของ​ร่าง​รวม​ทำให้​พวกคุณ​ตก​อยู่​ใน​การต่อสู้​อัน​ยากลำบาก​ ทว่า​ใน​เสี้ยว​วินาที​แห่ง​ความเป็นความตาย​ โอกาส​พลิก​สถานการณ์​ก็ได้​ปรากฏ​ขึ้น​...​
50026308	7	703		2	50026307			1	20000	9000102	20	0	12302	10		4	0		1	此身为炬	此身為炬	To Burn Bright	この身を炎に	이 몸을 횃불로	กายนี้ดุจเปลวเพลิง	故事最坏的结局不过是有人点燃了自己，为他人驱散黑暗，不能共同迎来长夜后的黎明……仅此而已吗？	故事最壞的結局不過是有人點燃了自己，為他人驅散黑暗，不能共同迎來長夜後的黎明……僅此而已嗎？	The worst ending a story can have is this: someone sets themselves ablaze to light the way for others, yet never lives to see the dawn… Is that really all it is?	最悪の結末とは何か。我が身を燃やし、他人のために闇を払い、夜明けを共に迎えられない…...それだけなのか。	이야기의 최악의 결말은, 누군가 스스로를 불태워 타인을 위해 어둠을 걷어내고, 함께 새벽을 맞이하지 못하는 것…… 그것뿐일까?	จุดจบ​ที่​เลวร้าย​ที่สุด​ของ​เรื่องราว​ อาจ​เป็น​เพียง​ใคร​บางคน​ที่​ยอม​จุดไฟ​เผา​ตัวเอง​ เพื่อ​ขับไล่​ความ​มืดมิด​ให้​ผู้อื่น​ แต่กลับ​ไม่​ได้​ร่วม​เห็น​รุ่งอรุณ​หลัง​ค่ำคืน​อัน​ยา​วนา​น.​..​ เท่านั้น​จริง​หรือ​?​
50026309	7	703		1	50026308														1	归于尘土	歸於塵土	Ashes to Ashes	塵に帰す	먼지로 돌아가다	กลับคืนสู่ผืนธุลี	厄德堡罪恶的源头终被涤荡，这是结束，却也是新的开始。	厄德堡罪惡的源頭終被滌蕩，這是結束，卻也是新的開始。	The rot at the heart of Erdburg has finally been cleansed. This is an ending, but also a beginning.	エルドブルクに巣食う罪はついに清算された。それは終わりであり、新たな始まりでもある。	에르드부르크의 죄악은 마침내 씻겨 나간다. 이것은 끝이자, 동시에 새로운 시작이다.	ต้นตอ​แห่ง​ความ​ชั่วร้าย​ใน​แอร์​ดบวร์ก​ได้​ถูก​ชำระล้าง​จน​สิ้น​ในที่สุด​ นี่​คือ​บทสรุป​ ทว่า​ขณะเดียวกัน​ก็​คือ​จุดเริ่มต้น​เช่นกัน​
50026310	7	703	50036301	1	50026309														1	致所有失去的	致所有失去的	To All That Was Lost	散りゆくすべてに	모든 잃어버린 이들에게	แด่ทุกสิ่งที่สูญเสีย	深埋地下的种子得见光明，开出花朵飞向天空。	深埋地下的種子得見光明，開出花朵飛向天空。	Seeds buried deep beneath the earth finally find the light, blooming into flowers that drift up toward the sky.	地の底に埋もれていた種は、光を浴びて芽吹き、やがて花となって空へ。	깊은 지하에 묻혀 있던 씨앗은 마침내 빛을 만나 꽃으로 피어나 하늘로 날아오른다.	เมล็ดพันธุ์​ที่​ถูก​ฝัง​ลึก​ใต้​ผืน​แผ่นดิน​ได้​พบ​เข้ากับ​แสงสว่าง​ จึง​เริ่ม​ผลิบาน​เป็น​ดอกไม้​โบยบิน​สู่​ท้อง​นภา​
50027101	8	801		1	0														1	虚与委蛇	虛與委蛇	The Runaround	探り合い	허울뿐인 담소		为了调查新原站的施工事故，调查官找到了赤沼莲。可莲却讲起了都市怪谈，暗示调查官自己寻找真相……	為了調查新原站的施工事故，調查官找到了赤沼蓮。可蓮卻講起了都市怪談，暗示調查官自己尋找真相……	You go to Akanuma Ren to ask about the accident at Niihara Station. Ren answers with a ghost story—a hint that you will have to find the truth on your own...	新原駅で起きた工事事故を調べるため、調査官は赤沼蓮を訪ねる。しかし、蓮は都市怪談を語り始め、調査官に真相を追うようにほのめかす……	신하라역 공사 사고를 조사하기 위해 조사관님은 아카누마 렌을 찾아간다. 그러나 렌은 뜻밖에도 한 편의 도시 괴담을 들려주며, 조사관님이 직접 진실을 찾아보라고 암시한다.	
