id	animeId	lecturer	inTime	outTime	fadeIn	fadeOut	status	subtitle	subtitle_zh_TW	subtitle_en_UK	subtitle_ja_JP	subtitle_ko_KR	subtitle_th_TH
298	vo_live3d_14000850_aside_2		100	2900	100	100	1	这熟悉而又令人心悸的场景，如同潮水般涌来，渐渐唤醒了内心深处那段尘封已久的记忆。	這熟悉而又令人心悸的場景，如同潮水般湧來，漸漸喚醒了內心深處那段塵封已久的記憶。	The sight was both haunting and familiar, flooding my mind with long-buried memories.	この見覚えのある、しかし胸を締めつけるような光景が、押し寄せる波のように心の奥深くに封じ込められていた記憶を、ゆっくりと呼び覚ます。	낯익으면서도 가슴을 뭉클하게 하는 이 풍경은 밀려오는 파도처럼, 오랫동안 마음 깊숙이 묻어 두었던 기억을 서서히 되살려냈다.	ฉาก​ที่​คุ้นเคย​และ​ชวน​ให้​หัว​ใจสั่น​ไหว​ ได้​ถาโถม​เข้ามา​ราวกับ​คลื่น​ทะเล​ ค่อยๆ​ ปลุก​ความทรงจำ​ที่​ถูก​ปิดผนึก​ไว้​เนิ่นนาน​ใน​ก้นบึ้ง​ของ​จิตใจ​
299	vo_live3d_14000850_aside_2		3100	5900	100	100	1	——没错，这里正是当初济世教派关押罗寇的地下室。	——沒錯，這裡正是當初濟世教派關押羅寇的地下室。	This was the underground chamber where Loco had been held captive by the Relief.	――そう、ここはかつて済世教派がロコを幽閉していた地下室。	——맞아, 여기가 바로 예전에 구세교단이 로코를 가둔 지하실이다.	—​ใช่​แล้ว​ ที่นี่​ก็​คือ​คุก​ใต้ดิน​ที่​เมื่อก่อน​โฮ​ลี่​ออร์เดอร์​เคย​ใช้​คุมขัง​โล​โค่​
300	vo_live3d_14000850_aside_2		6100	9000	100	100	1	心，不由自主地颤抖起来，双脚仿佛被无形的力量牵引，一步步向前挪动。	心，不由自主地顫抖起來，雙腳仿佛被無形的力量牽引，一步步向前挪動。	A chill ran through my heart, and my legs moved of their own accord, compelled by an unseen force.	心が震え、抗うこともできず、足は見えない力に引かれるように前へと進んでいく。	마음이 저도 모르게 떨리기 시작했고, 두 발은 마치 보이지 않는 힘에 이끌리듯 한 걸음 한 걸음 앞으로 나아갔다.	หัวใจ​สั่นระรัว​โดย​ไม่​อาจ​ควบคุม​ได้​ ขา​ทั้งสอง​ข้าง​ราวกับ​ถูก​แรง​ลึกลับ​ดึง​รั้ง​ ค่อยๆ​ ก้าว​ไป​ข้างหน้า​อย่าง​ไม่​รู้ตัว​
301	vo_live3d_14000850_aside_2		9200	10000	100	100	1	「罗寇———」	「羅寇———」	"Loco—"	「ロコ――」	「로코———」	โลโค่—
302	vo_live3d_15700850_idle1		100	3900	100	100	1	呵呵~想要情报？	呵呵~想要情報？	Craving a little intel, are we?	ふふ〜 情報が欲しいのかしら？	후후~ 정보를 원해?	หุหุ​~​ อยากได้​ข้อมูล​เหรอ​?​
303	vo_live3d_15700850_idle1		4100	8900	100	100	1	不着急……一路过来，累了吧？	不著急……一路過來，累了吧？	Take your time. It's been quite a journey for you, hasn't it?	慌てなくてもいいですのよ… 道中疲れたでしょう？	서두르지 마… 여기까지 오느라 피곤했지?	ไม่ต้อง​รีบร้อน​...​ เดินทาง​มา​ตั้ง​ไกล​ คง​เหนื่อย​แล้ว​ใช่ไหม​ล่ะ​?​
304	vo_live3d_15700850_idle1		9100	16000	100	100	1	来~咱们找个舒适的地儿，慢慢谈~	來~咱們找個舒適的地兒，慢慢談~	Come along, darling. I know the perfect place for a... private chat.	さあ〜、どこか快適な場所を見つけて、ゆっくりお話ししましょうか〜	자~ 우리 편하게 앉아서 천천히 얘기해보자~	มา​สิ​~​ เรา​มาหา​ที่​สบาย​ๆ​ นั่ง​ แล้ว​ค่อยๆ​ คุย​กัน​เป็นไง​~​
305	vo_live3d_15700850_idle1_1		100	2900	100	100	1	既然贵客到访，就让我先尽尽地主之谊~	既然貴客到訪，就讓我先盡盡地主之誼~	A special guest deserves special treatment, don't you think?	せっかくいらっしゃったのですから、まずはおもてなしをさせていただきますわ〜	귀한 손님이 찾아왔으니, 먼저 내가 환영을 해야겠지~	ใน​เมื่อ​มี​แขก​ผู้มีเกียรติ​มา​เยี่ยม​ถึงที่​ งั้น​ก็​ขอให้​ฉัน​ได้​แสดง​ไมตรีจิต​ของ​เจ้าบ้าน​สักหน่อย​นะ​~​
306	vo_live3d_15700850_idle1_1		3100	5900	100	100	1	工作的事情——先放一边~呵呵~	工作的事情——先放一邊~呵呵~	Let's forget about business for a moment.	お仕事のことは、後にしましょうね〜ふふ〜	일 얘기는… 잠시 접어두고~ 후후~	เรื่อง​งาน​น่ะ​—​ เอาไว้​ก่อน​ก็แล้วกัน​เนอะ​~​ หุหุ​~​
307	vo_live3d_15700850_idle1_2		100	2900	100	100	1	好热……空调好像坏了呢~	好熱……空調好像壞了呢~	Ugh, this heat is unbearable. Did the AC just give up on us?	ああ、暑いわね……エアコン壊れたのかしら	덥다… 에어컨이 고장 난 것 같네~	ร้อน​จัง​...​ เหมือน​แอร์​จะ​เสีย​นะเนี่ย​~​
308	vo_live3d_15700850_idle1_3		100	2900	100	100	1	嗯？呵呵~	嗯？呵呵~	Oh? Heh...	ん？ふふ〜	응? 후후~	หืม? หุหุ~
309	vo_live3d_15700850_idle1_3_b		3100	5900	100	100	1	你期待的事好像没有发生哦~	你期待的事好像沒有發生哦~	Not exactly what you were hoping for, was it?	あら、期待外れだったかしら？	네가 기대한 일은… 일어나지 않은 것 같은데~	เหมือนว่า​เรื่อง​ที่​คุณ​คาดหวัง​จะ​ไม่​เกิดขึ้น​นะ​~​
310	vo_live3d_15700850_idle1_5		100	2900	100	100	1	嗯，你在想什么有趣的东西？	嗯，你在想什麼有趣的東西？	Oh? Care to share that little fantasy with me?	あら？何か面白いことを考えてるのかしら？	무슨 재미있는 상상을 하고 있지?	อืม​...​ คุณ​กำลัง​คิดถึง​อะไร​สนุก​ๆ​ อยู่​เหรอ​?​
311	vo_live3d_15700850_idle1_6		100	2900	100	100	1	来呀~靠近些~	來呀~靠近些~	Come closer. Don't be shy.	さあ、もっと近くにおいでなさいな〜	자~ 좀 더 가까이 와봐~	มา​สิ​~​ เข้ามา​ใกล้​อีกหน่อย​~​
312	vo_live3d_15700850_idle2		100	2900	100	100	1	接下来…就进入正题吧…	接下來…就進入正題吧…	Shall we move on to... business?	さて、これから…本題に入りましょうかしら〜	그럼 이제… 진짜 이야기를 해볼까?	ต่อไป​ก็​...​ เข้า​ประเด็น​เลย​ก็แล้วกัน​นะ​
313	vo_live3d_15700850_idle2_2		100	2900	100	100	1	就让我……好好招待你吧	就讓我……好好招待你吧	How about I offer you something... special?	さあ、これで…しっかりとおもてなしをさせていただきますわ〜	내가… 제대로 대접해 줄게	งั้น​ให้​ฉัน​...​ ดูแล​คุณ​ให้​ดี​เอง​เถอะ​นะ​
314	vo_live3d_15700850_idle2_3		100	2900	100	100	1	交给你了~	交給你了~	I'll leave it in your... capable hands.	お任せしますわ〜	맡길게~	ให้คุณนะ~
315	vo_live3d_15700850_idle2_4		100	2900	100	100	1	香甜的……味道。	香甜的……味道。	Mmm... something sweet in the air.	甘くて…美味しい…	달콤한… 향기야.	เป็น​รสชาติ​ที่​...​ หอม​หวาน​ดี​จัง​
316	vo_live3d_15700850_idle2_5		100	2900	100	100	1	不尝尝吗~呵呵~	不嘗嘗嗎~呵呵~	Care to indulge a little, darling?	一口、どうかしら〜ふふ〜	맛보지 않을래~ 후후~	ไม่​ลอง​หน่อย​เหรอ​~​ หุหุ​~​
317	vo_live3d_15700850_idle2_7		100	4900	100	100	1	情报在这。想要吗？	情報在這。想要嗎？	Here's the info you've been craving. Interested?	情報、ここにありますわ。欲しいかしら？	정보는 여기 있어. 가지고 싶어?	ข้อมูล​ข่าวกรอง​อยู่​นี่​แล้ว​ อย่า​ได้​ไหม​ล่ะ​？​
318	vo_live3d_15700850_idle2_9		100	3500	100	100	1	来拿呀~呵呵~	來拿呀~呵呵~	It's all yours... if you can reach it.	ほーら、取ってご覧なさい〜ふふ〜	와서 가져가 봐~ 후후~	มาเอาเองสิ~ หุหุ~
319	vo_live3d_15700850_idle2_10		100	1900	100	100	1	哦？那么想要？	哦？那麼想要？	My, my... someone's eager.	あら、そんなに欲しいのかしら？	오? 그렇게 갖고 싶어?	หืม​?​ อยาก​ได้ขนาด​นั้น​เลย​เหรอ​?​
320	vo_live3d_15700850_idle2_10		2100	3900	100	100	1	那就给你看吧~！	那就給你看吧~！	Alright, this is all yours.	それなら、見せてあげますわよ〜！	그럼 보여줄게~!	งั้น​ให้​คุณ​ดู​ก็แล้วกัน​นะ​~！​
