Id,ZChinese,Chinese,English,Japanese,TChinese,Korean
voicerole_text_8002800,又见面了，侍主大人。看来这就是缘分吧。,又见面了，侍主大人。看来这就是缘分吧。,"We meet again, Lord Oracle. It seems we're bound by fate.",,又見面了，侍主大人。看來這就是緣分吧。,
voicerole_text_8002801,等级提升。,等级提升。,Level up.,,等級提升。,
voicerole_text_8002802,就是这样。,就是这样。,That's it.,,就是這樣。,
voicerole_text_8002803,哈哈~风浪要来了！,哈哈~风浪要来了！,Haha. A storm is brewing!,,哈哈~風浪要來了！,
voicerole_text_8002804,有意思，这感觉倒挺奇妙。,有意思，这感觉倒挺奇妙。,"Interesting, this feeling is quite thrilling.",,有意思，這感覺倒挺奇妙。,
voicerole_text_8002805,怎么，你很在意我的左眼吗？放心吧，我的双眼都很正常，带着这个不过是航海时的习惯。,怎么，你很在意我的左眼吗？放心吧，我的双眼都很正常，带着这个不过是航海时的习惯。,"What's that? You're curious about my left eye? Don't worry, both my eyes are in perfect condition. I wear this as a habit from my days at sea.",,怎麼，你很在意我的左眼嗎？放心吧，我的雙眼都很正常，帶著這個不過是航海時的習慣。,
voicerole_text_8002806,一个人一辈子能握紧的东西很少，所以有想做的就立刻去做吧，死前总得让自己多点谈资不是吗？,一个人一辈子能握紧的东西很少，所以有想做的就立刻去做吧，死前总得让自己多点谈资不是吗？,"There are few things in life one can truly hold onto, so if there's something you want to do, do it now. You need some good stories to tell before you die, don't you?",,一個人一輩子能握緊的東西很少，所以有想做的就立刻去做吧，死前總得讓自己多點談資不是嗎？,
voicerole_text_8002807,……哦？你要有意思的话就靠过来吧，没什么大不了的。,……哦？你要有意思的话就靠过来吧，没什么大不了的。,"Oh? If you're interested, then come closer. It's no big deal.",,……哦？你要有意思的話就靠過來吧，沒什麼大不了的。,
voicerole_text_8002808,有新活了？交给我吧！,有新活了？交给我吧！,Got a new job? Can do!,,有新活了？交給我吧！,
voicerole_text_8002809,工作完成，把酒拿上来！,工作完成，把酒拿上来！,"The work is done, bring out the drinks!",,工作完成，把酒拿上來！,
voicerole_text_8002810,没钱确实很麻烦啊。,没钱确实很麻烦啊。,It's really troublesome to be without money.,,沒錢確實很麻煩啊。,
voicerole_text_8002811,我从来没有为钱发过愁。,我从来没有为钱发过愁。,I've never worried about money.,,我從來沒有為錢發過愁。,
voicerole_text_8002812,……这种赚钱的方式，总觉得有些慢啊。,……这种赚钱的方式，总觉得有些慢啊。,This way of making money feels a bit slow.,,……這種賺錢的方式，總覺得有些慢啊。,
voicerole_text_8002813,嗯~工作？在做的，在做的~,嗯~工作？在做的，在做的~,"Hmm, work? I'm doing it, I'm doing it.",,嗯~工作？在做的，在做的~,
voicerole_text_8002814,你选对人了！,你选对人了！,You pick the right guy!,,你選對人了！,
voicerole_text_8002815,我听着！,我听着！,I'm all ears!,,我聽著！,
voicerole_text_8002816,狂风之力！,狂风之力！,Power of the fierce wind!,,狂風之力！,
voicerole_text_8002817,狂风爆鸣，亮起你的獠牙……记住这份恐惧！,狂风爆鸣，亮起你的獠牙……记住这份恐惧！,"Roar of the tempest, bare your fangs… remember this fear!",,狂風爆鳴，亮起你的獠牙……記住這份恐懼！,
voicerole_text_8002818,卷风来！,卷风来！,"Tornado, rise!",,卷風來！,
voicerole_text_8002819,该干活了风精们！,该干活了风精们！,"Time to work, Sylphs!",,該幹活了風精們！,
voicerole_text_8002820,乘风破浪！,乘风破浪！,Cross all barriers!,,乘風破浪！,
voicerole_text_8002821,风来，雨随。就让你们见识一下——航行大海的我们所面对的是怎样的事物！,风来，雨随。就让你们见识一下——航行大海的我们所面对的是怎样的事物！,"Where the wind goes, the rain follows. Let me show you—what we face while sailing the vast seas!",,風來，雨隨。就讓你們見識一下——航行大海的我們所面對的是怎樣的事物！,
voicerole_text_8002822,不错的战斗，但还没让人过瘾。,不错的战斗，但还没让人过瘾。,"It was a good fight, but it's not satisfying enough yet.",,不錯的戰鬥，但還沒讓人過癮。,
voicerole_text_8002823,海洋汇聚的不仅是水流，财富也无止境地朝这边涌。侍主，这话可不只有字面意思。,海洋汇聚的不仅是水流，财富也无止境地朝这边涌。侍主，这话可不只有字面意思。,"The ocean gathers more than just water. wealth also flows endlessly towards it. Lord Oracle, this isn't just a figure of speech.",,海洋彙聚的不僅是水流，財富也無止境地朝這邊湧。侍主，這話可不只有字面意思。,
voicerole_text_8002824,航海的理由？说白了最开始不过是争一口气而已。但只要不断航行，你现在想问的那些“各种各样的理由”就会找上来。,航海的理由？说白了最开始不过是争一口气而已。但只要不断航行，你现在想问的那些“各种各样的理由”就会找上来。,"The reason for sailing? To put it bluntly, it was just to prove a point at first. But as long as you keep sailing, all those ""various reasons"" you're asking about will come to you.",,航海的理由？說白了最開始不過是爭一口氣而已。但只要不斷航行，你現在想問的那些“各種各樣的理由”就會找上來。,
voicerole_text_8002825,我讨厌欠债，尤其是没法用钱还的人情债。它们可能用一个果子就能付完，也可能用一辈子都还不清……那样的债，我身上已经很多了。,我讨厌欠债，尤其是没法用钱还的人情债。它们可能用一个果子就能付完，也可能用一辈子都还不清……那样的债，我身上已经很多了。,"I hate owing debts, especially those that can't be repaid with money. They could be settled with a single fruit, or they might take a lifetime to clear… I've already got plenty of those kinds of debts on my shoulders.",,我討厭欠債，尤其是沒法用錢還的人情債。它們可能用一個果子就能付完，也可能用一輩子都還不清……那樣的債，我身上已經很多了。,
voicerole_text_8002826,他们都说我是米伦史上最富有的人之一，其实那些财富全是先人们拼尽全力换来的，我只不过是将他们守住而已。要守得住已经很难了。,他们都说我是米伦史上最富有的人之一，其实那些财富全是先人们拼尽全力换来的，我只不过是将他们守住而已。要守得住已经很难了。,"They say I'm one of the richest people in Mirren's history, but in truth, all that wealth was earned by my ancestors who risked everything. I'm just the one protecting it. And even protecting it is no easy task.",,他們都說我是米倫史上最富有的人之一，其實那些財富全是先人們拼盡全力換來的，我只不過是將他們守住而已。要守得住已經很難了。,
voicerole_text_8002827,听起来不错。,听起来不错。,Sounds good.,,聽起來不錯。,
voicerole_text_8002828,就这样。,就这样。,So that's it.,,就這樣。,
voicerole_text_8002829,跟上来！,跟上来！,Keep up!,,跟上來！,
voicerole_text_8002830,不对。,不对。,No way.,,不對。,
voicerole_text_8002831,INCHI GAME,INCHI GAME,INCHI GAME,,INCHI GAME,
voicerole_text_8002832,Bilibili,Bilibili,Bilibili,,Bilibili,
voicerole_text_8002833,AOI Studio,AOI Studio,AOI Studio,,AOI Studio,
voicerole_text_8002834,千年之旅 ELF,千年之旅 ELF,Mirren: Star Legends,,千年之旅 ELF,
voicerole_text_8002835,唔！,唔！,Hmm!,,唔！,
voicerole_text_8002836,Clades！,Clades！,Clades!,,Clades！,
voicerole_text_8002837,我以真理之名，统御秩序之海，世间一切星痕，听从我的召唤，肃清罪恶之源！Ostium veritatis！,我以真理之名，统御秩序之海，世间一切星痕，听从我的召唤，肃清罪恶之源！Ostium veritatis！,"In the name of truth, I command the Sea of Order! Asters, heed my call and purge the Source of Sin! Ostium veritatis!",,我以真理之名，統禦秩序之海，世間一切星痕，聽從我的召喚，肅清罪惡之源！Ostium veritatis！,
voicerole_text_8002838,侍主大人，欢迎回来。,侍主大人，欢迎回来。,"Welcome back, Lord Oracle.",,侍主大人，歡迎回來。,
voicerole_text_8002839,侍主大人，对不起……你的睡颜太可爱了，不小心就绑在椅子上了，现在马上帮你解开。,侍主大人，对不起……你的睡颜太可爱了，不小心就绑在椅子上了，现在马上帮你解开。,"Sorry, Lord Oracle... It's just that you look so cute when sleeping. I'll untie you now.",,侍主大人，對不起……你的睡顏太可愛了，不小心就綁在椅子上了，現在馬上幫你解開。,
voicerole_text_8002840,为什么我会骑在你身上？呵呵，是因为侍主大人无视我啊。,为什么我会骑在你身上？呵呵，是因为侍主大人无视我啊。,"Why am I on top of you? Humph, because you ignore me.",,為什麼我會騎在你身上？呵呵，是因為侍主大人無視我啊。,
voicerole_text_8002841,仍有工作要做……？这并不重要……为什么不来和我一起玩？,仍有工作要做……？这并不重要……为什么不来和我一起玩？,Still have work to do? Forget it... Why not play with me?,,仍有工作要做……？這並不重要……為什麼不來和我一起玩？,
voicerole_text_8002842,仍有工作要做……？这并不重要……为什么不来和我一起玩？,仍有工作要做……？这并不重要……为什么不来和我一起玩？,Still have work to do? Forget it... Why not play with me?,,仍有工作要做……？這並不重要……為什麼不來和我一起玩？,
voicerole_text_8002843,是侍主大人的生日吗？那么，今天就单纯地听听你的愿望吧。,是侍主大人的生日吗？那么，今天就单纯地听听你的愿望吧。,"Is it your birthday? Alright, I'll listen to your wishes.",,是侍主大人的生日嗎？那麼，今天就單純地聽聽你的願望吧。,
voicerole_text_8002844,侍主大人，欢迎回来。,侍主大人，欢迎回来。,"Welcome back, Lord Oracle.",,侍主大人，歡迎回來。,
voicerole_text_8002845,好的，踩烂这些杂鱼。,好的，踩烂这些杂鱼。,"Alright, let me crush the bastards.",,好的，踩爛這些雜魚。,
voicerole_text_8002846,请随意。,请随意。,Make yourself at home.,,請隨意。,
voicerole_text_8002847,我对她们没什么兴趣。,我对她们没什么兴趣。,I'm not interested in them.,,我對她們沒什麼興趣。,
voicerole_text_8002848,接下来去撕裂谁呢？,接下来去撕裂谁呢？,Who should I tear apart next?,,接下來去撕裂誰呢？,
voicerole_text_8002849,攻击才是最好的防御。,攻击才是最好的防御。,Attack is the best form of defense.,,攻擊才是最好的防禦。,
voicerole_text_8002850,我已经厌倦了闲逛。,我已经厌倦了闲逛。,I'm bored of hanging around.,,我已經厭倦了閒逛。,
voicerole_text_8002851,偶尔也想改变一下心情，一直呆在这里就没意思了。,偶尔也想改变一下心情，一直呆在这里就没意思了。,"Variety is the spice of life for me, because staying is boring.",,偶爾也想改變一下心情，一直呆在這裏就沒意思了。,
voicerole_text_8002852,你召唤我了吗？请不要后悔啊…？我是安普莎，是在历史上小有名气的人造人。,你召唤我了吗？请不要后悔啊…？我是安普莎，是在历史上小有名气的人造人。,"Did you summon me? You'd better not regret it... I am Ampsa, a somewhat famous artificial being in history.",,你召喚我了嗎？請不要後悔啊…？我是安普莎，是在歷史上小有名氣的人造人。,
voicerole_text_8002853,我曾经花了无数的时间在大陆上流浪……只是为了一个答案……侍主大人，人所谓的爱情……到底是什么呢？,我曾经花了无数的时间在大陆上流浪……只是为了一个答案……侍主大人，人所谓的爱情……到底是什么呢？,"I wandered the continent for ages... seeking an answer... Lord Oracle, humans talk about love. But what is love?",,我曾經花了無數的時間在大陸上流浪……只是為了一個答案……侍主大人，人所謂的愛情……到底是什麼呢？,
voicerole_text_8002854,事到如今再变强也没有任何意义了。,事到如今再变强也没有任何意义了。,Getting stronger means nothing now.,,事到如今再變強也沒有任何意義了。,
voicerole_text_8002855,我的针锋芒如雪。,我的针锋芒如雪。,My needles are as sharp as ice.,,我的針鋒芒如雪。,
voicerole_text_8002856,哎呀，又变强了。我也许会变成人类呢，呵呵。,哎呀，又变强了。我也许会变成人类呢，呵呵。,"Oh, I'm stronger now. Perhaps I might become a human, hehe.",,哎呀，又變強了。我也許會變成人類呢，呵呵。,
voicerole_text_8002857,这就是最后一次了……毕竟成为一个人并不是那么简单的事情。,这就是最后一次了……毕竟成为一个人并不是那么简单的事情。,"This is the last time... Becoming a human is not easy, after all.",,這就是最後一次了……畢竟成為一個人並不是那麼簡單的事情。,
voicerole_text_8002858,侍主大人……我呀，最讨厌“怪物”、“垃圾”之类的词。为了你自身的安全，请务必注意。,侍主大人……我呀，最讨厌“怪物”、“垃圾”之类的词。为了你自身的安全，请务必注意。,"Lord Oracle... I hate words like ""monster"" or ""crap."" Please be careful, for your safety.",,侍主大人……我呀，最討厭“怪物”、“垃圾”之類的詞。為了你自身的安全，請務必注意。,
voicerole_text_8002859,呵呵，下次玩什么？,呵呵，下次玩什么？,Hehe... What's next?,,呵呵，下次玩什麼？,
voicerole_text_8002860,哎呀，不来疼爱我吗？,哎呀，不来疼爱我吗？,"Aw, don't you love me?",,哎呀，不來疼愛我嗎？,
voicerole_text_8002861,你想把哪位撕碎？,你想把哪位撕碎？,Who do you want me to tear apart?,,你想把哪位撕碎？,
voicerole_text_8002862,虽然是小小的礼物……请打开看看吧？,虽然是小小的礼物……请打开看看吧？,It's a small gift... Will you open it?,,雖然是小小的禮物……請打開看看吧？,
voicerole_text_8002863,像我这样的人偶也能起到作用吗？,像我这样的人偶也能起到作用吗？,Can a doll like me be helpful?,,像我這樣的人偶也能起到作用嗎？,
voicerole_text_8002864,真是讨厌的经验啊。,真是讨厌的经验啊。,I hate such experience.,,真是討厭的經驗啊。,
voicerole_text_8002865,欢迎光临！,欢迎光临！,Welcome!,,歡迎光臨！,
voicerole_text_8002866,呵呵，我的身体擅自动了起来……！,呵呵，我的身体擅自动了起来……！,"Hehe, my body just moved on its own!",,呵呵，我的身體擅自動了起來……！,
voicerole_text_8002867,想变成像蜂巢一样没有人形的东西吗？,想变成像蜂巢一样没有人形的东西吗？,Do you want to lose your human form?,,想變成像蜂巢一樣沒有人形的東西嗎？,
voicerole_text_8002868,好的，踩烂这些杂鱼。,好的，踩烂这些杂鱼。,"Alright, let me crush the bastards.",,好的，踩爛這些雜魚。,
voicerole_text_8002869,这是晚安曲之前的礼物……,这是晚安曲之前的礼物……,Enjoy this gift before the lullaby...,,這是晚安曲之前的禮物……,
voicerole_text_8002870,暗夜，鸦，回响在脑海中的恸哭之声啊……恶梦之刺！,暗夜，鸦，回响在脑海中的恸哭之声啊……恶梦之刺！,"Night, crows, the wailing echoing in my mind... It's a nightmare!",,暗夜，鴉，迴響在腦海中的慟哭之聲啊……惡夢之刺！,
voicerole_text_8002871,啊哈哈哈！,啊哈哈哈！,Ahahaha!,,啊哈哈哈！,
voicerole_text_8002872,给坏孩子准备的毒针……让你也尝尝这猛毒……啊哈哈哈！,给坏孩子准备的毒针……让你也尝尝这猛毒……啊哈哈哈！,I've got poison needles for bad kids... Take this... Ahahaha!,,給壞孩子準備的毒針……讓你也嘗嘗這猛毒……啊哈哈哈！,
voicerole_text_8002873,,,0,,,
voicerole_text_8002874,,,0,,,
voicerole_text_8002875,觉得如果输了一切都会结束吗？呵呵……,觉得如果输了一切都会结束吗？呵呵……,Will everything end if I lose? Haha...,,覺得如果輸了一切都會結束嗎？呵呵……,
voicerole_text_8002876,我的生日……是吗？哎呀哎呀，难道您对少女的秘密就不敏感吗？失礼也得有个限度啊……小心我刺你。,我的生日……是吗？哎呀哎呀，难道您对少女的秘密就不敏感吗？失礼也得有个限度啊……小心我刺你。,"My birthday… is that right? Oh my, oh my, aren't you curious about a young lady's secrets? There's a limit to rudeness… Careful, or I might prick you.",,我的生日……是嗎？哎呀哎呀，難道您對少女的秘密就不敏感嗎？失禮也得有個限度啊……小心我刺你。,
voicerole_text_8002877,啊，服了，服了！……你这么被吓还不退让……但是，我真的不记得了。,啊，服了，服了！……你这么被吓还不退让……但是，我真的不记得了。,"Ah, for God's sake.… Even when I try to scare you, you don't back down… But honestly, I don't remember.",,啊，服了，服了！……你這麼被嚇還不退讓……但是，我真的不記得了。,
voicerole_text_8002878,我出生在沾满鲜血和毒药的实验室，残酷的战斗朝刚刚醒来的我毫不留情地袭来。我的人生是不被人追求的，不被人爱的，一次也……,我出生在沾满鲜血和毒药的实验室，残酷的战斗朝刚刚醒来的我毫不留情地袭来。我的人生是不被人追求的，不被人爱的，一次也……,I was born in a laboratory soaked in blood and poison. Merciless battles came crashing down on me the moment I awoke. I wasn't loved or pursued once in my life...,,我出生在沾滿鮮血和毒藥的實驗室，殘酷的戰鬥朝剛剛醒來的我毫不留情地襲來。我的人生是不被人追求的，不被人愛的，一次也……,
voicerole_text_8002879,侍主大人……你能告诉我答案吗？……呵呵呵，啊哈哈！……原来如此……你喜欢我这个连正经灵魂都没有的破烂人偶……真的可以吗……？,侍主大人……你能告诉我答案吗？……呵呵呵，啊哈哈！……原来如此……你喜欢我这个连正经灵魂都没有的破烂人偶……真的可以吗……？,"Lord Oracle… can you tell me the answer? Haha, ahahaha! I see… you actually like this broken doll with no proper soul… Is that really alright?",,侍主大人……你能告訴我答案嗎？……呵呵呵，啊哈哈！……原來如此……你喜歡我這個連正經靈魂都沒有的破爛人偶……真的可以嗎……？,
voicerole_text_8002880,,,0,,,
voicerole_text_8002881,,,0,,,
voicerole_text_8002882,,,0,,,
voicerole_text_8002883,,,0,,,
voicerole_text_8002884,INCHI GAME,INCHI GAME,INCHI GAME,,INCHI GAME,
voicerole_text_8002885,Bilibili,Bilibili,Bilibili,,Bilibili,
voicerole_text_8002886,AOI Studio,AOI Studio,AOI Studio,,AOI Studio,
voicerole_text_8002887,千年之旅 ELF,千年之旅 ELF,Mirren: Star Legends,,千年之旅 ELF,
voicerole_text_8002888,主上~忙完回来了吗，洗澡水已经备好了。,主上~忙完回来了吗，洗澡水已经备好了。,"Master, are you back from your work? The bath is ready.",,主上~忙完回來了嗎，洗澡水已經備好了。,
voicerole_text_8002889,主上！主上~不理人家可是最伤人的行为了。,主上！主上~不理人家可是最伤人的行为了。,"Master! Master, ignoring me is the cruelest thing you could do.",,主上！主上~不理人家可是最傷人的行為了。,
voicerole_text_8002890,狐狸太寂寞也是会难过的……,狐狸太寂寞也是会难过的……,Even a lonely fox can get sad.,,狐狸太寂寞也是會難過的……,
voicerole_text_8002891,妾身能帮主上处理这些事务吗？呼呼~,妾身能帮主上处理这些事务吗？呼呼~,Can I assist you with these tasks? Yo-hoo!,,妾身能幫主上處理這些事務嗎？呼呼~,
voicerole_text_8002892,妾身能帮主上处理这些事务吗？呼呼~,妾身能帮主上处理这些事务吗？呼呼~,Can I assist you with these tasks? Yo-hoo!,,妾身能幫主上處理這些事務嗎？呼呼~,
voicerole_text_8002893,主上的生日，来尝一下妾身准备好的饭菜吧~主上一定要全都吃掉哦~,主上的生日，来尝一下妾身准备好的饭菜吧~主上一定要全都吃掉哦~,"It's your birthday, Master. Please try the dishes I've prepared. You have to eat everything, OK?",,主上的生日，來嘗一下妾身準備好的飯菜吧~主上一定要全都吃掉哦~,
voicerole_text_8002894,主上~忙完回来了吗，洗澡水已经备好了。,主上~忙完回来了吗，洗澡水已经备好了。,"Master, are you back from your work? The bath is ready.",,主上~忙完回來了嗎，洗澡水已經備好了。,
voicerole_text_8002895,坏东西要清除~,坏东西要清除~,All evil must be eradicated.,,壞東西要清除~,
voicerole_text_8002896,我来帮主上管理她们，您放心~,我来帮主上管理她们，您放心~,"I'll help you manage them, so you can relax!",,我來幫主上管理她們，您放心~,
voicerole_text_8002897,主上的话是绝对的！服从~,主上的话是绝对的！服从~,Master's word is law! Obey.,,主上的話是絕對的！服從~,
voicerole_text_8002898,任务也必须得做啊。,任务也必须得做啊。,The mission must be completed as well.,,任務也必須得做啊。,
voicerole_text_8002899,我们走吧，主上，我将全力保护你！,我们走吧，主上，我将全力保护你！,"Let's go, Master. I'll protect you with all my strength!",,我們走吧，主上，我將全力保護你！,
voicerole_text_8002900,主上可真是受欢迎呀~嘻嘻,主上可真是受欢迎呀~嘻嘻,"Master, you're quite popular. Haha.",,主上可真是受歡迎呀~嘻嘻,
voicerole_text_8002901,主上，要先试着和妾身约会来练习一下吗？,主上，要先试着和妾身约会来练习一下吗？,"Master, would you like to practice dating with me first?",,主上，要先試著和妾身約會來練習一下嗎？,
voicerole_text_8002902,东方之地的神明~“桃”来访~您就是妾身要侍奉的主上么？,东方之地的神明~“桃”来访~您就是妾身要侍奉的主上么？,"The Holy Deity from the East ""Momo"" is here. Are you the master I'm destined to serve?",,東方之地的神明~“桃”來訪~您就是妾身要侍奉的主上麼？,
voicerole_text_8002903,妾身的记忆中可没有人像主上这样有魅力~嘻嘻，多谢你了，主上。,妾身的记忆中可没有人像主上这样有魅力~嘻嘻，多谢你了，主上。,"No one in my memories has been as captivating as you, Master Haha, thank you, Master.",,妾身的記憶中可沒有人像主上這樣有魅力~嘻嘻，多謝你了，主上。,
voicerole_text_8002904,唔唔~肤质变好了。,唔唔~肤质变好了。,Mmm. My skin feels so smooth.,,唔唔~膚質變好了。,
voicerole_text_8002905,哦哦，这一招我记得。,哦哦，这一招我记得。,"Oh, I remember this technique.",,哦哦，這一招我記得。,
voicerole_text_8002906,找到了过去的境界。,找到了过去的境界。,I've found my past prowess.,,找到了過去的境界。,
voicerole_text_8002907,终于找回了曾经的力量，可您一直会陪伴我的，对吧？,终于找回了曾经的力量，可您一直会陪伴我的，对吧？,"I've finally regained my former strength, but you'll stay with me forever, right?",,終於找回了曾經的力量，可您一直會陪伴我的，對吧？,
voicerole_text_8002908,被摸尾巴真的好舒服~呜呜，请别停下来。,被摸尾巴真的好舒服~呜呜，请别停下来。,"Being petted on my tail feels so nice. Ooh, please don't stop.",,被摸尾巴真的好舒服~嗚嗚，請別停下來。,
voicerole_text_8002909,我已经准备好了床，主上。,我已经准备好了床，主上。,"I've prepared the bed, Master.",,我已經準備好了床，主上。,
voicerole_text_8002910,主上，要妾身帮你按摩一下吗，嘻嘻。,主上，要妾身帮你按摩一下吗，嘻嘻。,"Master, would you like me to give you a massage? Haha.",,主上，要妾身幫你按摩一下嗎，嘻嘻。,
voicerole_text_8002911,去去就来~,去去就来~,I'll be right back.,,去去就來~,
voicerole_text_8002912,带了伴手礼回来了。,带了伴手礼回来了。,I brought back some gifts.,,帶了伴手禮回來了。,
voicerole_text_8002913,活动？需要妾来做纸花吗？,活动？需要妾来做纸花吗？,An event? Would you like me to make paper flowers for it?,,活動？需要妾來做紙花嗎？,
voicerole_text_8002914,没让您失望吧，主上。,没让您失望吧，主上。,"I didn't let you down, did I, Master?",,沒讓您失望吧，主上。,
voicerole_text_8002915,妾身绝对是心灵手巧。,妾身绝对是心灵手巧。,I'm definitely talented and skillful.,,妾身絕對是心靈手巧。,
voicerole_text_8002916,嘿嘿，小菜一碟。,嘿嘿，小菜一碟。,"Haha, this is a piece of cake.",,嘿嘿，小菜一碟。,
voicerole_text_8002917,不懂风情之人~退下！,不懂风情之人~退下！,"Those who don't appreciate romance, step aside!",,不懂風情之人~退下！,
voicerole_text_8002918,坏东西要清除~,坏东西要清除~,All evil must be eradicated.,,壞東西要清除~,
voicerole_text_8002919,臣服我——,臣服我——,Bow before me.,,臣服我——,
voicerole_text_8002920,为我疯狂，沉醉于我吧——,为我疯狂，沉醉于我吧——,"Go mad for me, lose yourself in me.",,為我瘋狂，沉醉於我吧——,
voicerole_text_8002921,必须恢复下……,必须恢复下……,I need to recover a bit.,,必須恢復下……,
voicerole_text_8002922,靠我的仙术，很快就痊愈了。,靠我的仙术，很快就痊愈了。,"With my divine arts, you'll be healed in no time.",,靠我的仙術，很快就痊癒了。,
voicerole_text_8002923,无知者无畏,无知者无畏,The ignorant truly knows no fear.,,無知者無畏,
voicerole_text_8002924,呼呼，见到我之后还不产生敬意吗？无知者无畏。,呼呼，见到我之后还不产生敬意吗？无知者无畏。,"Hoho, don't you feel any respect after meeting me? The ignorant truly knows no fear.",,呼呼，見到我之後還不產生敬意嗎？無知者無畏。,
voicerole_text_8002925,任何胆敢在我和我的主人面前挥刀的人，都将受到相应的惩罚！,任何胆敢在我和我的主人面前挥刀的人，都将受到相应的惩罚！,Anyone who dares to raise a blade against me and my master will face the consequences!,,任何膽敢在我和我的主人面前揮刀的人，都將受到相應的懲罰！,
voicerole_text_8002926,妾身喜欢甜蜜的事物，比如说主上温暖的怀抱。,妾身喜欢甜蜜的事物，比如说主上温暖的怀抱。,"I'm fond of sweet things, like the warmth of Master's embrace.",,妾身喜歡甜蜜的事物，比如說主上溫暖的懷抱。,
voicerole_text_8002927,我的背影看起来有些孤单？不会哦，只要有主上陪着我，我就不会孤单。,我的背影看起来有些孤单？不会哦，只要有主上陪着我，我就不会孤单。,"Do I look lonely from behind? Not at all. As long as Master is with me, I will never feel lonely.",,我的背影看起來有些孤單？不會哦，只要有主上陪著我，我就不會孤單。,
voicerole_text_8002928,主上，您能一直，一直陪伴在我左右吗？,主上，您能一直，一直陪伴在我左右吗？,"Master, will you always, always stay by my side?",,主上，您能一直，一直陪伴在我左右嗎？,
voicerole_text_8002929,只要能陪伴在主上的身边，妾身的身体也好，智慧也好……都由您使用了。,只要能陪伴在主上的身边，妾身的身体也好，智慧也好……都由您使用了。,"As long as I can be with you, Master, my body and my mind… everything is yours to command.",,只要能陪伴在主上的身邊，妾身的身體也好，智慧也好……都由您使用了。,
voicerole_text_8002930,,,0,,,
voicerole_text_8002931,,,0,,,
voicerole_text_8002932,,,0,,,
voicerole_text_8002933,,,0,,,
voicerole_text_8002934,INCHI GAME,INCHI GAME,INCHI GAME,,INCHI GAME,
voicerole_text_8002935,Bilibili,Bilibili,Bilibili,,Bilibili,
voicerole_text_8002936,AOI Studio,AOI Studio,AOI Studio,,AOI Studio,
voicerole_text_8002937,千年之旅 ELF,千年之旅 ELF,Mirren: Star Legends,,千年之旅 ELF,
voicerole_text_8002938,呼，令人舒适的热气。主上，要妾身为您宽解浴袍吗？,呼，令人舒适的热气。主上，要妾身为您宽解浴袍吗？,"Ahh, the soothing heat. Master, would you like me to untie your bathrobe for you?",,呼，令人舒適的熱氣。主上，要妾身為您寬解浴袍嗎？,
voicerole_text_8002939,您若喜欢此景，便在梦境中也做个一模一样的如何？……唔，现实的更好么。那便听您的。,您若喜欢此景，便在梦境中也做个一模一样的如何？……唔，现实的更好么。那便听您的。,"If you enjoy this, how about we create the same scene in a dream? Hmm, is reality better? Then, I'll follow your lead.",,您若喜歡此景，便在夢境中也做個一模一樣的如何？……唔，現實的更好麼。那便聽您的。,
voicerole_text_8002940,烟雾缭绕之中，仅有您与我二人。啊啊，这样的时间若能延长至地老天荒……,烟雾缭绕之中，仅有您与我二人。啊啊，这样的时间若能延长至地老天荒……,"Amid the swirling mist, it is just you and I. Ah, if only this moment could stretch on forever…",,煙霧繚繞之中，僅有您與我二人。啊啊，這樣的時間若能延長至地老天荒……,
voicerole_text_8002941,为何时而称呼“侍主大人”，时而称呼“主上”？呵呵，妾身还以为您早已想到了。“侍主大人”乃是众人共有的宝物，而“主上”……是属于狐狸的珍宝。,为何时而称呼“侍主大人”，时而称呼“主上”？呵呵，妾身还以为您早已想到了。“侍主大人”乃是众人共有的宝物，而“主上”……是属于狐狸的珍宝。,"Why do you call me ""Lord Oracle"" at times and ""Master"" at others? Haha, I thought you'd already figured that out. ""Lord Oracle"" is a treasure shared by all, while ""Master""… is a rare gem, reserved for the fox.",,為何時而稱呼“侍主大人”，時而稱呼“主上”？呵呵，妾身還以為您早已想到了。“侍主大人”乃是眾人共有的寶物，而“主上”……是屬於狐狸的珍寶。,
voicerole_text_8002942,得闲与主上同饮一盏清露，倒也安适得很。,得闲与主上同饮一盏清露，倒也安适得很。,"How delightful it is to share a cup of fresh dew with you, master, in such a peaceful moment.",,得閑與主上同飲一盞清露，倒也安適得很。,
voicerole_text_8002943,哎呀，主上也有这样孩子气的时候……那么，请看招。,哎呀，主上也有这样孩子气的时候……那么，请看招。,"Ah, even master has his childish moments…very well, prepare yourself!",,哎呀，主上也有這樣孩子氣的時候……那麼，請看招。,
voicerole_text_8002944,您的面容被水气一蒸，倒显得更加鲜明了。啊啊，且让妾身耽溺片刻……,您的面容被水气一蒸，倒显得更加鲜明了。啊啊，且让妾身耽溺片刻……,"Your face, with the mist around it, appears even more striking. Ah, let me savor this for a moment…",,您的面容被水氣一蒸，倒顯得更加鮮明了。啊啊，且讓妾身耽溺片刻……,
voicerole_text_8002945,主上也要入水，才算得同乐。来，请扶着妾身的手~,主上也要入水，才算得同乐。来，请扶着妾身的手~,"You must join me in the water for true enjoyment. Come, take my hand.",,主上也要入水，才算得同樂。來，請扶著妾身的手~,
voicerole_text_8002946,您来了，今天有什么安排么？,您来了，今天有什么安排么？,You're here. Do you have any plans for today?,,您來了，今天有什麼安排麼？,
