Id,AttrId,Desattr,,,Desc1,DescName,TargetType,Attrlv,Pvp,RefixValue,RefixPercent,RefixFixValue,RefixValueGrown,RefixPercentGrown,RefixFixValueGrown,SkillId,Icon
30400042,102,攻击,炽炎翼,,,,0,,,"897,897  ",,,"224,337  ",,,,
30400043,103,防御,炽炎翼,,,,0,,,"332,332  ",,,"83,125  ",,,,
30400044,104,韧性,炽炎翼,,,,0,,,"6528,6528  ",,,"1632,2448  ",,,,
30400045,105,速度,炽炎翼,,,,0,,,"1020,1540",,,"0,0",,,,
30400051,101,生命,宁芙妖,,,,0,,,"35840,35840  ",,,"8960,13440  ",,,,
30400052,102,攻击,宁芙妖,,,,0,,,"616,616  ",,,"154,231  ",,,,
30400053,103,防御,宁芙妖,,,,0,,,"448,448  ",,,"112,168  ",,,,
30400054,104,韧性,宁芙妖,,,,0,,,"7168,7168  ",,,"1792,2688  ",,,,
30400055,105,速度,宁芙妖,,,,0,,,"850,1280",,,"0,0",,,,
30400061,101,生命,噬命刃,,,,0,,,"26560,26560  ",,,"6640,9960  ",,,,
30400062,102,攻击,噬命刃,,,,0,,,"897,897  ",,,"224,337  ",,,,
30400063,103,防御,噬命刃,,,,0,,,"332,332  ",,,"83,125  ",,,,
30400064,104,韧性,噬命刃,,,,0,,,"6528,6528  ",,,"1632,2448  ",,,,
30400065,105,速度,噬命刃,,,,0,,,"1020,1540",,,"0,0",,,,
30400071,101,生命,影巫女,,,,0,,,"35840,35840  ",,,"8960,13440  ",,,,
30400072,102,攻击,影巫女,,,,0,,,"616,616  ",,,"154,231  ",,,,
30400073,103,防御,影巫女,,,,0,,,"448,448  ",,,"112,168  ",,,,
30400074,104,韧性,影巫女,,,,0,,,"7168,7168  ",,,"1792,2688  ",,,,
30400075,105,速度,影巫女,,,,0,,,"850,1280",,,"0,0",,,,
30400161,101,生命,妄兽,,,,0,,,"26560,26560  ",,,"6640,9960  ",,,,
30400162,102,攻击,妄兽,,,,0,,,"897,897  ",,,"224,337  ",,,,
30400163,103,防御,妄兽,,,,0,,,"332,332  ",,,"83,125  ",,,,
30400164,104,韧性,妄兽,,,,0,,,"6528,6528  ",,,"1632,2448  ",,,,
30400165,105,速度,妄兽,,,,0,,,"1020,1540",,,"0,0",,,,
304001611,101,生命,祸兽,,,,0,,,"26560,26560  ",,,"6640,9960  ",,,,
304001612,102,攻击,祸兽,,,,0,,,"897,897  ",,,"224,337  ",,,,
304001613,103,防御,祸兽,,,,0,,,"332,332  ",,,"83,125  ",,,,
304001614,104,韧性,祸兽,,,,0,,,"6528,6528  ",,,"1632,2448  ",,,,
304001615,105,速度,祸兽,,,,0,,,"1020,1540",,,"0,0",,,,
30400171,101,生命,婴狐,,,,0,,,"23904,23904  ",,,"5976,8964  ",,,,
30400172,102,攻击,婴狐,,,,0,,,"897,897  ",,,"224,337  ",,,,
30400173,103,防御,婴狐,,,,0,,,"332,332  ",,,"83,125  ",,,,
30400174,104,韧性,婴狐,,,,0,,,"6528,6528  ",,,"1632,2448  ",,,,
30400175,105,速度,婴狐,,,,0,,,"1020,1540",,,"0,0",,,,
304001711,101,生命,狐魑,,,,0,,,"26560,26560  ",,,"6640,9960  ",,,,
304001712,102,攻击,狐魑,,,,0,,,"897,897  ",,,"224,337  ",,,,
304001713,103,防御,狐魑,,,,0,,,"332,332  ",,,"83,125  ",,,,
304001714,104,韧性,狐魑,,,,0,,,"6528,6528  ",,,"1632,2448  ",,,,
304001715,105,速度,狐魑,,,,0,,,"1020,1540",,,"0,0",,,,
30500011,101,生命,蝇斥候,,,,0,,,"5312,5312  ",,,"1328,1992  ",,,,
30500012,102,攻击,蝇斥候,,,,0,,,"816,816  ",,,"204,306  ",,,,
30500013,103,防御,蝇斥候,,,,0,,,"266,266  ",,,"67,100  ",,,,
30500014,104,韧性,蝇斥候,,,,0,,,"3264,3264  ",,,"816,1224  ",,,,
30500015,105,速度,蝇斥候,,,,0,,,"920,1380",,,"0,0",,,,
305000111,101,生命,播疫妖蝇,,,,0,,,"5312,5312  ",,,"1328,1992  ",,,,
305000112,102,攻击,播疫妖蝇,,,,0,,,"816,816  ",,,"204,306  ",,,,
305000113,103,防御,播疫妖蝇,,,,0,,,"266,266  ",,,"67,100  ",,,,
305000114,104,韧性,播疫妖蝇,,,,0,,,"3264,3264  ",,,"816,1224  ",,,,
305000115,105,速度,播疫妖蝇,,,,0,,,"920,1380",,,"0,0",,,,
305000121,101,生命,凋败妖蝇,,,,0,,,"5312,5312  ",,,"1328,1992  ",,,,
305000122,102,攻击,凋败妖蝇,,,,0,,,"816,816  ",,,"204,306  ",,,,
305000123,103,防御,凋败妖蝇,,,,0,,,"266,266  ",,,"67,100  ",,,,
305000124,104,韧性,凋败妖蝇,,,,0,,,"3264,3264  ",,,"816,1224  ",,,,
305000125,105,速度,凋败妖蝇,,,,0,,,"920,1380",,,"0,0",,,,
305000131,101,生命,蝇斥候SP,,,,0,,,"56320,56320  ",,,"14080,21120  ",,,,
305000132,102,攻击,蝇斥候SP,,,,0,,,"691,691  ",,,"173,259  ",,,,
305000133,103,防御,蝇斥候SP,,,,0,,,"537,537  ",,,"134,201  ",,,,
305000134,104,韧性,蝇斥候SP,,,,0,,,"9760,9760  ",,,"2440,3660  ",,,,
305000135,105,速度,蝇斥候SP,,,,0,,,"900,1350",,,"0,0",,,,
30500021,101,生命,铁骑士,,,,0,,,"5632,5632  ",,,"1408,2112  ",,,,
30500022,102,攻击,铁骑士,,,,0,,,"576,576  ",,,"144,216  ",,,,
30500023,103,防御,铁骑士,,,,0,,,"390,390  ",,,"98,146  ",,,,
30500024,104,韧性,铁骑士,,,,0,,,"3904,3904  ",,,"976,1464  ",,,,
30500025,105,速度,铁骑士,,,,0,,,"780,1180",,,"0,0",,,,
305000211,101,生命,白银骑士,,,,0,,,"5632,5632  ",,,"1408,2112  ",,,,
305000212,102,攻击,白银骑士,,,,0,,,"576,576  ",,,"144,216  ",,,,
305000213,103,防御,白银骑士,,,,0,,,"390,390  ",,,"98,146  ",,,,
305000214,104,韧性,白银骑士,,,,0,,,"3904,3904  ",,,"976,1464  ",,,,
305000215,105,速度,白银骑士,,,,0,,,"780,1180",,,"0,0",,,,
305000221,101,生命,黄金骑士,,,,0,,,"5632,5632  ",,,"1408,2112  ",,,,
305000222,102,攻击,黄金骑士,,,,0,,,"576,576  ",,,"144,216  ",,,,
305000223,103,防御,黄金骑士,,,,0,,,"390,390  ",,,"98,146  ",,,,
305000224,104,韧性,黄金骑士,,,,0,,,"3904,3904  ",,,"976,1464  ",,,,
305000225,105,速度,黄金骑士,,,,0,,,"780,1180",,,"0,0",,,,
30500031,101,生命,刃行者,,,,0,,,"5312,5312  ",,,"1328,1992  ",,,,
30500032,102,攻击,刃行者,,,,0,,,"816,816  ",,,"204,306  ",,,,
30500033,103,防御,刃行者,,,,0,,,"266,266  ",,,"67,100  ",,,,
30500034,104,韧性,刃行者,,,,0,,,"3264,3264  ",,,"816,1224  ",,,,
30500035,105,速度,刃行者,,,,0,,,"920,1380",,,"0,0",,,,
305000311,101,生命,刃行怪,,,,0,,,"5312,5312  ",,,"1328,1992  ",,,,
305000312,102,攻击,刃行怪,,,,0,,,"816,816  ",,,"204,306  ",,,,
305000313,103,防御,刃行怪,,,,0,,,"266,266  ",,,"67,100  ",,,,
305000314,104,韧性,刃行怪,,,,0,,,"3264,3264  ",,,"816,1224  ",,,,
305000315,105,速度,刃行怪,,,,0,,,"920,1380",,,"0,0",,,,
305000321,101,生命,刃行魔,,,,0,,,"5312,5312  ",,,"1328,1992  ",,,,
305000322,102,攻击,刃行魔,,,,0,,,"816,816  ",,,"204,306  ",,,,
305000323,103,防御,刃行魔,,,,0,,,"266,266  ",,,"67,100  ",,,,
305000324,104,韧性,刃行魔,,,,0,,,"3264,3264  ",,,"816,1224  ",,,,
305000325,105,速度,刃行魔,,,,0,,,"920,1380",,,"0,0",,,,
305000331,101,生命,刃行怪SP,,,,0,,,"53120,53120  ",,,"13280,19920  ",,,,
305000332,102,攻击,刃行怪SP,,,,0,,,"979,979  ",,,"245,367  ",,,,
305000333,103,防御,刃行怪SP,,,,0,,,"365,365  ",,,"91,137  ",,,,
305000334,104,韧性,刃行怪SP,,,,0,,,"8160,8160  ",,,"2040,3060  ",,,,
305000335,105,速度,刃行怪SP,,,,0,,,"1080,1610",,,"0,0",,,,
30500041,101,生命,梦游羊圣光,,,,0,,,"7168,7168  ",,,"1792,2688  ",,,,
30500042,102,攻击,梦游羊圣光,,,,0,,,"560,560  ",,,"140,210  ",,,,
30500043,103,防御,梦游羊圣光,,,,0,,,"358,358  ",,,"90,134  ",,,,
30500044,104,韧性,梦游羊圣光,,,,0,,,"3584,3584  ",,,"896,1344  ",,,,
30500045,105,速度,梦游羊圣光,,,,0,,,"780,1160",,,"0,0",,,,
305000411,101,生命,梦游羊诅咒,,,,0,,,"7168,7168  ",,,"1792,2688  ",,,,
305000412,102,攻击,梦游羊诅咒,,,,0,,,"560,560  ",,,"140,210  ",,,,
305000413,103,防御,梦游羊诅咒,,,,0,,,"358,358  ",,,"90,134  ",,,,
305000414,104,韧性,梦游羊诅咒,,,,0,,,"3584,3584  ",,,"896,1344  ",,,,
305000415,105,速度,梦游羊诅咒,,,,0,,,"780,1160",,,"0,0",,,,
305000421,101,生命,梦游羊祝福,,,,0,,,"7168,7168  ",,,"1792,2688  ",,,,
305000422,102,攻击,梦游羊祝福,,,,0,,,"560,560  ",,,"140,210  ",,,,
305000423,103,防御,梦游羊祝福,,,,0,,,"358,358  ",,,"90,134  ",,,,
305000424,104,韧性,梦游羊祝福,,,,0,,,"3584,3584  ",,,"896,1344  ",,,,
305000425,105,速度,梦游羊祝福,,,,0,,,"780,1160",,,"0,0",,,,
305000431,101,生命,梦游羊自爆,,,,0,,,"7168,7168  ",,,"1792,2688  ",,,,
305000432,102,攻击,梦游羊自爆,,,,0,,,"560,560  ",,,"140,210  ",,,,
305000433,103,防御,梦游羊自爆,,,,0,,,"358,358  ",,,"90,134  ",,,,
305000434,104,韧性,梦游羊自爆,,,,0,,,"3584,3584  ",,,"896,1344  ",,,,
305000435,105,速度,梦游羊自爆,,,,0,,,"780,1160",,,"0,0",,,,
30500051,101,生命,炎射手,,,,0,,,"5312,5312  ",,,"1328,1992  ",,,,
30500052,102,攻击,炎射手,,,,0,,,"816,816  ",,,"204,306  ",,,,
30500053,103,防御,炎射手,,,,0,,,"266,266  ",,,"67,100  ",,,,
30500054,104,韧性,炎射手,,,,0,,,"3264,3264  ",,,"816,1224  ",,,,
30500055,105,速度,炎射手,,,,0,,,"920,1380",,,"0,0",,,,
305000511,101,生命,深红射手,,,,0,,,"5312,5312  ",,,"1328,1992  ",,,,
305000512,102,攻击,深红射手,,,,0,,,"816,816  ",,,"204,306  ",,,,
305000513,103,防御,深红射手,,,,0,,,"266,266  ",,,"67,100  ",,,,
305000514,104,韧性,深红射手,,,,0,,,"3264,3264  ",,,"816,1224  ",,,,
305000515,105,速度,深红射手,,,,0,,,"920,1380",,,"0,0",,,,
305000521,101,生命,灰烬射手,,,,0,,,"5312,5312  ",,,"1328,1992  ",,,,
305000522,102,攻击,灰烬射手,,,,0,,,"816,816  ",,,"204,306  ",,,,
305000523,103,防御,灰烬射手,,,,0,,,"266,266  ",,,"67,100  ",,,,
305000524,104,韧性,灰烬射手,,,,0,,,"3264,3264  ",,,"816,1224  ",,,,
305000525,105,速度,灰烬射手,,,,0,,,"920,1380",,,"0,0",,,,
305000531,101,生命,炎射手SP,,,,0,,,"53120,53120  ",,,"13280,19920  ",,,,
305000532,102,攻击,炎射手SP,,,,0,,,"979,979  ",,,"245,367  ",,,,
305000533,103,防御,炎射手SP,,,,0,,,"365,365  ",,,"91,137  ",,,,
305000534,104,韧性,炎射手SP,,,,0,,,"8160,8160  ",,,"2040,3060  ",,,,
305000535,105,速度,炎射手SP,,,,0,,,"1080,1610",,,"0,0",,,,
30500061,101,生命,潜伏怪,,,,0,,,"7168,7168  ",,,"1792,2688  ",,,,
30500062,102,攻击,潜伏怪,,,,0,,,"560,560  ",,,"140,210  ",,,,
30500063,103,防御,潜伏怪,,,,0,,,"358,358  ",,,"90,134  ",,,,
30500064,104,韧性,潜伏怪,,,,0,,,"3584,3584  ",,,"896,1344  ",,,,
30500065,105,速度,潜伏怪,,,,0,,,"780,1160",,,"0,0",,,,
305000611,101,生命,掠夺怪,,,,0,,,"7168,7168  ",,,"1792,2688  ",,,,
305000612,102,攻击,掠夺怪,,,,0,,,"560,560  ",,,"140,210  ",,,,
305000613,103,防御,掠夺怪,,,,0,,,"358,358  ",,,"90,134  ",,,,
305000614,104,韧性,掠夺怪,,,,0,,,"3584,3584  ",,,"896,1344  ",,,,
305000615,105,速度,掠夺怪,,,,0,,,"780,1160",,,"0,0",,,,
305000621,101,生命,吞噬怪,,,,0,,,"7168,7168  ",,,"1792,2688  ",,,,
305000622,102,攻击,吞噬怪,,,,0,,,"560,560  ",,,"140,210  ",,,,
305000623,103,防御,吞噬怪,,,,0,,,"358,358  ",,,"90,134  ",,,,
305000624,104,韧性,吞噬怪,,,,0,,,"3584,3584  ",,,"896,1344  ",,,,
305000625,105,速度,吞噬怪,,,,0,,,"780,1160",,,"0,0",,,,
30500071,101,生命,食人花,,,,0,,,"6208,6208  ",,,"1552,2328  ",,,,
30500072,102,攻击,食人花,,,,0,,,"824,824  ",,,"206,309  ",,,,
30500073,103,防御,食人花,,,,0,,,"310,310  ",,,"78,116  ",,,,
30500074,104,韧性,食人花,,,,0,,,"3296,3296  ",,,"824,1236  ",,,,
30500075,105,速度,食人花,,,,0,,,"800,1200",,,"0,0",,,,
305000711,101,生命,巨食花,,,,0,,,"6208,6208  ",,,"1552,2328  ",,,,
305000712,102,攻击,巨食花,,,,0,,,"824,824  ",,,"206,309  ",,,,
305000713,103,防御,巨食花,,,,0,,,"310,310  ",,,"78,116  ",,,,
305000714,104,韧性,巨食花,,,,0,,,"3296,3296  ",,,"824,1236  ",,,,
305000715,105,速度,巨食花,,,,0,,,"800,1200",,,"0,0",,,,
305000721,101,生命,恶诞花妖,,,,0,,,"6208,6208  ",,,"1552,2328  ",,,,
305000722,102,攻击,恶诞花妖,,,,0,,,"824,824  ",,,"206,309  ",,,,
305000723,103,防御,恶诞花妖,,,,0,,,"310,310  ",,,"78,116  ",,,,
305000724,104,韧性,恶诞花妖,,,,0,,,"3296,3296  ",,,"824,1236  ",,,,
305000725,105,速度,恶诞花妖,,,,0,,,"800,1200",,,"0,0",,,,
305000731,101,生命,食人花SP,,,,0,,,"6208,6208  ",,,"1552,2328  ",,,,
305000732,102,攻击,食人花SP,,,,0,,,"824,824  ",,,"206,309  ",,,,
305000733,103,防御,食人花SP,,,,0,,,"310,310  ",,,"78,116  ",,,,
305000734,104,韧性,食人花SP,,,,0,,,"3296,3296  ",,,"824,1236  ",,,,
305000735,105,速度,食人花SP,,,,0,,,"800,1200",,,"0,0",,,,
30500111,101,生命,厨怪,,,,0,,,"7168,7168  ",,,"1792,2688  ",,,,
30500112,102,攻击,厨怪,,,,0,,,"560,560  ",,,"140,210  ",,,,
30500113,103,防御,厨怪,,,,0,,,"358,358  ",,,"90,134  ",,,,
30500114,104,韧性,厨怪,,,,0,,,"3584,3584  ",,,"896,1344  ",,,,
30500115,105,速度,厨怪,,,,0,,,"780,1160",,,"0,0",,,,
305001111,101,生命,厨妖,,,,0,,,"7168,7168  ",,,"1792,2688  ",,,,
305001112,102,攻击,厨妖,,,,0,,,"560,560  ",,,"140,210  ",,,,
305001113,103,防御,厨妖,,,,0,,,"358,358  ",,,"90,134  ",,,,
305001114,104,韧性,厨妖,,,,0,,,"3584,3584  ",,,"896,1344  ",,,,
305001115,105,速度,厨妖,,,,0,,,"780,1160",,,"0,0",,,,
305001121,101,生命,厨鬼,,,,0,,,"7168,7168  ",,,"1792,2688  ",,,,
305001122,102,攻击,厨鬼,,,,0,,,"560,560  ",,,"140,210  ",,,,
305001123,103,防御,厨鬼,,,,0,,,"358,358  ",,,"90,134  ",,,,
305001124,104,韧性,厨鬼,,,,0,,,"3584,3584  ",,,"896,1344  ",,,,
305001125,105,速度,厨鬼,,,,0,,,"780,1160",,,"0,0",,,,
30500121,101,生命,黑面纱之魅,,,,0,,,"6208,6208  ",,,"1552,2328  ",,,,
30500122,102,攻击,黑面纱之魅,,,,0,,,"824,824  ",,,"206,309  ",,,,
30500123,103,防御,黑面纱之魅,,,,0,,,"310,310  ",,,"78,116  ",,,,
30500124,104,韧性,黑面纱之魅,,,,0,,,"3296,3296  ",,,"824,1236  ",,,,
30500125,105,速度,黑面纱之魅,,,,0,,,"800,1200",,,"0,0",,,,
305001211,101,生命,黑面纱之魇,,,,0,,,"6208,6208  ",,,"1552,2328  ",,,,
305001212,102,攻击,黑面纱之魇,,,,0,,,"824,824  ",,,"206,309  ",,,,
305001213,103,防御,黑面纱之魇,,,,0,,,"310,310  ",,,"78,116  ",,,,
305001214,104,韧性,黑面纱之魇,,,,0,,,"3296,3296  ",,,"824,1236  ",,,,
305001215,105,速度,黑面纱之魇,,,,0,,,"800,1200",,,"0,0",,,,
305001221,101,生命,黑面纱之怨,,,,0,,,"6208,6208  ",,,"1552,2328  ",,,,
305001222,102,攻击,黑面纱之怨,,,,0,,,"824,824  ",,,"206,309  ",,,,
305001223,103,防御,黑面纱之怨,,,,0,,,"310,310  ",,,"78,116  ",,,,
305001224,104,韧性,黑面纱之怨,,,,0,,,"3296,3296  ",,,"824,1236  ",,,,
305001225,105,速度,黑面纱之怨,,,,0,,,"800,1200",,,"0,0",,,,
30500131,101,生命,怒魔人,,,,0,,,"5312,5312  ",,,"1328,1992  ",,,,
30500132,102,攻击,怒魔人,,,,0,,,"816,816  ",,,"204,306  ",,,,
30500133,103,防御,怒魔人,,,,0,,,"266,266  ",,,"67,100  ",,,,
30500134,104,韧性,怒魔人,,,,0,,,"3264,3264  ",,,"816,1224  ",,,,
30500135,105,速度,怒魔人,,,,0,,,"920,1380",,,"0,0",,,,
305001311,101,生命,噬怒魔,,,,0,,,"5312,5312  ",,,"1328,1992  ",,,,
305001312,102,攻击,噬怒魔,,,,0,,,"816,816  ",,,"204,306  ",,,,
305001313,103,防御,噬怒魔,,,,0,,,"266,266  ",,,"67,100  ",,,,
305001314,104,韧性,噬怒魔,,,,0,,,"3264,3264  ",,,"816,1224  ",,,,
305001315,105,速度,噬怒魔,,,,0,,,"920,1380",,,"0,0",,,,
305001321,101,生命,憎恶异魔,,,,0,,,"5312,5312  ",,,"1328,1992  ",,,,
305001322,102,攻击,憎恶异魔,,,,0,,,"816,816  ",,,"204,306  ",,,,
305001323,103,防御,憎恶异魔,,,,0,,,"266,266  ",,,"67,100  ",,,,
305001324,104,韧性,憎恶异魔,,,,0,,,"3264,3264  ",,,"816,1224  ",,,,
305001325,105,速度,憎恶异魔,,,,0,,,"920,1380",,,"0,0",,,,
30500141,101,生命,糖豆妖精,,,,0,,,"7168,7168  ",,,"1792,2688  ",,,,
30500142,102,攻击,糖豆妖精,,,,0,,,"560,560  ",,,"140,210  ",,,,
30500143,103,防御,糖豆妖精,,,,0,,,"358,358  ",,,"90,134  ",,,,
30500144,104,韧性,糖豆妖精,,,,0,,,"3584,3584  ",,,"896,1344  ",,,,
30500145,105,速度,糖豆妖精,,,,0,,,"780,1160",,,"0,0",,,,
305001411,101,生命,诡戏妖精,,,,0,,,"7168,7168  ",,,"1792,2688  ",,,,
305001412,102,攻击,诡戏妖精,,,,0,,,"560,560  ",,,"140,210  ",,,,
305001413,103,防御,诡戏妖精,,,,0,,,"358,358  ",,,"90,134  ",,,,
305001414,104,韧性,诡戏妖精,,,,0,,,"3584,3584  ",,,"896,1344  ",,,,
305001415,105,速度,诡戏妖精,,,,0,,,"780,1160",,,"0,0",,,,
305001421,101,生命,怪邪妖精,,,,0,,,"7168,7168  ",,,"1792,2688  ",,,,
305001422,102,攻击,怪邪妖精,,,,0,,,"560,560  ",,,"140,210  ",,,,
305001423,103,防御,怪邪妖精,,,,0,,,"358,358  ",,,"90,134  ",,,,
305001424,104,韧性,怪邪妖精,,,,0,,,"3584,3584  ",,,"896,1344  ",,,,
305001425,105,速度,怪邪妖精,,,,0,,,"780,1160",,,"0,0",,,,
30500151,101,生命,蕈人,,,,0,,,"7168,7168  ",,,"1792,2688  ",,,,
30500152,102,攻击,蕈人,,,,0,,,"560,560  ",,,"140,210  ",,,,
30500153,103,防御,蕈人,,,,0,,,"358,358  ",,,"90,134  ",,,,
30500154,104,韧性,蕈人,,,,0,,,"3584,3584  ",,,"896,1344  ",,,,
30500155,105,速度,蕈人,,,,0,,,"780,1160",,,"0,0",,,,
305001511,101,生命,厚垣蕈人,,,,0,,,"5632,5632  ",,,"1408,2112  ",,,,
305001512,102,攻击,厚垣蕈人,,,,0,,,"576,576  ",,,"144,216  ",,,,
305001513,103,防御,厚垣蕈人,,,,0,,,"390,390  ",,,"98,146  ",,,,
305001514,104,韧性,厚垣蕈人,,,,0,,,"3904,3904  ",,,"976,1464  ",,,,
305001515,105,速度,厚垣蕈人,,,,0,,,"780,1180",,,"0,0",,,,
305001521,101,生命,蕈人酋长,,,,0,,,"7168,7168  ",,,"1792,2688  ",,,,
305001522,102,攻击,蕈人酋长,,,,0,,,"560,560  ",,,"140,210  ",,,,
305001523,103,防御,蕈人酋长,,,,0,,,"358,358  ",,,"90,134  ",,,,
305001524,104,韧性,蕈人酋长,,,,0,,,"3584,3584  ",,,"896,1344  ",,,,
305001525,105,速度,蕈人酋长,,,,0,,,"780,1160",,,"0,0",,,,
30500161,101,生命,公主骑士偶,,,,0,,,"5312,5312  ",,,"1328,1992  ",,,,
30500162,102,攻击,公主骑士偶,,,,0,,,"816,816  ",,,"204,306  ",,,,
30500163,103,防御,公主骑士偶,,,,0,,,"266,266  ",,,"67,100  ",,,,
30500164,104,韧性,公主骑士偶,,,,0,,,"3264,3264  ",,,"816,1224  ",,,,
30500165,105,速度,公主骑士偶,,,,0,,,"920,1380",,,"0,0",,,,
305001611,101,生命,皇家骑士偶,,,,0,,,"5312,5312  ",,,"1328,1992  ",,,,
305001612,102,攻击,皇家骑士偶,,,,0,,,"816,816  ",,,"204,306  ",,,,
305001613,103,防御,皇家骑士偶,,,,0,,,"266,266  ",,,"67,100  ",,,,
305001614,104,韧性,皇家骑士偶,,,,0,,,"3264,3264  ",,,"816,1224  ",,,,
305001615,105,速度,皇家骑士偶,,,,0,,,"920,1380",,,"0,0",,,,
305001621,101,生命,猩红骑士偶,,,,0,,,"5312,5312  ",,,"1328,1992  ",,,,
305001622,102,攻击,猩红骑士偶,,,,0,,,"816,816  ",,,"204,306  ",,,,
305001623,103,防御,猩红骑士偶,,,,0,,,"266,266  ",,,"67,100  ",,,,
305001624,104,韧性,猩红骑士偶,,,,0,,,"3264,3264  ",,,"816,1224  ",,,,
305001625,105,速度,猩红骑士偶,,,,0,,,"920,1380",,,"0,0",,,,
30500171,101,生命,烛贤者,,,,0,,,"7168,7168  ",,,"1792,2688  ",,,,
30500172,102,攻击,烛贤者,,,,0,,,"816,816  ",,,"140,210  ",,,,
30500173,103,防御,烛贤者,,,,0,,,"266,266  ",,,"90,134  ",,,,
30500174,104,韧性,烛贤者,,,,0,,,"3264,3264  ",,,"896,1344  ",,,,
30500175,105,速度,烛贤者,,,,0,,,"920,1380",,,"0,0",,,,
305001711,101,生命,炽贤者,,,,0,,,"5312,5312  ",,,"1328,1992  ",,,,
305001712,102,攻击,炽贤者,,,,0,,,"816,816  ",,,"204,306  ",,,,
305001713,103,防御,炽贤者,,,,0,,,"266,266  ",,,"67,100  ",,,,
305001714,104,韧性,炽贤者,,,,0,,,"3264,3264  ",,,"816,1224  ",,,,
305001715,105,速度,炽贤者,,,,0,,,"920,1380",,,"0,0",,,,
305001721,101,生命,烬贤者,,,,0,,,"5312,5312  ",,,"1328,1992  ",,,,
305001722,102,攻击,烬贤者,,,,0,,,"816,816  ",,,"204,306  ",,,,
305001723,103,防御,烬贤者,,,,0,,,"266,266  ",,,"67,100  ",,,,
305001724,104,韧性,烬贤者,,,,0,,,"3264,3264  ",,,"816,1224  ",,,,
305001725,105,速度,烬贤者,,,,0,,,"920,1380",,,"0,0",,,,
30500221,101,生命,欢乐戏法师,,,,0,,,"7168,7168  ",,,"1792,2688  ",,,,
30500222,102,攻击,欢乐戏法师,,,,0,,,"560,560  ",,,"140,210  ",,,,
30500223,103,防御,欢乐戏法师,,,,0,,,"358,358  ",,,"90,134  ",,,,
30500224,104,韧性,欢乐戏法师,,,,0,,,"3584,3584  ",,,"896,1344  ",,,,
30500225,105,速度,欢乐戏法师,,,,0,,,"780,1160",,,"0,0",,,,
30500231,101,生命,鬼修罗,,,,0,,,"5312,5312  ",,,"1328,1992  ",,,,
30500232,102,攻击,鬼修罗,,,,0,,,"816,816  ",,,"204,306  ",,,,
30500233,103,防御,鬼修罗,,,,0,,,"266,266  ",,,"67,100  ",,,,
30500234,104,韧性,鬼修罗,,,,0,,,"3264,3264  ",,,"816,1224  ",,,,
30500235,105,速度,鬼修罗,,,,0,,,"920,1380",,,"0,0",,,,
30500261,101,生命,火兵士,,,,0,,,"31040,31040  ",,,"7760,11640  ",,,,
30500262,102,攻击,火兵士,,,,0,,,"906,906  ",,,"227,340  ",,,,
30500263,103,防御,火兵士,,,,0,,,"388,388  ",,,"97,146  ",,,,
30500264,104,韧性,火兵士,,,,0,,,"6592,6592  ",,,"1648,2472  ",,,,
30500265,105,速度,火兵士,,,,0,,,"880,1320",,,"0,0",,,,
30500271,101,生命,暗教士,,,,0,,,"7168,7168  ",,,"1792,2688  ",,,,
30500272,102,攻击,暗教士,,,,0,,,"560,560  ",,,"140,210  ",,,,
30500273,103,防御,暗教士,,,,0,,,"358,358  ",,,"90,134  ",,,,
30500274,104,韧性,暗教士,,,,0,,,"3584,3584  ",,,"896,1344  ",,,,
30500275,105,速度,暗教士,,,,0,,,"780,1160",,,"0,0",,,,
30500361,101,生命,竹傀儡,,,,0,,,"5312,5312  ",,,"1328,1992  ",,,,
30500362,102,攻击,竹傀儡,,,,0,,,"816,816  ",,,"204,306  ",,,,
30500363,103,防御,竹傀儡,,,,0,,,"266,266  ",,,"67,100  ",,,,
30500364,104,韧性,竹傀儡,,,,0,,,"3264,3264  ",,,"816,1224  ",,,,
30500365,105,速度,竹傀儡,,,,0,,,"920,1380",,,"0,0",,,,
305003611,101,生命,竹筒王,,,,0,,,"5612,5612  ",,,"1478,2142  ",,,,
305003612,102,攻击,竹筒王,,,,0,,,"866,866  ",,,"234,366  ",,,,
305003613,103,防御,竹筒王,,,,0,,,"266,266  ",,,"67,100  ",,,,
305003614,104,韧性,竹筒王,,,,0,,,"3264,3264  ",,,"816,1224  ",,,,
305003615,105,速度,竹筒王,,,,0,,,"920,1380",,,"0,0",,,,
30500461,101,生命,鼎生,,,,0,,,"5632,5632  ",,,"1408,2112  ",,,,
30500462,102,攻击,鼎生,,,,0,,,"576,576  ",,,"144,216  ",,,,
30500463,103,防御,鼎生,,,,0,,,"390,390  ",,,"98,146  ",,,,
30500464,104,韧性,鼎生,,,,0,,,"3904,3904  ",,,"976,1464  ",,,,
30500465,105,速度,鼎生,,,,0,,,"780,1180",,,"0,0",,,,
305004611,101,生命,赤面,,,,0,,,"5632,5632  ",,,"1408,2112  ",,,,
305004612,102,攻击,赤面,,,,0,,,"576,576  ",,,"144,216  ",,,,
305004613,103,防御,赤面,,,,0,,,"390,390  ",,,"98,146  ",,,,
305004614,104,韧性,赤面,,,,0,,,"3904,3904  ",,,"976,1464  ",,,,
305004615,105,速度,赤面,,,,0,,,"780,1180",,,"0,0",,,,
30500471,101,生命,命鼠,,,,0,,,"7168,7168  ",,,"1792,2688  ",,,,
